Country,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Afghanistan,,,,,2.8,2.7,2.6,2.5,2.4,2.3,2.2,,
Albania,,12.8,11.8,10.8,11.0833,11.3667,11.65,11.9333,12.2167,12.5,,,
Algeria,,,,15,,,,,,,,,
Angola,,,23.4,31.7,40,48.3,56.6,,,,,,
"Antigua and Barbuda",,,,,,,21.3,,,,,,
Argentina,,,30.3,32.225,34.15,36.075,38,,,,,,
Armenia,,11.5,16.575,21.65,26.725,31.8,30.175,28.55,26.925,25.3,,,
Azerbaijan,,14.6,13.65,12.7,11.75,10.8,9.225,7.65,6.075,4.5,,,
Bahamas,,,,,,,58.3,,,,,,
Bangladesh,,,,16.1,15.5333,14.9667,14.4,13.8333,13.2667,12.7,,,
Barbados,,,,,,,43.5,,,,,,
Belarus,,18.6,30.0333,41.4667,52.9,51.04,49.18,47.32,45.46,43.6,,,
Belize,,,,,,,30.4,,,,,,
Benin,,,,,,45.4,44.1571,42.9143,41.6714,40.4286,39.1857,37.9429,36.7
Bhutan,,,,,,31.3,33.3,35.3,37.3,39.3,41.3,43.3,
Bolivia,,,41.1,41.15,41.2,41.25,41.3,,,,,,
"Bosnia and Herzegovina",,21.6,24.4,27.2,30,32.8,31.4,30,28.6,27.2,,,
Botswana,,,40.9,44.5,48.1,51.7,55.3,,,,,,
Brazil,,,,,,50.2,,,,,,,
Bulgaria,,28.8,34,39.2,36.55,33.9,35.175,36.45,37.725,39,,,
"Burkina Faso",,,23.3,21.9333,20.5667,19.2,,,,,,,
Burundi,,,34.8,35.95,37.1,38.25,39.4,40.55,41.7,42.85,44,,
"Cape Verde",,,42.7,39.5,36.3,33.1,,,,,,,
Cambodia,,,,,,,,,,,,,46.2
Cameroon,,,35.3,28.7667,22.2333,15.7,19.1286,22.5571,25.9857,29.4143,32.8429,36.2714,39.7
"Central African Republic",,,,,,,,53.3,,,,,
Chad,,,,,,40.1,,,,,,,
Chile,,,27.8,28.25,28.7,29.15,29.6,,,,,,
China,,,,,,,,,64.2,,,,
Colombia,,,43,41.075,39.15,37.225,35.3,,,,,,
"Congo (Kinshasa)",,,21.2,25.625,30.05,34.475,38.9,30.9667,23.0333,15.1,,,
"Congo (Brazzaville)",,,,,,31.8,,,,,,,
"Costa Rica",,65.3,60.94,56.58,52.22,47.86,43.5,,,,,,
"Ivory Coast",,,,,,61.9,56.5429,51.1857,45.8286,40.4714,35.1143,29.7571,24.4
Croatia,,19.2,26.35,33.5,33.2667,33.0333,32.8,32.5667,32.3333,32.1,,,
"Czech Republic",,17.8,19.6,21.4,23.2,25,26.45,27.9,29.35,30.8,,,
Djibouti,,,,,,,,,,22.3,,,
Dominica,,,,,,,41,,,,,,
"Dominican Republic",,,,,,,30,,,,,,
Ecuador,,,32.7,30.55,28.4,26.25,24.1,,,,,,
Egypt,,,,20.9,34,30.42,26.84,23.26,19.68,16.1,,,
"El Salvador",,,39.6,39.75,39.9,40.05,40.2,39.9,39.6,39.3,39,38.7,38.4
Eritrea,,,,,,4.2,,,,,,,
Estonia,,28.3,30.3,32.3,34.3,36.3,36.175,36.05,35.925,35.8,,,
Ethiopia,,,30.9,31.78,32.66,33.54,34.42,35.3,35.525,35.75,35.975,36.2,
Fiji,,,,,,49.1,,,,,,,
Gabon,,,,,,33.1,,,,,,,
Gambia,,,21.3,,,,,,,,,,
Georgia,,35.2,37.0667,38.9333,40.8,39.42,38.04,36.66,35.28,33.9,,,
Germany,,20.3,,,,,,,,,,,
Ghana,,,,44,41.9333,39.8667,37.8,35.7333,33.6667,31.6,,,
Greece,,24.4,,,,,,,,,,,
Grenada,,,,,,,57.3,,,,,,
Guatemala,,,28.4,32.35,36.3,40.25,44.2,,,,,,
Guinea,,,25.4,23.76,22.12,20.48,18.84,17.2,15.56,13.92,12.28,10.64,9
"Guinea Bissau",,,19.9,,,,,,,,,,
Guyana,,,,,,,58.3,,,,,,
Honduras,,,39.9,40.75,41.6,42.45,43.3,,,,,,
Hungary,,36.5,37.975,39.45,40.925,42.4,43.575,44.75,45.925,47.1,,,
India,,,9.1,9.3,9.5,9.7,9.9,10.1,10.3,10.5,10.7,,
Indonesia,,,,,,42.8,39.35,35.9,32.45,29,25.55,22.1,
Iraq,,,,,,,,6.8,,,,,
Ireland,,41.6,,,,,,,,,,,
Israel,,,,,,,,,,27.3,,,
Jamaica,,,,,,,38.2,,,,,,
Jordan,,,13.1,13.4714,13.8429,14.2143,14.5857,14.9571,15.3286,15.7,,,
Kazakhstan,,29.4,30.65,31.9,33.15,34.4,32.875,31.35,29.825,28.3,,,
Kenya,,,,37.1,39.0333,40.9667,42.9,44.8333,46.7667,48.7,,,
"South Korea",,19.1,,,,,,,,,,,
Kosovo,,,,,,10.9,10.95,11,11.05,11.1,,,
Kyrgyzstan,,26.3,34.825,43.35,51.875,60.4,57.65,54.9,52.15,49.4,,,
Laos,,,,,,39.3,40.1667,41.0333,41.9,42.2,42.5,42.8,43.1
Latvia,,36.3,38.8,41.3,43.8,46.3,43.8,41.3,38.8,36.3,,,
Lebanon,,,,,,33.5,36,38.5,41,43.5,,,
Lesotho,,,,,,18.4,21.3571,24.3143,27.2714,30.2286,33.1857,36.1429,39.1
Liberia,,,,,,53,,,,,,,
Lithuania,33.3,26.1,29.25,32.4,35.55,38.7,37.975,37.25,36.525,35.8,,,
"Macedonia (F.Y.R.O.M.)",,18.6,23.05,27.5,31.95,36.4,34.8,33.2,31.6,30,,,
Madagascar,,,,,,50,47.9,45.8,43.7,41.6,,,
Malawi,,,,,,23.9,24.74,25.58,26.42,27.26,28.1,,
Malaysia,,,,13.1,14.6375,16.175,17.7125,19.25,20.7875,22.325,23.8625,25.4,
Mali,,,,18.3,31.6333,44.9667,58.3,51.1333,43.9667,36.8,29.6333,22.4667,15.3
Mauritania,,,17.3,17.0125,16.725,16.4375,16.15,15.8625,15.575,15.2875,15,,
Mauritius,,,,,,16.9,,,,,,,
Mexico,,,24.8,25.025,25.25,25.475,25.7,,,,,,
Micronesia,,,,,,86.8,,,,,,,
Moldova,,24.5,31.65,38.8,45.95,53.1,51.65,50.2,48.75,47.3,,,
Mongolia,,,,,,52,48.45,44.9,41.35,37.8,,,
Montenegro,,,,,,26,25.475,24.95,24.425,23.9,,,
Morocco,,,,13.1,16.1333,19.1667,22.2,25.2333,28.2667,31.3,,,
Mozambique,,,,24.4,,,,,,,,,
"Burma (Myanmar)",,,,,,,,,,,27.3,,
Namibia,,,33.4,34.35,35.3,36.25,37.2,38.15,39.1,40.05,41,,
Nepal,,,,,,27.3,25.925,24.55,23.175,21.8,,,
Nicaragua,,,41.4,46.525,51.65,56.775,61.9,,,,,,
Niger,,,10,12.5333,15.0667,17.6,,,,,,,
Nigeria,,,,20,19.4571,18.9143,18.3714,17.8286,17.2857,16.7429,16.2,,
Pakistan,,,,6.7,7.55,8.4,9.25,10.1,10.95,11.8,,,
Panama,,,37.1,34,30.9,27.8,24.7,,,,,,
"Papua New Guinea",,,,,,,,,,,,46.5,
Paraguay,,,44.8,46.5,48.2,49.9,51.6,,,,,,
Peru,,,32.8,31.775,30.75,29.725,28.7,,,,,,
Philippines,,,,,,69.4,69.3667,69.3333,69.3,69.2667,69.2333,69.2,
Poland,,30.7,35,39.3,43.6,47.9,46.025,44.15,42.275,40.4,,,
Portugal,,50.8,,,,,,,,,,,
Romania,,26.1,31.55,37,42.45,47.9,47.675,47.45,47.225,47,,,
Russia,,23.9,26.2,28.5,30.8,33.1,31.5667,30.0333,28.5,,,,
