Country,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Rwanda,,,41,41.34,41.68,42.02,42.36,42.7,,,,,
Samoa,,,,,,79.8,,,,,,,
Senegal,,,,26.3,25.8143,25.3286,24.8429,24.3571,23.8714,23.3857,22.9,,
Serbia,,23,24.45,25.9,27.35,28.8,29.05,29.3,29.55,29.8,,,
"Sierra Leone",,,,,,7.9,,,,,,,
Slovakia,,11.8,16.25,20.7,25.15,29.6,29.625,29.65,29.675,29.7,,,
Slovenia,,29.1,32.375,35.65,38.925,42.2,40.275,38.35,36.425,34.5,,,
"Solomon Islands",,,,,,,,,,,,47.4,
"South Africa",,,,22.6,,,,,,,,,
"South Sudan",,,,,,,,,,,21.9,,
Spain,,34.1,,,,,,,,,,,
"Sri Lanka",,,,,,,,26.1,,,,,
"Saint Kitts and Nevis",,,,,,,57.8,,,,,,
"Saint Lucia",,,,,,,32.1,,,,,,
"Saint Vincent and Grenadines",,,,,,,76,,,,,,
Sudan,,,,,,,,,,,8.2,,
Suriname,,,,,,,18.3,,,,,,
Swaziland,,,28.6,29.34,30.08,30.82,31.56,32.3,33.04,33.78,34.52,35.26,36
Sweden,,,,,,,,,,,52.5,,
Syria,,,,,,14.4,,,,,,,
Tajikistan,,14.4,21.0667,27.7333,34.4,34.06,33.72,33.38,33.04,32.7,,,
Tanzania,,,30.9,30.0143,29.1286,28.2429,27.3571,26.4714,25.5857,24.7,,,
Thailand,,,,,,,,,,,,,64.4
"Timor Leste",,,,,,42.9,46.4833,50.0667,53.65,57.2333,60.8167,64.4,
Togo,,,,,,31.8,30.8714,29.9429,29.0143,28.0857,27.1571,26.2286,25.3
Tonga,,,,,,65.3,,,,,,,
"Trinidad and Tobago",,,,,,,45.1,,,,,,
Tunisia,,,,,,,,,,49.5,,,
Turkey,9,11.4,21.1667,30.9333,40.7,37.64,34.58,31.52,28.46,25.4,,,
Uganda,,,34.7,33.5429,32.3857,31.2286,30.0714,28.9143,27.7571,26.6,,,
Ukraine,,27.1,33.7667,40.4333,47.1,43.98,40.86,37.74,34.62,31.5,,,
Uruguay,,,41.6,36.975,32.35,27.725,23.1,,,,,,
Uzbekistan,,14.5,22.9333,31.3667,39.8,37.68,35.56,33.44,31.32,29.2,,,
Vanuatu,,,,,,51.4,,,,,,,
Venezuela,,,,,,,30.7,,,,,,
Vietnam,,,,,,59.2,57.85,56.5,55.15,53.8,52.45,51.1,
"West Bank and Gaza",,,18,17.2286,16.4571,15.6857,14.9143,14.1429,13.3714,12.6,,,
Yemen,,,,,,,6.4,6.4667,6.5333,6.6,,,
Zambia,,,,37.2,39.3,41.4,43.5,45.6,47.7,49.8,,,
Zimbabwe,,,,,,,,56.2,53.46,50.72,47.98,45.24,42.5
