Country,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Morocco,2,2,2,2,2,2,-1.2,-0.060861756,0.2,-0.012583412,-0.7,-0.8,-0.8,-1.4,-1.5,-1.2,3.9,4.8,4.5,3.8,4.023645375,4.034914953,4.484379377,3.723073402,3.446452534,-1.050261161,-1.247321852,-1.34206,-0.597628,-0.58016755,-0.745,-1.954,-1.088,-1.068,-1.068,-1.068,-1.068
Mozambique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
Namibia,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,31,33,53,67,82,101,123,118,109,99,108,106,86,90,132,118,113,108,108,90,88.18552186,81.48512877,98.37822466,100.9478493,96.2225929,84.48895068,74.20928767,85.01563225,69.39780328,63.39555068,55.14340137,58.56725616,59.94087432,57.64246575,65.66521027,64.93230342,52.71562553
"Antilles (Netherlands)",4,4,4,4,4,4,-0.04836074,0.7,0.4,-0.2,-0.5,-1.2,-1.7,-1.5,-1.5,-1.4,-1.4,-1.5,-1.5,-0.045015235,-0.757365723,-2.169161113,-1.007183427,-0.263680106,-0.029174635,-0.584766319,-0.737545782,0.53109,0.661008,-0.411573878,1.76,1.048,0.981,0.981,0.981,0.981,0.981
"New Zealand",9,12,17,18,20,24,43,44,53,57,59,58,58,60,57,48,47,68,57,52,47.67981694,43.94187671,40.99065205,31.81519726,27.93972131,27.77374795,25.80093151,47.59724658,65.38593989,61.02681644,60.74186301,52.17397808,48.35163388,41.76992329,49.11942192,49.78993151,43.60013486
Nicaragua,,,,,,,-0.2,-0.2,-0.2,-0.2,-0.2,-0.1,-0.1,-0.082092612,-0.07825088,-0.076692048,0.012932593,-0.1,-0.5,-0.4,-0.38637608,-0.490559992,-0.394004287,-0.379577603,-0.436058255,-0.367002074,-0.412048014,-0.37737,0.57379,0.611239243,-0.353499946,-0.106,,,,,
Niger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.712328767,20,20,20,14,13
Nigeria,2060,1438,1300,1246,1393,1500,1470,1344,1454,1722,1817,1898,1951,1967,1936,1998,2007,2140,2160,2136,2169.135111,2261.416054,2123.32298,2278.592032,2331.696229,2630.860271,2442.250063,2352.755546,2168.865284,2212.180159,2462.220397,2528.069685,2511.65129,2361.859808,2401.720082,2220.610493,1923.891727
"Northern Mariana Islands",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Norway,529,514,534,664,756,827,910,1056,1199,1570,1725,1962,2225,2385,2700,2910,3241,3290,3147,3148,3354.609246,3422.983677,3341.88449,3272.956655,3196.587571,2978.131521,2786.472301,2564.893942,2464.522186,2352.555249,2145.763016,2049.794148,1926.648016,1847.824247,1897.028353,1957.861838,2004.031185
Oman,284,321,326,377,417,502,563,587,622,650,693,706,744,780,814,859,891,908,904,914,972.0410552,915.4876236,899.4844514,823.0097903,754.2973221,780.558529,743.8595205,714.8137205,759.6998152,818.888202,869.4170232,891.5819211,924.6843087,946.0383452,951.7646411,990.2574247,1015.125568
Pakistan,11,11,13,14,18,36,42,42,45,48,62,63,64,63,58,62,58,60,58,57,56.76278877,63.37443955,67.93074379,64.33019054,66.59160074,68.12616624,69.25662464,74.14136301,68.08585824,66.89030512,69.30710137,70.468,75.335,85.335,98.335,94.54869863,89.83773224
"West Bank and Gaza",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,
Panama,1,1,1,1,1,0.3,-0.4,-0.5,-0.2,-0.1,-0.1,-0.6,-1.2,-1.2,-0.6,0.009889675,-1.3,-0.6,-0.8,-1.4,-1.304568345,-2.195154077,-0.139954058,,,,,,,,,,,,,,
"Papua New Guinea",,,,,,,,,,,,0.2,53,126,110,100,103,80,79,97,70.08530009,67.52336393,55.15342466,50.49315068,45.60142085,40.30436137,48.75149521,38.6811037,41.46234226,39.70560515,30.95252055,29.31964384,27.48860109,23.11964384,35.50868493,52.76073973,56.14980328
Paraguay,,,,,,,0.064160212,0.067812084,0.071955053,0.077138443,0.1,0.07407326,7.68577E-05,0.051695238,0.045312459,-0.023659034,-0.020314699,-0.032665992,-0.022257137,-0.026540782,-0.002674281,-0.002429295,-0.009250532,-0.00573743,0.090534567,0.626969019,0.8,1.1,1.7,2.2,2.3,2.2,2,2,2,2,2
Peru,200,199,201,174,187,193,177,162,140,129,128,114,115,126,128,130,121,119,116,107,99.56547352,95.99972199,96.64866992,92.01186038,93.77918883,112.1402388,119.0475653,115.9378385,121.7846341,148.8642467,163.8378027,159.7849178,161.5889563,176.122537,181.2313699,158.012063,143.6245601
Philippines,16,3,9,14,13,10,7.9,5.5,5.9,4.7,3.8,2.6,7.3,7.8,6.2,3.1,-1.6,-2.1,-1.5,-0.9,-0.424571915,7.83791237,10.43272715,14.09611951,24.30695074,25.77115852,26.28723933,25.38930411,27.21824854,39.49990301,38.648,39.516,35.524,40.524,43.524,29.64728767,25.524
Poland,8,8,5.5,5,5.8,5.8,6.4,5.7,5.7,4.4,4.5,5.1,6.6,8.3,8.6,8.3,9.2,10,14,18,22.80689617,24.79329863,23.01736438,22.54003836,34.7912459,39.26743014,40.228,35.23169863,36.30423497,34.24601164,28.65920616,28.33946096,28.25703825,33.72370479,38.11840068,39.05718973,40.74457651
Portugal,-2.6,-2.3,-3.1,-2.8,-1.4,-0.8,-0.4,-0.4,0.3,-0.4,-0.3,-0.9,-1.2,-0.8,0.7,2.8,3,3.4,3.2,3.1,2.408893443,3.885367123,3.745339726,4.537243836,3.848688525,4.051630137,5.591,6.356413699,7.475098361,5.416641096,5.574038356,5.175939726,5.318,7.079,6.328871233,7.580463014,7.580463014
"Puerto Rico",,-1,-2,-1,2.4,-1,-1,1,1,0.8,1.8,2.8,1.5,4.7,3.3,1.7,1.8,1.6,1.4,0.9,0.457210383,-0.132112329,0.43607603,0.721805877,1.353952336,1.349173506,0.085432877,1.327598,0.66277,0.538128767,,,,,,,
Qatar,483,430,361,321,423,332,331,319,378,406,448,447,480,470,467,499,563,623,783,779,879.0491334,880.248577,870.7592706,1018.626896,1162.075402,1253.606229,1283.664324,1350.867379,1484.263465,1573.247985,1787.779,1936.28389,2032.451475,2067.14,2054.564658,2052.986575,2046.041639
Romania,252,255,256,255,252,235,233,227,203,190,167,146,147,143,149,149,150,150,147,140,137.1591492,139.5882003,140.4283224,133.6581971,131.631732,124.7222744,116.6412798,115.6508912,116.9843456,112.6989073,107.3259479,105.5411397,101.5979863,103.6476247,103.1576712,99.81079452,93.06583607
Russia,--,--,--,--,--,--,--,--,--,--,--,--,7819,6951,6307,6172,6017,6101,6070,6312,6723.63889,7159.734757,7658.891183,8534.778552,9273.770374,9511.241581,9732.350222,9938.182075,9875.032862,10049.55236,10279.49158,10401.6921,10588.96369,10757.90555,10847.10007,11029.72199,11240.1932
Rwanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"Saudi Arabia",10285,10265,6929,5430,5033,3778,5255,4674,5577,5555,7019,8790,9036,8894,9101,9235,9238,9400,9472,8907,9475.748954,9156.639951,8809.506658,10076.81061,10796.24133,11496.30789,11098.43882,10748.62275,11428.60019,10314.71191,10908.35468,11469.90116,11840.6834,11701.51168,11623.70347,12072.05963,12387.43204
Senegal,,,,,,,0.1,-0.1,-0.2,-0.1,-0.2,-0.094967781,-0.063039232,-0.045569871,-0.007026124,-0.010297823,-0.008774231,-0.07428346,-0.037454746,-0.011582286,0.015475488,-0.027525813,-0.021126682,-0.031287507,-0.058756456,-0.038647112,-0.013423403,-0.06512,-0.080975,-0.03246211,0.036,0.008,-0.067,-0.067,-0.067,-0.067,-0.067
Serbia,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,16.9475,16.857363,18.512295,19.99119482,23.697,21.37682192,19.82226776,21.32089041,20.66335616,24.15376712,23.825
"Sierra Leone",,,,,,,-0.011454089,-0.053872052,-0.039785906,-0.038228704,-0.037980268,-0.037570127,-0.007391254,-0.034613703,0.1,-0.00364972,-0.003639748,-0.003904664,-0.002637508,-0.002637508,-0.002042152,-0.0006,0.000836068,0.003992929,0.000700834,0.002990986,0.028979218,0.02539,0.032981,0.0305,0.0279,0.02539,0.02539,0.02539,0.02539,0.02539,0.02539
Singapore,4,4,4,4,4,4,-6.2,1.1,-5.7,-6.6,-6,-1.9,-4,-0.6,-3.1,-1.2,6.4,5.4,3.2,6.3,13.09457372,14.95604294,8.290424677,9.700655839,9.836052426,8.573226174,9.966555433,11.60831,23.548094,20.5791422,21.25,22.5,24.881,24.881,24.881,24.881,24.881
Slovakia,--,--,--,--,--,--,--,--,--,--,--,--,--,0.8,1.1,2,2.1,2,1.7,1.6,3.190721311,4.06659726,8.992169863,9.87250411,11.16119126,12.86666575,12.923,8.609991781,10.66186885,7.537813699,7.681353425,9.857934247,8.804,9.061,8.762131507,11.4151726,11.4151726
Slovenia,--,--,--,--,--,--,--,--,--,--,--,--,-0.1,0.00460128,-0.1,-0.045787448,0.019391105,-0.054984885,0.072711207,0.022368857,0.028327239,0.015567978,0.015045318,0.011849599,0.006,0.105,0.105,0.105,0.165,0.145,0.405,0.305,0.305,0.305,0.305,0.305,0.305
Somalia,,,,,,,0.2,0.1,0.1,0.1,0.1,0.059655704,0.053806178,0.053735704,0.053735704,0.053735704,0.053735704,0.053735704,0.053735704,0.053735704,,,,,,,,,,,,,,,,,
"South Africa",,4,20,55,55,60,67,72,67,77,77,77,140,195,195,207,208,210,214,195,201.6306098,209.285771,211.444284,202.3093557,234.0417462,215.2107523,201.4067405,196.1956642,193.7132907,182.6166303,181.8601507,183.869,182.6585683,182.3268219,161.616,136.616,133.616
"South Sudan",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,22.81163858,115.769956,147.7629851,152.6388456,152.4590164
Spain,13,3.9,13,46,37,40,47,44,46,39,37,42,43,34,34,32,26,23,25,22,23.82754918,27.65526712,27.85759589,33.16976849,37.8871694,37.54667123,38.26052055,28.20954521,27.55866667,29.48995068,28.75125205,28.45621096,34.20273224,40.9909863,41.22261644,43.90366849,42.16964649
"Sri Lanka",,,,,,,-0.3,-0.4,-0.4,-0.3,-0.3,-0.4,-0.4,-0.3,-0.4,-0.4,-0.6,-0.5,-0.4,-0.4,-0.440865541,-0.473988958,-0.526400205,-0.550942328,-0.508346134,-0.553768893,-0.424245309,-0.636507,-0.604407,-0.61834698,-0.545,-0.326,-0.563,-0.563,-0.563,-0.563,-0.563
Sudan,,,,,,,-0.2,-0.1,-0.017884638,0.017677594,0.018180149,-0.3,0.1,0.1,-0.1,0.04170646,1.8,4.8,9.8,69,186.9845299,210.8349148,240.4934043,271.8790398,344.8425545,352.4072664,381.3479419,466.7621227,479.8306504,485.9872867,488.9867397,455.360274,94.41444885,136.1833864,116.0807683,110.7472914,107.2495847
Suriname,,,,,,1,2,2,3,4,3.9,3.5,5,5,6,7,7.5,5,7,10,9.585331749,9.496169566,9.496169566,9.461662263,9.461109859,9.439367153,11.01818769,12.96046288,15.26681583,15.41896851,14.731,14.731,14.56433333,13.731,13.731,15.731,15.731
Sweden,-6.2,-4.3,-3.4,-3.7,0.057939891,0.3,2,2.5,2.4,1.6,1.6,0.9,1.3,1.1,0.8,2.1,2.1,1.8,1.9,2.3,1.56604918,2.070536986,3.500846575,4.118983562,4.608333333,3.949632877,5.27,7.271939726,9.187,11.19145753,10.41946575,11.2666411,12.296,11.701,15.85353699,16.37870137,16.37870137
Switzerland,1.1,1.3,1.1,1.1,1.3,1.6,1.7,1.6,1.4,1.2,1.2,1.4,1.2,1.4,1.6,1.6,1.7,2,2.2,2,1.706527322,1.819013699,1.949690411,1.628060274,3.361021858,3.322369863,3.955,3.503843836,3.748,3.877934247,3.605764384,3.612813699,3.012,3.87,3.817969863,2.388936986,2.388936986
Syria,164,166,160,167,170,178,190,226,260,337,385,491,478,558,563,584,601,579,572,558,546.7846653,513.3753538,519.7802049,510.1629011,488.0633172,463.7939639,438.8272225,411.87022,400.3499818,400.1077016,415.7729616,368.9773425,167.1085082,71.70091781,29.28721918,34.879,33.54566667
Taiwan,9,10,8,8,8,6,-2.2,0.07149449,-2.7,-5.3,-5.4,-6.1,-4.6,-4.7,-4.3,-7,-6.3,-7,-7.1,-7.7,-6.374950736,3.605795254,8.363959398,7.895009758,10.59740477,15.71861027,20.70843937,26.28283,16.135366,28.49158845,28.267,26.108,28.123,28.123,28.123,28.123,28.123
Tajikistan,--,--,--,--,--,--,--,--,--,--,--,--,1.3,0.8,0.6,0.7,0.6,0.6,0.5,0.5,0.392024367,0.329032653,0.311779932,0.354779932,0.252772336,0.282095,0.303032653,0.283166849,0.237943169,0.222796221,0.219801701,0.22,0.218745902,0.211,0.211,0.186616438,0.185
Tanzania,,,,,,,0.016621716,0.078247361,0.032023837,-0.2,-0.2,-0.1,-0.001815329,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.179,-0.158,-0.137,-0.116,-0.095,-0.074,-0.053,-0.032,-0.011,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Thailand,1.3,2.3,12,18,30,53,52,49,53,51,58,61,67,70,81,92,100,133,147,158,181.8531994,191.7924706,206.4217663,261.0652112,258.609677,303.6532684,344.0219089,360.5516934,387.8113213,414.0484795,422.776363,448.4702096,489.2429628,495.6120836,496.2350425,514.462463,525.3905902
"Trinidad and Tobago",214,243,183,163,173,178,166,156,156,153,149,152,140,140,137,138,137,131,130,139,140.1001363,132.7289721,144.1115836,161.1710063,151.0368676,170.7501765,179.4138052,156.5185314,156.633835,152.9470309,145.6685658,137.7823014,117.9522514,116.6028685,115.1152822,109.7728521,98.05191257
Tunisia,110,118,120,120,120,114,111,109,108,110,98,109,114,102,96,90,88,85,81,84,80.49892792,72.58098325,78.55014163,77.36913438,81.66703554,76.74780376,78.24085115,85.88711973,85.48941927,80.9550252,79.26767397,67.12328493,65.78134973,63.63494521,53.08426027,50.58563014,52.15913115
Turkey,41,44,46,41,40,40,45,48,46,53,70,85,81,74,72,66,66,67,66,58,51.41923224,46.82813699,47.08840205,45.81582397,42.92824454,45.96484863,45.04999384,45.8431089,48.68369945,54.59644315,57.7239863,57.2899863,58.6418306,57.66302123,56.46120753,62.0531226,63.04080132
Turkmenistan,--,--,--,--,--,--,--,--,--,--,--,--,110,91,87,82,90,106,126,154,156.6360687,167.8752976,192.5679164,200.000851,213.9431588,196.6500648,177.2115083,180.7309153,189.3635118,197.643775,203.2536027,224.1190959,245.0687104,260.4149863,273.6423836,279.4999178,267.4566885
Ukraine,--,--,--,--,--,--,--,--,--,--,--,--,82,84,90,88,92,95,90,87,84.89139077,86.74805329,85.45992213,88.84416577,96.88536122,99.38719296,107.7560665,107.71108,99.3876434,93.55939303,83.27207397,79.59750959,81.03467213,74.87874247,66.38203562,60.0400137,56.59743716
"United Arab Emirates",1747,1538,1343,1272,1279,1356,1515,1686,1695,1990,2252,2531,2410,2305,2343,2396,2439,2480,2519,2337,2572.32543,2500.040828,2386.833131,2660.829579,2766.745085,2844.626284,2948.468554,2947.49714,3046.873066,2794.551575,2814.83206,3216.473082,3401.311557,3443.705,3547.896781,3673.157055,3765.043798
"United Kingdom",1674,1874,2164,2430,2652,2711,2735,2613,2443,1997,1982,1995,2045,2144,2654,2819,2892,2815,2918,2982,2567.023456,2594.693699,2562.00667,2391.728253,2074.366967,1862.360977,1691.752619,1690.684023,1590.308617,1509.238791,1405.35735,1166.148429,1004.514216,913.077953,900.6094199,1004.714898,1061.917724
"United States",10809,10739,10783,10788,11107,11192,10905,10648,10473,9880,9678,9883,9768,9602,9413,9400,9445,9461,9278,8993,9057.775957,8957.008216,8998.432877,8765.832877,8722.267762,8327.136986,8314.320548,8466.320548,8561.497268,9128.843836,9688.90411,10126.5178,11118.57375,12367.53151,14121.53151,15116.65753,14855.15027
Uruguay,,,,,,,0.2,0.2,0.1,0.084541723,0.2,0.3,0.3,0.2,0.3,-0.000791865,0.2,0.5,0.5,0.5,0.366193833,0.51137742,0.435027192,0.513487723,0.93574434,0.976079036,1.037415578,0.96333,1.000844,0.764735841,1.222,1.304,1.476,1.476,1.476,1.476,1.476
Uzbekistan,--,--,--,--,--,--,--,--,--,--,--,--,66,86,115,160,164,157,161,147,151.9161942,156.0437657,153.2557466,155.9955399,142.0073483,125.3325305,107.496133,112.49503,109.9750507,72.40890081,91.7016274,102.6769315,102.5686011,94.738,84.11882192,78.86950685,71.65056831
Venezuela,2246,2177,1973,1874,1872,1757,1890,1857,2008,2025,2262,2510,2520,2634,2796,2982,3175,3518,3409,3109,3460.7588,3333.988383,2924.204048,2581.428773,2855.16767,2866.93064,2746.533714,2681.9924,2701.679632,2710.293155,2599.489,2684.373,2684.55,2684.55,2684.55,2684.55,2461.517213
Vietnam,,,,,,,0.8,5,15,32,50,80,106,120,141,173,175,191,246,290,316,356.7994273,339.5945205,352.5068493,403.2868852,372,366.9945205,324.1205479,311.7459016,342.445714,313.2791507,316.8267671,346.2154481,348.2457123,320.9963973,344.6100959,313.0187268
Yemen,,,,,,,8.6,19,172,193,191,194,181,218,335,345,341,362,387,408,437.2313061,439.9749787,438.8404971,430.7094418,406.2408247,401.9348275,378.1763761,320.0394292,299.6987935,286.0818383,281.1075753,216.7600411,169.001776,130.9736301,125.2832192,47.875,21.94166667
Zambia,,,,,,,0.1,0.2,0.5,0.2,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.058094266,0.008021075,0.125792123,0.130212678,0.140047775,0.149996628,0.159278654,0.159483414,0.19034,0.140155,0.141560339,0.17,0.186,0.199,0.199,0.199,0.199,0.199
Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.06,0.12,0.12,0.12,0.12,0.12,0.12,0.12
