Country,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Bolivia,69958,72175,74715,74761,81430,91779,92937,93978,72320,80220,80270,85700,89800,90150,92145,102020,100715,81400,81420,81100,73505,77702,56079,90553,107097,105099,110863,107647,107665,99769,96974,94899,95734,97389,98633,103021,105856,103757,106230,107624,106584,106395,102525,103724,105407,92865,93561,93895,91576,90844,92624,91373,88924,91771
"Bosnia and Herzegovina",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115268,113645,108457,123058,115145,125139,125453,126099,124640,127966,131959,138749,134000,137742,130278,135299,138202,127054,130361,127107,132436,126122,132725
Botswana,1730,1790,1840,1857,1949,2127,2068,2118,2213,2281,2380,2551,2660,2760,2810,2860,2860,2910,3060,2960,2960,2960,2960,2960,3060,3160,3060,2760,3160,3261,3370,3250,3467,3561,3367,3473,3364,3255,3360,3462,3311,3339,3323,3186,3196,3150,3917,4033,3676,3585,3632,3732,3828,3682
Brazil,542494,538970,524335,537939,526268,519863,520960,512474,500830,484026,486100,468834,445692,440146,411505,402308,403737,408198,406469,404909,410190,419354,401851,408647,381380,394564,410150,392600,399461,402492,411292,392993,389207,419944,424129,423930,425987,423402,425545,420475,418035,429993,440919,423418,430718,452039,461416,450239,484951,499578,495572,477255,468698,476509
Brunei,7000,7000,7500,7500,8000,8000,8000,8000,8000,8000,8300,1350,1360,1370,1370,1370,1400,1500,1550,1650,1750,1800,1900,5600,5600,5700,5700,5800,5800,6350,6144,5783,6033,6459,7993,8980,8872,8432,9313,11828,11971,12811,11400,10533,9839,6216,5695,5988,6311,6481,6650,6812,7013,5691
Bulgaria,94936,95565,96046,104679,97440,111576,108190,103727,106311,108283,107228,112042,106468,127707,125713,123873,134297,139288,135342,120894,125070,124095,125256,125414,131041,135288,134543,132953,127704,115651,118783,109241,96549,116985,156396,113417,121937,156384,162604,156291,113433,89526,91857,73455,40076,54933,47056,43100,39473,40763,40526,38098,36034,33191
"Burkina Faso",19839,20110,20381,20482,20748,20700,20880,21070,21130,21250,21250,21490,21580,21620,21230,21480,21570,21800,21480,21910,24200,24900,25400,26172,26750,26450,26500,26520,26030,23955,29763,30479,30744,30215,30127,30019,29470,29644,29775,29291,29121,29154,28409,28511,28625,28554,28750,29546,29882,30236,30525,30900,30646,31262
Burundi,15600,15600,15600,16800,16800,16800,16800,17000,17400,17800,18200,20300,20500,20500,21000,21000,21500,21500,21800,23000,24000,24000,25000,25500,24000,24000,24000,24000,24000,27202,21313,22428,22086,20751,21885,21532,22100,22817,23000,22000,24827,26270,28000,30600,34000,41800,38500,44000,48000,47000,47288,45000,49646,54233
"Cape Verde",175,175,180,185,185,195,195,183,173,155,155,150,150,150,150,150,150,125,160,45,185,100,130,208,263,173,285,339,419,350,305,346,417,426,439,767,770,931,1257,2927,3010,3052,3076,3110,3135,3134,3199,3252,3259,3216,3258,3809,3701,3957
Cambodia,60000,63400,66400,71700,71660,71670,73330,74990,76650,78300,78000,76000,74000,75000,74000,74000,73500,64000,70000,55000,58000,64500,66500,69000,92000,92000,85000,85000,81000,84156,72040,74000,73881,72000,70000,68000,69000,70000,75000,74040,76000,74499,75738,76116,77000,75690,78000,79157,82413,85273,88329,96000,94677,83646
Cameroon,37772,33683,34370,36481,40740,42850,43004,44172,45211,48216,49968,57600,59986,61184,65600,75500,75000,58500,61200,63000,65500,66280,66650,67510,72160,72385,73585,74420,75620,131626,149902,171841,195530,214180,234873,255760,278543,315972,321107,325434,330770,348629,405420,406616,358796,369041,408954,468104,569730,576211,541471,560178,560433,574169
Canada,93066,96160,95279,108874,108080,103569,103239,108611,103435,102563,94603,99157,102823,105721,109096,101285,96003,99494,101965,100956,109252,113788,105544,112288,107777,99607,101927,116226,113860,110518,105155,106116,99769,105084,109851,114388,112340,110200,111234,109397,112903,112952,116177,110194,102294,97904,104692,94991,97383,95258,92998,93356,94129,91538
"Cayman Islands",,,,,,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,5,5,5,3,6,7,5,8,23,28,22,25,13,16,21,14,18,19,18,18,18,18,19,21,21,21,20,20,19,21,24
"Central African Republic",4990,5070,5200,5350,5000,5250,5360,5500,5580,5650,5710,5670,5740,5800,5850,6000,6100,6250,6400,6580,6730,6800,6850,7030,7700,7750,7800,7880,7940,8115,7939,8100,8400,8800,9200,9324,9600,9950,10100,10350,10491,10684,10899,11000,11250,11500,11832,12100,12167,11900,11626,11800,11571,11960
Chad,4920,4920,4920,5100,5100,5200,5200,5700,5700,4950,4950,4800,4550,4650,5900,5950,6100,6250,6850,6850,7450,8650,8900,8650,8200,8200,8200,8200,8200,8357,9784,9766,9643,9592,9688,9903,9846,9407,9252,9314,9326,9346,9387,9407,9411,9407,9350,9422,9481,9542,9567,9950,10275,10048
Chile,73920,73700,76040,77390,79713,79460,77050,76945,77130,79082,77430,75270,71360,67764,70656,72460,76946,91540,104287,101110,104550,103590,105170,108825,81550,81802,85238,93468,94434,98200,106150,107704,109573,116185,118378,112944,97397,100840,99806,102214,102060,104430,104548,104180,101300,97700,78345,80178,83712,80751,81660,81158,71112,72735
"Hong Kong",6540,6520,5845,5120,5110,10480,12170,10030,10775,11580,12315,12520,12355,12705,12509,12991,14066,14131,9930,9005,8930,8770,9175,8825,8380,8540,8100,7700,7010,6600,6210,5344,4726,4651,3898,3626,3600,3150,2686,2152,1691,1632,1616,1631,1613,1619,1636,1631,1626,1631,1644,1671,1670,1629
China,5663550,5061800,4373850,3920850,3977950,3829500,3832000,3739100,3696050,2752100,3048000,2942000,3239950,3145300,3250450,3244700,3402600,3838800,3797900,3708100,4047880,4502100,4762350,4960600,5848200,6473400,6884500,7367000,7532900,7471939,7740803,8075900,9633507,10506325,11134619,12225426,13104006,14272570,15838620,17740398,18837545,19667399,20155237,20778222,21391021,21730063,22150403,22116742,22594860,23475665,24077930,24115596,24217482,24761946
Taiwan,85628,92314,96229,93327,102371,106730,108064,112611,124881,132799,138354,134374,139015,153457,171472,172177,181120,193390,203883,213411,205268,210796,207428,213782,204867,210385,207172,200087,192222,179553,183736,180790,176506,164422,168192,171299,172259,171433,175542,168984,165612,173095,159851,159968,154148,150030,145747,146206,145970,144902,143416,138291,141264,141803
Colombia,25130,26175,27252,28467,29564,38644,39661,40786,41703,43558,45200,47305,45580,45529,45305,57310,59945,61020,61405,62100,62640,61120,60380,61470,66450,75137,91474,104367,107795,72879,55864,48341,49542,74201,72814,80032,82553,81121,94937,95296,96146,97356,102338,103041,103812,107337,106818,111991,113339,109659,112530,129422,116259,116977
Comoros,290,290,290,290,290,290,290,290,290,290,290,315,340,370,400,430,455,485,515,540,570,585,600,615,630,640,655,670,685,761,781,798,816,847,870,892,908,924,935,941,969,324,578,702,660,742,772,772,779,786,793,847,800,779
"Congo (Brazzaville)",2510,2510,2580,2690,2690,2750,2750,3050,3000,3100,3150,3400,3450,3700,3900,3950,4100,4200,4500,4500,4600,4700,4700,4700,5250,5250,5250,5200,5200,9342,9278,9415,9495,9622,9810,10833,10847,10517,11301,11569,11805,12246,12559,12784,13000,13263,13766,14733,15916,16351,16128,17371,16579,16053
"Cook Islands",200,201,203,207,209,131,132,133,71,62,139,69,67,92,115,119,121,152,144,147,150,153,156,159,163,166,164,164,142,142,142,144,132,129,132,137,129,151,143,150,150,149,153,149,153,157,163,163,163,165,165,164,170,176
"Costa Rica",3490,3680,3830,4070,4250,4630,4700,4900,5300,5220,5390,5960,6133,6190,6581,6798,7050,7000,7170,7720,7810,8300,8603,8852,8649,9129,9686,10090,7861,9496,11053,12945,13165,12380,12685,13254,15300,15064,17787,17084,18436,19016,20821,21074,19686,21632,20967,18838,15605,16757,15199,15320,15820,15402
"Ivory Coast",23415,38615,31150,29400,31700,34450,35000,36250,40050,37250,39750,40200,38250,43350,53700,54170,54400,57450,60600,75000,78250,83600,80800,97000,91750,83800,86700,93761,94488,141089,147970,142978,147309,148210,148861,147968,145117,156180,142451,144179,165381,175107,153509,157933,164781,174181,172768,169453,169340,168255,171530,170261,172085,176474
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35183,39660,41222,39856,41181,41905,45964,48370,48436,49959,51001,51481,19037,13601,13826,16450,15834,16414,11226,13022,9537,10033,7769
Cuba,50940,56825,53361,64225,45476,45761,54955,45331,25754,31908,42066,53585,54006,56755,70920,67606,63636,52386,53384,72067,75950,77694,88430,88555,85295,85778,73278,92491,105446,110710,140244,143010,121577,112180,106163,117236,111081,145735,149936,186181,208244,239792,273782,322318,311832,239603,238215,266324,285591,243346,218241,214667,220376,197821
Cyprus,5903,6662,7429,6750,6418,6675,7036,7349,7341,7290,7999,8031,7913,7630,5212,6059,6428,4575,5194,4352,4398,4491,4490,4713,3988,3958,4084,3977,4069,4145,4102,3908,3862,3662,4130,4078,4084,3965,4008,4347,4339,4380,4135,3997,3909,4332,3910,3276,3086,2817,2887,3357,3274,3295
"Czech Republic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35418,37170,37525,38885,36202,36719,35423,31433,27820,19159,17046,18427,15119,15733,15149,14046,9801,9532,10311,9059,9248,9866
Czechoslovakia,66272,74901,82725,82484,68340,67620,66211,69088,63682,62279,58762,60799,56619,60733,59278,59560,61199,62079,60902,60171,60001,62761,61508,63563,62486,63519,66520,66804,65015,65186,67644,64924,,,,,,,,,,,,,,,,,,,,,,
"North Korea",142600,143700,145500,147100,146200,148800,149850,150730,151800,153350,154900,157100,162900,169200,174900,179200,183300,187900,193500,206900,212900,221500,221800,226100,233200,240000,247100,252000,260800,295998,311301,311820,301674,318994,292800,302314,302920,300800,306392,309432,311699,316458,316946,315630,322448,318590,320065,323806,331693,304677,279200,283700,283700,293903
"Congo (Kinshasa)",48635,50245,50380,52870,52670,54085,55470,56560,56668,59049,59560,63653,66877,67810,69810,71410,71720,69770,71820,73878,74628,75073,76173,75373,74773,73273,73723,75923,77123,79549,80146,81278,80553,82284,83035,75515,72731,70907,69810,73257,77548,81319,86027,87346,87657,86175,86782,97058,107759,91389,90666,87870,93094,91960
Denmark,15227,15398,15055,14127,10966,12123,10967,10639,11252,13039,11342,10523,10520,10502,9742,10298,11329,9783,9574,10424,11552,11760,12550,15594,17093,17580,13066,13638,14622,14292,14889,15045,15331,12952,11833,10421,9872,10635,10687,10355,9586,8796,9898,9506,9214,9387,9122,9794,11556,10490,11236,9519,9947,9724
Djibouti,200,200,200,200,280,290,310,330,340,350,350,460,470,480,480,530,570,600,900,3300,3400,3500,3500,3800,4000,4400,4500,4000,4500,4000,3690,3833,3766,3834,3847,3871,4026,4041,4148,4174,4225,4276,4200,4363,4300,4200,4426,4524,4589,4647,4702,4800,4860,4875
Dominica,365,365,370,380,385,390,400,410,420,430,440,465,470,475,480,485,490,495,725,718,721,763,780,704,717,741,683,670,655,685,736,699,664,661,684,678,697,707,726,731,736,739,743,753,762,786,774,795,894,878,812,785,892,853
"Dominican Republic",7768,8718,8642,9075,9597,11986,12850,13290,14410,15228,15375,14782,17654,19036,20543,20235,16159,17999,18303,20447,16793,17576,20935,19157,23776,25041,25310,25188,26925,23814,22471,22961,23779,24763,27087,29845,29618,27202,30595,30420,35290,32688,33508,34644,35307,34713,35199,36057,38794,32943,38444,39306,39938,37065
Ecuador,26230,28442,31744,30945,26928,23352,22602,21903,25895,27267,24195,25254,23658,24531,29325,31866,29789,30634,30325,33578,38541,37741,40378,47267,46261,51150,51946,52978,59720,66860,62471,72385,71779,66970,75298,76851,86191,77278,65183,76432,68138,75578,88132,146930,150042,155524,172906,160862,179360,175284,194910,193107,192589,183580
Egypt,224088,224206,247468,251687,259837,274560,271193,290189,302028,291311,302975,299245,318619,333423,353170,365468,355364,355615,375383,379601,370703,369576,373883,371235,391510,438450,433218,432036,413243,389885,379281,371077,365395,378490,425552,459937,489432,517688,572082,614205,577114,630003,678557,654963,672261,717961,737464,745279,799738,776758,764250,764331,709966,770645
"El Salvador",7105,7335,7430,7720,7750,8485,8175,8505,8860,8900,8512,7650,7000,6220,5851,5897,5770,5505,6210,6615,6716,6765,7031,7724,9386,9910,9925,10520,10850,10845,8937,8471,8042,8515,10080,7265,7117,7316,8475,9832,9032,9017,8431,8334,10265,11171,11548,12573,8378,8317,8662,9087,8183,8448
Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12000,14000,13000,12000,13000,13551,12000,11000,11042,10411,11223,11500,12000,12250,12791,13323,13702,14059,14394,15000,15010,12357
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6074,5356,5349,4105,5484,5201,5462,5152,5173,5096,4625,4986,5552,4774,3437,3367,2692,3024,3042,3231,3165,3047,3125
Ethiopia,86700,89050,91280,94790,96800,107750,101300,104650,107100,109200,111700,114000,115700,120050,125400,130700,135900,140700,146000,146200,151400,151700,156900,161800,172000,174400,174800,175550,176650,178259,184114,180200,,,,,,,,,,,,,,,,,,,,,,
Fiji,485,510,525,545,560,570,580,600,615,630,540,655,675,695,725,735,745,765,775,805,820,850,1500,645,865,1143,1932,1098,1230,1301,1230,1312,1909,2042,2166,2072,2021,2293,2602,2671,2658,2634,2574,2645,2655,2744,2763,2643,2583,2576,2612,2509,2650,2782
Finland,4506,3964,3870,3791,3731,3644,3056,3213,3417,3630,2845,2356,2504,3226,3220,3728,4823,6462,5488,5135,5376,4905,4752,7362,7083,7540,7146,7496,6948,7267,6837,7256,7464,8055,10161,10118,10589,9817,10046,10099,9483,9534,9634,9564,9019,8942,9041,8880,9041,9081,9364,9263,9309,9719
France,609509,627209,652062,631824,614887,595309,607374,589678,602546,597480,577419,552651,543652,521569,543535,495296,537123,540973,507567,516198,448312,483017,464017,443400,456215,394620,434550,430145,452856,461334,474750,451022,444536,307902,317745,314748,307218,311038,303867,283569,285008,288388,285887,271275,257380,251437,258698,255957,252299,244997,250433,239650,236487,229020
"French Guiana",75,85,90,90,95,95,110,110,20,110,246,246,140,140,210,240,210,787,869,860,860,925,925,925,279,519,537,556,503,462,648,523,538,1389,1390,1387,1223,1468,1504,1509,1554,1829,1852,1619,1103,996,1057,1046,1119,1060,1076,1139,1064,986
"French Polynesia",352,357,363,369,375,380,386,390,392,396,480,494,388,410,478,492,523,545,1063,517,635,696,691,815,667,688,703,714,696,684,560,500,621,516,554,552,558,498,588,631,621,643,673,645,713,591,627,569,542,570,553,621,610,563
Gabon,4400,4400,4400,4800,4800,4800,4800,4830,4900,4900,4900,4400,3800,3500,3100,3200,3300,3500,3600,3800,4000,4100,4250,4250,5000,5000,5000,5000,5000,5096,4806,4883,5016,5036,5104,5170,5203,5264,5262,5354,5514,5589,5639,5709,5784,5471,5570,6364,6776,7269,7843,10354,9163,7869
Gambia,1130,1130,1130,1130,1130,1340,1340,1335,1335,1335,1335,1330,1350,1350,1400,1400,1420,1350,1375,1400,1470,1480,1500,1450,1600,1600,1600,1600,1600,1438,1646,1643,1647,1648,1650,1642,1658,1670,1684,1700,1724,1748,1771,1791,1830,1750,1800,1802,1847,1900,2000,2000,2021,1990
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31000,31066,30978,30750,31100,35180,50004,51710,42598,46318,43924,47801,46331,53605,30400,35900,29780,24200,27000,23900,24100,22880,27700
Germany,242160,242669,249107,233329,216503,218401,208765,193522,186300,186518,177513,170740,164618,158701,155018,156472,164892,162540,165458,156347,161547,160006,145528,156328,150654,147384,139105,145043,144058,121573,101369,103998,98492,101312,111798,129596,130846,132668,140373,100789,98009,100578,110859,116742,111290,119256,109572,114378,112776,107775,108609,111412,109046,111270
Ghana,46700,47740,48573,49978,52221,55080,59918,60094,64080,79700,79700,130395,109239,137600,99400,95700,70700,73400,84500,79200,57000,54500,59050,70400,56550,90700,106605,70205,109405,87524,86409,87337,84020,95412,80163,122977,125996,130058,134503,128002,135716,138083,130711,130399,111834,92408,80210,81448,74343,75379,77395,79210,81595,83020
Greece,142081,134016,145374,146500,133280,141520,142389,143090,140220,145300,144500,137800,139029,143900,147582,132850,135235,145350,143915,149900,143500,139930,147467,147633,148670,136749,139501,137700,137750,142201,146793,156181,143599,139522,141793,144621,151674,156387,155522,149738,141823,144721,146771,147631,141636,143097,140716,120449,131792,116205,121183,120653,115826,109544
Grenada,229,230,230,232,232,237,239,239,240,236,232,216,208,208,209,216,222,234,217,233,232,201,221,191,194,201,242,242,238,243,249,259,264,265,268,264,265,261,270,274,273,275,278,279,297,319,313,329,356,353,360,372,368,376
Guadeloupe,1069,1154,1197,1319,1374,1653,1710,1945,1987,2016,2284,2005,1075,1110,1095,1060,1161,1222,1292,1335,947,987,1168,1238,1210,1190,1128,1415,1450,1678,1383,1580,1810,1721,1414,1621,1781,1876,2578,1862,2682,3239,3304,2971,3732,3253,3760,3774,3754,3660,3787,3840,4027,4247
Guam,66,80,87,99,140,135,95,189,228,213,147,191,178,176,139,105,134,158,150,117,134,168,171,179,194,192,174,184,182,181,182,183,183,185,186,187,188,190,192,192,196,196,203,207,215,221,235,242,238,237,241,238,250,251
Guatemala,16540,17160,17620,19620,21270,23870,24855,24910,26030,27570,27260,27645,29255,29310,29310,29835,31375,32010,33630,28372,30868,30348,31545,31252,32112,34282,37146,39017,42739,42578,42734,42795,38634,40526,40858,44450,44715,50636,56966,58719,60753,62231,66905,67524,70791,73413,78010,79900,82546,96970,101958,108014,111645,114596
Guinea,139350,134300,119500,124500,104500,134500,149300,174500,159500,187000,172000,138000,128000,138000,143000,148000,150000,150000,151000,152000,158000,159000,150000,160000,160000,145000,145000,145000,146000,137501,161014,163513,166003,168483,171032,171754,161516,159345,164187,169556,172959,180221,185611,190859,196240,165230,171240,173721,180260,191941,192041,194280,192373,195572
"Guinea Bissau",2520,2500,2500,2670,2670,2835,2835,3000,3000,3000,3300,3500,3700,3700,3900,3950,4000,4200,4100,4100,3850,3850,3850,3850,3900,3900,3900,3900,4000,4100,4200,4300,4400,4500,4600,4700,4800,4838,4900,4889,4904,4925,5000,4988,5058,5250,5500,5499,5678,5872,6073,5800,6504,5996
Guyana,570,590,609,729,782,823,888,913,1033,1080,1229,1323,1090,1136,1135,1210,1350,1320,1410,1440,1510,1560,1660,1710,1740,1840,1470,1570,1670,2591,4081,4049,4145,4136,5005,4149,6969,6515,6512,11187,6498,5275,6378,5886,5275,6383,6130,6107,8490,11141,8008,7355,9712,9441
Haiti,27587,28266,29198,30223,31250,32381,33265,34169,35009,36046,37557,41085,42127,43170,43741,43902,43652,43793,44345,44445,44825,45345,45375,46325,48815,48775,48765,48685,47625,47707,48507,42361,37283,34797,32138,30316,34445,34044,33235,34011,32699,32949,33214,33110,34205,33840,34038,31739,31394,31154,30614,29992,30105,29474
Honduras,6305,6627,7396,7095,7128,6689,7523,8142,8645,8925,9257,9492,9762,10228,10467,11239,11849,12548,12332,12901,14209,14410,14153,13910,13520,13020,14990,14703,15448,16958,17618,18843,21969,23273,23659,26379,23680,26050,19896,20240,23651,24517,27050,28019,27819,27485,28132,29274,27803,27035,30802,29427,29885,31141
Hungary,176263,164244,186119,169117,168570,178515,169103,176030,175266,161454,159898,167754,160518,166556,163115,156374,173641,170633,165468,152609,142179,127101,132047,141943,142257,138901,221239,228337,202083,167579,140753,130104,127115,131064,146034,95156,117669,108627,111574,90339,102133,115945,122188,109470,86085,91146,89331,88499,83091,67385,75534,76478,75590,79880
Iceland,23,23,23,23,25,25,25,25,23,22,23,23,23,23,25,29,31,33,30,35,36,36,36,36,36,41,39,42,47,46,40,37,50,44,47,50,54,60,65,53,65,65,77,87,59,44,44,44,44,44,49,50,34,37
India,2779350,3058870,2984190,3049400,3152900,3197550,3244150,3302750,3400860,3489170,3581480,3699600,3787200,3853400,3976700,3998620,4085930,4251150,4314200,4350600,4404800,4527100,4696700,4728500,4827500,4955200,5110792,4841072,4877895,4792623,4864046,4425780,4711513,4447598,5525661,5063242,5211334,5304155,5445658,5465339,5956190,5749218,6983713,5472916,5883425,6356691,6577154,6813289,6797381,7259600,7532529,7993700,8649190,8513696
Indonesia,450300,460550,489250,503750,528050,535300,548800,563036,580500,589800,646900,586900,586255,581400,623400,504500,502700,541761,564068,587679,591960,697852,621971,766651,843641,887703,861658,877059,990008,767681,707728,736400,783142,833365,1039772,1032153,954712,971357,961698,901836,843026,837179,901487,952431,939604,988530,978152,979715,1048303,1082566,1048730,1053384,1059227,1076839
Iran,216500,230000,247000,255000,265200,274800,284800,292000,298000,302000,315500,341900,360000,375500,389500,404000,417000,424000,426000,449000,462627,501659,527686,544379,598909,664866,650521,410771,474546,647684,533787,620823,578287,450616,475845,571424,559516,638322,617463,560528,562683,605410,640503,642002,707586,696221,763817,646835,744003,761672,817464,805312,802130,811616
Iraq,116432,125647,135156,158989,173926,179044,204581,195240,200768,203643,222895,224696,218014,162089,171199,189858,201831,216029,194021,242996,249300,271625,259425,284800,335055,312150,299605,272725,310054,312555,206772,260120,287633,277422,293044,291383,307631,326690,351634,346453,360475,327726,267533,361450,381272,377550,349375,338708,305819,277234,311084,306678,314048,243458
