Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Afghanistan,19.03443336,19.03443336,19.19688225,19.35933113,17.69664383,17.79819489,15.72759628,18.04179382,15.06913376,15.70666981,16.16879272,16.44888496,15.94835663,15.95102787,16.01347923,16.12094498,16.43950462,16.45111465,17.64090157,18.22810173,17.55669594,17.84386063,17.64004898,18.05736923,17.50115776,17.60038948,17.63833427,17.37134361,18.10613632,18.36442947,18.43243217,18.31978226,19.09291267,22.04359055,27.28177643,31.98168373,35.07376862,35.54354477,38.34220886,38.41685104,39.41555405,42.90262985,43.75422287,44.89719009,43.33288956,45.43104172,45.296772,45.71140671,45.72052383
Albania,31.47199821,33.51255798,28.72114372,24.42805672,29.00119591,28.30438232,33.96843719,30.97632408,23.28832436,34.49695587,34.93083954,32.794384,29.8024044,32.47066498,34.70992279,30.16900063,33.19355011,35.8889122,33.60895157,36.36730194,33.13839722,34.28081131,42.43530273,44.11834717,42.41301346,48.08390808,42.82789612,48.60873795,50.43038559,47.73009109,50.89286041,56.48773575,63.56935501,60.74911499,62.17758942,62.75701523,65.67342377,69.2060318,71.45202637,72.91261292,75.63936615,71.68727875,72.60561371,72.0354538,75.33327484,75.65422058,76.76637268,77.24833679,77.38496399
Algeria,30.80641365,31.52772141,33.14524841,28.97128868,31.80342293,33.79811478,38.06437683,34.29297256,33.7816124,36.59254456,37.12452698,38.83520889,37.62797165,32.27692032,32.22517776,37.9217453,36.26960754,36.09241104,36.83208847,41.56134033,42.84814072,45.47840118,41.30992889,40.98098373,43.18356705,46.89874649,46.66006851,49.08241653,47.36976242,45.86174011,51.28783035,53.94310379,51.87943268,53.38490677,55.31478882,58.88567734,60.55352783,60.81147003,61.25850677,60.75925827,62.59491348,61.30869675,60.20310593,59.46295929,60.71796036,61.0107193,61.39733505,61.46525955,61.44726181
Andorra,43.26149368,47.2486496,46.73387527,46.36765671,44.81586075,41.18460846,42.06129456,45.55000305,46.21502304,46.31248474,37.02308273,43.69371033,28.38934135,39.95517349,38.9103775,41.37327194,43.08060837,42.77001953,43.91545105,44.31446838,42.89159393,39.97153473,42.65147781,44.65862656,39.66563416,33.10011292,31.86281013,36.25831985,43.56352615,45.48213959,45.23996735,40.0632782,43.68273544,42.81307983,48.19992065,48.09565353,38.32382965,40.58226776,50.41530228,52.40701294,50.51220322,41.0411644,44.9695549,42.76031113,38.59715652,44.88936615,44.99977875,46.75357437,46.77680969
Angola,,,,,,20.90340614,26.43385887,27.53933907,27.94142151,22.83667374,27.66135406,22.17861366,26.86700249,28.53850174,30.72642517,24.95260239,27.84606743,30.19750595,27.83291626,31.34267235,31.67201996,29.06275749,27.23232841,26.19073296,30.66414452,31.22394753,33.13824463,36.41944122,37.46263885,36.66571426,37.3391037,34.48783112,34.54366302,37.62801743,37.5616951,38.8916626,41.11729431,42.69034958,41.16707993,40.65885925,42.81700897,43.11497498,42.8720665,42.43201828,41.26839828,41.89853668,41.48138428,41.67709351,42.91092682
"Antigua and Barbuda",,,,,,,,,,,,35.58895493,35.52577591,35.66752625,36.1245842,36.41157913,36.62823868,41.04199219,42.03626633,42.37380219,43.1616478,44.50875473,44.18402481,44.79440689,45.85945511,46.37558365,46.16347885,46.31350708,47.74824905,48.19403839,48.20415115,49.89779282,51.08060074,52.94882584,53.31687546,54.6157074,56.45472717,56.74472809,57.40806198,57.69981766,58.27660751,59.30914307,59.70801544,60.18264771,60.16970444,61.6844368,63.06979752,63.47885132,63.93448257
Argentina,51.85596085,50.80615234,49.05208206,49.52817154,50.21695709,49.6215744,50.05432129,52.36647797,52.38759613,52.41673279,49.92433929,50.00139618,47.12929535,50.73413467,50.49805832,51.8559494,51.66065979,51.67456055,51.26042175,48.84290695,51.29102707,56.55575943,59.18138885,65.80455017,68.00930023,70.66208649,70.23155975,71.86368561,72.09581757,73.1150589,73.79100037,71.30152893,66.94447327,68.97915649,70.52545929,69.36361694,68.83105469,69.86301422,69.49416351,72.34690857,71.89701843,70.9603653,68.07822418,69.39463806,69.53363037,69.95783997,71.63889313,76.13990784,76.70394135
Armenia,,,,,,,,,,,,,,,,,,,,,,31.77734566,36.80945206,42.84171677,45.57803345,49.95133972,52.22912598,54.82873535,55.73133087,58.06976318,58.53467178,59.26839066,59.76421356,60.68105698,61.61029434,64.6032486,67.41381073,69.19108582,69.19324493,70.03575897,70.67223358,70.65062714,71.71444702,71.65509796,72.65777588,72.52496338,72.03604889,71.83657837,71.88218689
Aruba,,,,,,,,,,,,,,,,,31.19716835,31.30247498,31.46605492,31.57385254,31.61759758,31.62849426,31.66804314,31.72045898,31.79007721,32.30278397,29.26485443,29.39300728,29.57686043,30.45043564,30.51399231,32.46004868,31.97226906,31.34108543,31.26869011,32.16165924,34.30711746,33.90636826,34.34909821,34.98569489,34.79578018,34.16957474,36.51633072,34.64551926,34.42893219,34.53897095,34.59778976,34.62848663,34.60751343
Australia,55.66396713,57.03606796,58.12238312,59.19595718,60.49059677,60.26099396,61.00424576,62.75677109,62.84887314,62.58769226,62.7223053,63.34199905,63.40591812,63.46663666,64.4144516,65.24088287,65.37813568,65.25042725,68.21652985,67.37675476,68.02806091,71.17521667,73.37701416,74.43421936,75.64582825,76.49884796,76.954216,78.61642456,79.95911407,80.38751221,80.77402496,81.49936676,79.60149384,80.30526733,80.69235229,81.1415863,81.77655029,81.87025452,81.63230133,81.74052429,82.96549225,83.13066864,83.17845154,82.92750549,83.55697632,83.46174622,83.51602173,83.48967743,83.8561554
