Country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Aruba,63.0209986,63.6262508,64.231503,64.7899886,65.3484742,65.9069598,66.4654454,67.023931,67.41656,67.809189,68.201818,68.594447,68.987076,69.4674404,69.9478048,70.4281692,70.9085336,71.388898,72.028417,72.667936,73.307455,73.946974,74.586493,74.7003634,74.8142338,74.9281042,75.0419746,75.155845,75.2697922,75.3837394,75.4976866,75.6116338,75.725581,75.7635248,75.8014686,75.8394124,75.8773562,75.9153,76.0348414,76.1543828,76.2739242,76.3934656,76.513007,76.7651974,77.0173878,77.2695782,77.5217686,77.773959,78.029166,78.284373,78.53958,78.794787,79.049994,79.306169,79.562344,79.818519,80.074694,80.330869,80.5838294
Afghanistan,17.7982876,18.3552588,18.91223,19.4619488,20.0116676,20.5613864,21.1111052,21.660824,22.2821072,22.9033904,23.5246736,24.1459568,24.76724,25.4937192,26.2201984,26.9466776,27.6731568,28.399636,29.2773878,30.1551396,31.0328914,31.9106432,32.788395,33.7418074,34.6952198,35.6486322,36.6020446,37.555457,38.4965534,39.4376498,40.3787462,41.3198426,42.260939,43.0347204,43.8085018,44.5822832,45.3560646,46.129846,46.8231038,47.5163616,48.2096194,48.9028772,49.596135,50.3981522,51.2001694,52.0021866,52.8042038,53.606221,54.4434294,55.2806378,56.1178462,56.9550546,57.792263,58.423871,59.055479,59.687087,60.318695,60.950303,61.4942584
Angola,25.5113034,25.8059592,26.100615,26.4758956,26.8511762,27.2264568,27.6017374,27.977018,28.3945674,28.8121168,29.2296662,29.6472156,30.064765,30.4439052,30.8230454,31.2021856,31.5813258,31.960466,32.2008252,32.4411844,32.6815436,32.9219028,33.162262,33.3073712,33.4524804,33.5975896,33.7426988,33.887808,33.7527074,33.6176068,33.4825062,33.3474056,33.212305,33.1976542,33.1830034,33.1683526,33.1537018,33.139051,33.6051564,34.0712618,34.5373672,35.0034726,35.469578,36.525852,37.582126,38.6384,39.694674,40.750948,42.0637626,43.3765772,44.6893918,46.0022064,47.315021,47.9789558,48.6428906,49.3068254,49.9707602,50.634695,51.1369686
Albania,64.9469904,66.5281572,68.109324,68.371637,68.63395,68.896263,69.158576,69.420889,69.5129604,69.6050318,69.6971032,69.7891746,69.881246,70.5777568,71.2742676,71.9707784,72.6672892,73.3638,73.4308722,73.4979444,73.5650166,73.6320888,73.699161,73.9777834,74.2564058,74.5350282,74.8136506,75.092273,74.8502614,74.6082498,74.3662382,74.1242266,73.882215,74.2279054,74.5735958,74.9192862,75.2649766,75.610667,76.508705,77.406743,78.304781,79.202819,80.100857,80.29339,80.485923,80.678456,80.870989,81.063522,81.4146096,81.7656972,82.1167848,82.4678724,82.81896,83.1957256,83.5724912,83.9492568,84.3260224,84.702788,84.8943206
"United Arab Emirates",43.6515858,45.0676464,46.483707,47.818816,49.153925,50.489034,51.824143,53.159252,54.4496806,55.7401092,57.0305378,58.3209664,59.611395,60.6799908,61.7485866,62.8171824,63.8857782,64.954374,65.806209,66.658044,67.509879,68.361714,69.213549,69.882987,70.552425,71.221863,71.891301,72.560739,73.116527,73.672315,74.228103,74.783891,75.339679,75.8261404,76.3126018,76.7990632,77.2855246,77.771986,78.2056006,78.6392152,79.0728298,79.5064444,79.940059,80.3321732,80.7242874,81.1164016,81.5085158,81.90063,82.2395424,82.5784548,82.9173672,83.2562796,83.595192,83.9059912,84.2167904,84.5275896,84.8383888,85.149188,85.3467558
Argentina,58.6408764,58.8237422,59.006608,59.0041702,59.0017324,58.9992946,58.9968568,58.994419,59.4213684,59.8483178,60.2752672,60.7022166,61.129166,61.5589704,61.9887748,62.4185792,62.8483836,63.278188,63.756526,64.234864,64.713202,65.19154,65.669878,65.8919378,66.1139976,66.3360574,66.5581172,66.780177,67.1838464,67.5875158,67.9911852,68.3948546,68.798524,69.1576456,69.5167672,69.8758888,70.2350104,70.594132,70.9309522,71.2677724,71.6045926,71.9414128,72.278233,72.5939744,72.9097158,73.2254572,73.5411986,73.85694,74.1528076,74.4486752,74.7445428,75.0404104,75.336278,75.6134452,75.8906124,76.1677796,76.4449468,76.722114,76.9832518
Armenia,60.9161028,61.6849524,62.453802,63.1930148,63.9322276,64.6714404,65.4106532,66.149866,66.6612806,67.1726952,67.6841098,68.1955244,68.706939,68.5518106,68.3966822,68.2415538,68.0864254,67.931297,68.0166568,68.1020166,68.1873764,68.2727362,68.358096,67.595233,66.83237,66.069507,65.306644,64.543781,63.7518708,62.9599606,62.1680504,61.3761402,60.58423,61.4239868,62.2637436,63.1035004,63.9432572,64.783014,65.6797046,66.5763952,67.4730858,68.3697764,69.266467,69.2493838,69.2323006,69.2152174,69.1981342,69.181051,69.532983,69.884915,70.236847,70.588779,70.940711,71.2996732,71.6586354,72.0175976,72.3765598,72.735522,72.9891916
"Antigua and Barbuda",57.3197878,58.1326724,58.945557,59.3660846,59.7866122,60.2071398,60.6276674,61.048195,61.2545718,61.4609486,61.6673254,61.8737022,62.080079,62.3869002,62.6937214,63.0005426,63.3073638,63.614185,64.268063,64.921941,65.575819,66.229697,66.883575,67.3452282,67.8068814,68.2685346,68.7301878,69.191841,69.5250534,69.8582658,70.1914782,70.5246906,70.857903,71.2752686,71.6926342,72.1099998,72.5273654,72.944731,73.3952676,73.8458042,74.2963408,74.7468774,75.197414,75.6704974,76.1435808,76.6166642,77.0897476,77.562831,77.8183046,78.0737782,78.3292518,78.5847254,78.840199,79.1380638,79.4359286,79.7337934,80.0316582,80.329523,80.5200758
Australia,67.2389336,67.2337108,67.228488,67.1586926,67.0888972,67.0191018,66.9493064,66.879511,67.2330624,67.5866138,67.9401652,68.2937166,68.647268,69.3316384,70.0160088,70.7003792,71.3847496,72.06912,72.7465536,73.4239872,74.1014208,74.7788544,75.456288,76.0225806,76.5888732,77.1551658,77.7214584,78.287751,78.8959676,79.5041842,80.1124008,80.7206174,81.328834,81.7752382,82.2216424,82.6680466,83.1144508,83.560855,84.0226836,84.4845122,84.9463408,85.4081694,85.869998,86.1484436,86.4268892,86.7053348,86.9837804,87.262226,87.4604128,87.6585996,87.8567864,88.0549732,88.25316,88.4617664,88.6703728,88.8789792,89.0875856,89.296192,89.4942954
Austria,64.9214286,65.3699088,65.818389,65.9693092,66.1202294,66.2711496,66.4220698,66.57299,66.8183036,67.0636172,67.3089308,67.5542444,67.799558,68.1747322,68.5499064,68.9250806,69.3002548,69.675429,69.9319708,70.1885126,70.4450544,70.7015962,70.958138,71.6257518,72.2933656,72.9609794,73.6285932,74.296207,74.7310674,75.1659278,75.6007882,76.0356486,76.470509,77.0605536,77.6505982,78.2406428,78.8306874,79.420732,79.9397272,80.4587224,80.9777176,81.4967128,82.015708,82.3394632,82.6632184,82.9869736,83.3107288,83.634484,83.9404668,84.2464496,84.5524324,84.8584152,85.164398,85.404899,85.6454,85.885901,86.126402,86.366903,86.5144186
