Country,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Burundi,0.63,0.59,0.5667,0.5433,0.52,0.5867,0.6533,0.72,0.865,1.01,0.795,0.58,0.81,1.04,1.12,1.2,1.295,1.39,1.41,1.43,1.45,1.47,1.5,1.53,1.37,1.21
Cambodia,,,,,,,,0.47,0.54,0.61,0.62,0.63,0.71,0.79,0.9,1.01,0.975,0.94,1.045,1.15,1.25,1.35,1.345,1.34,1.12,0.9
Cameroon,0.68,0.69,0.6867,0.6833,0.68,0.6667,0.6533,0.64,0.6,0.56,0.62,0.68,0.815,0.95,1.045,1.14,1.14,1.14,1.17,1.2,1.15,1.1,1.17,1.24,1.135,1.03
Canada,,0.47,0.4633,0.4567,0.45,0.4367,0.4233,0.41,0.495,0.58,0.545,0.51,0.595,0.68,0.76,0.84,0.8,0.76,0.985,1.21,1.265,1.32,1.245,1.17,0.99,0.81
"Cape Verde",0.68,0.6986,0.7171,0.7357,0.7543,0.7729,0.7914,0.81,0.7,0.59,0.7925,0.995,1.1975,1.4,1.51,1.62,1.73,1.84,1.84,1.84,2.07,2.3,1.93,1.56,1.29,1.02
"Central African Republic",1.33,1.28,1.1267,0.9733,0.82,0.8167,0.8133,0.81,0.8575,0.905,0.9525,1,1.145,1.29,1.33,1.37,1.405,1.44,1.575,1.71,1.71,1.71,1.7,1.69,1.55,1.41
Chad,1.05,1.02,0.9467,0.8733,0.8,0.7667,0.7333,0.7,0.69,0.68,0.735,0.79,0.98,1.17,1.24,1.31,1.305,1.3,1.31,1.32,1.135,0.95,0.925,0.9,0.84,0.78
Chile,,0.43,0.4633,0.4967,0.53,0.5167,0.5033,0.49,0.565,0.64,0.61,0.58,0.715,0.85,0.97,1.09,1.02,0.95,1.165,1.38,1.47,1.56,1.54,1.52,1.275,1.03
China,,,,,0.27,0.2733,0.2767,0.28,0.34,0.4,0.41,0.42,0.45,0.48,0.585,0.69,0.84,0.99,1.05,1.11,1.24,1.37,1.27,1.17,1.065,0.96
Colombia,,0.23,0.27,0.31,0.35,0.3133,0.2767,0.24,0.365,0.49,0.465,0.44,0.58,0.72,0.85,0.98,1.01,1.04,1.225,1.41,1.345,1.28,1.18,1.08,0.88,0.68
"Congo (Brazzaville)",1.05,1.0029,0.9557,0.9086,0.8614,0.8143,0.7671,0.72,0.625,0.53,0.61,0.69,0.78,0.87,0.915,0.96,0.885,0.81,1.04,1.27,1.21,1.15,1.14,1.13,1.05,0.97
"Congo (Kinshasa)",0.81,0.74,0.7367,0.7333,0.73,0.6533,0.5767,0.5,0.75,1,0.85,0.7,0.81,0.92,0.93,0.94,1.085,1.23,1.255,1.28,1.38,1.48,1.58,1.68,1.585,1.49
"Costa Rica",,,,,,,,,,,,0.64,0.71,0.78,0.88,0.98,1.11,1.24,1.19,1.14,1.355,1.57,1.505,1.44,1.21,0.98
Croatia,,,,,0.75,0.7233,0.6967,0.67,0.715,0.76,0.825,0.89,1.065,1.24,1.29,1.34,1.305,1.27,1.43,1.59,1.68,1.77,1.715,1.66,1.46,1.26
Cuba,,,,,,,,0.5,0.6,0.7,0.8,0.9,0.925,0.95,1.025,1.1,1.385,1.67,1.695,1.72,1.56,1.4,1.4,1.4,,
Cyprus,,,,,,,,0.78,0.675,0.57,0.7,0.83,0.955,1.08,1.165,1.25,1.265,1.28,1.375,1.47,1.62,1.77,1.69,1.61,1.42,1.23
"Czech Republic",,,,,0.85,0.8067,0.7633,0.72,0.745,0.77,0.79,0.81,0.945,1.08,1.19,1.3,1.335,1.37,1.56,1.75,1.84,1.93,1.8,1.67,1.42,1.17
Denmark,,,,,1.08,1.07,1.06,1.05,1.03,1.01,1.05,1.09,1.3,1.51,1.545,1.58,1.56,1.54,1.77,2,2.01,2.02,2.015,2.01,1.78,1.55
Djibouti,,,,,,,,,,,,,,,,,,,,1.63,1.69,1.75,1.58,1.41,1.365,1.32
"Dominican Republic",,,,,0.4,0.4,0.4,0.4,0.555,0.71,0.6,0.49,0.67,0.85,0.94,1.03,1.035,1.04,1.135,1.23,1.405,1.58,1.495,1.41,1.24,1.07
Ecuador,,0.31,0.3167,0.3233,0.33,0.3467,0.3633,0.38,0.345,0.31,0.43,0.55,0.545,0.54,0.505,0.47,0.49,0.51,0.52,0.53,0.555,0.58,0.59,0.6,0.605,0.61
Egypt,0.29,0.3,0.2967,0.2933,0.29,0.29,0.29,0.29,0.275,0.26,0.225,0.19,0.235,0.28,0.29,0.3,0.395,0.49,0.485,0.48,0.465,0.45,0.665,0.88,0.64,0.4
"El Salvador",,,,,,,,0.54,0.605,0.67,0.565,0.46,0.555,0.65,0.735,0.82,0.8,0.78,0.85,0.92,1.09,1.26,1.19,1.12,0.975,0.83
Eritrea,,0.5,0.4667,0.4333,0.4,0.39,0.38,0.37,0.465,0.56,0.46,0.36,0.58,0.8,1.35,1.9,2.215,2.53,2.535,2.54,2.515,2.49,2.91,3.33,2.665,2
Estonia,,,,,0.33,0.37,0.41,0.45,0.525,0.6,0.59,0.58,0.76,0.94,1.085,1.23,1.205,1.18,1.36,1.54,1.65,1.76,1.61,1.46,1.3,1.14
Ethiopia,0.27,0.26,0.28,0.3,0.32,0.3333,0.3467,0.36,0.41,0.46,0.49,0.52,0.56,0.6,0.765,0.93,0.925,0.92,0.915,0.91,0.98,1.05,1.02,0.99,0.87,0.75
Fiji,,,,,,,,0.5,0.5683,0.6367,0.705,0.7733,0.8417,0.91,0.99,1.07,1.11,1.15,1.215,1.28,1.345,1.41,1.375,1.34,1.08,0.82
Finland,,,,,1.2,1.19,1.18,1.17,1.115,1.06,1.09,1.12,1.33,1.54,1.545,1.55,1.56,1.57,1.755,1.94,2.01,2.08,1.985,1.89,1.67,1.45
France,,,,,1.17,1.15,1.13,1.11,1.05,0.99,1.02,1.05,1.235,1.42,1.45,1.48,1.5,1.52,1.75,1.98,1.945,1.91,1.85,1.79,1.59,1.39
"French Polynesia",,,,,,,,,,,,,,,,1.49,1.535,1.58,1.64,1.7,,,,,,
Gabon,1.18,1.16,1.0717,0.9833,0.895,0.8067,0.7183,0.63,0.58,0.53,0.61,0.69,0.795,0.9,0.77,0.64,0.89,1.14,1.115,1.09,1.065,1.04,1.03,1.02,0.97,0.92
Gambia,0.73,0.67,0.6967,0.7233,0.75,0.7767,0.8033,0.83,0.735,0.64,0.55,0.46,0.605,0.75,0.915,1.08,0.935,0.79,0.8867,0.9833,1.08,1.1767,1.2733,1.37,1.275,1.18
Georgia,,,,,,,,0.46,0.465,0.47,0.475,0.48,0.605,0.73,0.795,0.86,0.975,1.09,1.11,1.13,1.235,1.34,1.29,1.24,1,0.76
Germany,,,,,1.12,1.0667,1.0133,0.96,0.935,0.91,0.97,1.03,1.245,1.46,1.505,1.55,1.555,1.56,1.73,1.9,1.93,1.96,1.88,1.8,1.595,1.39
Ghana,0.53,0.53,0.48,0.43,0.38,0.36,0.34,0.32,0.26,0.2,0.24,0.28,0.385,0.49,0.675,0.86,0.88,0.9,0.86,0.82,0.87,0.92,0.99,1.06,0.99,0.92
Greece,,,,,0.88,0.8033,0.7267,0.65,0.685,0.72,0.75,0.78,0.96,1.14,1.15,1.16,1.195,1.23,1.64,2.05,2.055,2.06,2.02,1.98,1.76,1.54
Grenada,,,,,,,,0.54,0.54,0.54,0.54,0.54,0.635,0.73,0.81,0.89,1.085,1.28,1.15,1.02,1.21,1.4,1.33,1.26,1.19,1.12
Guatemala,,0.32,0.3433,0.3667,0.39,0.3967,0.4033,0.41,0.47,0.53,0.505,0.48,0.58,0.68,0.73,0.78,0.82,0.86,0.905,0.95,1.045,1.14,1.075,1.01,0.9,0.79
Guinea,0.67,0.61,0.6217,0.6333,0.645,0.6567,0.6683,0.68,0.765,0.85,0.755,0.66,0.705,0.75,0.77,0.79,0.905,1.02,0.985,0.95,1.145,1.34,1.395,1.45,1.175,0.9
Guyana,,,,,,,,0.3,0.335,0.37,0.34,0.31,0.525,0.74,0.765,0.79,0.815,0.84,0.885,0.93,1.005,1.08,1.115,1.15,1.025,0.9
Haiti,,,,,,,,0.59,0.615,0.64,0.59,0.54,0.71,0.88,0.95,1.02,1.09,1.16,1.1825,1.205,1.2275,1.25,1.205,1.16,0.985,0.81
Honduras,,0.41,0.39,0.37,0.35,0.4,0.45,0.5,0.56,0.62,0.625,0.63,0.72,0.81,0.85,0.89,0.845,0.8,0.92,1.04,1.145,1.25,1.225,1.2,1.09,0.98
"Hong Kong",0.82,0.9125,1.005,1.0975,1.19,1.2467,1.3033,1.36,1.41,1.46,1.465,1.47,1.505,1.54,1.615,1.69,1.82,1.95,1.935,1.92,2.04,2.16,2.11,2.06,1.96,1.86
Hungary,,,,,0.74,0.7333,0.7267,0.72,0.765,0.81,0.875,0.94,1.12,1.3,1.3,1.3,1.285,1.27,1.47,1.67,1.755,1.84,1.71,1.58,1.38,1.18
Iceland,,,,,,,,1.12,1.085,1.05,1.105,1.16,1.4,1.64,1.75,1.86,1.505,1.15,1.43,1.71,1.85,1.99,1.92,1.85,1.77,1.69
India,0.56,0.54,0.52,0.5,0.48,0.5067,0.5333,0.56,0.58,0.6,0.63,0.66,0.765,0.87,0.94,1.01,1.05,1.09,1.12,1.15,1.2,1.25,1.175,1.1,1.035,0.97
Indonesia,0.24,0.29,0.34,0.39,0.44,0.3467,0.2533,0.16,0.165,0.17,0.22,0.27,0.27,0.27,0.42,0.57,0.535,0.5,0.645,0.79,0.63,0.47,0.7,0.93,0.78,0.63
Iran,,,,,,,,0.08,0.065,0.05,0.06,0.07,0.08,0.09,0.09,0.09,0.095,0.1,0.0985,0.097,0.2135,0.33,0.352,0.374,0.3865,0.399
Iraq,,,,,,,,,,,,,,,,,,,,0.78,0.6925,0.605,0.5175,0.43,0.52,0.61
Ireland,,,,,0.96,0.98,1,1.02,0.87,0.72,0.81,0.9,1.095,1.29,1.315,1.34,1.45,1.56,1.67,1.78,1.9,2.02,1.97,1.92,1.645,1.37
Israel,,,,,0.73,0.7733,0.8167,0.86,1,1.14,1.02,0.9,0.975,1.05,1.26,1.47,1.42,1.37,1.61,1.85,1.93,2.01,1.945,1.88,1.725,1.57
Italy,,,,,1.18,1.1833,1.1867,1.19,1.08,0.97,1.01,1.05,1.29,1.53,1.545,1.56,1.565,1.57,1.72,1.87,2.075,2.28,2.21,2.14,1.875,1.61
"Ivory Coast",1.24,1.23,1.0967,0.9633,0.83,0.8,0.77,0.74,0.75,0.76,0.805,0.85,0.995,1.14,1.17,1.2,1.265,1.33,1.505,1.68,1.595,1.51,1.465,1.42,1.175,0.93
Jamaica,,,,,,,,0.37,0.495,0.62,0.57,0.52,0.575,0.63,0.725,0.82,0.78,0.74,0.86,0.98,1.09,1.2,1.17,1.14,1.125,1.11
Japan,,,,,1.25,1.1733,1.0967,1.02,1.04,1.06,0.985,0.91,1.085,1.26,1.175,1.09,1.255,1.42,1.51,1.6,1.8,2,1.69,1.38,1.22,1.06
Jordan,,,,,0.4,0.4067,0.4133,0.42,0.435,0.45,0.485,0.52,0.565,0.61,0.735,0.86,0.735,0.61,0.825,1.04,1.24,1.44,1.355,1.27,1.185,1.1
Kazakhstan,,,,,0.3,0.3,0.3,0.3,0.33,0.36,0.355,0.35,0.435,0.52,0.61,0.7,0.765,0.83,0.77,0.71,0.86,1.01,0.91,0.81,0.615,0.42
Kenya,0.53,0.4,0.4533,0.5067,0.56,0.6067,0.6533,0.7,0.705,0.71,0.705,0.7,0.81,0.92,1.02,1.12,1.16,1.2,1.265,1.33,1.35,1.37,1.29,1.21,1.08,0.95
Kosovo,,,,,0.76,0.71,0.66,0.61,0.585,0.56,0.65,0.74,0.95,1.16,1.19,1.22,1.16,1.1,1.365,1.63,1.64,1.65,1.595,1.54,1.325,1.11
Kuwait,,,,,,,,0.17,0.19,0.21,0.205,0.2,0.22,0.24,0.23,0.22,0.23,0.24,0.235,0.23,0.23,0.23,0.225,0.22,0.285,0.35
Kyrgyzstan,,,,,,,,0.47,0.455,0.44,0.415,0.39,0.435,0.48,0.56,0.64,0.72,0.8,0.825,0.85,0.87,0.89,0.915,0.94,0.75,0.56
Laos,,,,,,,,0.31,0.36,0.41,0.385,0.36,0.45,0.54,0.7,0.86,0.89,0.92,1.09,1.26,1.295,1.33,1.365,1.4,1.165,0.93
Latvia,,,,,0.41,0.4567,0.5033,0.55,0.61,0.67,0.685,0.7,0.82,0.94,1.07,1.2,1.16,1.12,1.3,1.48,1.64,1.8,1.64,1.48,1.32,1.16
Lebanon,,,,,,,,0.35,0.44,0.53,0.59,0.65,0.68,0.71,0.725,0.74,0.75,0.76,0.945,1.13,1.12,1.11,1.035,0.96,0.85,0.74
Lesotho,,,,,,,,0.39,0.445,0.5,0.5575,0.615,0.6725,0.73,0.81,0.89,0.84,0.79,0.88,0.97,1.105,1.24,1.135,1.03,0.865,0.7
Liberia,,,,,,,,,,,,,,0.75,0.77,0.79,0.78,0.77,0.875,0.98,1.075,1.17,1.04,0.91,0.855,0.8
Libya,,,,,,,,0.22,0.235,0.25,0.175,0.1,0.095,0.09,0.105,0.12,0.13,0.14,0.155,0.17,0.145,0.12,0.1175,0.115,0.1125,0.11
Liechtenstein,,,,,,,,0.85,0.83,0.81,0.85,0.89,1.09,1.29,1.28,1.27,1.285,1.3,1.48,1.66,1.77,1.88,1.81,1.74,,
Lithuania,,,,,0.35,0.4033,0.4567,0.51,0.585,0.66,0.675,0.69,0.86,1.03,1.055,1.08,1.105,1.13,1.36,1.59,1.71,1.83,1.7,1.57,1.365,1.16
Luxembourg,,,,,0.84,0.82,0.8,0.78,0.765,0.75,0.755,0.76,0.975,1.19,1.24,1.29,1.345,1.4,1.475,1.55,1.595,1.64,1.58,1.52,1.355,1.19
"Macedonia (F.Y.R.O.M.)",,,,,0.93,0.8533,0.7767,0.7,0.73,0.76,0.805,0.85,1.01,1.17,1.2,1.23,1.19,1.15,1.335,1.52,1.635,1.75,1.62,1.49,1.3,1.11
Madagascar,0.43,0.54,0.5167,0.4933,0.47,0.47,0.47,0.47,0.615,0.76,0.92,1.08,1.065,1.05,1.1,1.15,1.35,1.55,1.535,1.52,1.505,1.49,1.42,1.35,1.23,1.11
Malawi,0.64,0.71,0.69,0.67,0.65,0.6033,0.5567,0.51,0.6,0.69,0.675,0.66,0.805,0.95,1.06,1.17,1.475,1.78,1.745,1.71,1.82,1.93,1.855,1.78,1.465,1.15
Malaysia,0.4,0.405,0.41,0.415,0.42,0.3733,0.3267,0.28,0.28,0.28,0.315,0.35,0.36,0.37,0.45,0.53,0.53,0.53,0.56,0.59,0.605,0.62,0.65,0.68,0.565,0.45
Maldives,,,,,,,,,,,,,,,,,,,,0.84,0.97,1.1,1.365,1.63,,
Mali,1.12,1.14,1.0333,0.9267,0.82,0.8033,0.7867,0.77,0.735,0.7,0.695,0.69,0.925,1.16,1.19,1.22,1.26,1.3,1.36,1.42,1.415,1.41,1.44,1.47,1.295,1.12
Malta,,,,,,,,0.77,0.79,0.81,0.84,0.87,1.025,1.18,1.28,1.38,1.52,1.66,1.645,1.63,1.775,1.92,1.86,1.8,1.58,1.36
"Marshall Islands",,,,,,,,,,,,,,,,,,,,,,,,1.44,,
Mauritania,0.86,0.85,0.8067,0.7633,0.72,0.6767,0.6333,0.59,0.63,0.67,0.65,0.63,0.715,0.8,0.885,0.97,1.23,1.49,1.325,1.16,1.295,1.43,1.48,1.53,1.33,1.13
Mauritius,,,,,,,,,,,,,,,,,,,,1.55,1.6,1.65,1.65,1.65,1.385,1.12
Mexico,,0.39,0.3667,0.3433,0.32,0.3333,0.3467,0.36,0.485,0.61,0.615,0.62,0.605,0.59,0.665,0.74,0.74,0.74,0.775,0.81,0.835,0.86,0.945,1.03,0.88,0.73
Moldova,,,,,,,,,,,,,,,,,,1.2,1.205,1.21,1.315,1.42,1.315,1.21,1.005,0.8
Monaco,,,,,,,,,,,,,,,,,,1.64,1.78,1.92,2.075,2.23,2.115,2,,
Mongolia,,,,,,,,0.23,0.305,0.38,0.38,0.38,0.495,0.61,0.745,0.88,1.13,1.38,1.245,1.11,1.2,1.29,1.15,1.01,0.865,0.72
Montenegro,,,,,0.76,0.71,0.66,0.61,0.585,0.56,0.65,0.74,0.97,1.2,1.355,1.51,1.39,1.27,1.445,1.62,1.72,1.82,1.71,1.6,1.38,1.16
Morocco,0.82,0.75,0.8133,0.8767,0.94,0.89,0.84,0.79,0.805,0.82,0.845,0.87,0.985,1.1,1.16,1.22,1.255,1.29,1.26,1.23,1.325,1.42,1.4,1.38,1.185,0.99
Mozambique,0.74,0.48,0.4967,0.5133,0.53,0.5367,0.5433,0.55,0.555,0.56,0.51,0.46,0.67,0.88,1.015,1.15,1.43,1.71,1.41,1.11,1.345,1.58,1.565,1.55,1.1,0.65
Namibia,0.46,0.42,0.4133,0.4067,0.4,0.3933,0.3867,0.38,0.425,0.47,0.46,0.45,0.565,0.68,0.775,0.87,0.825,0.78,0.92,1.06,1.15,1.24,1.16,1.08,0.92,0.76
Nauru,,,,,,,,,,,,,,,,,,,,1.6,,,,,,
Nepal,0.65,0.6175,0.585,0.5525,0.52,0.5433,0.5667,0.59,0.61,0.63,0.645,0.66,0.69,0.72,0.83,0.94,1.035,1.13,1.155,1.18,1.31,1.44,1.375,1.31,1.11,0.91
Netherlands,,,,,1.21,1.1867,1.1633,1.14,1.085,1.03,1.075,1.12,1.37,1.62,1.66,1.7,1.69,1.68,1.905,2.13,2.23,2.33,2.24,2.15,1.915,1.68
"New Zealand",,,,,0.61,0.62,0.63,0.64,0.56,0.48,0.515,0.55,0.66,0.77,0.875,0.98,1.035,1.09,1.28,1.47,1.62,1.77,1.74,1.71,1.555,1.4
Nicaragua,,0.69,0.6667,0.6433,0.62,0.57,0.52,0.47,0.545,0.62,0.58,0.54,0.615,0.69,0.68,0.67,0.77,0.87,0.98,1.09,1.16,1.23,1.205,1.18,1.045,0.91
Niger,0.94,0.92,0.8767,0.8333,0.79,0.78,0.77,0.76,0.72,0.68,0.725,0.77,0.895,1.02,1.08,1.14,1.065,0.99,1.03,1.07,1.095,1.12,1.105,1.09,0.985,0.88
Nigeria,0.05,0.02,0.0567,0.0933,0.13,0.13,0.13,0.13,0.2,0.27,0.235,0.2,0.295,0.39,0.45,0.51,0.55,0.59,0.515,0.44,0.53,0.62,0.59,0.56,0.51,0.46
"North Korea",,,,,,,,0.73,0.64,0.55,0.55,0.55,0.665,0.78,0.745,0.71,0.735,0.76,0.79,0.82,0.85,0.88,0.91,0.94,0.76,0.58
Norway,,,,,1.33,1.29,1.25,1.21,1.2,1.19,1.21,1.23,1.42,1.61,1.705,1.8,1.715,1.63,1.875,2.12,2.325,2.53,2.4,2.27,2.025,1.78
Oman,,,,,,,,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.38,0.45
Pakistan,,,,,0.47,0.4667,0.4633,0.46,0.495,0.53,0.525,0.52,0.57,0.62,0.815,1.01,0.925,0.84,0.85,0.86,1,1.14,1.04,0.94,0.865,0.79
Panama,,0.43,0.4267,0.4233,0.42,0.4167,0.4133,0.41,0.47,0.53,0.52,0.51,0.525,0.54,0.62,0.7,0.685,0.67,0.76,0.85,0.95,1.05,1.005,0.96,0.85,0.74
"Papua New Guinea",,,,,,,,0.41,0.47,0.53,0.6325,0.735,0.8375,0.94,0.94,0.94,0.94,0.94,1.01,1.08,1.15,1.22,1.29,1.36,,
Paraguay,,0.43,0.4333,0.4367,0.44,0.45,0.46,0.47,0.595,0.72,0.64,0.56,0.59,0.62,0.795,0.97,1.07,1.17,1.225,1.28,1.51,1.74,1.665,1.59,1.315,1.04
Peru,,0.56,0.6,0.64,0.68,0.6367,0.5933,0.55,0.675,0.8,0.77,0.74,0.93,1.12,1.17,1.22,1.32,1.42,1.415,1.41,1.52,1.63,1.545,1.46,1.225,0.99
Philippines,0.4,0.385,0.37,0.355,0.34,0.34,0.34,0.34,0.355,0.37,0.36,0.35,0.435,0.52,0.64,0.76,0.835,0.91,0.98,1.05,1.15,1.25,1.15,1.05,0.955,0.86
Poland,,,,,0.55,0.5467,0.5433,0.54,0.65,0.76,0.795,0.83,1.015,1.2,1.25,1.3,1.365,1.43,1.5,1.57,1.655,1.74,1.58,1.42,1.245,1.07
Portugal,,,,,,,,1.02,0.895,0.77,0.87,0.97,1.175,1.38,1.47,1.56,1.585,1.61,1.73,1.85,2,2.15,2.02,1.89,1.715,1.54
Qatar,,,,,,,,0.16,0.1683,0.1767,0.185,0.1933,0.2017,0.21,0.2,0.19,0.205,0.22,0.205,0.19,0.23,0.27,0.25,0.23,0.315,0.4
Romania,,,,,0.29,0.37,0.45,0.53,0.495,0.46,0.55,0.64,0.8,0.96,1.11,1.26,1.185,1.11,1.285,1.46,1.58,1.7,1.645,1.59,1.375,1.16
Russia,,,,,0.35,0.3267,0.3033,0.28,0.305,0.33,0.34,0.35,0.45,0.55,0.66,0.77,0.83,0.89,0.865,0.84,0.915,0.99,0.9,0.81,0.7,0.59
Rwanda,0.81,0.93,0.895,0.86,0.825,0.79,0.755,0.72,0.805,0.89,0.865,0.84,0.91,0.98,1.045,1.11,1.24,1.37,1.5,1.63,1.68,1.73,1.57,1.41,1.29,1.17
"Saint Lucia",,,,,,,,,,,,,,,,,,,,,,,,1.3,,
Samoa,,,,,,,,,,,,,,,,,,,,1.03,1.01,0.99,0.97,0.95,0.93,0.91
"Saudi Arabia",,,,,0.16,0.16,0.16,0.16,0.2,0.24,0.24,0.24,0.24,0.24,0.2,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.2,0.24
Senegal,1.19,1.23,1.1333,1.0367,0.94,0.8633,0.7867,0.71,0.72,0.73,0.74,0.75,0.925,1.1,1.205,1.31,1.33,1.35,1.46,1.57,1.645,1.72,1.71,1.7,1.42,1.14
Serbia,,,,,0.76,0.71,0.66,0.61,0.585,0.56,0.65,0.74,0.87,1,1.225,1.45,1.37,1.29,1.395,1.5,1.64,1.78,1.665,1.55,1.355,1.16
"Sierra Leone",0.45,0.49,0.51,0.53,0.55,0.57,0.59,0.61,0.585,0.56,0.535,0.51,0.635,0.76,0.87,0.98,0.945,0.91,0.925,0.94,0.995,1.05,1.045,1.04,1.06,1.08
Singapore,0.61,0.67,0.73,0.79,0.85,0.8067,0.7633,0.72,0.78,0.84,0.845,0.85,0.87,0.89,0.905,0.92,0.995,1.07,1.245,1.42,1.55,1.68,1.63,1.58,1.415,1.25
