Country,2013,2014,2015,2016,2017,2018,2019
Kazakhstan,32.7,32.8,31.2,31.5,31.5,31.4,31
Kenya,30.3,31.9,30.2,30.4,31,31.1,31.1
Kuwait,40,35.2,33.2,33.6,36.1,34.4,34.6
Kyrgyzstan,27,27.8,28,26.6,28,27.6,28.4
Latvia,45.2,44.8,45.5,44.3,44.6,43.2,43.2
Lebanon,35.5,33.6,33.8,32.7,30.6,28.2,28.5
Lesotho,26.3,27,27,,,,
Lithuania,41.4,41,42.3,41.8,41.2,41.2,41.5
Luxembourg,56.6,56.9,59,57.1,56.4,54.5,53.5
"Macedonia (F.Y.R.O.M.)",38.2,36.9,38,35.4,35.4,29.9,35.3
Madagascar,22.9,25.5,24.4,24.8,24.2,24.8,22.4
Malawi,26.7,27.6,29.7,27.3,23.5,23.1,23
Malaysia,46.9,45.6,46,43.4,42.7,43,42.7
Mali,28.8,26.2,28.4,24.8,22.5,23.3,24
Malta,51.8,50.4,50.5,50.4,50.6,50.3,49
Mauritius,38,40.9,39.2,35.9,34.8,31.3,30.6
Mexico,36.8,36,38,34.6,35.8,35.3,36.1
Moldova,40.9,40.7,40.5,38.4,36.8,37.6,35.5
Mongolia,35.8,37.5,36.4,35.7,37.1,35.9,36.3
Montenegro,41,37,41.2,37.4,38.1,36.5,37.7
Morocco,30.9,32.2,33.2,32.3,32.7,31.1,31.6
Mozambique,26.5,28.5,30.1,29.8,24.5,23.1,22.9
Namibia,28.4,28.5,28.1,28.2,27.9,28,25.9
Nepal,25,23.8,21.1,23.1,24.2,24.2,24.9
Netherlands,61.1,60.6,61.6,58.3,63.4,63.3,61.4
"New Zealand",54.5,54.5,55.9,54.2,52.9,51.3,49.6
Nicaragua,27.1,25.5,23.5,23.1,22.9,22.7,22.5
Niger,24,24.3,21.2,20.4,21.2,20.6,18.1
Nigeria,26.6,27.8,23.7,23.1,21.9,22.4,23.9
Norway,55.6,55.6,53.8,52,53.1,52.6,51.9
Oman,33.3,33.9,35,32.2,31.8,32.8,31
Pakistan,23.3,24,23.1,22.6,23.8,24.1,25.4
Panama,31.8,38.3,36.8,33.5,35,32.4,31.5
Paraguay,30.3,31.6,30.7,28.2,30.3,28.7,27.1
Peru,36,34.7,34.9,32.5,32.9,31.8,32.9
Philippines,31.2,29.9,31.1,31.8,32.5,31.6,36.2
Poland,40.1,40.6,40.2,40.2,42,41.7,41.3
Portugal,45.1,45.6,46.6,46.4,46.1,45.7,44.6
Qatar,41,40.3,39,37.5,37.9,36.6,33.9
Romania,40.3,38.1,38.2,37.9,39.2,37.6,36.8
Russia,37.2,39.1,39.3,38.5,38.8,37.9,37.6
Rwanda,27.6,29.3,30.1,30,27.4,26.5,27.4
"Saudi Arabia",41.2,41.6,40.7,37.8,36.2,34.3,32.9
Senegal,30.5,30.1,31,26.1,27.1,26.5,26.8
Serbia,37.9,35.9,36.5,33.8,35.3,35.5,35.7
Seychelles,,38.6,36.4,,,,
Singapore,59.4,59.2,59.4,59.2,58.7,59.8,58.4
Slovakia,42.2,41.9,43,41.7,43.4,42.9,42
Slovenia,47.3,47.2,48.5,46,45.8,46.9,45.3
"South Africa",37.6,38.2,37.4,35.8,35.8,35.1,34
"South Korea",53.3,55.3,56.3,57.1,57.7,56.6,56.6
Spain,49.4,49.3,49.1,49.2,48.8,48.7,47.9
"Sri Lanka",30.4,29,30.8,28.9,29.9,28.7,28.5
Sudan,19.8,12.7,15,,,,
Swaziland,29.6,25.3,25.4,,,,
Sweden,61.4,62.3,62.4,63.6,63.8,63.1,63.7
Switzerland,66.6,64.8,68.3,66.3,67.7,68.4,67.2
Syria,23.7,,,,,,
Tajikistan,30,23.7,27.5,29.6,28.2,26.5,26.4
Tanzania,26.4,25.6,27,26.4,28,28.1,26.6
Thailand,37.6,39.3,38.1,36.5,37.6,38,38.6
Togo,23,17.6,18.4,18.4,18.4,18.9,18.5
"Trinidad and Tobago",33.2,31.6,32.2,30.95,29.7,27,28.1
Tunisia,35.8,32.9,33.5,30.6,32.3,32.9,32.8
Turkey,36,38.2,37.8,39,38.9,37.4,36.9
Uganda,31.2,31.1,27.6,27.1,27,25.3,25.6
Ukraine,35.8,36.3,36.5,35.7,37.6,38.5,37.4
"United Arab Emirates",41.9,43.2,40.1,39.4,43.2,42.6,42.2
"United Kingdom",61.2,62.4,62.4,61.9,60.9,60.1,61.3
"United States",60.3,60.1,60.1,61.4,61.4,59.8,61.7
Uruguay,38.1,34.8,35.8,34.3,34.5,34.2,34.3
Uzbekistan,23.9,25.2,25.9,,,,
Venezuela,27.3,25.7,22.8,22.3,,,
Vietnam,34.8,34.9,38.3,35.4,38.3,37.9,38.8
Yemen,19.3,19.5,20.8,14.6,15.6,15,14.5
Zambia,26.8,25.8,24.6,19.9,20.8,20.7,20.4
Zimbabwe,24,24.3,22.5,22.15,21.8,23.1,22.3
