Country,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Nepal,,,,,,15.96,16.786,17.612,18.438,19.264,20.09,14.01,16.84,16.145,15.45,15.86,15.49,15.4,13.13,13.29,421.5,12.65,13.05,12.45,12.45,15.04,10.55,12.31,12.35,12.355,12.36
Nauru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.69,11.27,10.51
"New Zealand",,,,,11.24,9.02,7.6233,6.2267,4.83,4.15,3.57,3,2.37,3.61,3.85,4.21,4.32,4.14,4.52,2.62,1.82,1.68,5.53,2.11,2.32,1.38,1.31,1.32,1.27,1.35,
Oman,,,,,7.43,6.842,6.254,5.666,5.078,4.49,6.55,8.61,10.67,12.73,13.65,5.07,4.68,3.22,3.4,3.29,2.75,2.91,2.72,2.53,2.34,2.45,2.41,1.9,1.46,1.73,1.73
Pakistan,,,,,,,,44.94,43.5233,42.1067,40.69,23.13,23.12,20.62,17.39,16.71,13.02,13,12.71,12.11,9.5,9.88,10.2,9.02,9.02,9.41,8.92,9.58,10.09,9.77,9.45
Panama,,,,,,,,,,10.62,8.69,7.83,7.19,6.86,7.46,7.89,7.63,6.91,7.6,7.54,7.24,7.04,6.93,5.76,6.13,6.08,5.745,5.41,,,
Peru,,,,,,16.39,15.865,15.34,14.02,12.7,12.71,12.65,12.82,11.32,9.92,9.5,8.7,8.33,5.25,5.18,2.09,2.24,2.52,1.51,1.515,1.52,1.43,1.8,1.3,0.8,0.71
Philippines,22.5,22.51,14.79,14.755,14.72,15.56,15.22,14.65,8.53,7.56,6.37,6.09,3.77,3.47,2.62,2.44,2.86,3.14,3.1,2.78,4.1,3.98,3.96,1.98,1.85,1.86,1.805,1.75,4.17,1.66,2.11
Palau,,,,,,,,,,,,,,,,,,1.76,1.76,3.01,4.26,5.51,6.76,6.54,6.4,6.83,7.26,7.69,7.8,29.88,34.63
"Papua New Guinea",,,,,,,,,,15.6,15.63,15.66,3.13,3.09,2.95,2.3,2.1,2.13,1.89,1.59,2.77,2.72,2.67,2.62,2.57,2.59,2.988,3.386,3.784,4.182,4.58
Poland,3.59,3.77,4.8,4.5,4.18,3.79,4.16,6.28,4.4,3.66,3.47,3.48,2.27,3.27,2.22,2.31,2.1,2.26,2.15,2.06,1.56,1.7,1.89,1.43,1.31,1.38,1.84,1.89,1.96,1.79,1.69
Portugal,3.59,3.77,4.8,4.5,4.18,3.79,4.16,6.28,4.4,3.66,3.47,3.48,2.27,3.27,2.22,2.31,2.1,2.26,2.15,2.06,1.56,1.7,1.89,1.43,1.31,1.38,1.84,1.89,1.96,1.79,1.69
Paraguay,,,,11.85,10.5733,9.2967,8.02,6.35,10.45,9.46,11.46,6.2,10.25,10.74,9.94,9.85,5.12,4.61,2.4,3.34,3.59,3.45,3.95,4.27,4.18,4.42,4.2,4.43,4.21,4.8,4.98
"French Polynesia",,,,,,,,,,,,,,,,,,,,,3.93,4.36,4.285,4.21,3.89,3.99,3.99,5.08,5.36,5.05,5.05
Qatar,,,,,,,,,,,,,,,4.28,4.98,5.12,4.3,4.28,3.68,3.7,4.28,4.42,4.42,4,4.1,3.42,3.37,3.37,4.22,3.68
Romania,3.59,3.77,4.8,4.5,4.18,3.79,4.16,6.28,4.4,3.66,3.47,3.48,2.27,3.27,2.22,2.31,2.1,2.26,2.15,2.06,1.56,1.7,1.89,1.43,1.31,1.38,1.84,1.89,1.96,1.79,1.69
Russia,,,,,,6.25,9.21,9.425,9.64,11.28,11.155,11.03,10.905,10.78,10.8,10.6933,10.5867,10.48,8.87,7.26,8.59,8.12,5.2,7.24,6.84,6.21,5.37,3.08,3.62,3.61,3.51
Rwanda,,,,,,25.33,23.0014,20.6729,18.3443,16.0157,13.6871,11.3586,9.03,7.64,20.12,8.33,11.255,14.18,12.45,12.68,12.91,7.45,8.03,6.82,9.41,8.7,8.9,9.75,7.33,5.705,4.08
"Saudi Arabia",,,,,,,10.72,10.876,11.032,11.188,11.344,11.5,12.48,11.12,6.53,7.28,7.01,4.05,4.12,3.77,3.25,3.13,3.645,4.16,3.57,3.57,3.39,4.45,4.65,4.85,
Sudan,,,,,,,,,3.66,5.8867,8.1133,10.34,12.5667,14.7933,17.02,15.3125,13.605,11.8975,10.19,9.205,8.22,15.02,12.9,11.95,,,,,,,
Senegal,,,,,,,,,,,,,,9.4,8.26,9.12,9.25,9.2,9.35,8.49,8.49,9,8.85,8.51,8.08,8.08,8.46,8.62,8.75,12.3,11.52
Singapore,,3.26,2.7717,2.2833,1.795,1.3067,0.8183,0.33,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.02,0.025,0.03,0.01,0.01,0.05,0.06,0.05,0.16,0.06,0.07,0.07,0.07,0.07,0.07,0.24
"Solomon Islands",,,,,,,,,,,,,,,,,,,,,14.6,17.6071,20.6143,23.6214,26.6286,29.6357,32.6429,35.65,14.08,18.49,30.28
"Sierra Leone",,,,,,,,,,,,,,,,,15.32,14.825,14.33,13.3125,12.295,11.2775,10.26,9.81,10.31,,,,,,
"El Salvador",,,,,,,,9.15,7.72,7.37,6.34,6.38,6.84,6.89,4.35,6.99,4.2,7.48,3.93,4.82,3.02,2.43,4.79,4.8,2.28,2.12,1.75,1.79,1.93,2.07,1.94
Serbia,,,,,,,,,,,,,,5.8,7.88,7.2633,6.6467,6.03,,,,,,,,,,,,,
"Saint Thomas and Principe",,,,,,,,,,,,,,,,,,,,,,,,,,8.02,8.24,9.07,10.44,9.95,9.46
Suriname,,,,,,,,,16.7,15.8,14.9,14,12.17,11.8771,11.5843,11.2914,10.9986,10.7057,10.4129,10.12,10.45,10.78,10.79,9.8,7.61,7.61,8.196,8.782,9.368,9.954,10.54
Slovakia,3.59,3.77,4.8,4.5,4.18,3.79,4.16,6.28,4.4,3.66,3.47,3.48,2.27,3.27,2.22,2.31,2.1,2.26,2.15,2.06,1.56,1.7,1.89,1.43,1.31,1.38,1.84,1.89,1.96,1.79,1.69
Slovenia,3.59,3.77,4.8,4.5,4.18,3.79,4.16,6.28,4.4,3.66,3.47,3.48,2.27,3.27,2.22,2.31,2.1,2.26,2.15,2.06,1.56,1.7,1.89,1.43,1.31,1.38,1.84,1.89,1.96,1.79,1.69
Sweden,3.59,3.77,4.8,4.5,4.18,3.79,4.16,6.28,4.4,3.66,3.47,3.48,2.27,3.27,2.22,2.31,2.1,2.26,2.15,2.06,1.56,1.7,1.89,1.43,1.31,1.38,1.84,1.89,1.96,1.79,1.69
Swaziland,,,,,,,,,,,,,,2.6,8.78,9.615,10.45,9.44,8.67,8.32,5.95,9.53,5.05,9.03,5.47,0.52,0.58,0.99,1.18,0.66,1.48
Seychelles,,,,,,,,,,,,,26.92,32.53,32.5475,32.565,32.5825,32.6,32.58,30.07,26.6638,23.2575,19.8513,16.445,13.0388,9.6325,6.2263,2.82,4.32,3.7,2.09
Syria,,,,,,,,,,,,,,,15.5,14.1857,12.8714,11.5571,10.2429,8.9286,7.6143,6.3,7.23,9.5467,11.8633,14.18,,,,,
Chad,,,,,,,,14.58,14.58,14.58,14.2025,13.825,13.4475,13.07,14.38,14.05,12.69,13.63,14.52,13.27,14.51,14.27,14.69,15.13,14.645,14.16,14.04,13.92,16.36,,
Togo,,,,,,,,,13.79,14.58,14.785,14.99,11.36,10.91,10.2,10.78,10.79,10.4,10.82,10.59,10.59,10.51,10.44,11.06,9.37,9.36,9.35,9.73,9.48,13.43,12.85
Thailand,,33.65,33.64,33.63,35.135,36.64,25.75,14.86,19.5225,24.185,28.8475,33.51,9.54,8.33,8.3,8.27,6.03,4.81,4.62,4.32,4.27,4.76,5,4.85,5.455,6.06,3.53,3.52,,,
Tajikistan,,,,,,,,,,,,,,,,,,,3.97,4.4625,4.955,5.4475,5.94,5.58,5.22,5.69,5.56,7.18,5.7,4.98,
Turkmenistan,,,,,,,,,,,,,,,2.88,,,,,,,,,,,,,,,,
"Timor Leste",,,,,,,,,,,,,,,,,,,,,,,,2.5,2.5,2.5,2.5,2.5,2.5,,
Tonga,,,,,,,,,,,,,,,,,,,,,,4.71,5.12,5.58,5.5,5.17,5.445,5.72,5.74,5.53,
"Trinidad and Tobago",,,,13.15,15.09,13.1125,11.135,9.1575,7.18,10.7367,14.2933,17.85,12.205,6.56,4.92,5.46,6.23,8.3,12.26,10.34,13.99,11.3,8.61,8.62,8.66,8.63,,,,,
Tunisia,,,25.87,25.945,26.02,26.4667,26.9133,27.36,26.7967,26.2333,25.67,24.525,23.38,24.88,26.38,22.15,22.4,8.77,18.26,17.095,15.93,18.61,13.77,14.46,12.58,4.12,4.03,3.94,9.35,,
Turkey,,,,,,6.1,6.42,6.74,3.19,5.65,3.2,5.34,2.38,1.95,1.84,1.92,2.18,1.5,1.47,2.06,1.97,2.21,2.35,2.65,2.715,2.78,2.985,3.19,2.74,3.45,2.5
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,1.59,1.71,1.83,1.95,2.07,2.19,2.31,2.43,
Tanzania,,,,,,15.62,16.2875,16.955,17.6225,18.29,18.31,15.69,13.07,11.5067,9.9433,8.38,8.115,7.85,7.4,7.21,7.89,8.8,8.97,7.6,9.03,8.37,8.33,7.28,8.62,8.585,8.55
Uganda,,,,,,,13.53,12.2767,11.0233,9.77,8.5167,7.2633,6.01,6.09,5.98,5.53,5.32,8.98,7.71,8.44,8.75,9.22,9.18,8.44,8.9,8.5,8.64,7.88,7.33,7.67,8.01
Ukraine,,,,,,,,3.36,3.645,3.93,3.942,3.954,3.966,3.978,3.99,3.755,3.52,3.285,3.05,4.69,3.85,1.93,2.9,1.9,2.05,2.78,2.06,1.93,2.46,1.9,1.56
Uruguay,,,,,5.81,7.4133,9.0167,10.62,10.32,10.55,12.88,12.31,6.16,6.61,10.67,7.425,4.18,3.46,3.26,3.6,3.08,3.63,4.21,4.47,4.2,4.69,4.68,4.79,5.7,6.3,5.35
"United States",,3.91,3.92,3.95,3.95,3.75,3.345,2.94,2.86,2.6,3.09,2.31,2.1,2.11,2.16,1.96,1.79,1.75,1.7,1.55,1.58,1.71,1.66,1.67,1.67,1.67,1.69,1.69,1.65,1.66,1.59
Uzbekistan,,,,,,,,,,,,,,5.83,6.172,6.514,6.856,7.198,7.54,6.91,8.58,7.04,7.0967,7.1533,7.21,7.02,6.83,8.73,,,
"Saint Vincent and Grenadines",,,,,,,,,17.45,16.91,16.37,15.83,15.04,12.5,11.68,11.76,9.09,6.42,3.75,9.03,9.62,10.21,10.8,10.25,7.55,7.55,7.35,7.15,9.19,8.93,8.92
Venezuela,,,,,16.36,14.7367,13.1133,11.49,12.445,13.4,13.69,13.02,13.37,14.46,13.7,12.75,11.87,12.77,10.61,11.1,9.62,9.09,9.96,8.59,8.59,8.42,9.67,10.67,10.04,10.99,8.87
Vietnam,,,,,,,15.19,15.992,16.794,17.596,18.398,19.2,17.245,15.29,14.73,11.79,11.69,11.35,10.21,9.13,5.03,6.76,5.02,4.335,3.65,3.54,3.43,3.14,2.86,2.69,4.39
Vanuatu,,,,,,,,,,,,,,,20.27,17.09,17.14,17.16,15.81,18.93,18.8,18.76,14.35,9.94,5.53,5.3,5.07,4.84,7.85,8.34,
Samoa,,,,,,,,,,,,,,,,,,,,,,,,9.85,9.86,9.71,9.98,10.28,10.58,10.19,10.85
Yemen,,,,,,,,,,,,,11.73,10.8517,9.9733,9.095,8.2167,7.3383,6.46,5.7233,4.9867,4.25,4.045,3.84,4.3,4.09,4.615,5.14,4.35,5.03,
"South Africa",13.39,11.945,10.5,11.32,12.385,13.45,11.7233,9.9967,8.27,5.99,5.73,5.47,5.27,5.1,4.95,5.15,5.29,5.64,5.29,4.81,3.9,4.32,4.59,4.39,4.22,4.15,3.87,4.38,4.51,4.61,4.32
Zambia,,,,,,17.89,16.25,14.61,12.97,11.33,12.0675,12.805,13.5425,14.28,10.68,8.7,12.58,9.32,11.56,9.63,5.25,4.1,3.29,3.45,3.55,3.35,3.65,3.95,6.22,4.805,3.39
Zimbabwe,,,,,,,,,39.06,17.11,17.76,17.59,11.57,10.55,17.48,17.33,16.1175,14.905,13.6925,12.48,13.8533,15.2267,16.6,5.82,14.76,11.7467,8.7333,5.72,4.99,,
