Country,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Albania,19.78647642,19,17,15.6143541,15,14,13,16,18,19
Algeria,55.33994319,56,57,57.9319663,59,90,90,89,81,78
Angola,,,,292.1168594,298,304,310,316,,
Argentina,40.95611818,39,31,29.6119197,28,27,26,25,24,24
Armenia,70.94823721,72,72,72.5584452,73,73,55,52,49,45
Australia,5.796477345,6,6,6.6191746,6.4,6.3,6,6.5,6.2,6.4
Austria,11.49863814,13,12,11.5,11,5,3.7,7.9,8.4,7.8
Azerbaijan,75.66971008,77,77,109.7024841,110,110,113,95,85,77
Bahrain,40.34169337,41,40,45.5769997,46,23,18,20,18,14
Bangladesh,227.0421374,225,223,224.7944641,225,225,225,225,224,227
Barbados,11.44990382,11,4,1.351865,0.88,1.7,1.2,1.6,1.255,0.91
Belgium,12.7695022,13,12,8.8065781,8.6,8.7,8.1,9.7,9.1,9
Belize,,,,,40,,,,,
Benin,87.87668328,90,91,91.7646726,93,94,70,70,70,61
Bhutan,,,,,,,192,180,169,164
Bolivia,210.5068443,198,155,143.9414368,140,135,131,127,123,120
"Bosnia and Herzegovina",51.59477594,51,51,50.6159566,50,50,49,47.5,46,42
Botswana,654.4968974,551,731,712.4082896,694,503,455,408,414,385
Brazil,59.57446139,50,48,46.4702767,45,43,42,46,46,44
Brunei,,83,59,65.3742225,60,68,70,67.3333,64.6667,62
Bulgaria,38.97932512,40,39,42.6098824,41,40,35,32,29,27
"Burkina Faso",223.2999373,248,226,220.3111064,215,55,57,54,,
Burundi,333.7296616,367,367,357.4876342,348,129,139,130,128,126
"Cape Verde",,,,149.1671161,148,147,145,144,143,138
Cambodia,505.5095881,500,495,490.1937537,442,437,424,411,400,390
Cameroon,174.3104916,192,192,186.7255428,182,177,243,238,235,220
Canada,4.715286378,5,5,5.0205431,4.8,4.7,4.5,4.6,5,5.2
Chad,271.6367958,299,299,290.9767668,283,276,151,151,151,159
Chile,14.5883123,15,12,11.4720198,11,19,18,16,16,16
China,100.264798,99,98,97.3015533,96,78,75,73,70,68
Colombia,44.94636013,45,35,36.0030212,35,34,34,33,32,33
"Congo (Kinshasa)",,,,,,,,,,325
"Costa Rica",14.36811485,14,11,10.6905947,10,13,12,11,11,11
"Ivory Coast",,420,420,409.602896,399,139,191,172,170,165
Croatia,40.61888347,40,40,25.4832778,25,21,17,14,13,12
Cyprus,4.230901425,5,5,5.6004286,5.5,4.4,4,5.4,5.8,5.3
"Czech Republic",10.36921307,10,9,9.0379061,8.8,6.8,6,5.3,5.5,4.6
Denmark,7.483723076,8,8,6.9528352,6.8,6,6.5,7.4,7,7.1
"Dominican Republic",90.53786373,89,69,72.8870468,70,67,65,62,60,60
Ecuador,131.0167109,128,101,71.8766785,68,65,62,59,56,54
Egypt,24.96005489,24,21,20.3488794,19,18,17,17,16,15
"El Salvador",51.19688235,50,40,31.8275414,30,28,27,25,39,41
Estonia,42.70280611,39,38,33.9709168,30,25,25,23,22,20
Ethiopia,343.9043464,378,378,368.3862631,359,261,258,247,224,207
Finland,6.224058313,5,6,7.1760327,8.8,6.7,7.5,5.5,5.7,5.6
France,12.88218933,14,14,6.2193726,6.1,9.3,4.3,8.2,8.8,8.7
Gabon,,,,,,553,450,428,423,444
Gambia,242.4061787,257,258,263.4385643,269,273,279,284,173,174
Georgia,82.58997587,84,84,106.5948257,107,107,125,116,116,106
Germany,7.194074689,6,6,5.1220297,4.9,4.8,4.5,5.6,5.8,6.2
Ghana,,203,203,201.7617317,201,86,79,72,66,165
Greece,16.53222461,18,18,5.5243618,4.5,4.6,3.8,4.5,5,4.8
Guatemala,77.75582262,79,63,62.907318,62,62,61,60,60,57
Guinea,,,,,,334,183,178,177,
Guyana,149.1720437,164,122,112.5450439,112,111,110,109,109,
Haiti,,,,,238,230,222,213,206,
Honduras,78.32552711,76,59,64.4232254,58,51,43,54,54,43
"Hong Kong",74.96192278,80.1,61.91,82.12,82,80,78,77,76,74
Hungary,21.66212698,19,17,16.4019699,16,15,18,18,18,12
Iceland,2.845918626,4,4,2.1872127,3.1,5,4.8,3.5,3.6,3.3
India,167.8185262,168,168,167.8185262,168,185,181,176,171,167
Indonesia,239.1899989,234,228,189.0212097,189,189,187,185,183,399
Iran,,,,19.8372936,19,17,21,21,21,22
Ireland,12.12865094,13,13,8.7345663,8.5,8.1,7.5,8.6,8.5,7.4
Israel,7.658912513,8,8,5.9853524,5.4,4.9,5.8,7.6,5.8,5.8
Italy,6.842019219,7,7,6.5870067,6.4,4.9,2.8,6.7,5.7,6
Jamaica,7.407129498,7,7,6.5489714,6.6,6.6,6.6,6.6,6.5,4.7
Japan,28.15688207,22,21,21.8457659,21,21,20,19,18,18
Jordan,5.342752964,5,7,6.0536828,5.6,5.4,6,5.8,5.8,5.5
Kazakhstan,143.9947464,130,129,175.1044464,163,151,129,137,139,99
Kenya,641.0088926,384,353,327.6480597,305,298,288,272,268,246
"South Korea",96.41426558,88,90,88.0000613,90,97,100,108,97,86
Kuwait,23.55985404,24,24,34.1559585,35,41,36,26,24,21
Kyrgyzstan,120.552752,123,121,159.0017853,159,159,128,141,141,142
Laos,,,,,,,213,204,197,189
Latvia,62.61227758,57,53,49.7934151,45,39,42,53,50,49
Lebanon,,,,13.7043018,15,17,15,16,16,16
Lesotho,695.8347179,635,637,635.4405464,634,633,632,630,916,852
Liberia,,,,,,293,299,303.5,308,308
Libya,18.42830965,18,17,16.6565519,28.3283,40,40,40,,
Lithuania,62.53857868,62,68,70.8807678,71,69,59,66,65,62
Luxembourg,11.33773582,12,12,10.6,9.2,8.8,0.52,6.5,8.7,6.6
"Macedonia (F.Y.R.O.M.)",29.55572075,29,29,24.2245293,23,21,20,18,17,15
Madagascar,233.8751882,248,251,255.8706671,261,266,238,234,233,235
Malawi,,377,346,324.4987281,304,219,191,163,156,227
Malaysia,101.5965783,103,103,102.434755,83,82,81,80,99,103
Mali,277.831312,280,319,321.7026987,324,68,62,60,60,58
Malta,5.566405593,6,6,13.8296123,11,12,9.1,11,11,12
Mauritania,298.0214031,316,318,323.8815301,330,337,344,350,115,111
Mauritius,62.32331971,23,22,22.1068715,22,22,21,21,21,22
Mexico,22.66232169,21,20,18.6907592,17,16,23,23,21,21
Moldova,,,,174.6509705,178,182,161,160,159,153
Mongolia,190.5113719,188,205,205.4241165,224,224,223,223,181,170
Montenegro,32.64850687,32,32.35,22.6338196,21,19,17,18,21,21
Morocco,89.23071049,93,92,116.322319,92,91,103,103,104,106
Mozambique,447.3125691,443,431,420.1731694,409,544,548,552,552,551
"Burma (Myanmar)",,,,,,,381,377,373,
Namibia,697.3136924,767,767,746.9412072,727,603,723,655,651,561
Nepal,180.0111706,176,173,163.1851044,163,163,163,163,156,158
Netherlands,6.982216438,8,8,6.707557,7.5,7.3,6.8,6.3,6.1,5.8
"New Zealand",9.041383578,9,7,7.9385268,7.8,7.6,7.6,7.6,7.3,7.4
Nicaragua,57.7025983,58,49,46.4853996,44,42,40,38,55,58
Nigeria,282.5538706,311,311,302.6706081,295,133,118,108,338,322
Norway,5.209860933,6,6,6.0798295,5.9,6,6.1,7.5,8.2,8.1
Oman,10.50776485,13,13,14.4433289,13,13,14,13,11,9.6
Pakistan,181.271164,181,181,231.3572998,231,231,231,231,275,270
Panama,45.39664071,45,47,47.4436418,48,48,48,48,48,46
Paraguay,68.42410185,71,58,47.4949608,47,46,45,45,44,43
Peru,171.5387791,162,126,119.0558242,113,106,101,95,124,120
Philippines,291.2291069,287,290,284.8049263,280,275,270,265,292,288
Poland,26.1400603,25,25,24.5116235,24,23,23,21,22,21
Portugal,32.93788894,32,30,30.3412772,30,29,24,26,26,25
"Puerto Rico",4.54116041,5,4.02,2.4,1.8,2.2,1.8,2.2,,
Qatar,55.32525402,60,70,54.6506958,49,38,37,41,40,29
Romania,134.2267326,128,115,133.8131714,125,116,101,94,87,81
Russia,119.0084181,107,110,106.7211609,106,106,97,91,89,84
Rwanda,,,,386.7121058,376,106,94,86,69,63
"Saudi Arabia",41.41252742,44,46,18.5719719,18,18,17,15,14,12
Senegal,254.749027,270,272,276.8528472,282,288,136,137,136,138
Serbia,32.64850687,29,32.35,18.4219952,21,18,16,23,18,24
Seychelles,,,,,,31,30,30,30,
"Sierra Leone",,,,,,682,723,674,313,310
Singapore,28.68583936,26,27,38.5740223,36,35,37,50,47,49
Slovakia,17.02921712,15,17,11.9050595,9.1,8,7.2,6.8,7.7,6.7
Slovenia,14.58428046,13,13,11.8702373,12,11,9.3,7.5,7.5,7.7
"South Africa",599.8881233,940,948,959.8450176,971,981,993,1003,860,834
Spain,27.49247723,30,30,17.4982676,17,16,15,14,13,12
"Sri Lanka",60.49822064,60,60,66.1565628,66,66,66,66,66,65
Suriname,,,,,135,145,44,41,,
Swaziland,,,,1227.168081,1257,1287,1317,1349,1382,
Sweden,5.912126143,6,6,5.7096452,6.2,6.8,6.8,7.2,7.2,7.5
