Country,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Greece,7.7,-0.4,12.5,2.1,6.6,7.7,5.7,3.6,2.6,3.5,7.9,3.1,9.8,7.8,8.9,5.3,4.2,6.4,9.5,7.7,6.7,11.7,3.5,-4,5.1,5,1.9,5.3,2.4,0.8,-0.8,-0.2,-0.1,2.3,2.7,1.3,-0.7,4.4,3.3,-0.9,1.9,-0.1,-2.1,1.5,1.8,2.7,4.2,3.9,2.9,3.7,3.5,2.9,6.4,4.7,0.7,5.6,3.4,-0.6,-4.5,-5.6,-9,-6.6,-3.9,0.7,2.6
Guatemala,-1.8,-1.1,0.4,-1.4,-0.8,5.6,2.3,1.3,1.6,-0.8,1,0.3,6.2,1.4,2.2,3.4,2,6.6,2.6,3.5,3.2,4.9,4.3,3.9,-0.4,4.9,5.3,2.5,2.3,1.4,-2,-5.7,-5.4,-2.1,-3.2,-2.9,-0.8,-0.2,1.1,0.4,0.9,3.1,2.2,1.3,2.3,0.5,2.1,2.9,2,1.9,0.5,1.9,0.6,1.3,1.2,3.1,4,1.1,-1.6,0.8,2.1,1,1.7,0.5,2.1
"Hong Kong",-9.6,4.3,3.5,3.6,3.8,4,3.9,3.8,3.3,2.6,1.6,11.8,10.4,4.4,11.3,6.05,0.8,3,10.9,8.4,5.8,8.6,10.2,4,-2.2,12.9,8.2,5,8.3,7.4,7.1,1.2,4.4,8.7,-0.8,9.3,11.4,6.5,1.2,2.1,4.5,4.8,4.3,3.7,-0.2,1.6,3.4,-6.6,1.7,6.7,-0.3,1,2.5,7.9,6.5,6.2,5.7,1.7,-2.5,6.9,4.8,1.4,2.4,1.9,1.9
Hungary,8.7,2.5,0.9,2.3,7.7,-5.4,9.1,6.2,3.5,4.7,4.6,3.8,5.2,5.3,0.5,5.4,5.3,0.8,2.6,-0.7,4.2,1.9,4.9,2.2,1.6,-0.2,5.8,2.1,1.5,0.9,0.7,3.7,-0.9,2.8,-2.3,2.2,1.7,3.2,-1.8,-6.4,-12.1,-3,-0.1,3.2,1.7,0.2,3.7,4.5,3.5,4.5,3.9,4.7,4,5,4.4,4.1,0.6,1,-6.4,0.9,2,-1.3,1.7,3.8,2.8
Iceland,-4.9,9.2,0.7,6.3,6.9,2.3,-2.4,4.9,1.3,2.4,-2.1,6.6,8.1,8.3,5.3,6.8,-2.8,-6.8,1.7,6.8,12,4.6,5.2,4.3,-0.6,5,8,5.2,3.8,4.6,3.1,0.8,-3.4,3.1,2.5,5.6,7.8,-2.2,-1,0.4,-1,-4.2,0.4,1.7,-0.4,4.2,7.1,5.3,2.9,3.3,2.4,-0.7,1.6,7.2,5,3.3,8.8,0.3,-5.9,-3.8,1.7,0.6,2.9,1.2,1.8
India,0.6,1,4.4,2.2,0.6,3.7,-3,5.3,0.2,5,0.7,1.7,2.7,5.4,-6.1,-1.1,5.9,0.2,4.5,2.8,-1.4,-2.6,2.3,-1.1,6.4,-0.9,5.3,3.1,-7.3,4.8,4.1,0.9,5.8,1.6,1.8,2.1,2.1,8.1,4.4,3.1,-0.3,3.5,3.8,4.5,5.3,6,2.4,4.5,4.5,3.7,2.7,2.8,5.5,6.5,6.3,7.8,7.9,6.4,5,7.8,6.2,3.4,3.3,4.4,4.6
Indonesia,6,3.3,3.5,4.7,1.2,-0.2,5.2,-5.1,2.7,2.7,4.8,-2.1,-5.8,1.6,-1,-2,-4.2,7.5,10,8.3,3.3,8.8,12.2,2.7,-2.2,6.3,5.3,2.1,3,6.1,4.6,-5.7,1.8,4.6,0.3,4,3.1,3.9,7.1,7,7.2,5.5,5.5,5.8,6.4,6,3,-14.5,-0.8,3.3,2.2,3,3.3,3.6,4.4,4.2,5,4.7,3.4,5,5.3,5.1,4.8,4,3.8
Iran,-2.7,-2.7,-2.5,-2.6,-2.7,6,10.8,8.5,5.5,6.6,5.4,-1,7.8,4.1,9,6.8,8,11.8,9.8,7.5,9.3,13,5.6,5.8,1.8,13.7,-4.3,-14.7,-11.8,-17.5,-7.1,11,8.8,-2.2,-1.4,-12.7,-4.5,-8.1,1,6,8.3,5.8,-4.4,-2.5,0.5,6.6,2.4,2.1,0.9,2.2,3,6.2,7.5,5.3,2.9,5.3,6.1,-1,2.4,4.2,-1.1,-7.1,-2.9,1.4,0.9
Iraq,6,7.7,36.8,15.7,-6.7,4,-3.7,8.4,1.2,8.4,8.3,1.9,-4.8,8.5,5.5,1.8,-5.5,13.9,5.15,-3.6,2.7,-6.8,13,1.9,12.8,16.4,-0.6,14.1,18.7,-5.6,-21,-4.1,-11.7,-3.1,-4.9,-4.4,1,-23.4,-11.6,-4.4,-61.5,26.4,-3,-7.8,-11.7,9.2,-6.7,11.6,5.4,7.8,5.9,4,-24,50,1.6,7.2,-1.3,3.9,3.2,3,7.6,7.7,1.8,-4.6,-0.9
Ireland,2.6,2.8,2.9,1.3,3.3,-0.6,0.4,-1.1,4.4,6,5.3,2.8,4,3.4,1.3,0.6,5.3,7.8,5.5,1.8,2.5,4.9,3.1,2.6,3.9,-0.2,6.8,5.8,1.4,2.1,2.1,1.2,-0.9,3.6,2.8,-0.4,4.7,5.5,6.3,8.6,1.3,2.6,2.1,5.3,9.1,8.4,9.4,7.2,8.8,8.2,3.9,4.2,1.2,2.3,3,2.8,2.3,-4.7,-7.6,-1.2,1.7,-1.4,-1,3.6,2
Israel,12.1,-4.1,-3.9,15.9,9.7,4.3,3.4,2.9,9.6,3.6,7.1,5.4,6.2,5.8,6,-1.3,0.5,13,9.8,4.9,7.5,8.8,1.8,3.9,1.2,-0.8,-2.1,2.7,3.9,4.5,3.4,0.3,1.7,-0.9,1.6,3,5.4,0.3,-0.8,3.7,3.8,3.9,0.5,3.8,3.1,2.7,1.2,1.7,1,6.2,-2.1,-1.9,-0.8,3.1,2.4,3.9,4.4,1.7,0.2,4,2.5,1.4,1.7,1.2,2.4
Italy,6.8,6.9,6.6,4.4,5.1,3.9,5.3,4.7,5.5,4.7,7.7,7.1,6.4,3.1,1.5,4.5,6.4,7.7,5.1,1.6,1.2,2.2,5.7,3.9,-2.8,6,2.5,3.4,5.4,3.4,0.4,0.4,1,2.4,2.7,2.8,3.1,3.9,2.9,2.2,1.5,0.5,-1.2,2,2.7,1.1,1.7,1.5,1.4,3.5,1.5,0.6,-0.3,0.9,0.4,1.6,0.9,-1.8,-6.1,1.2,0.1,-3.2,-2.1,-0.7,0.4
Jamaica,6.4,6.5,12.4,9.9,8.7,8.4,12.7,-0.4,3.4,4.4,1.8,0.7,1.3,5.3,5.7,1.9,1.6,3.3,6,10.6,-1.2,1.4,7.1,-5.4,-1.6,-7.3,-3.2,-0.3,-3,-6.4,1.3,-0.4,2,-1.1,-4.8,1.5,7.6,2.7,6.5,5,0.4,0.8,0.7,-0.3,1.1,-1.1,-2.2,-2.4,-0.1,-0.3,0.4,1.55,2.7,0.4,1.2,2,16.1,-1.5,-5.2,-2.2,1,-1.3,-0.1,-0.2,1
Japan,10.7,9.9,5.9,4.3,7.3,6.4,6.4,4.9,8.1,12.2,11,7.9,7.4,10.5,4.7,9.6,9.9,11.6,11.2,9.5,3.4,6.9,6.5,-2.5,1.8,2.9,3.4,4.3,4.6,2,2.4,2.4,1.6,3.3,3.8,2.3,3.6,5.7,4.4,4.7,3.1,0.5,-0.1,0.5,1.7,2.4,1.3,-2.2,-0.4,2,0.1,0.1,1.5,2.2,1.3,1.7,2.2,-1,-5.5,4.8,-0.4,1.8,1.7,0.1,0.7
Jordan,1.9,1.8,1.8,1.7,-9,31.6,-1.6,5.5,3,1.9,15.2,-2.4,1.1,12.5,6.8,-1.4,-2.5,-12.6,3.7,-13.6,-1.2,-0.4,1.4,4.9,3.1,19.9,2.8,16.8,5.4,14.3,0.5,3.1,-1.9,4.6,-0.3,5.2,-0.8,-4.3,-13.6,-7.6,-8.7,7.4,1.4,2.5,3.9,-0.4,0.9,0.7,1.1,2,2.9,3.4,1.8,6.1,5.7,0.9,1.3,4.9,3.2,0.1,1,2.6,3.3,2.4,2.2
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.5,-2.4,3.6,-1.5,-0.1,0.3,-1.6,7.6,-0.8,-2.2,-11.6,-5.7,-8.9,-11.3,-6.7,1.4,2.9,-0.6,3.5,10,13.2,9.3,8.8,8.9,8.8,9.6,7.7,2.1,-0.1,5.9,5.9,3.7,4.7,3.1,0.7
Kenya,18.5,-13.5,-5.2,8.5,4.5,2.5,0.3,-1.9,-0.6,0.7,-5.4,2.1,1.8,6.3,-2.1,9.3,1.8,3.8,2.8,3.9,2.8,1.6,1.5,1.2,-4,0.2,5,4.8,-0.3,1.4,-1.7,2,-3.2,-2,0.6,3.4,2.4,2.5,1.2,1.1,-1.8,-4.4,-2.8,0.1,1.8,1.6,-2.1,1,-0.2,-1.9,1.8,-2.2,-0.05,2.1,2.8,3.2,3.4,-3.5,0.1,4.7,1.7,3,3.6,3.2,3.8
Kuwait,3.1,0.8,4.5,5.9,-2.8,1.9,-4.3,-4.9,-1.1,-2.6,-9.4,1.3,-4.2,-0.1,-7,2.2,-6.8,-0.5,-6,46.4,0.8,-2.1,-11.9,-17.8,-17.2,-13.4,-9.6,0.7,6.9,-24.9,-22.5,-15.6,3.2,0.6,-9.5,3.8,-8.1,-0.8,3.1,-23.2,-39.2,93.7,26.1,2.6,-4,-7,-1,0.4,-4.7,1.7,-2.5,0.3,14.2,7.4,7.7,4.7,3.4,0.1,-9.2,-8,8,6.2,-2.2,-0.5,-0.2
Kyrgyzstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1.1,4.6,-0.7,-5.7,-3.6,-3.2,8.4,0.7,0.4,-9.3,-14.7,-15.3,-20,-6.3,5.6,8.4,0.7,2.2,4.3,4.5,-0.8,6.1,5.9,-1.2,2.1,7.7,7.5,1.7,-1.4,5.2,-0.9,9.9,2.6,2.1
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,1.6,1.3,2.1,-2.8,1.9,-1.2,3.6,5.3,0.9,-12.2,-31.2,-9.7,3.9,0.8,3.7,9.9,7.3,3,6.1,8,8,9.4,9.7,10.9,12.4,10.5,-2.6,-13.7,-2.3,5.6,5.5,4.9,3,3.5
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,3.5,0.5,0.6,-3.7,2.9,1.2,7.4,-1.1,-6,-5.9,-21.3,-15.9,-9.6,5.4,5.4,8.3,7.7,-0.9,3.7,7,7.2,10.7,7.7,8.1,7.7,11.4,2.9,-14.6,1.9,6.4,4.1,3.5,3.2,3.3
Luxembourg,-7.8,6.7,0.7,-0.1,4.4,3.8,4.3,0.9,1.9,3.2,3,0.1,2.4,6.5,0.8,0.4,-0.1,3.9,9.3,1.2,1.7,5.3,7.1,2.9,-7.6,2,1.4,3.9,2.1,0.5,0.7,-0.5,2.9,6.1,2.7,7.2,1.6,9.2,9.3,0.7,7.5,0.4,2.8,2.4,1.25,0.1,4.6,5.1,6.9,6.9,0.6,1.9,-0.1,3.6,2.8,3.6,5.2,-0.7,-6.4,3.9,1.4,-1.3,0.8,0.7,1
"Macedonia (F.Y.R.O.M.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.4,-2.5,2.9,-1.1,6.6,-1.6,-3.4,1.7,-10.1,-6.5,-7.7,-8.9,-2.7,-2.1,0.3,0.7,2.8,3.8,4.1,-5,0.5,2.6,4.4,4.1,4.8,5.9,4.7,-1.2,2.6,2.5,-0.6,2.7,3.5,3.3
Madagascar,2.2,2.1,2,2,2,1.9,1.9,1.8,1.7,-0.6,0.1,0.3,-3,1.8,-2.5,-0.1,3.3,4.5,1.5,2.9,1.6,-3.5,-4.8,-0.4,-1.2,-5.6,-0.2,-5.2,6.9,-2,-11.2,-4.6,-2,-6.4,-0.7,-2.2,-0.8,-1.4,1,0.8,-9.1,-1.8,-0.9,-3.1,-1.3,-0.9,0.6,0.8,1.6,1.7,3,-15.1,6.7,2.3,1.7,2.1,3.3,4.2,-6.6,-2.3,-1.4,-1.05,-0.7,0.3,2.7
Malawi,2.4,2.3,2.2,2.2,-0.3,6.2,1.9,1.4,1.3,0.3,2.5,-2.7,-4.3,-4.7,10.7,7.3,6.8,-3.9,3.5,-1.1,11.4,7.2,5.3,3.5,0.6,0.8,2,5.7,1.4,-2.4,-8,-2.2,1,1.3,4.5,-3.3,-3.2,-3.8,-0.8,-0.5,3.6,-11.3,8.8,-10.1,9.6,6.9,0.8,-0.5,-1.6,-1.2,-7.4,-0.1,2.9,2.7,0.6,2,6.7,4.8,5.4,4,0.1,-0.9,2.5,2.9,3.4
Malaysia,-7.6,2.2,-2.1,3.5,-2,3.1,-3.4,-2.9,3.8,4.3,4,2.8,2,3.5,4.4,2.3,-0.9,6.1,3.3,3.7,4.9,5,11.8,5,-1.5,9.9,5.7,6.3,5.7,5.8,4.6,3.4,3.6,5.2,-3.5,-1.3,2.8,6.2,6.9,7.1,6.6,6.1,7.2,6.5,7.1,7.3,4.6,-9.8,3.4,6,-2,3,3.2,4.3,3.3,3.7,4.5,3.1,-3.1,5.7,3.5,4,3.1,4.5,3
Mali,1.7,1.6,1.7,1.6,1.7,1.6,1.7,1.6,1.7,0.8,-1.4,-1.4,4.6,2.6,-0.7,2,1.1,1.5,-2.6,3.8,1.2,2.8,-4.6,-4.7,11.2,10.9,5.3,-4.1,22.2,-13.1,-5,-7.3,2.6,2.6,0.5,4.4,1.2,-2,8.1,-1.2,-6.8,5.7,3.4,-2.2,2.8,-0.2,3.7,6.5,2.5,-5.5,11,3,4.7,-0.2,4,3.1,1.9,2.4,1.9,3.1,0.25,-2.6,-0.9,4,2.9
Malta,4.3,3.7,4.5,3.7,4.7,11.3,-0.2,5.2,1,4.6,-0.9,-4.2,0.1,3.5,8.4,11.4,6.6,9.8,5.3,11.7,2.5,7.8,3.4,9.5,18,16.5,11.3,8.6,8.2,2,3.4,3.3,0.6,2.2,3.9,4,3.4,7.5,7.2,5.2,5.2,3.7,3.3,4.6,5.4,2.9,4.4,4.4,4.1,6.2,0.1,2.6,2.1,2.7,3.3,1.4,3.6,2.9,-2.9,3.1,1.9,2.1,2.4,3.2,1.6
Mexico,4.8,1.1,-2.6,6.8,5.3,3.7,4.3,2,-0.3,4.6,0.5,1.2,4.1,7.5,3,3,2.9,3.8,2.8,3.2,1,5.4,5.4,3.3,2.9,1.7,0.9,5.7,6.7,5.9,6.3,-3,-6.5,1.2,0.5,-5.8,-0.3,-0.8,2.2,3.2,2.3,1.7,0.1,2.6,-7.7,3.4,5.1,3.4,2.3,5.2,-1.4,-0.6,0.1,2.8,1.8,3.7,1.9,-2.1,-6.1,3.7,2.4,2.5,-0.2,0.9,1.8
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1,5.1,3.5,1.2,-10.5,5.7,-0.8,-1.2,5.7,-4.4,-17.6,-29,-1.2,-30.8,-1,-5.4,2.3,-5.7,-2.4,3.2,7.3,9,7.9,8.6,8.8,6.1,4.2,9.1,-5,8.2,7.9,0.3,10,4.1,1
Morocco,0.2,0.1,0.6,0.5,0.5,-2.1,-2.2,-2.2,-2.2,-2.2,1,1,1,1,1,3,3,3,3,3,3,0.3,1.5,3.3,4.6,8.8,2.9,0.9,2.6,7.1,-4.5,7.7,-3.2,1.4,3.5,5.1,-4.7,7.6,-0.1,1.4,5.1,-5.7,-2.7,8.5,-8.1,10.5,-3.7,6.1,-0.9,0.3,6.2,2,5,3.5,1.8,6.5,1.5,4.4,3.6,2.5,3.9,1.6,3.3,1.1,2.9
Mozambique,1.9,2,1.8,0.6,4.3,-1.3,0.3,2.7,3.3,0.3,0.8,4.7,-5.6,2.1,0.1,1,4.5,8.7,9.3,2.9,4.2,0.4,2.8,-10.1,-16.6,-7.8,-2.4,-2.2,-1.7,0.5,-0.3,-4.5,-8.5,-3.8,-10,0.9,5.6,8.9,4.4,3.8,3.2,-6.6,5.1,-1.4,-3.9,23,8,9.2,5.5,-0.5,10.3,6.4,4.2,5.5,6.4,7.5,5.1,3.5,4.1,4.7,4.9,4.5,4.9,4.8,5.6
Netherlands,0.6,0.9,7.5,5.6,6.1,2.4,1.5,-1.7,3.4,7.1,-1,5.3,2.2,6.8,3.8,1.4,4.1,5.3,5.2,4.4,2.9,2.3,3.8,3.2,-0.9,3.8,2.1,1.7,1.5,0.4,-1.2,-1.6,1.3,2.9,2.6,2.2,0.8,1.9,4.1,3.4,1.7,1,0.6,2.2,2.6,2.6,3.5,3.8,3.9,3.7,0.9,-0.6,-0.2,1.5,2,3.7,4,1.7,-3.8,0.6,1.2,-2,-1.2,0.4,1.4
"New Zealand",-9.5,1.9,0.8,11.3,-0.2,3.1,0.5,1.6,4.8,-1.7,3,-0.1,4.1,2.8,4.4,4.4,-6,-1.3,9.2,-2.8,3.5,2.4,4.8,3.7,-3,1.3,-5.2,0.4,2.1,0.5,4.4,0.9,1.4,3.7,2.65,1.6,0.1,-0.5,0.4,-1.3,-3.3,-0.3,3.7,5.2,2.6,2.4,1.8,2.9,4,3.4,1.2,3.6,3,3.1,1.8,1.3,2.6,-1.8,-0.5,1.1,0.5,2,1.6,2.2,2.4
Niger,2,2,1.9,1.9,1.9,1.8,1.8,1.8,1.8,4.3,2.1,8.3,7.6,-1.8,5.3,-3.3,-1.7,-1.4,-5.1,0.8,3.4,-7.3,-18.9,6.3,-5,-1.7,5.2,10.8,4.7,2.4,-1.2,-3.5,-4.2,-18.9,-0.7,2,-5.9,3,-2.6,-4.7,-2.5,-2.7,-2.1,-0.4,0.65,1.7,-2.6,9.1,-2.3,-5.8,3.9,1.7,-0.2,-4.3,3.6,2,-0.5,5.8,-4.1,4.7,-1.2,7.4,0.7,3.4,2.8
Nigeria,5.2,4.9,0.1,4.3,-0.3,-5.1,1.1,-4,1.4,1.5,0.4,2.7,6.2,1.3,3.7,-6,-18,-3.9,23.2,27,8.5,0.8,5.4,8.3,-5.9,7.6,0.6,-8.7,3.8,-1.2,-10.8,-3.8,-8.6,-6.3,6.1,-0.7,-3.3,7.1,3.7,2.5,-2.5,-1.75,-1,-1.7,-0.4,1.6,0.4,0.4,-1.9,2.7,1.8,18.2,7.3,7.6,3.8,3.3,3.8,3.6,4.3,5.2,2.3,1.7,2.8,3.9,2.9
Norway,4.4,2.5,2.9,4,1.2,4.3,2.1,-0.9,3.3,4.8,5.4,2,3,4.2,4.5,2.9,5.3,1.4,3.6,1.3,4.4,4.3,3.7,3.5,4.6,5.4,3.8,3.1,4.1,4.6,0.6,-0.2,3.2,5.6,4.9,3.2,1.6,-0.6,0.5,1.7,2.6,3,2.2,4.5,3.6,4.5,4.7,2,1.3,2.5,1.6,0.9,0.3,3.3,1.9,1.6,1.9,-0.9,-2.9,-0.6,-0.3,1.4,-0.5,1,0.3
Oman,4.2,4.3,4.3,4.1,4.1,4.2,4,4.2,3.9,3.8,-1.2,17.4,1.7,-2.5,-2.1,2.5,62,76.8,22.3,0.4,-2.2,5.9,-16.7,8,20.5,7.7,-4.5,-6.9,-1,0.7,11.1,6.1,11.4,11.8,9.5,-1.6,4.2,-0.6,0.6,-3.4,2,4.4,2.2,0.7,1.8,2.6,3.4,0.1,-3,2.2,3.2,-3.2,-4.6,-0.7,0.5,3.4,2.5,6.2,4.1,2.8,-1.1,3.6,2.7,0.8,2.5
Pakistan,-5.5,-2,7,-0.1,-0.1,0.5,1.8,-1.1,-1.5,2.2,3.3,4.5,3.5,4.7,1.7,5.3,1,4.2,3.7,7.5,-2.2,-1.9,4.4,0.9,1.6,2.9,1.7,5.5,0.7,6.7,4,4,3.7,1.4,5.9,3.2,2.7,3.3,1.9,1.8,3.4,2.3,0.7,1.8,2.2,0.1,-0.8,0.7,1.5,0.4,-0.2,1.8,4.3,5.5,5,3.6,1.4,0.6,0.5,0.5,1.5,2.4,3.3,3.2,2.7
Peru,5.1,2.5,3.7,0.2,4.7,1.8,2.1,-2.4,-2.2,10.7,5.8,4.4,1.6,3.9,3.7,5.4,1.1,-3.8,-0.2,4.8,1.6,0.4,2.4,2.4,5,-1.3,-2.7,-2.6,3.3,2,1.9,-2.2,-15.4,2.3,-0.3,7.6,6.2,-10.2,-14.1,-7.1,0.7,-2.5,2.6,10.6,5.4,1,4.7,-1.9,-0.3,1.3,-0.7,4.1,2.9,3.7,5.1,6.3,7.4,8,7.65,7.3,5.4,4.9,4.7,1.3,2.8
Philippines,7.5,3.1,5.7,4.3,3.8,3.9,2.3,0.4,3.6,-1.6,2.5,1.6,3.8,0.3,2.1,1.3,2.2,1.9,1.6,0.8,2.5,2.5,5.9,0.8,2.8,5.9,2.7,2.3,2.7,2.3,0.9,1,-0.6,-9.6,-9.6,0.8,1.8,4.3,3.7,0.6,-2.8,-1.7,0.2,2.1,2.3,3.4,2.8,-2.7,0.9,2.1,0.6,1.4,2.8,4.4,2.7,3.2,4.5,2.1,-0.8,5.6,1.7,4.8,5.2,4.2,4.5
Poland,2.6,0.4,3.8,3.7,2.9,2.5,3.4,3.2,1.3,3.8,6.6,-2.5,4.8,3.4,4.6,5.4,2.8,5.2,-1.8,4.4,6.3,6.4,6.6,4.9,3.7,1.5,0.9,2.7,-2.8,-3.4,-6.2,-1.8,4,2.8,0.2,2.4,-2,1.9,-1.8,-10,-7.3,2.3,3.5,5,6.9,6,6.4,4.6,4.7,4.6,1.3,2.1,3.6,5.2,3.6,6.3,7.3,4,2.7,3.8,4.8,1.8,1.8,3.4,3.3
Portugal,3.9,-0.3,6.3,4.2,3.4,3.6,3.7,0.5,4.6,5.8,5.5,6.8,5.2,6.1,7.4,4.3,7.6,8.8,2.3,9.8,7.3,8.3,11.1,-0.2,-7.5,4.6,5.2,2.4,5.4,4,0.9,2,-0.3,-2,2.7,4,6.3,7.4,5.1,4.4,4.4,1,-2.4,0.4,3.9,3.1,3.8,4.1,3.3,3.3,1.4,0.3,-1.4,1.4,0.4,1.2,2.1,-0.1,-3.3,1.6,-2.1,-3.5,-1.5,0.8,2.1
Qatar,0.4,-1.4,2.7,4.5,-3.6,2,-1.3,0.1,4.8,-0.3,-7.2,-4.6,-3,-6.1,-2.6,23.3,9.7,4.4,-3.1,-7.7,15,4.5,9.6,-15.8,-4.7,0.6,-16.6,2.3,-2.7,0.1,-18.7,-22.1,-20.3,-12.1,-18.6,-22.2,-0.5,-2.5,-2.8,-3.6,-5,7.7,-4.5,-1.8,-0.7,1.4,24.6,5.3,-1,2.8,-1,2.3,-0.8,6.2,-8.8,9.6,4.2,5.2,1.2,6.5,5.1,0.6,1.8,2.1,2.7
Romania,6.2,6.2,5.9,6,5.5,2.9,3,3.1,3.4,3.4,5.8,2.9,6.4,5.7,5.7,10.8,3.8,-0.1,3.1,1,12.9,5.4,2.4,4.6,3.4,4.1,1.3,2.4,2.1,-0.3,-1.2,-0.4,-1.1,3.8,-0.5,1.4,-2.5,-0.6,-3.5,-10.9,-16,-8.6,1.7,4.1,7.4,4.2,-4.5,-1.9,-0.2,2.5,5.7,5.4,5.8,8.6,4.4,8.3,7.1,8.7,-6.9,-0.6,1.3,0.9,3.7,3.1,3
Russia,,,,,,,,,,,5.7,6,2.8,5.4,4.6,6.4,5.7,5.6,2,7.8,3.6,2.3,7.2,2.9,3.4,2.3,2.3,1.2,0.3,2.8,0.6,-0.1,1.2,-0.3,0.8,1.8,-0.8,1,0.4,-2.9,-5.2,-14.6,-8.7,-12.8,-4.2,-3.5,1.5,-5.2,6.7,10.5,5.6,5.3,7.9,7.7,6.9,8.6,8.8,5.3,-7.9,4.5,4.3,3.4,1.3,0.7,-4
"Saint Lucia",2.1,2.6,3,2.9,2.5,2.4,3.2,4.4,5,4.3,3.3,2.9,2.9,2.7,2.4,2.2,2.3,2.8,2.8,2.4,2.9,0.6,-0.5,3.8,3,16.2,7.4,5.6,1.6,-7.2,1.3,1.7,4.2,5.4,6,15.3,1.6,13.1,6.6,2.2,-1,6,-0.2,0.5,2.5,1.9,3,5.4,1.6,-1,-4.4,-0.6,4.3,7.7,-2.1,7.7,-0.9,3,0.2,-1.4,0.8,-2,-0.8,-1.5,1.4
"Saudi Arabia",6.4,4,7.9,9.3,0.3,5.2,1.4,2.7,7.9,7.5,9.3,9.3,6.1,6.1,9.3,11.6,5.9,6,4.7,6.3,11.2,12,16.2,11.7,-4.4,2.7,7.9,-1.1,-0.6,2.9,1.5,-4,-15.7,-5.6,-11.8,-10.6,0.2,-1,-0.3,12.4,7.5,2.15,-3.2,-2.5,-2.8,0.5,-0.1,0.3,-3.1,2.5,-1.7,-2,5.4,7.1,5.3,3.7,4.2,6.6,0.2,5.8,6.9,4.2,2.4,2.1,2.6
Senegal,1.8,1.7,1.6,1.6,1.6,1.5,1.5,1.4,1.3,-0.2,2.1,0.8,1.3,-0.5,0.8,-0.2,-3.9,3.5,-9.2,5.4,-3.1,3.3,-8.4,1.1,5,6.5,-5.7,-6.9,3.7,-6.3,-3.9,11.6,-0.7,-7.6,0.5,1.5,0.8,1.8,-5.1,1,-3.1,-0.5,-4.7,0.3,2.1,2.6,0.6,3.2,3.9,0.8,1.9,-1.9,3.9,3.1,2.8,-0.2,2.2,1,-0.2,1.5,-0.9,0.8,-0.1,2,2.7
"Serbia and Montenegro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,0.6,-2.2,1.6,-0.2,3.1,-2,-1.7,1.5,-10.9,-11.2,-27.5,-30.7,2.6,6.2,5.7,7.6,2.7,-17.7,7.4,5.4,6.8,4.4,8.9,5.7,5.6,6.7,6,-2.9,1.2,2,-0.7,3.1,-1.2,0.5
Singapore,1.5,1.2,1.5,0.3,1.6,-1,-0.6,-1,-4.7,5.7,4.8,4.1,7.2,-5.9,5,8.4,9.4,11.9,12,12,10.5,11.3,9.5,5,2.5,5.7,6.3,7.3,7.9,8.3,4.3,2.2,6.7,6.2,-2.1,1.8,7.7,8.3,6,5.5,3.1,3.7,8.1,7.6,4,4.5,5.4,-4.7,3.5,6.3,-3.5,1.5,1.8,6.9,5,6.4,6.7,-0.5,-2.7,12.9,4,1.4,2.4,0.9,0.9
Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,1.9,1.5,0.6,-2.8,-14.9,-6.8,6.8,5.8,7.5,6.7,4.3,3.9,-0.3,1.1,3.2,4.6,5.3,5.1,6.4,8.1,10.5,5.3,-5.4,4.7,2.6,1.5,1.3,2.3,2.5
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1.9,-0.4,1,0.1,2.2,-1.3,-3.7,-1.2,-8.8,-9.3,-5.5,2.8,5.3,7.3,3.3,4.9,3.3,5.3,4.1,2.9,3.8,2.8,4.4,4,5.7,7,3.4,-7.7,1.4,0.8,-2.5,-0.8,2.9,2.1
"South Africa",2.2,1.1,2.1,3.3,2.4,3,1.3,-0.4,1.9,1.6,1.6,2.8,4.5,3.9,3.2,1.6,4,1.6,3.3,2.5,2.2,-0.6,1.6,3,-0.7,-0.1,-2.6,0.5,1.4,3.7,2.1,-3.5,-4.9,1.8,-4.3,-2.4,-0.4,1.7,-0.2,-3.1,-3.1,-4.1,-0.9,1.4,1.7,2.9,1.3,-0.9,1.1,2.9,1.6,2.5,1.9,3.5,4.3,4.6,4.6,2.7,-2.1,3,3.8,2.9,2.3,2,2.5
