Country,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009
Afghanistan,,,,,,,,,,,,,,,,,,,,,,,,,,0.348361398,0.39708358,,,
Albania,,,,,,,,,,,,,,,,,0.157826639,0.317633655,0.479458404,0.643339602,0.809316332,0.980336733,1.179937136,1.381753485,1.5857604,1.79313409,4.009962082,4.377079323,4.919733697,
Algeria,,,,,,,,,,,0.09647904,0.146868996,0.176594458,0.215936262,0.253860665,0.294073892,0.441998884,0.468419853,0.527410861,0.585050954,0.641361575,0.696415864,0.75647725,0.818030352,0.883682274,1.052065615,,,,
Angola,,,,,,,,,,,,,,,,,,0.057963168,0.070483538,0.082180619,0.099610602,0.109234905,0.167600928,0.2855,0.4035,0.521388391,0.596576312,,,
"Antigua and Barbuda",,,,,,,,,,,,,,,,,,,,,,10.13017272,11.24578283,12.36032829,13.4609266,14.65512021,20.96636994,,,
Argentina,,,,,,,,,0.440313673,0.557904973,0.718001426,0.87365397,0.980533469,1.348542074,3.420325542,3.549096898,4.136118327,4.75805566,5.283986255,5.730181472,6.90819199,7.739207908,7.917772769,8.091992908,8.262589643,8.941004214,,,,
Armenia,,,,,,,,,,,,,,,,,,0.286838693,0.481856806,0.64645002,0.81271793,1.143777393,1.968989078,3.392152601,6.609424643,9.851017458,,,,
Aruba,,,,,,,,,,,,,,,,,,,,,,,,,,7.923543701,9.917683229,,,
Australia,,,,,,,,,10.28296295,13.08402322,14.97793743,16.03911132,18.39564447,20.74609724,24.01093251,27.55048694,28.94435039,32.9427013,36.87670354,42.26989327,46.99002767,51.51187349,56.48452528,60.3154498,,,,,,
Austria,,,,,,,,,3.955009395,5.249642138,6.512239755,7.737052655,8.927764058,10.11936679,11.34055718,16.35574397,17.59011194,21.33523158,23.81910816,28.77761212,36.19766722,42.2765,48.25563907,55.40900899,57.86857165,60.72075635,,,,
Azerbaijan,,,,,,,,,,,,,,,,,,,,,,0.709796331,1.030953444,1.497249244,1.791151508,2.3201082,3.117584315,4.162492862,7.969783417,
Bahamas,,,,,,,,,,,,,,,,,,,,,,,9.056506129,9.817676251,10.54136089,12.14908138,,,,
Bahrain,,,,,,,,,,,,,,,,5.188654143,6.898276293,8.363525661,9.707889602,14.51075356,14.24597551,14.39070476,14.75119423,14.96858567,56.9171115,56.20670485,54.888245,53.303824,51.83831536,
Bangladesh,,,,,,,,,,,,,,,,,,0.02427693,0.095110087,0.100973797,0.152345273,0.18687947,0.330327461,0.757574807,1.171510683,1.574197391,2.416472255,,,
Barbados,,,,,,,,,,,,,,,,5.661189152,6.016394675,6.742987293,7.464106976,7.809013833,8.153039972,9.235793502,10.31387326,11.38613316,12.45006243,14.59784755,,,,
Belarus,,,,,,,,,,,,,,,,,,,,,,,,,,0.817711891,,,,
Belgium,,,,,,,,,5.0496563,6.03761616,8.788669519,9.945538431,11.94605401,13.88272567,15.81714901,17.75706383,19.19926842,20.62616114,21.5622687,22.00183662,22.43628826,23.33139229,27.09821215,31.80375579,34.80426368,37.73398722,,,,
