Country,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
"Burma (Myanmar)",1168,1273,1329,1211,1440,1378,1450,1950,2117,2256,2135,3060,3804,3505,2495,2527,2409,3703,4357,4774,4348,2760,3811,3521,3361,3368,3602,3414,3246,3139,2631,2407,2996,2720,2933,2629,2797,3029,2644,2579,2726,3078,3075,2789,2621,2818,2835,2656,3160,4027,5757,6684,6284
Namibia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2756,2933,3256,3300,3300,3600,3863,3882,4224,4749,5199,3614,1471,1338,8218,6666,15510,4620,,,,,,
Nepal,10667,11333,11543,11160,12129,12105,11875,9787,9348,9478,9669,10036,10191,12116,12531,12059,13636,13950,13947,11845,11410,12079,12842,10584,12178,12948,11820,10934,13003,11359,10415,11431,9494,9867,10037,10706,10913,10827,11927,9792,13323,14414,14251,14310,14480,14226,14292,14584,15010,15883,13527,13556,13553
Netherlands,12599,12650,12707,12872,12276,11060,13437,12570,12341,10191,13917,14115,12725,11592,9930,9207,11732,18375,17485,16757,17900,17301,70000,77821,82418,83333,80000,71820,60551,72267,77778,77651,70263,73191,79070,73846,82395,56087,75000,68385,51802,62944,62118,62753,59579,59012,42222,52539,68967,57041,45988,70066,67962
"New Zealand",9624,2834,2564,2614,2540,2599,2309,2557,2594,2594,2594,2606,2619,2618,2637,2637,2638,2644,2629,2507,2500,2500,2500,2500,2500,2500,2500,2500,2500,2370,4061,3488,4285,4444,4604,5000,4838,5455,5038,5051,5050,5000,5076,5125,5039,5069,5098,5127,5156,5185,5214,5243,5273
Nicaragua,5920,7513,7793,8184,9373,7727,7555,6947,7034,6280,8194,9306,7131,8018,6898,7679,5946,5803,6486,5009,7990,6872,8846,7382,6065,5935,8323,6110,6357,6622,6838,7315,7364,7969,7246,7526,7749,7632,7299,7565,7778,7669,7778,7790,7829,7732,7858,7935,8005,8150,7803,8054,8167
Niger,1369,1891,1525,1624,1230,1427,1271,1308,1666,1737,1518,1456,1421,1877,2535,2030,1792,1648,2560,2742,3481,4770,4031,3199,3158,3333,2500,2857,1960,796,833,4000,3000,2857,2917,2778,2857,2352,5000,4500,5300,2500,2570,3300,3846,3738,3333,3333,3574,3343,3330,3800,3300
Nigeria,1700,1700,1433,1567,1533,1533,1733,900,1538,2053,973,940,1122,606,991,1152,1168,626,711,616,621,500,499,323,503,1293,1722,1769,1889,1664,1613,1833,1954,1965,2222,2583,3098,2828,2739,2748,2746,2469,2656,2720,2897,3081,3822,4235,3495,5538,4003,3480,1836
Pakistan,2358,2698,2874,2609,2696,2924,3023,3032,3091,3125,3627,3507,3590,3149,2802,2359,3142,2527,3518,3407,3396,3656,2251,4511,5153,5273,5719,5446,5604,6152,7689,5432,4879,5578,6013,5066,5282,5120,6409,6236,5795,6218,5718,7600,7136,6777,6196,6820,6798,6950,8156,7694,3912
Paraguay,2429,2140,1794,2366,2522,1481,2337,2601,2169,2508,1567,2224,2744,2586,3217,3076,3638,3182,2345,2899,4338,3688,3656,4116,4289,2793,2960,4655,4745,4295,5027,3279,6433,3588,4609,3555,4264,3629,4016,4185,3263,2416,3058,3406,3111,2424,3150,3176,1980,3619,4066,1901,3630
Peru,5518,5915,5850,5705,5565,5979,5070,6183,5450,6642,6771,6270,6081,5627,6778,5779,5421,5867,6153,5826,6058,6510,4314,6821,6197,6156,5743,7107,6152,5653,5201,4083,4689,5768,5864,6549,5354,4330,6115,5769,6549,5848,6733,7050,7423,7759,6949,5130,5944,8268,9626,7917,8706
Philippines,5141,5997,6524,6087,5690,6979,6486,6165,6227,7162,6858,7699,7432,7517,7440,5696,6038,5416,6374,6502,5553,5849,5298,5225,5082,8159,7299,7302,6332,5983,6007,5676,5569,6360,6180,5989,6006,6734,6635,7279,6886,5370,5935,6027,5538,5314,5101,5205,5113,5170,5157,5197,4955
Poland,5403,5285,4848,4330,5563,5948,6575,6297,6020,5850,6213,6186,5995,6330,7925,6489,6937,7941,6517,6238,6173,5869,5674,6489,6592,6672,6689,6201,5802,5634,4812,3412,4419,3862,4063,4014,3930,4298,21862,19065,19450,19632,3627,4223,3343,2322,2654,3082,2468,4129,3359,3337,3161
Portugal,9695,9247,8460,9794,9378,8257,9330,9456,9785,9196,9040,10761,8806,9326,9333,4340,7667,10500,10769,8400,9583,9273,9333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"South Korea",2842,2073,3460,3611,4525,5493,5999,5723,5656,5421,5333,5323,5217,5438,7359,4998,4601,3917,3926,3679,4487,4987,4981,5552,5968,6719,24591,19699,19851,16972,10959,11714,27577,20278,21050,20350,18930,16987,19493,17905,17233,17813,13643,15052,17138,18824,13698,6385,4223,6128,6194,6210,6913
Reunion,33333,33333,33333,33333,33333,33333,33333,33333,33333,33333,33333,40000,43333,43333,45000,45000,46667,50000,56667,56667,60000,59375,59375,58824,58824,60000,60000,59459,59459,59487,59512,59524,60465,59218,59147,59075,58999,58921,58840,58755,58667,58575,58228,57877,57519,57156,56786,56409,56025,55631,55229,54818,51000
Romania,4488,5202,4790,4747,6091,6847,6330,5244,5819,5238,6768,5449,5288,5539,5643,7046,5364,6520,4992,5505,3535,3727,5256,5760,4801,4115,5818,4969,4951,7034,5963,6331,5773,6372,9187,30409,32846,34680,51157,25556,35556,45714,24367,15708,21768,17023,18904,19363,15173,11420,10764,10734,10879
Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3545,3582,6087,5713,5900,5035,6048,7482,7887,7150,7980,9452,8607,9366,10810,11521,12235,12877,14470,14733,14600,14451
Rwanda,3019,3179,2645,2181,1478,2744,2708,2685,2934,2937,2950,2966,1976,1600,2176,1469,1756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Saint Kitts and Nevis",3125,3115,3111,3077,3135,3174,3158,3091,3000,3000,3000,3400,3222,3765,4300,4706,2441,2410,1724,2333,2200,2333,2600,2600,2600,3250,3250,3250,3250,2500,2400,2500,2500,3333,2143,2308,1538,1111,1818,1667,1667,1667,1667,1667,1667,1667,1667,1667,1540,1555,3684,3836,3798
"Saint Vincent and Grenadines",2750,2933,2750,2765,2750,2750,2765,2750,2750,2750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senegal,3000,1405,1349,1400,2800,4290,5090,5469,3976,3088,4204,4175,4156,3965,3041,3832,2844,2629,3138,2407,4782,4379,3508,4079,2806,4199,5298,4017,5030,3230,4594,4288,4572,3562,3783,3225,3027,953,2248,3977,4783,4015,4766,3099,3202,4524,3939,4521,3693,3625,4129,4155,3720
"Serbia and Montenegro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8213,8824,8181,7261,9264,9104,5831,7905,4110,4000,4265,4300,4560,4486,,,,,,,,
Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21944,21794,29937,16116,17401,21739,13439,7265,19853,16766,23126,23801,9756,10299,10000,12314,14628,14308,14164,14021,13878
Somalia,672,764,722,921,924,924,924,840,840,910,855,891,850,848,707,742,778,778,954,954,707,1167,954,954,954,954,1135,1414,1061,1061,1061,1018,1131,1120,1157,1120,1307,1120,1120,1131,1120,1176,1176,1120,1120,1120,1120,1120,1120,1120,1120,1153,1153
"South Africa",4548,4656,4885,2894,4910,2549,2231,2817,3626,2947,7181,2313,2784,4718,8551,6481,5586,5944,5437,5356,5026,3646,2927,3576,4376,3829,3691,4168,4099,4626,4921,4579,4171,4101,4714,4753,3528,4422,4776,5796,6599,5313,7632,7992,8011,8150,9369,9762,10477,10494,11471,11053,7480
Spain,3644,3575,4027,4135,4183,3908,4557,5709,3937,6049,5501,4620,4948,5218,6920,6850,6257,7538,9005,9812,9787,11315,10476,8983,11193,11223,10062,8804,8992,9620,10229,9537,10009,10972,12451,9844,9806,10248,9310,10245,11576,12192,10338,13147,13266,7647,6405,3537,4505,6087,9304,7578,7629
"Sri Lanka",3296,3347,3513,3700,2833,6303,2677,1907,5705,3493,3781,10264,7266,10374,12010,13374,10448,9855,11144,14035,17593,18080,9259,2105,3333,3333,3333,4000,4545,10000,,,,,,,,,,,,,,,,,,,,,,,
Sudan,3090,4474,3556,2272,3389,3481,3771,3733,4772,4374,4919,4573,3965,5292,4673,2621,3763,4209,2755,2794,2544,3833,4562,5191,4924,4415,4773,2998,4063,4510,4946,3087,3412,4731,4785,4167,2558,3260,3863,3109,4617,4300,4326,5130,5455,5314,4891,4170,4828,4972,4571,,
Swaziland,3684,1909,1833,1345,1544,1606,2184,1544,1462,1630,3221,2998,3240,5364,3410,3841,3615,3550,2729,3246,4000,3538,1933,3563,3438,3528,3692,3148,2877,4593,4741,1425,3063,2808,2182,3287,2548,1755,2087,1307,3125,1776,1714,5714,3120,5333,2000,1944,2056,2000,2000,2060,2080
Sweden,10467,10417,9443,10262,9637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syria,4850,4969,5255,6134,6276,5552,5295,5376,4844,5980,6236,6510,7812,7482,6799,8525,8041,8512,8309,8320,9133,9951,11013,8964,9988,11019,9557,10499,9810,10153,12028,12028,10733,10453,10573,12027,14645,11872,12558,12764,13032,12264,13781,14134,14001,11130,10976,12562,13701,9592,13422,12336,13039
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6099,6545,5901,4815,5219,5031,4665,3954,3898,5634,6129,6049,5858,5242,5435,5509,4913,5387,5849,5066,6785,6704
Thailand,10291,9139,10299,11086,11991,11758,10106,9957,8863,9324,9067,9216,11022,9656,10546,11422,8779,10460,8246,9096,8061,7898,9047,9141,9708,9988,9197,10119,10093,10369,9281,9949,11202,10875,10722,10932,11536,10843,10610,10670,10397,11057,11650,11741,10737,10721,10490,10670,10620,10491,10249,10122,12696
Togo,569,718,422,489,517,627,682,504,715,711,797,1000,800,1036,1321,957,1266,1016,1686,2737,2717,3450,4423,3533,5337,3839,5195,4570,4054,4193,5254,5222,5333,5347,4340,4799,3588,3413,3265,3460,4000,4375,3838,3538,1769,1867,2333,2200,2257,2653,3108,2704,2686
Tunisia,3354,3000,3367,6102,3750,4333,2000,3500,4714,3500,4714,4707.5882,4701.1765,4694.7647,4688.3529,4681.9412,4675.5294,4669.1176,4662.7059,4656.2941,4649.8824,4643.4706,4637.0588,4630.6471,4624.2353,4617.8235,4611.4118,4605,4815,4299,5109,5899,5610,6600,4252,5315,4950,4587,3754,3775,4443,3821,3425,4346,4476,3267,3303,2703,2145,2882,2842,2357,2357
Turkey,3497,3866,4285,4964,4901,5507,5634,6232,6396,7685,7662,7225,7654,7239,7270,8293,7481,7358,7886,7581,7588,8299,8701,7700,7893,8896,9207,8818,8549,10226,9371,9022,10626,10807,11492,10554,11530,11661,11004,13452,13357,13704,14427,14625,15792,16559,16376,13599,15201,16557,17612,17570,19458
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6878,6943,6887,6244,2524,3276,2724,4276,4049,6990,4510,4896,6286,5500,3833,4870,5791,3626,4091,3545,3771,3600
Uganda,809,467,803,800,876,919,898,760,909,980,733,676,714,992,559,497,341,301,146,131,420,339,590,612,1036,494,414,506,453,855,613,392,918,1014,1015,1452,885,867,579,852,511,1233,909,1389,1818,2803,1280,1855,1850,3221,2974,2488,3174
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6655,5714,6145,5031,3455,2941,3571,3043,4518,5195,4511,4161,5029,5352,5122,3556,5128,5789,4583,5439,6984,6050
"United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13776,12559,12542,10909,12353,15263,14970,14560,15556,14918,14832,14792,14756,14721,15000,14692,14699,14707,14704,14683,14786,14000
Tanzania,5481,5327,5205,5164,4491,4585,4616,4162,4138,4168,4161,4012,4012,3776,4487,3956,3287,2705,2924,2907,2684,2377,1802,1840,1432,2083,2088,2242,1923,2060,2410,2517,1746,2053,3019,2413,2132,2679,2922,2810,2502,2203,2159,2792,2783,3386,2260,2686,2104,2568,3112,2867,3358
"United States",4915,5124,5790,5797,5909,5383,5007,5785,4864,4916,4914,5678,5831,4948,5078,5216,5832,4710,6134,4528,6082,6612,5690,6730,7063,6183,7918,6939,6877,7108,7312,7829,6789,7940,6016,8046,7542,7008,6799,7085,7899,7456,8182,9576,9308,8730,9852,9109,8709,9104,8913,9994,9308
Uruguay,2477,2813,3357,2341,2000,3337,2246,1927,2797,2258,2281,2225,2243,2283,2354,2618,2569,2049,1577,2759,3125,3636,3333,1818,2672,2955,2353,2324,2650,2112,3400,4000,,,,,,,,,,,,,,,,,,,,,
"Soviet Union",4938,4778,5469,5341,6078,6464,6583,6317,6241,6408,7081,7059,7294,7010,7516,7415,7522,7243,6733,7142,7611,7581,7161,6217,7171,6675,6390,7201,7171,7220,7468,,,,,,,,,,,,,,,,,,,,,,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8080,8244,8331,8540,7362,7239,7610,6858,6879,7125,7224,6922,8023,8885,8213,7927,8733,8502,8590,8666,8747,8507
Venezuela,3017,3452,4161,3896,4176,4649,4291,4431,4590,4777,4708,4701,5096,4868,4947,5494,5406,4990,5241,5340,5504,5893,6551,6462,6525,6696,4765,5077,5434,4907,6224,6508,5445,6552,5400,6657,5884,5107,4699,4959,3573,3577,6662,4061,5553,4793,6774,6640,5593,7056,5167,6514,6032
Vietnam,12036,12883,13152,13858,13916,15023,16769,18602,18866,20903,21863,22303,21458,24273,26678,28328,23106,25977,30081,27807,30229,28504,24742,27467,27629,27483,26278,26034,30407,28460,22907,25637,26433,27621,27221,22969,28460,22786,24666,23641,19975,21676,25749,24800,23748,27879,34538,45581,38661,41004,38878,46964,59029
Yemen,2766,3489,3200,2486,2771,2229,3189,2982,2455,3278,4398,3578,3653,3727,3825,3281,2682,3094,3255,2833,3192,3137,3137,2931,2550,3015,3015,2754,2808,2572,2625,3043,2889,3071,3268,3447,3300,3440,3528,3550,3617,3512,3496,3850,3970,4192,4286,4294,4302,4258,4943,3942,3994
Yugoslavia,7312,7428,7438,8299,8425,9222,8824,4841,5808,6556,6352,6052,6942,7019,6806,8097,9099,9667,10152,10543,10342,11029,10660,10549,12690,13377,12345,7155,9508,11390,14835,,,,,,,,,,,,,,,,,,,,,,
Zambia,,,3755,4239,3058,7034,2680,2525,2611,2684,3022,2442,2018,2113,2183,2186,2653,1715,2224,1782,1696,1928,2250,3040,2376,2308,1887,2695,2118,1718,2364,1560,2111,2201,1548,2009,5112,4757,4843,3641,3667,3894,3870,3795,3613,3850,6026,4817,4478,4020,3447,2742,2594
Zimbabwe,5315,5686,4937,4646,4203,5118,6570,4015,6178,4296,5545,5573,4005,3921,3976,4907,4215,4206,5115,5968,4662,4240,3779,5065,4767,4800,3602,4285,3758,2970,2772,999,3126,2822,1739,3339,3731,3255,3175,3475,3355,1854,4392,3048,2593,2754,2336,2761,2508,4562,3692,4206,4367
