"Data Item",1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
"Average cost of hard drive storage per gigabyte",437500,371000,304500,238000,171500,105000,86240,67480,48720,29960,11200,9184,7168,5152,3136,1120,898.2,676.4,454.6,232.8,11,9.048,7.096,5.144,3.192,1.24,1.01,0.78,0.55,0.32,0.09,0.0767,0.0633,0.05,0.03
