Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Afghanistan,3.85,3.68,3.66,4.34,4.38,4.77,4.51,4.45,4.17,4.36,4.17,3.95,3.85,4.5,4.63,4.38,4,3.63,3.22,2.9,2.77,2.6,2.42,2.44,2.31,2.16,2.06,2.32
Albania,0.3,0.3,0.29,0.26,0.33,0.16,0.12,0.09,0.08,0.07,0.06,0.05,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02
Algeria,0.78,0.71,0.66,0.64,0.63,0.63,0.62,0.61,0.61,0.6,0.57,0.51,0.45,0.39,0.36,0.33,0.3,0.26,0.24,0.21,0.19,0.17,0.16,0.15,0.14,0.13,0.12,0.11
"American Samoa",0.44,0.42,0.41,0.39,0.38,0.37,0.36,0.35,0.32,0.29,0.27,0.27,0.26,0.25,0.26,0.26,0.27,0.26,0.25,0.23,0.25,0.24,0.24,0.23,0.23,0.22,0.22,0.22
Angola,12.14,12.35,12.18,11.54,12.25,12.52,12.05,11.48,10.71,10.7,10.57,9.76,9.3,8.8,8.89,8.74,9.64,8.93,9.03,9.08,9.42,9.5,9.42,9.21,8.87,8.57,8.06,7.94
"Antigua and Barbuda",0.46,0.45,0.44,0.44,0.43,0.41,0.4,0.37,0.34,0.31,0.28,0.25,0.24,0.23,0.22,0.21,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.2,0.19,0.19,0.18
Argentina,0.32,0.29,0.26,0.24,0.22,0.21,0.2,0.19,0.18,0.16,0.15,0.14,0.14,0.13,0.11,0.11,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08
Armenia,0.64,0.6,0.55,0.51,0.47,0.42,0.35,0.31,0.26,0.21,0.17,0.13,0.1,0.07,0.06,0.04,0.03,0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01
Australia,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
Azerbaijan,1.68,1.47,1.21,1.12,1,1.03,0.98,0.93,0.88,0.8,0.71,0.62,0.53,0.46,0.42,0.37,0.31,0.26,0.23,0.21,0.19,0.17,0.16,0.15,0.14,0.13,0.13,0.12
Bahamas,0.33,0.33,0.33,0.33,0.31,0.29,0.26,0.25,0.22,0.19,0.16,0.15,0.14,0.14,0.13,0.13,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11
Bahrain,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.19,0.19,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.15,0.15,0.15,0.14
Bangladesh,10.6,9.25,9.91,9.57,9.05,8.42,7.76,7.17,6.57,6.02,5.48,4.99,4.64,4.28,3.93,3.6,3.33,3.08,2.93,2.82,2.71,2.67,2.62,2.64,2.69,2.72,2.75,2.86
Barbados,0.23,0.22,0.22,0.22,0.21,0.21,0.19,0.18,0.16,0.14,0.13,0.12,0.12,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
Belarus,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.01,0.01,0.01,0.01,0.01,,,,,,,,,,,
Belgium,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
Belize,2.27,2.13,1.94,1.77,1.63,1.56,1.45,1.38,1.19,1.11,0.97,0.9,0.83,0.79,0.75,0.74,0.71,0.68,0.66,0.63,0.6,0.59,0.57,0.55,0.55,0.52,0.51,0.51
Benin,8.9,9.17,8.89,8.85,8.81,8.78,8.79,8.38,8.16,7.92,7.63,7.55,7.72,7.65,7.73,7.74,7.79,7.9,8.06,8.4,8.87,8.04,7.63,7.32,6.95,6.77,6.52,6.51
Bermuda,0.13,0.13,0.13,0.13,0.12,0.12,0.11,0.11,0.1,0.09,0.08,0.07,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.06,0.06,0.06,0.06
Bhutan,6.49,6.72,6.34,6.05,5.85,5.77,5.66,5.45,5.2,4.99,4.52,4.5,4.21,3.93,3.68,3.44,3.27,3.13,2.95,2.77,2.63,2.49,2.36,2.25,2.17,2.07,2.01,2.03
Bolivia,4.95,4.59,4.69,4.25,3.76,3.5,3.27,2.97,2.74,2.51,2.3,2.08,1.85,1.67,1.5,1.34,1.19,1.06,0.95,0.86,0.78,0.72,0.66,0.61,0.58,0.54,0.51,0.49
"Bosnia and Herzegovina",0.06,0.05,0.04,0.04,0.04,0.03,0.04,0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Botswana,8.34,7.71,7.12,6.57,6.07,5.46,4.87,4.29,4.05,3.7,3.36,3.09,2.89,2.68,2.55,2.58,2.73,2.76,2.74,2.73,2.75,2.76,2.78,2.78,2.8,2.78,2.8,2.91
Brazil,3.29,3.07,2.79,2.5,2.24,2,1.76,1.56,1.41,1.24,1.09,0.96,0.86,0.77,0.69,0.63,0.57,0.5,0.44,0.39,0.34,0.31,0.29,0.27,0.25,0.23,0.22,0.22
Brunei,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
Bulgaria,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"Burkina Faso",10.72,10.7,10.61,10.64,10.67,10.77,10.23,10.04,9.83,9.65,9.56,9.33,9.3,8.94,8.76,8.74,7.92,7.1,6.71,6.33,5.98,5.8,5.66,5.54,5.47,5.51,5.66,5.71
Burundi,7.07,6.9,7.07,6.52,5.7,5.55,5.45,5.41,5.39,5.33,5.15,4.92,4.88,4.8,4.85,4.92,5.62,5.6,5.53,5.55,5.66,5.74,5.8,5.86,5.85,5.72,5.56,5.6
Cambodia,4.49,4.47,4.42,4.31,4.25,4.08,3.77,3.55,3.41,3.24,2.93,2.81,2.7,2.57,2.44,2.31,2.11,1.93,1.78,1.66,1.56,1.47,1.41,1.33,1.28,1.24,1.21,1.22
Cameroon,11.11,11.44,11.28,11.29,11.43,11.51,11.34,10.79,10.41,9.8,9.33,8.74,8.64,8.15,7.71,7.41,7.18,6.77,6.59,6.62,6.76,6.54,5.97,5.76,5.56,5.37,5.47,5.47
Canada,,,,,,,,,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
"Cape Verde",8.7,8.08,7.7,7.13,6.83,12.37,4.87,4.1,3.66,3.27,2.96,2.65,2.36,2.08,1.85,1.64,1.51,1.34,1.24,1.15,1.08,1,0.93,0.89,0.86,0.82,0.8,0.8
"Central African Republic",6.27,6.29,6.29,6.34,6.41,6.51,6.51,6.63,6.64,6.81,6.94,6.9,6.89,6.91,6.95,6.97,7.22,7.22,7.34,7.45,7.51,7.51,7.56,7.11,7.16,7.85,8.08,8.02
Chad,15.59,16.48,15.17,15.29,15.11,15.07,15.07,14.84,14.54,14.34,13.99,14.28,14.13,14.09,14.21,14.02,14.07,14.52,14.19,14.22,14.49,14.34,13.98,14.24,14.1,14.39,14.46,14.45
Chile,0.26,0.23,0.2,0.18,0.16,0.15,0.14,0.13,0.12,0.12,0.11,0.1,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.09,0.09,0.09,0.09,0.09,0.09
China,0.95,0.85,0.76,0.67,0.6,0.53,0.47,0.42,0.38,0.34,0.3,0.27,0.24,0.2,0.18,0.15,0.13,0.11,0.1,0.08,0.07,0.06,0.06,0.05,0.05,0.04,0.04,0.04
Colombia,1.58,1.55,1.47,1.31,1.22,1.13,1.03,0.98,0.89,0.78,0.7,0.63,0.57,0.58,0.53,0.49,0.44,0.4,0.36,0.32,0.28,0.26,0.24,0.23,0.24,0.23,0.22,0.22
Comoros,9.93,9.51,9.26,9.06,8.91,8.79,8.43,8.78,10.17,10.2,11.14,9.45,9.74,8.7,8.33,7.89,7.64,7.81,7.11,6.47,6.39,5.88,5.63,5.29,5.2,5.04,4.93,4.96
"Congo (Brazzaville)",4.79,4.63,4.53,4.33,4.42,4.4,4.4,3.65,4.35,4.75,5,5.13,5.26,5.48,5.78,6.26,6.42,6.75,6.58,6.5,6.22,5.94,5.61,5.7,4.98,4.76,4.54,4.5
"Costa Rica",0.66,0.58,0.51,0.48,0.47,0.45,0.44,0.42,0.39,0.35,0.32,0.31,0.29,0.28,0.26,0.25,0.22,0.22,0.2,0.21,0.2,0.19,0.19,0.19,0.19,0.17,0.16,0.16
"Ivory Coast",6.36,6.27,6.06,5.95,5.87,5.86,5.67,5.58,5.49,5.33,5.12,4.98,4.74,4.68,4.82,5.12,5.32,5.18,4.91,4.73,4.53,4.47,4.85,5.08,5.08,5.16,5.07,5.06
Croatia,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02
Cuba,0.51,0.54,0.57,0.62,0.65,0.64,0.59,0.54,0.48,0.42,0.35,0.31,0.29,0.26,0.25,0.24,0.23,0.22,0.22,0.22,0.22,0.23,0.23,0.23,0.22,0.2,0.2,0.2
Cyprus,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02
"Czech Republic",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.03,0.04,0.05,0.05,0.06,0.06,0.06,0.05
"Congo (Kinshasa)",5.75,5.72,5.63,5.57,6.12,5.55,5.31,5.34,6,5.64,5.69,5.42,5.26,5.03,4.76,4.69,4.7,4.75,4.86,5,5.17,5.18,5.12,4.98,4.91,4.9,4.86,4.81
Denmark,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
Djibouti,9.99,9.98,9.14,11.07,9.1,9.04,8.67,8.97,7.82,7.29,7.43,6.49,6.04,5.75,5.39,5.1,4.85,4.89,4.28,4.1,4.18,3.8,3.64,3.51,3.34,3.23,3.26,3.27
Dominica,0.47,0.47,0.46,0.46,0.44,0.42,0.4,0.37,0.35,0.31,0.28,0.25,0.24,0.22,0.21,0.21,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18
"Dominican Republic",5.95,5.85,5.5,5.1,4.66,4.19,3.64,3.15,2.65,2.21,1.92,1.65,1.43,1.28,1.14,1.04,0.91,0.82,0.73,0.69,0.65,1.11,0.68,0.6,0.55,0.53,0.53,0.5
Ecuador,3.78,4.29,3.78,3.09,2.62,2.34,2,1.77,1.6,1.37,1.24,1.11,0.93,0.79,0.68,0.6,0.55,0.5,0.45,0.41,0.36,0.32,0.29,0.26,0.24,0.23,0.24,0.24
Egypt,6.41,5.87,5.44,4.89,4.4,4.07,3.59,3.22,2.98,2.81,2.59,2.26,2.02,1.86,1.73,1.6,1.45,1.4,1.3,1.23,1.15,1.1,1.01,0.95,0.87,0.81,0.69,0.63
"El Salvador",5.49,5.19,4.79,4.26,3.84,3.52,3.22,2.89,2.47,2.15,1.85,1.51,1.36,1.16,0.99,0.87,0.79,0.7,0.67,0.62,0.6,0.57,0.54,0.52,0.48,0.46,0.49,0.49
"Equatorial Guinea",7.68,7.77,7.74,7.71,7.63,7.57,7.32,7.08,6.91,6.8,6.66,6.17,5.69,5.17,4.5,4.64,4.2,3.77,3.32,3.12,2.84,2.46,2.27,2.21,2.28,2.18,2.17,2.2
Eritrea,6.45,9.83,11.18,11.23,11.53,11.64,11.36,11.06,10.69,6.48,9.59,9.88,9.53,9.29,9.28,9.08,8.91,8.75,8.6,8.45,8.4,8.26,8.11,7.94,7.73,7.56,7.39,7.38
Estonia,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,
Ethiopia,7.14,7.39,7.57,7.65,7.61,7.6,7.56,7.48,7.31,6.83,6.69,7.1,6.97,6.84,6.78,6.72,6.78,6.93,7.03,7.3,7.44,7.72,7.93,8.09,8.43,8.53,8.57,8.9
