Country,2012,2013,2014,2015,2016
Cyprus,9.414874707,8.109477034,12.00212684,10.55660223,10.496448
"Czech Republic",18.42299857,15.25862741,15.83013656,19.37704747,21.71335424
Denmark,210.5224781,203.3025809,214.7646282,215.4155724,210.8347665
"Dominican Republic",0.459331222,0.289604848,0.476735317,0.407258984,0.383239653
Ecuador,0.166531502,0.106292965,0.3116,0.516811325,0.230363403
Egypt,0.624088932,0.623260017,0.586067677,0.646420866,0.766186916
"El Salvador",0.405816289,0.080736406,0.008874689,0.101410935,0.274044796
Estonia,34.53234959,35.18700365,32.70078181,22.39802336,18.71993747
Ethiopia,,0.002009254,0.00196694,0.00307333,0.012171046
Finland,277.0873162,283.8335049,286.711061,293.9854,291.2092604
France,110.1662594,109.2030042,118.1458284,121.8555364,122.9296132
Gabon,0.169203134,0.166061869,0.329380764,0.324464633,0.369754114
Gambia,,,,0.136986301,0.39978678
Georgia,1.470850197,1.441040843,1.267994331,1.576626649,2.147136941
Germany,203.5957157,214.5645448,226.8876916,225.2163764,219.0528439
Ghana,0.031480328,0.018448806,0.049374589,0.080237503,0.047920823
Greece,9.443236275,8.771685522,7.621374265,9.225653276,10.52682474
Guatemala,0.463173337,0.138995752,0.08178123,0.123918893,0.075356328
Haiti,0.025344069,,,,
Hungary,22.07773755,23.25007184,24.96773888,24.83193617,23.7258725
Iceland,96.78893662,95.94575083,91.44392034,100.1692708,104.9560041
India,1.162195944,1.365313717,1.537750968,1.570227938,1.634797296
Indonesia,0.070542266,0.075419346,0.069530617,0.096311336,0.115537531
Iran,0.070776466,0.058053721,0.070266874,0.057017544,0.10625057
Ireland,90.47587203,79.44737522,82.58652922,86.71985091,83.76213969
Israel,235.4790562,218.7615627,230.0457459,239.099094,246.5625507
Italy,51.66540015,51.59971421,53.83889602,55.19019219,56.59209585
Jamaica,0.677463606,0.555308752,0.635208711,0.421331407,0.568726054
Japan,210.7409568,258.4497874,308.2466158,334.8675083,335.3847125
Jordan,0.521052872,0.206714073,0.453115838,0.737059069,0.842266462
Kazakhstan,1.107477083,1.208988613,1.047681877,0.973456436,1.373226249
Kenya,0.128513618,0.106550997,0.17071952,0.227886978,0.227415129
"South Korea",161.1060469,183.3558329,201.520358,220.7329407,233.1601454
Kuwait,0.358993699,0.219239589,0.486601485,0.319242624,0.339698862
Kyrgyzstan,0.066402398,0.137667725,0.135574837,0.134216178,0.129825169
Laos,,,0.019168839,0.018808306,0.15796816
Latvia,12.45420517,10.01054506,9.217502043,13.78746423,16.41669019
Lebanon,1.05432703,1.446842418,1.658373441,1.711505695,1.477550134
Lesotho,0.232644597,,,,
Libya,0.505641872,0.354045688,,,
Lithuania,6.210535043,4.74115812,6.134412153,10.7850715,15.04844275
Luxembourg,105.2654499,101.4488839,118.6324433,131.2742422,120.8532854
"Macedonia (F.Y.R.O.M.)",1.539631659,0.727956389,0.242483026,0.605033882,1.452081317
Madagascar,,0.024138475,0.045764496,0.046724081,0.067248273
Malawi,,0.005592526,0.005154852,0.006012506,0.005844194
Malaysia,9.565134366,12.12269418,12.6226276,11.57536091,11.34997871
Malta,12.92487517,9.895952275,10.21634615,10.47556909,19.35866983
Mauritius,0.258076038,0.065057203,0.193948798,1.532643312,1.62827641
Mexico,1.649148068,1.734282079,1.830678866,1.919894454,2.038531155
Moldova,0.705459442,0.386012371,0.77247191,1.159033436,0.667322282
Mongolia,0.227413058,0.060474095,0.299114621,0.718896714,0.713239263
Montenegro,,3.167112702,3.220611916,0.803858521,3.220611916
Morocco,0.650817812,0.550470561,0.546163516,0.95974105,1.532838198
Namibia,0.297343209,0.072994118,1.695509822,0.174988334,0.230096641
Nepal,0.01840354,0.005563091,0.015343448,0.022748781,0.006747031
Netherlands,203.2510646,184.6543489,192.6263769,208.8671485,208.6585111
"New Zealand",75.80128553,74.2097002,73.92011862,74.61020374,78.8822233
Nicaragua,,,0.088933356,0.170208093,0.081512879
Nigeria,0.00539416,0.007364242,0.016735062,0.022609741,0.024367623
Norway,143.588685,149.7032665,138.7094785,138.3932722,140.7390934
Oman,0.436748609,1.299250248,0.993057876,0.648232553,0.384900761
Pakistan,0.016817341,0.018749343,0.022864912,0.035306392,0.02619298
Panama,0.442916575,0.473912986,1.369545032,1.913938754,1.648922358
Paraguay,0.078840825,0.116197137,0.114294422,0.037464409,
Peru,0.227706001,0.247909149,0.277050723,0.343375177,0.482830307
Philippines,0.301085191,0.273200673,0.323063054,0.339391341,0.340219813
Poland,5.750862564,6.880117014,7.145010129,8.603556665,9.720112592
Portugal,12.23616729,12.65043757,13.01191428,13.66679669,14.37512221
"Puerto Rico",,,2.113878569,,
Qatar,1.268513026,1.597415847,6.367096019,17.72955719,22.466721
Romania,1.886467183,1.954149342,2.239389411,2.707808845,3.424640835
Russia,5.381422963,6.110159502,7.128062397,7.689564787,8.072543914
Rwanda,,,,,0.009310987
"Saudi Arabia",2.162718768,3.284159911,6.654159605,7.027640208,6.209899341
Senegal,0.035792365,0.033175891,0.073450354,0.04719764,
Serbia,,2.849232991,2.309876849,3.024962777,3.825154312
Seychelles,5.808617665,31.78272176,30.21978022,5.376344086,
"Sierra Leone",0.043559372,0.085214645,0.042625746,0.04095675,0.054609
Singapore,123.217159,124.3758075,125.1792795,127.0184224,139.4808693
Slovakia,6.053114928,7.26027757,9.201281841,9.225472205,10.53759391
Slovenia,66.04747836,63.12481436,62.97510305,62.32383864,67.84282915
"South Africa",6.784715662,6.230760078,6.484653725,6.856270749,6.522802827
Spain,35.35257623,39.16263917,39.58828647,38.19381477,37.66911284
"Sri Lanka",0.710629171,0.572786612,0.617261412,0.611561261,0.820675019
Suriname,0.192359111,0.66712921,0.462962963,,
Swaziland,0.213977892,0.2241,0.234301781,0.571820677,
Sweden,311.0015735,302.7007424,300.8346134,312.4776117,319.9748485
Switzerland,287.1792788,290.0697858,315.0453219,320.8234749,313.518224
Tanzania,0.00382924,0.01672568,0.017092069,0.01,0.002909429
Thailand,0.636845123,1.000645683,1.229457211,1.267507455,1.359817101
"Timor Leste",,,0.297619048,,
"Trinidad and Tobago",2.03913798,1.422574076,0.959614904,0.95796131,0.37202381
Tunisia,,1.148258642,1.166775967,0.768290538,0.673430788
Turkey,5.781580009,6.62691478,6.830569194,7.546025427,9.15371039
Uganda,0.002206771,0.003739751,0.026442377,0.02817456,0.007646277
Ukraine,2.075103644,2.850470265,3.188600787,3.586294564,3.927252802
"United Arab Emirates",4.50613857,4.235620302,5.014629207,5.012364817,6.769408018
"United Kingdom",93.00967734,90.58871535,89.14117192,89.94493606,94.48185481
"United States",137.8912362,141.136527,149.7798023,160.3125154,174.8909054
Uruguay,2.055167241,1.137068718,2.380952381,3.286444295,2.998125842
Venezuela,0.117461789,0.2060646,0.250814071,0.29044284,0.272378253
Vietnam,0.095661485,0.148390993,0.223266649,0.225552536,0.207644128
Yemen,0.042866548,0.041575696,,,
Zambia,0.045846037,0.0371,0.0284,0.0197,0.010931829
Zimbabwe,0.090187648,0.089488455,0.138307121,0.104825799,0.09847272
