"Data Item",1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
"Time spent on laundry",11.5,11.3978,11.2956,11.1933,11.0911,10.9889,10.8867,10.7844,10.6822,10.58,10.4778,10.3756,10.2733,10.1711,10.0689,9.9667,9.8644,9.7622,9.66,9.5578,9.4556,9.3533,9.2511,9.1489,9.0467,8.9444,8.8422,8.74,8.6378,8.5356,8.4333,8.3311,8.2289,8.1267,8.0244,7.9222,7.82,7.7178,7.6156,7.5133,7.4111,7.3089,7.2067,7.1044,7.0022,6.9,6.7898,6.6796,6.5694,6.4592,6.349,6.2388,6.1286,6.0184,5.9082,5.798,5.6878,5.5776,5.4673,5.3571,5.2469,5.1367,5.0265,4.9163,4.8061,4.6959,4.5857,4.4755,4.3653,4.2551,4.1449,4.0347,3.9245,3.8143,3.7041,3.5939,3.4837,3.3735,3.2633,3.1531,3.0429,2.9327,2.8224,2.7122,2.602,2.4918,2.3816,2.2714,2.1612,2.051,1.9408,1.8306,1.7204,1.6102,1.5
