Country,2010,2011,2012,2013,2014,2015,2016
Albania,4.037935512,4.102414712,3.629837454,3.06666637,3.163361024,3.735972103,4.000205757
Algeria,3.360233928,3.061788508,2.628686485,2.631412231,2.910027038,3.09923953,3.282698361
Angola,3.1723754,2.901207912,2.6565,2.4118602,2.352939539,,
Argentina,3.089993559,3.096327137,2.922030849,2.834753025,2.823268902,2.893571526,3.135063151
Armenia,3.28728275,3.471126728,3.694520074,3.796320609,3.814590692,3.856773611,4.031461996
Australia,6.032559126,5.843783814,5.824609137,5.708132056,5.857780679,6.02371965,6.11481479
Austria,5.999916896,5.836300035,5.445610539,5.391098549,5.470629027,5.692195415,5.879474971
Azerbaijan,3.328439692,3.01649039,3.198516067,3.631313799,3.649638371,3.649638371,3.757200117
Bahrain,5.80150689,5.90795502,5.757258,5.459005838,5.447439401,5.751569757,5.625847293
Bangladesh,2.52080788,2.496959801,2.1970989,2.232618211,2.263696099,2.109159568,2.185423845
Barbados,5.557558094,5.598971506,5.280152169,5.085746501,4.873707779,4.6663,4.458827564
Belgium,5.651683004,5.678573317,5.555390197,5.607455069,5.758563194,5.812412894,5.796375736
Belize,,2.9010168,,,,,
Benin,2.825556302,2.914485629,2.537809272,2.468852509,2.4512,2.433538151,2.492568989
Bhutan,,,,4.6108164,4.803154074,4.775865113,4.764866875
Bolivia,2.92788101,2.671145057,2.284284994,2.395906856,2.607522368,2.709783268,2.713494978
"Bosnia and Herzegovina",3.329598862,3.5516316,4.08553211,4.5223598,3.8287,3.135075378,3.359272619
Botswana,5.102110388,5.116177768,4.989047406,4.959665386,4.796407734,4.679499991,4.597728239
Brazil,3.961295602,4.106643482,4.014053914,3.871534698,3.578373516,3.050547981,3.057436254
Brunei,5.272840662,5.40065448,5.604845711,5.764938393,5.5485,5.3321,5.115746021
Bulgaria,3.461056312,3.579047857,3.811181732,4.094532277,4.242929782,3.804027442,3.618547424
"Burkina Faso",3.09578711,3.2127263,3.188575712,2.8511973,2.892797555,,
Burundi,2.583842818,2.604281541,2.337205029,2.506039516,2.85133952,2.85133952,2.982808462
"Cape Verde",4.7792168,4.916050447,4.920670397,4.618721551,4.422516893,4.219856925,4.225033891
Cambodia,2.847852957,3.028630303,3.243648331,2.859167535,2.752670338,2.945336238,3.002240298
Cameroon,2.888079121,3.0011254,2.897165165,2.796558299,3.052713121,3.080441911,2.877558893
Canada,6.183154103,6.175558294,5.989923617,5.765431732,5.783986497,5.919091378,5.856597138
Chad,2.452633637,2.249364935,2.334690546,2.15517022,2.332987827,2.359062313,2.084336176
Chile,5.681486155,5.875514299,5.741284885,5.657326217,5.652630978,5.462873913,5.390435949
China,4.104657525,4.071879432,3.952170169,3.990559238,3.978837081,3.99563233,4.335163637
Colombia,3.576420996,3.610595644,3.458598722,3.408737467,3.343882169,3.401092267,3.499434535
"Congo (Kinshasa)",,,,,,,2.565544367
"Costa Rica",4.55985342,4.400259082,4.345682988,4.423836729,4.449672946,4.250968045,4.166778669
"Ivory Coast",2.582475671,2.544570295,3.156953861,3.399238287,3.863305755,4.187105701,3.605040953
Croatia,3.849737577,3.84636415,3.557133865,3.676925781,3.95003952,4.019369649,3.986000303
Cyprus,5.470417135,5.041778761,4.811334013,5.011554415,5.038262077,4.82600075,4.521545658
"Czech Republic",4.047847904,3.868132011,3.841604003,3.693840744,3.86987914,4.393791298,4.454860218
Denmark,6.533498127,6.691566345,6.398745209,6.080579054,6.188044735,6.432949079,6.489128015
"Dominican Republic",3.365865675,3.170490472,3.274084117,3.19738239,3.300495244,3.252368435,3.056094655
Ecuador,3.302984992,3.370035722,3.2286954,3.560446904,3.7492,3.938040924,3.725854487
Egypt,4.07713452,3.775852782,3.385235209,3.353317612,3.998758606,4.101226624,4.101226624
"El Salvador",3.910520882,3.777539463,3.363392525,3.080651927,3.478978886,3.6300644,3.540150873
Estonia,5.486212366,5.535585965,5.49303635,5.582498385,5.768003624,5.942090554,6.08336584
Ethiopia,3.602624655,3.622307783,3.325471295,3.133032241,3.099423934,3.382820084,3.524585883
