Country,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Albania,2.155687583,2.249610914,3.127484345,3.903552481,4.19560677,4.151462862,3.7914825,3.79731984,3.932861223,4.106943527
Algeria,3.159023066,3.052182985,3.057357681,3.765415538,3.670958548,3.499450933,3.807139805,3.589956938,3.376275587,3.290370958
Angola,,,,2.196592,2.090002275,2.0602,2.030303,2.249658,,
Argentina,3.100802621,2.931280287,3.178967321,3.45420337,3.473641316,3.361741568,3.226524695,3.002203589,2.98526772,3.13828103
Armenia,2.921100726,2.923131618,3.4995038,3.95560145,4.040629232,4.273114882,4.403780303,4.421635248,4.313498436,4.266522567
Australia,5.427142135,5.155779178,4.988575823,5.219270598,5.176170931,5.243697857,5.201493608,5.062157876,4.856801695,4.80110926
Austria,6.270099165,6.491558818,6.599883809,6.422146184,6.30078326,6.303617987,6.237396597,6.205885272,6.048092467,5.913297763
Azerbaijan,3.75922292,3.915373963,4.4967806,4.388884618,4.353678223,4.496151009,4.725888667,4.805579688,4.805579688,4.799908129
Bahrain,4.942144312,5.043681087,5.425493549,5.584159071,5.860733882,6.012489207,5.732293446,5.565763508,5.310962118,5.175051951
Bangladesh,2.248452381,2.218452488,2.521514102,2.7371209,2.818430118,2.843683377,2.824295254,2.816925252,2.847684598,2.822864493
Barbados,5.235419133,5.511417508,5.821989011,5.882609827,5.846745764,5.78246076,5.601530346,5.556579612,5.323,5.089326446
Belgium,5.935455316,5.837369762,5.829619511,5.821133694,5.919032631,5.865149593,5.78037948,5.75580005,5.407653491,5.076217782
Belize,,,,,3.536344,,,,,
Benin,2.553971705,2.84099262,2.8355158,2.945213099,3.128511757,3.202821292,2.802803401,2.6316,2.460317373,2.40514276
Bhutan,,,,,,,4.897892,4.627604877,3.992615567,3.946689041
Bolivia,2.061869186,1.905340935,2.532166262,3.341498918,3.437885873,3.228889976,3.444796304,3.598453515,3.308116452,3.012727124
"Bosnia and Herzegovina",2.199579453,2.058347676,1.968134695,2.047264034,2.162759,2.68238305,3.10753,3.0835,3.059406042,3.235904885
Botswana,4.39069978,4.596639603,4.610129135,4.684246564,4.562447699,4.447273251,4.16084475,3.770599388,3.800518193,3.954002756
Brazil,2.690314988,2.74584678,3.427772524,3.791403307,3.563767373,3.385957023,3.356940299,3.107869183,2.872005916,2.991059541
Brunei,,4.711272,5.024747359,5.132578961,4.950632189,5.068176778,5.142952918,4.807,4.4711,4.135135174
Bulgaria,2.733277863,2.549927755,2.765484077,3.069269143,3.050455552,3.254376649,3.544576272,3.59457064,3.697763476,3.882734467
"Burkina Faso",2.340264564,2.635701628,2.786755663,2.79005545,2.732457237,2.728709551,2.544121635,2.369452244,,
Burundi,1.904393761,1.891715133,2.560498744,2.841497746,2.6101442,2.332296521,2.514468182,2.750610241,2.750610241,2.217992325
"Cape Verde",,,,3.507628,3.635225131,3.671992963,3.600301517,3.669464287,3.606790824,3.567857134
Cambodia,2.933677392,3.117908764,3.424774114,3.81610923,4.052737395,4.2251398,3.870182574,3.365100894,3.36078998,3.42762104
Cameroon,2.07083683,2.429636474,2.780851136,3.054779339,3.107125832,3.191899959,3.066408309,3.156185363,3.075233805,2.196367594
Canada,5.96923321,6.017714303,5.94831746,6.000348474,5.9866801,5.967352206,5.812036191,5.646891825,5.363631861,5.212012325
Chad,1.571917722,1.561425014,2.025322003,2.509396168,2.788445436,2.804558373,2.283268812,2.279302952,2.432494932,1.728911584
Chile,5.014367399,5.088767593,5.614076759,5.713481013,5.508549709,5.389005841,4.976283213,4.737444625,4.572903181,4.533416857
China,3.59348299,3.860231876,3.988546595,4.066095685,4.210169309,4.277750083,4.273744619,4.360680051,4.475762133,4.545902406
Colombia,2.827839246,3.06945218,3.415810475,3.558601577,3.645042729,3.381221086,3.34514279,3.410940766,3.16652782,3.035867438
"Congo (Kinshasa)",,,,,,,,,,1.886363626
"Costa Rica",2.403445633,2.583401388,3.350899526,3.9192227,3.57394446,3.671473192,3.754617817,3.55453846,3.344751757,3.207500206
"Ivory Coast",,3.539177,3.927925785,3.864613325,3.570121196,3.624477461,3.757764531,4.028238124,4.47776634,4.238089134
Croatia,4.099194139,4.083500693,4.534454677,5.087829304,5.1884092,5.20594135,5.119452153,4.912723052,4.5868982,4.498395645
Cyprus,5.183056356,5.482379859,5.540671136,5.368213329,5.545228279,5.315347561,5.141634463,5.228263865,4.630982399,4.397942587
"Czech Republic",4.37317048,4.192255954,4.476775666,5.128678349,5.551607145,5.469272206,5.14944421,5.033029665,4.856403036,4.729365945
Denmark,6.448915557,6.382481046,6.252113414,6.317556142,6.443436437,6.016996579,5.736988793,5.785045505,5.848746066,5.845931627
"Dominican Republic",3.389309968,3.349176138,3.4482017,3.235426957,3.456259944,3.663438676,3.689777129,3.673480081,3.457427543,3.47046175
Ecuador,2.754069856,2.576908044,3.107002522,3.548003741,3.694987955,3.862531,4.222205702,4.4057,4.589285851,4.503101154
Egypt,3.680511265,3.894438789,4.38790645,4.30256995,3.901824699,3.805947053,3.317496952,2.941079436,3.140830945,3.140830945
"El Salvador",4.557741096,4.417748555,4.848458231,5.059877434,4.561564843,4.396682297,4.303054259,4.572245336,4.032832063,3.509507979
