Country,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Swaziland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,13,14.7,16.4,18.1,19.8,21.5,23.2,24.9,26.6,28.3,30,28.25,26.5,24.75,23,21.25,19.5,17.75,16,107,2,13,16,,,,,,,,,,,,
Syria,,,,,,,,,,,,,,,,,,,,,,,,25,18.6667,12.3333,6,11,66,48,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,6,12.6667,19.3333,26,733,305,587,330,324,127,338,250,215,232,580,232,81,572,2173,74,155,96,36,2231,608,584,156,52,297,32,272,94,254,65,88,113,59,11,4,17,80.5,144,172
Thailand,2,160.2222,318.4444,476.6667,634.8889,793.1111,951.3333,1109.5556,1267.7778,1426,613,498.75,384.5,270.25,156,30,4,21,6,21,40,38.25,36.5,34.75,33,64,88,46.5,5,123,44,85,2,16,41,19,14,1,36,41,35,29,23,17,11,5,5.1538,5.3077,5.4615,5.6154,5.7692,5.9231,6.0769,6.2308,6.3846,6.5385,6.6923,6.8462,7,3,2,15,4,3.25,2.5,1.75,1,1
Togo,,,,,,,,,,,,,,,,,,,,,,3,26,20,14,8,9.3333,10.6667,12,6,11.7692,17.5385,23.3077,29.0769,34.8462,40.6154,46.3846,52.1538,57.9231,63.6923,69.4615,75.2308,81,53,2,5,4,17,7,221,31,23,130,14,28,33,15,25,1,3,1,3,2,1,4,11,1,
Tonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,,,,,,,,,,,,,,
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,
Uganda,,,,,,,,,,,,,,,,,,,,,,,30,41.4286,52.8571,64.2857,75.7143,87.1429,98.5714,110,60,181,114.5,48,48.4,48.8,49.2,49.6,50,44.5,39,33.5,28,104,71.5,39,66,40,188,2064,228,172,4,133,129,91,98,106,3,120,23,78,106.5,135,27,9,33,11
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,10,,,,,,,,,,,,,,,,,,,,,
"United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,68,10,9.6667,9.3333,9,59,7,8,,,,,,,,,,,,,,,,,
Vietnam,,4,21,6,7,3,89.9,176.8,263.7,350.6,437.5,524.4,611.3,698.2,785.1,872,29,167,71,8,26,1,1,1,18,2,7.2,12.4,17.6,22.8,28,49,8,8.25,8.5,8.75,9,8,5,7,5.5,4,1,110,9,68,45,2,1.5,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,
Yemen,,,,,,,,,,,,,,,,,,,,,,,26,140,23,1,3.75,6.5,9.25,12,45,20,19.4138,18.8276,18.2414,17.6552,17.069,16.4828,15.8966,15.3103,14.7241,14.1379,13.5517,12.9655,12.3793,11.7931,11.2069,10.6207,10.0345,9.4483,8.8621,8.2759,7.6897,7.1034,6.5172,5.931,5.3448,4.7586,4.1724,3.5862,3,4,134,140,146,152,158,164
Zambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,11,17,74,131,19,23.1667,27.3333,31.5,35.6667,39.8333,44,315,1091,913,426,298,170,42,206.3333,370.6667,535,303,165,12,29,373,7,183,35,39,80,62,7,2,,,,
Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,33,9,8.6667,8.3333,8,7.6667,7.3333,7,6.6667,6.3333,6,20.1429,34.2857,48.4286,62.5714,76.7143,90.8571,105,332,274.4,216.8,159.2,101.6,44,385,223,14,192,35,9,26,61,4,2928,2706,21,2,1,1,1,1,1
