Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Georgia,,,,,,12.2,11.8929,11.5857,11.2786,10.9714,10.6643,10.3571,10.05,9.7429,9.4357,9.1286,8.8214,8.5143,8.2071,7.9,7.64,7.38,7.12,6.86,6.6,13.4833,20.3667,27.25,34.1333,41.0167,47.9
Germany,,,,,,18.6,20.5143,22.4286,24.3429,26.2571,28.1714,30.0857,32,33.9143,35.8286,37.7429,39.6571,41.5714,43.4857,45.4,44.4,43.4,42.4,41.4,40.4,45.7,51,56.3,61.6,66.9,72.2
Ghana,,,,,,,,,,,,,,,,,,,,1.6,1.9,2.2,2.5,2.8,3.1,,,,,,
Greece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.2
Guatemala,,,,,,,,,,,,,,,,,,,,3.2,7.5818,11.9636,16.3455,20.7273,25.1091,29.4909,33.8727,38.2545,42.6364,47.0182,51.4
Haiti,,,,,,,,,,,,,,,,,,,,,,,,,1.1,,,,,,
"Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,,27.3,31.9833,36.6667,41.35,46.0333,50.7167,55.4
Hungary,,,,,,24.6,25.0786,25.5571,26.0357,26.5143,26.9929,27.4714,27.95,28.4286,28.9071,29.3857,29.8643,30.3429,30.8214,31.3,35.6091,39.9182,44.2273,48.5364,52.8455,57.1545,61.4636,65.7727,70.0818,74.3909,78.7
Iceland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.9
India,3.1,3.36,3.62,3.88,4.14,4.4,4.8,5.2,5.6,6,6.4,6.8,7.2,7.6,8,8.42,8.84,9.26,9.68,10.1,8.36,6.62,4.88,3.14,1.4,,,,,,
Indonesia,,,,,,,,,,,,,,,0.3,0.7,1.1,1.5,1.9,2.3,7.0364,11.7727,16.5091,21.2455,25.9818,30.7182,35.4545,40.1909,44.9273,49.6636,54.4
Iran,,,,,,,,,,,,,,,3.9,4.44,4.98,5.52,6.06,6.6,9.0364,11.4727,13.9091,16.3455,18.7818,21.2182,23.6545,26.0909,28.5273,30.9636,33.4
Iraq,,,,,,,,,,,,,,,,,,,,1.1,1.26,1.42,1.58,1.74,1.9,3.8833,5.8667,7.85,9.8333,11.8167,13.8
Israel,,,,,,,,,,,,,,,17.6,,,,,,,,,,,,,,,,
Italy,,,,,,,,,,,,,,,,,,,,20.8,22.6182,24.4364,26.2545,28.0727,29.8909,31.7091,33.5273,35.3455,37.1636,38.9818,40.8
Japan,32.4,32.8,33.2,33.6,34,34.4,36.4667,38.5333,40.6,42.6667,44.7333,46.8,48.8667,50.9333,53,52.5,52,51.5,51,50.5,48.9,47.3,45.7,44.1,42.5,45.45,48.4,51.35,54.3,57.25,60.2
Jordan,,,,,,,,,,,,,,,1.1,1.34,1.58,1.82,2.06,2.3,2.44,2.58,2.72,2.86,3,7.2167,11.4333,15.65,19.8667,24.0833,28.3
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,15.7,20.0333,24.3667,28.7,33.0333,37.3667,41.7
Kuwait,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,,,,,
Kyrgyzstan,,,,,,,,,,,,,,,17.5,17.25,17,16.75,16.5,16.25,16,15.75,15.5,15.25,15,18.0167,21.0333,24.05,27.0667,30.0833,33.1
Latvia,,,,,,15.8,,,,,,,,,,,,,,,,,,,,,,,,,
Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,7.6,13.3667,19.1333,24.9,30.6667,36.4333,42.2
Libya,,,,,,,,,,,,,,,,,,,,,,,,,1.6,,,,,,
Lithuania,,,,,,23.2,25.18,27.16,29.14,31.12,33.1,35.08,37.06,39.04,41.02,43,44.98,46.96,48.94,50.92,52.9,54.88,56.86,58.84,60.82,62.8,64.78,66.76,68.74,70.72,72.7
Macau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.9
"Macedonia (F.Y.R.O.M.)",,,,,,21.8,22.0222,22.2444,22.4667,22.6889,22.9111,23.1333,23.3556,23.5778,23.8,24.8938,25.9875,27.0813,28.175,29.2688,30.3625,31.4563,32.55,33.6438,34.7375,35.8313,36.925,38.0188,39.1125,40.2063,41.3
Malaysia,,,,,,,,,,,,,,,,,,,,12.4,11.4,10.4,9.4,8.4,7.4,15.35,23.3,31.25,39.2,47.15,55.1
Mali,,,,,,,,,,,,,,,,,,,,5.9,,,,,,,,,,,
Mexico,11.4,10.88,10.36,9.84,9.32,8.8,8.4889,8.1778,7.8667,7.5556,7.2444,6.9333,6.6222,6.3111,6,6.36,6.72,7.08,7.44,7.8,7.6,7.4,7.2,7,6.8,11.25,15.7,20.15,24.6,29.05,33.5
Moldova,,,,,,10.3,10.6,10.9,11.2,11.5,11.8,12.1,12.4,12.7,13,12.04,11.08,10.12,9.16,8.2,,,,,,,,,,,
Montenegro,,,,,,16.7,17.2333,17.7667,18.3,18.8333,19.3667,19.9,20.4333,20.9667,21.5,22.7563,24.0125,25.2688,26.525,27.7813,29.0375,30.2938,31.55,32.8063,34.0625,35.3188,36.575,37.8313,39.0875,40.3438,41.6
Morocco,,,,,,,,,,,,,,,0.9,2,3.1,4.2,5.3,6.4,5.92,5.44,4.96,4.48,4,,,,,,
"Burma (Myanmar)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.1
Netherlands,,,,,,,,,,,,,,,,,,,,19.2,19.42,19.64,19.86,20.08,20.3,26.1,31.9,37.7,43.5,49.3,55.1
"New Zealand",,,,,,17.7,17.8857,18.0714,18.2571,18.4429,18.6286,18.8143,19,19.1857,19.3714,19.5571,19.7429,19.9286,20.1143,20.3,20.1,19.9,19.7,19.5,19.3,24.9,30.5,36.1,41.7,47.3,52.9
Nicaragua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.2
Nigeria,1.9,1.9,1.9,1.9,1.9,1.9,1.9444,1.9889,2.0333,2.0778,2.1222,2.1667,2.2111,2.2556,2.3,2.56,2.82,3.08,3.34,3.6,3.86,4.12,4.38,4.64,4.9,9.2,13.5,17.8,22.1,26.4,30.7
Norway,,,,,,27,27.2714,27.5429,27.8143,28.0857,28.3571,28.6286,28.9,29.1714,29.4429,29.7143,29.9857,30.2571,30.5286,30.8,35.7636,40.7273,45.6909,50.6545,55.6182,60.5818,65.5455,70.5091,75.4727,80.4364,85.4
Pakistan,,,,,,5.1,4.8444,4.5889,4.3333,4.0778,3.8222,3.5667,3.3111,3.0556,2.8,3.04,3.28,3.52,3.76,4,4.24,4.48,4.72,4.96,5.2,7.8,10.4,13,15.6,18.2,20.8
Peru,,,,,,3.1,3.2889,3.4778,3.6667,3.8556,4.0444,4.2333,4.4222,4.6111,4.8,4.56,4.32,4.08,3.84,3.6,3.76,3.92,4.08,4.24,4.4,7.5,10.6,13.7,16.8,19.9,23
Philippines,,,,,,4.7,5.0333,5.3667,5.7,6.0333,6.3667,6.7,7.0333,7.3667,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,15.3833,23.0667,30.75,38.4333,46.1167,53.8
Poland,,,,,,,,,,,,,,,,,,,,7.8,7.82,7.84,7.86,7.88,7.9,11.3167,14.7333,18.15,21.5667,24.9833,28.4
"Puerto Rico",,,,,,2.6,2.8667,3.1333,3.4,3.6667,3.9333,4.2,4.4667,4.7333,5,7.375,9.75,12.125,14.5,16.875,19.25,21.625,24,26.375,28.75,31.125,33.5,35.875,38.25,40.625,43
Qatar,,,,,,,,,,,,,,,,,,,,,,,,,1.3,,,,,,
Romania,,,,,,11.5,11.2,10.9,10.6,10.3,10,9.7,9.4,9.1,8.8,8.5,8.2,7.9,7.6,7.3,7.52,7.74,7.96,8.18,8.4,13.7167,19.0333,24.35,29.6667,34.9833,40.3
Russia,10.5,10.76,11.02,11.28,11.54,11.8,12.2357,12.6714,13.1071,13.5429,13.9786,14.4143,14.85,15.2857,15.7214,16.1571,16.5929,17.0286,17.4643,17.9,16.94,15.98,15.02,14.06,13.1,16.4167,19.7333,23.05,26.3667,29.6833,33
Rwanda,,,,,,,,,,,,,,,,,,,,3.3,4.04,4.78,5.52,6.26,7,,,,,,
"Saudi Arabia",,,,,,,,,,,,,,,4.6,,,,,,,,,,,,,,,,
Serbia,,,,,,20.9,21.1333,21.3667,21.6,21.8333,22.0667,22.3,22.5333,22.7667,23,24.2063,25.4125,26.6188,27.825,29.0313,30.2375,31.4438,32.65,33.8563,35.0625,36.2688,37.475,38.6813,39.8875,41.0938,42.3
"Serbia and Montenegro",,,,,,,,,,,,,,,,,,,,20.3,,,,,,,,,,,
Singapore,,,,,,,,,,,,,,,17.9,17.88,17.86,17.84,17.82,17.8,17.78,17.76,17.74,17.72,17.7,,,,,,
Slovakia,7.7,7.94,8.18,8.42,8.66,8.9,11.156,13.412,15.668,17.924,20.18,22.436,24.692,26.948,29.204,31.46,33.716,35.972,38.228,40.484,42.74,44.996,47.252,49.508,51.764,54.02,56.276,58.532,60.788,63.044,65.3
Slovenia,,,,,,27.9,28.7071,29.5143,30.3214,31.1286,31.9357,32.7429,33.55,34.3571,35.1643,35.9714,36.7786,37.5857,38.3929,39.2,37.32,35.44,33.56,31.68,29.8,37.7833,45.7667,53.75,61.7333,69.7167,77.7
"South Africa",2.9,3.22,3.54,3.86,4.18,4.5,4.8222,5.1444,5.4667,5.7889,6.1111,6.4333,6.7556,7.0778,7.4,7.54,7.68,7.82,7.96,8.1,8.38,8.66,8.94,9.22,9.5,,,,,,
"South Korea",14.6,15.18,15.76,16.34,16.92,17.5,18.7889,20.0778,21.3667,22.6556,23.9444,25.2333,26.5222,27.8111,29.1,28.22,27.34,26.46,25.58,24.7,25.34,25.98,26.62,27.26,27.9,33.3167,38.7333,44.15,49.5667,54.9833,60.4
Spain,9.7,8.6,7.5,6.4,5.3,4.2,4.6778,5.1556,5.6333,6.1111,6.5889,7.0667,7.5444,8.0222,8.5,8.36,8.22,8.08,7.94,7.8,8.78,9.76,10.74,11.72,12.7,18.4167,24.1333,29.85,35.5667,41.2833,47
Sweden,,,,,,18.3,18.4778,18.6556,18.8333,19.0111,19.1889,19.3667,19.5444,19.7222,19.9,22.92,25.94,28.96,31.98,35,32.52,30.04,27.56,25.08,22.6,29.85,37.1,44.35,51.6,58.85,66.1
Switzerland,,,,,,16.1,18.6929,21.2857,23.8786,26.4714,29.0643,31.6571,34.25,36.8429,39.4357,42.0286,44.6214,47.2143,49.8071,52.4,53.4364,54.4727,55.5091,56.5455,57.5818,58.6182,59.6545,60.6909,61.7273,62.7636,63.8
Taiwan,,,,,,21.7,21.8857,22.0714,22.2571,22.4429,22.6286,22.8143,23,23.1857,23.3714,23.5571,23.7429,23.9286,24.1143,24.3,23.22,22.14,21.06,19.98,18.9,27.1667,35.4333,43.7,51.9667,60.2333,68.5
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.8
Tanzania,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,
Thailand,,,,,,,,,,,,,,,,,,,,7.2,7.2,7.2,7.2,7.2,7.2,13.2167,19.2333,25.25,31.2667,37.2833,43.3
"Trinidad and Tobago",,,,,,,,,,,,,,,,,,,,3.1,3.2,3.3,3.4,3.5,3.6,,,,,,
Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,4.8,14.7667,24.7333,34.7,44.6667,54.6333,64.6
Turkey,3.1,2.82,2.54,2.26,1.98,1.7,1.8444,1.9889,2.1333,2.2778,2.4222,2.5667,2.7111,2.8556,3,3.86,4.72,5.58,6.44,7.3,7.4,7.5,7.6,7.7,7.8,11.4333,15.0667,18.7,22.3333,25.9667,29.6
Uganda,,,,,,,,,,,,,,,3.2,,,,,,,,,,,,,,,,
Ukraine,,,,,,11.6,11.25,10.9,10.55,10.2,9.85,9.5,9.15,8.8,8.45,8.1,7.75,7.4,7.05,6.7,7.74,8.78,9.82,10.86,11.9,,,,,,
"United Kingdom",,,,,,12.7,12.9857,13.2714,13.5571,13.8429,14.1286,14.4143,14.7,14.9857,15.2714,15.5571,15.8429,16.1286,16.4143,16.7,19.8182,22.9364,26.0545,29.1727,32.2909,35.4091,38.5273,41.6455,44.7636,47.8818,51
"United States",,,,,,10.1,10.7778,11.4556,12.1333,12.8111,13.4889,14.1667,14.8444,15.5222,16.2,15.7,15.2,14.7,14.2,13.7,13.54,13.38,13.22,13.06,12.9,20,27.1,34.2,41.3,48.4,55.5
Uruguay,,,,,,17.7,17.5929,17.4857,17.3786,17.2714,17.1643,17.0571,16.95,16.8429,16.7357,16.6286,16.5214,16.4143,16.3071,16.2,14.86,13.52,12.18,10.84,9.5,,,,,,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,28.4,,,,,,
Venezuela,,,,,,2.5,3.1667,3.8333,4.5,5.1667,5.8333,6.5,7.1667,7.8333,8.5,,,,,,,,,,,,,,,,
Vietnam,,,,,,,,,,,,,,,14.4,16.6,18.8,21,23.2,25.4,26.8727,28.3455,29.8182,31.2909,32.7636,34.2364,35.7091,37.1818,38.6545,40.1273,41.6
"West Bank and Gaza",,,,,,,,,,,,,,,,,,,,,,,,,2.8,,,,,,
Yemen,,,,,,,,,,,,,,,,,,,,,,,,,4.2,,,,,,
Zambia,,,,,,,,,,,,,,,,,,,,5.3,,,,,,,,,,,
Zimbabwe,,,,,,,,,,,,,,,1.8,1.92,2.04,2.16,2.28,2.4,2.52,2.64,2.76,2.88,3,8.4,13.8,19.2,24.6,30,35.4
