Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Afghanistan,,,,,,,,,,,,,1063.635574,1099.194507,1062.24936,1136.123214,1161.124889,1284.775213,1298.143159,1531.173993,1614.255001,1660.739856,1839.273579,1814.155825,1780.382366,1747.978457,1739.583177
Albania,4557.389238,3228.305441,3014.09063,3323.661433,3621.690078,4128.8,4532.604091,4066.722131,4461.074046,5095.542134,5469.995112,5960.002072,6230.848748,6615.291024,7022.281886,7462.106753,7917.167783,8447.882285,9153.98144,9524.609811,9927.135147,10207.70067,10369.76166,10504.09309,10715.32958,11024.91511,11424.62832
Algeria,10236.53328,9869.192023,9815.169097,9399.772172,9125.997593,9295.141003,9509.402113,9461.071024,9796.445772,9968.668377,10210.69525,10381.87509,10826.16256,11459.54946,11796.83062,12322.11426,12348.11043,12570.27725,12660.02309,12647.16054,12870.21624,12989.95496,13161.56646,13253.21751,13482.933,13724.31175,13974.66622
Angola,4394.330141,4209.482089,3793.64554,2763.824621,2770.127244,2966.554626,3205.950938,3365.98383,3498.725632,3511.198573,3508.905125,3540.232025,3184.025946,3234.996579,3461.018084,3949.2728,4601.115488,5443.126215,5978.334873,5908.051427,5895.114088,5911.254334,5998.638601,6185.013829,6260.132681,6231.067992,6024.726138
"Antigua and Barbuda",16380.49102,16585.1376,16502.64083,16998.62957,17683.18175,16475.80288,17097.42546,17543.16677,17887.23174,18101.62035,18800.29422,17514.73761,17457.11349,18305.90481,19158.17103,20135.46636,22450.19691,24245.75441,23969.56684,20836.17996,19147.97056,18602.42536,19105.1154,18862.81676,19521.30058,20113.75355,20777.61308
Argentina,10815.71512,12015.6271,13266.05286,13861.94618,14481.1082,13893.52266,14485.50768,15479.37913,15894.55805,15186.1302,14899.87005,14085.57518,12412.60599,13361.40004,14410.15052,15518.67851,16592.26489,17900.70634,18436.86247,17168.37894,18712.06308,19629.35185,19224.8744,19482.1903,18797.54795,19101.29739,18479.44221
Armenia,3742.437371,3335.601899,1976.529236,1845.319707,1992.019486,2173.36283,2336.516561,2441.181833,2639.949318,2744.430205,2924.74738,3224.141275,3669.44339,4206.975118,4673.984726,5356.614424,6110.226191,7010.627056,7558.361648,6532.964231,6702.848006,7022.103943,7511.132482,7727.929092,7971.117928,8180.050057,8174.366732
Aruba,,,,,,,,,,,,,,,,,,,,,,35973.78051,,,,,
Australia,28582.7073,28114.78875,27896.93879,28747.48338,29597.26586,30379.18965,31166.63041,32036.55562,33112.11252,34374.98404,35281.39536,35480.69861,36400.72744,37057.49141,38148.91919,38854.8372,39426.0204,40649.66422,41316.60005,41207.12899,41384.92355,41782.28494,42561.12067,42920.10448,43395.57144,43832.42622,44414.02948
Austria,31265.28727,32020.02695,32332.57198,32235.9771,32883.52104,33709.19759,34471.07587,35191.2697,36404.09971,37637.70205,38812.05097,39185.92301,39639.28699,39744.93866,40567.86386,41154.96057,42324.05645,43714.89634,44252.5353,42459.9772,43174.97631,44237.96032,44365.12853,44161.53635,44122.65041,44074.94775,44143.70016
Azerbaijan,8513.310693,8323.499345,6345.517,4806.132702,3807.507907,3319.767349,3329.134804,3488.410025,3801.002521,4046.607467,4458.998423,4862.619031,5338.076318,5891.137108,6435.448129,8051.674838,10711.18227,13243.21286,14364.99423,15393.89329,15950.25746,15754.15236,15888.218,16593.18876,16715.10552,16698.86365,15994.00974
Bahamas,24281.34547,22840.04445,21552.10186,21217.34776,21510.25541,22111.12642,22749.41261,22961.26821,23788.08799,25182.63262,25847.34673,26067.03495,26250.56487,25377.69268,25063.55961,25385.38671,25514.32426,25392.08134,24350.3814,22925.96726,22895.06574,22674.72782,23029.42168,22714.76699,22303.58786,21670.11756,21481.7261
Bahrain,35578.04914,38499.51917,40029.0332,44074.78878,42894.66051,43464.44155,44080.28295,44201.51429,44901.9633,45152.11125,45537.17006,44467.90563,43718.54273,43759.07496,43929.1023,43773.57182,43237.84821,43321.2836,42776.89515,41256.06213,41107.47661,40696.15097,41502.43297,43245.06316,44417.52037,44507.82996,
Bangladesh,1287.933664,1301.699659,1341.763341,1374.418906,1397.318619,1437.639731,1470.907452,1504.87169,1550.318035,1590.251667,1641.958768,1692.829119,1725.632005,1775.978154,1838.76198,1929.938743,2031.271293,2148.473993,2252.168733,2339.865769,2442.728888,2570.850145,2706.586745,2835.76662,2973.041565,3132.56754,3319.353556
Barbados,13298.42417,12735.71376,11968.13768,12022.3843,12219.82163,12422.64274,12867.61991,13426.92457,13876.90897,13871.80906,14439.86078,14054.37501,14124.18413,14389.51263,14547.42989,15073.56173,15868.37106,16083.36667,16078.99467,15365.46499,15345.60763,15404.78523,15396.7603,15335.33379,15297.58415,15390.32705,15588.26899
Belarus,8353.906047,8249.610882,7441.588306,6860.581884,6065.001921,5451.83344,5623.239942,6290.914228,6851.859598,7114.684858,7562.883892,7960.985943,8416.042448,9072.066058,10180.00284,11213.24927,12410.33002,13539.60222,14972.2689,15035.6998,16235.17134,17166.69564,17479.92914,17656.11896,17944.20951,17229.55466,16742.2555
Belgium,30701.20391,31148.02056,31496.74312,31072.16718,31976.15556,32670.21407,33126.04789,34272.05349,34874.5555,36034.48673,37253.46682,37426.88056,37922.79611,38056.85175,39269.8099,39872.38554,40600.18337,41672.43201,41653.48744,40375.48685,41086.56154,41248.6927,41006.42173,40780.87218,41355.16202,41723.12373,41945.69212
Belize,5164.848294,5600.285306,6171.287552,6449.14259,6329.356375,6207.325586,6098.21101,6088.447432,6078.194025,6370.062852,6959.303816,7088.549935,7246.146465,7718.150044,7873.492168,7871.591678,8020.803924,7901.213708,7949.629143,7808.309416,7875.255948,7855.698287,7974.262913,7903.471036,8050.287621,8061.331847,7831.454486
Benin,1462.677421,1473.862526,1465.570579,1497.74264,1476.539343,1515.06774,1531.642807,1571.169061,1585.785066,1621.900868,1666.467464,1703.01513,1728.696879,1734.6953,1757.902979,1735.97415,1752.95774,1805.622568,1841.249801,1831.762518,1818.778461,1820.894693,1855.843428,1934.595772,2001.129161,1987.167146,2009.961384
Bermuda,40553.25852,39322.10918,39584.32986,40557.22016,40518.40782,41999.25946,42816.96324,44514.10942,45911.6865,47199.84145,51140.23684,54245.14964,53096.92549,54549.80116,55452.63888,56017.19162,58784.59329,60117.45991,60675.98209,57151.91913,56395.0078,54984.51039,52137.30037,50669.31477,,,
