Country,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Albania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.33530059,10.4780547,13.57379569,8.12369749,9.182805682,3.85148085,6.45998328,5.773546874,5.86321179,7.036034622,6.568340444,5.944832523,1.921934227,4.865414858,3.547499306,1.139629953,2.217011012,0.660687075,3.124736208,4.169018296
Algeria,-13.54293345,-28.98802728,22.23949003,0.94055675,0.875376808,-8.633434129,8.069504574,8.519036478,6.908309462,3.387501907,-12.41766912,24.55316699,0.433914967,4.767712713,1.458098985,4.556168863,2.314273613,5.552415731,2.772582941,-2.008334184,-0.332612946,3.257690688,2.706349355,2.24209178,0.680358,-1.487795325,-3.41679976,-4.765105162,1.64756627,-1.855159066,-5.238740769,0.048350163,-3.065761186,-3.491827213,0.656818714,1.889218866,0.24888338,4.448899325,0.981022879,1.088371249,4.486808605,3.159109878,5.950657827,2.164918358,2.602338841,1.274859393,5.772645101,1.768004193,-0.23590973,2.620017522,-0.175681419,0.171700693,0.340027315,1.672876238,1.622604903,2.186094458
Angola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.567648871,-5.345422273,,,,,,,,,,,,,,
"Antigua and Barbuda",,,,,,,,,,,,,,,,,,,,,,-0.180495879,8.342823402,11.98260179,8.048997195,0.658538874,8.699015224,10.85465249,3.230556089,3.315034659,4.812430025,0.283824186,4.803019169,3.824424495,-6.920744832,4.351613707,3.517087832,2.334170529,1.037251604,1.355018932,-4.597233272,-2.373575993,5.496536472,4.235790417,6.003136497,11.50545076,8.176403952,-1.609759089,-12.84300627,-6.742853108,-3.567403172,1.942533916,0.372238544,3.210283831,3.493795783,3.066524673
Argentina,3.795995464,-2.578640165,-6.714622704,8.518681004,8.975163305,-0.717726011,-1.91047841,1.415822639,8.951703665,-1.644244335,9.107352531,-2.61295139,2.98743912,3.752552323,-0.65340756,-4.792747663,4.494491264,-5.760727392,8.299612467,2.594090716,-8.515767703,-9.868875721,2.591148314,1.142855892,-9.177252569,7.231973285,1.250806714,-3.720339713,-12.65166645,0.516837772,12.45194924,11.69971759,5.086236581,4.312325474,-4.390610275,4.010029922,6.728578601,2.318221714,-4.574255145,-1.922281885,-5.63405461,-15.90877941,8.940899597,8.353887584,9.942124869,7.440982774,8.617849227,3.08183956,-7.447832424,8.545115933,5.476469156,-1.545429433,1.589658636,-3.397291742,1.754877295,-3.674530438
Armenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.053811514,-52.3211927,5.086718984,19.3164137,9.014967104,10.65388981,7.811334054,5.210135115,3.746829563,6.350158882,10.5664765,14.57929613,14.28307806,10.68574489,15.99780632,14.67662842,15.47944513,8.304561855,-15.18894713,3.479153129,3.246713067,7.32931284,4.771886977,1.763561539,2.099108955,-1.857987956
Australia,0.570618251,-0.866658708,3.941571204,4.945247527,4.149551787,-0.005003764,4.993282299,2.899720517,4.840528727,5.074701877,0.637354297,2.186650287,1.015075148,1.746210537,0.215427333,1.094677518,2.447414899,-0.278110522,2.858104553,1.581821059,1.964358089,1.662847059,-3.175325694,2.72916302,3.322487522,2.305547876,0.945337401,3.923334853,1.49595647,1.404599025,-1.692529331,-0.104642531,3.560363131,3.022063662,2.062301336,2.482491033,2.959956983,3.577117088,3.871019219,2.862062968,0.629354839,2.664937482,1.7152679,2.876545551,0.940860523,1.226192528,2.444492021,1.998406881,0.293660937,0.047049466,0.656465888,2.941117066,1.505733872,0.977732934,1.644249135,1.352078479
Austria,4.956201509,2.021350833,3.472148291,5.420218315,2.80968989,4.921269862,2.132187298,3.766052856,6.022166459,5.682388404,4.739848114,5.438312498,4.263587085,4.064849111,-0.177855616,4.596854825,4.971759181,-0.133544791,5.661717377,1.857909621,-0.341342869,2.062487726,3.177524323,0.088345027,2.527372304,1.83786196,1.258885305,3.659324819,3.735856988,3.706882379,1.921012354,0.836585799,-0.233134364,1.815387665,2.133380138,2.780387379,1.73160951,3.226874071,3.025343097,3.010804161,0.646971519,2.023007252,0.566030061,2.114258849,1.278259112,3.451367904,2.800305061,2.169958513,-4.769212284,2.564332955,1.949857529,0.051975178,-0.306484262,-0.139180498,-0.852212273,0.527963248
Azerbaijan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.11127374,-1.081083673,6.428744357,8.910635036,5.800267519,5.234406841,8.731103052,9.295864816,10.28398827,6.342147556,15.24416561,28.68207767,17.19522938,17.29767312,16.88137182,6.131188206,-3.439431777,3.054699345,5.520948711,3.474556812,,
Bahamas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.388884651,-6.127922192,-2.975523558,-2.846144494,1.299795156,18.72833126,9.87762576,-17.8868647,6.741580647,4.652471227,2.346348282,0.720589486,0.61573947,-2.724614588,-0.902168628,-0.073899509,0.19160064,-0.581227104,-2.317077879,-6.63299531,-1.086224817,-0.748785775,1.250568895,-2.00017892,-2.99367563,-2.515620539,-1.112530277
