Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Jamaica,521.28,521.252,521.224,521.196,521.168,521.14,521.112,521.084,521.056,521.028,521,524.745,528.49,532.235,535.98,539.725,543.47,547.215,550.96,554.705,558.45,562.252,566.054,569.856,573.658,577.46,581.34,585.23,589.12,593,596.89
Japan,24950,24942.6,24935.2,24927.8,24920.4,24913,24905.6,24898.2,24890.8,24883.4,24876,24885,24894,24903,24912,24921,24930,24939,24948,24957,24966,24961.6,24957.2,24952.8,24948.4,24944,24940,24935,24935,24935,24935
Jordan,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5
Kazakhstan,3162.24,3161.709,3161.178,3160.647,3160.116,3159.585,3159.054,3158.523,3157.992,3157.461,3156.93,3149.455,3141.98,3134.505,3127.03,3119.555,3112.08,3104.605,3097.13,3089.655,3082.18,3127.436,3172.692,3217.948,3263.204,3308.46,3337.71,3366.96,3396.2,3425.44,3454.68
Kenya,3858.54,3868.805,3879.07,3889.335,3899.6,3909.865,3920.13,3930.395,3940.66,3950.925,3961.19,3926.705,3892.22,3857.735,3823.25,3788.765,3754.28,3719.795,3685.31,3650.825,3616.34,3597.554,3578.768,3559.982,3541.196,3522.41,3551.97,3581.53,3611.09,3611.09,3611.09
Kiribati,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18
Kuwait,3.45,3.59,3.73,3.87,4.01,4.15,4.29,4.43,4.57,4.71,4.85,4.99,5.13,5.27,5.41,5.55,5.69,5.83,5.97,6.11,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25
Kyrgyzstan,1136.42,1140.868,1145.316,1149.764,1154.212,1158.66,1163.108,1167.556,1172.004,1176.452,1180.9,1185.778,1190.656,1195.534,1200.412,1205.29,1210.168,1215.046,1219.924,1224.802,1229.68,1234.106,1238.532,1242.958,1247.384,1251.81,1256.24,1260.66,1278.9,1297.14,1315.38
Laos,17843,17801.2,17759.4,17717.6,17675.8,17634,17592.2,17550.4,17508.6,17466.8,17425,17376.55,17328.1,17279.65,17231.2,17182.75,17134.3,17085.85,17037.4,16988.95,16940.5,16906,16871.5,16837,16802.5,16768,16733.5,16699,16664.5,16630,16595.5
Latvia,3173,3179.8,3186.6,3193.4,3200.2,3207,3213.8,3220.6,3227.4,3234.2,3241,3254.112,3267.224,3280.336,3293.448,3306.56,3319.672,3332.784,3345.896,3359.008,3372.12,3375.984,3379.848,3383.712,3387.576,3391.44,3395.31,3399.18,3403.05,3406.92,3410.79
Lebanon,139.7,139.548,139.396,139.244,139.092,138.94,138.788,138.636,138.484,138.332,138.18,138.097,138.014,137.931,137.848,137.765,137.682,137.599,137.516,137.433,137.35,137.946,138.542,139.138,139.734,140.33,140.93,141.53,142.13,142.73,143.33
Lesotho,34.52,34.52,34.52,34.52,34.52,34.52,34.52,34.52,34.52,34.52,34.52,34.52,34.52,34.52,34.52,34.52,34.52,34.52,34.52,34.52,34.52,34.52,34.52,34.52,34.52,34.52,34.52,34.52,34.52,34.52,34.52
Liberia,8525.24,8494.98,8464.72,8434.46,8404.2,8373.94,8343.68,8313.42,8283.16,8252.9,8222.64,8192.38,8162.12,8131.86,8101.6,8071.34,8041.08,8010.82,7980.56,7950.3,7920.04,7889.78,7859.52,7829.26,7799,7768.74,7738.48,7708.22,7677.96,7647.7,7617.44
Libya,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217
Liechtenstein,6.5,6.52,6.54,6.56,6.58,6.6,6.62,6.64,6.66,6.68,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7
Lithuania,1945,1952.5,1960,1967.5,1975,1982.5,1990,1997.5,2005,2012.5,2020,2035,2050,2065,2080,2095,2110,2125,2140,2155,2170,2173.4,2176.8,2180.2,2183.6,2187,2190,2196,2198,2200,2201
Luxembourg,85.8,85.89,85.98,86.07,86.16,86.25,86.34,86.43,86.52,86.61,86.7,86.9,87.1,87.3,87.5,87.7,87.9,88.1,88.3,88.5,88.7,88.7,88.7,88.7,88.7,88.7,88.7,88.7,88.7,88.7,88.7
Madagascar,13693.45,13627.172,13560.894,13494.616,13428.338,13362.06,13295.782,13229.504,13163.226,13096.948,13030.67,12983.801,12936.932,12890.063,12843.194,12796.325,12749.456,12702.587,12655.718,12608.849,12561.98,12548.762,12535.544,12522.326,12509.108,12495.89,12482.68,12469.46,12456.24,12443.03,12429.81
Malawi,3501.7,3459.7,3417.7,3375.7,3333.7,3291.7,3249.7,3207.7,3165.7,3123.7,3081.7,3039.7,2997.7,2955.7,2913.7,2871.7,2829.7,2787.7,2745.7,2703.7,2661.7,2619.7,2577.7,2535.7,2493.7,2451.7,2409.7,2367.7,2325.7,2283.7,2241.7
Malaysia,20618.5,20525.785,20433.07,20340.355,20247.64,20154.925,20062.21,19969.495,19876.78,19784.065,19691.35,19616.98,19542.61,19468.24,19393.87,19319.5,19245.13,19170.76,19096.39,19022.02,18947.65,19050.964,19154.278,19257.592,19360.906,19464.22,19314.64,19264.49,19214.34,19164.19,19114.04
Maldives,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82
Mali,13296,13296,13296,13296,13296,13296,13296,13296,13296,13296,13296,13296,13296,13296,13296,13296,13296,13296,13296,13296,13296,13296,13296,13296,13296,13296,13296,13296,13296,13296,13296
Malta,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.38,0.42,0.46,0.46,0.46
"Marshall Islands",9.4,9.4,9.4,9.4,9.4,9.4,9.4,9.4,9.4,9.4,9.4,9.4,9.4,9.4,9.4,9.4,9.4,9.4,9.4,9.4,9.4,9.4,9.4,9.4,9.4,9.4,9.4,9.4,9.4,9.4,9.4
Martinique,47.84,47.93,48.02,48.11,48.2,48.29,48.38,48.47,48.56,48.65,48.74,48.895,49.05,49.205,49.36,49.515,49.67,49.825,49.98,50.135,50.29,50.49,50.69,50.89,51.09,51.29,51.49,51.69,51.89,52.09,52.29
Mauritania,476.04,470.6,465.16,459.72,454.28,448.84,443.4,437.96,432.52,427.08,421.64,416.2,410.76,405.32,399.88,394.44,389,383.56,378.12,372.68,367.24,361.8,356.36,350.92,345.48,340.04,334.6,329.2,323.7,318.3,312.8
Mauritius,41.07,41.156,41.242,41.328,41.414,41.5,41.586,41.672,41.758,41.844,41.93,41.576,41.222,40.868,40.514,40.16,39.806,39.452,39.098,38.744,38.39,38.372,38.354,38.336,38.318,38.3,38.29,38.65,38.69,38.73,38.77
Mayotte,19.1,18.757,18.414,18.071,17.728,17.385,17.042,16.699,16.356,16.013,15.67,15.544,15.418,15.292,15.166,15.04,14.914,14.788,14.662,14.536,14.41,14.356,14.302,14.248,14.194,14.14,14.09,14.04,13.99,13.94,13.89
Mexico,70591.65,70370.62,70149.59,69928.56,69707.53,69486.5,69265.47,69044.44,68823.41,68602.38,68381.35,68237.546,68093.742,67949.938,67806.134,67662.33,67518.526,67374.722,67230.918,67087.114,66943.31,66820.83,66698.35,66575.87,66453.39,66330.91,66203.15,66075.38,65947.61,65819.85,65692.08
Micronesia,63.58,63.608,63.636,63.664,63.692,63.72,63.748,63.776,63.804,63.832,63.86,63.887,63.914,63.941,63.968,63.995,64.022,64.049,64.076,64.103,64.13,64.158,64.186,64.214,64.242,64.27,64.3,64.33,64.36,64.39,64.42
Mongolia,14352,14343.19,14334.38,14325.57,14316.76,14307.95,14299.14,14290.33,14281.52,14272.71,14263.9,14255.9,14247.9,14239.9,14231.9,14223.9,14215.9,14207.9,14199.9,14191.9,14183.9,14182.786,14181.672,14180.558,14179.444,14178.33,14177.22,14176.11,14175,14173.89,14172.78
Montenegro,626,626,626,626,626,626,626,626,626,626,626,646.1,666.2,686.3,706.4,726.5,746.6,766.7,786.8,806.9,827,827,827,827,827,827,827,827,827,827,827
Montserrat,3.5,3.4,3.3,3.2,3.1,3,2.9,2.8,2.7,2.6,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Morocco,5485.29,5487.415,5489.54,5491.665,5493.79,5495.915,5498.04,5500.165,5502.29,5504.415,5506.54,5523.343,5540.146,5556.949,5573.752,5590.555,5607.358,5624.161,5640.964,5657.767,5674.57,5676.594,5678.618,5680.642,5682.666,5684.69,5699.79,5711.59,5721.59,5732.09,5742.49
Mozambique,43378,43159,42940,42721,42502,42283,42064,41845,41626,41407,41188,40966.414,40744.828,40523.242,40301.656,40080.07,39858.484,39636.898,39415.312,39193.726,38972.14,38765.712,38559.284,38352.856,38146.428,37940,37628.29,37406.6,37224.17,36966.11,36743.76
"Burma (Myanmar)",39218.48,38783.443,38348.406,37913.369,37478.332,37043.295,36608.258,36173.221,35738.184,35303.147,34868.11,34525.399,34182.688,33839.977,33497.266,33154.555,32811.844,32469.133,32126.422,31783.711,31441,31151.288,30861.576,30571.864,30282.152,29992.44,29702.73,29413.02,29123.31,28833.6,28543.89
Namibia,8769.17,8698.161,8627.152,8556.143,8485.134,8414.125,8343.116,8272.107,8201.098,8130.089,8059.08,7988.071,7917.062,7846.053,7775.044,7704.035,7633.026,7562.017,7491.008,7419.999,7348.99,7277.982,7206.974,7135.966,7064.958,6993.95,6922.94,6851.93,6780.92,6709.91,6638.9
Nepal,5672,5682.876,5693.752,5704.628,5715.504,5726.38,5737.256,5748.132,5759.008,5769.884,5780.76,5798.887,5817.014,5835.141,5853.268,5871.395,5889.522,5907.649,5925.776,5943.903,5962.03,5962.03,5962.03,5962.03,5962.03,5962.03,5962.03,5962.03,5962.03,5962.03,5962.03
Netherlands,345.33,346.747,348.164,349.581,350.998,352.415,353.832,355.249,356.666,358.083,359.5,360.898,362.296,363.694,365.092,366.49,367.888,369.286,370.684,372.082,373.48,371.75,370.02,368.29,366.56,364.83,365.76,366.7,367.63,368.57,369.5
"New Caledonia",831.13,831.802,832.474,833.146,833.818,834.49,835.162,835.834,836.506,837.178,837.85,837.967,838.084,838.201,838.318,838.435,838.552,838.669,838.786,838.903,839.02,838.92,838.82,838.72,838.62,838.52,838.42,838.32,838.22,838.12,838.02
"New Zealand",9372.27,9420.087,9467.904,9515.721,9563.538,9611.355,9659.172,9706.989,9754.806,9802.623,9850.44,9850.208,9849.976,9849.744,9849.512,9849.28,9849.048,9848.816,9848.584,9848.352,9848.12,9847.818,9847.516,9847.214,9846.912,9846.61,9846.75,9850.85,9855.15,9865.52,9892.59
Nicaragua,6399.32,6299.32,6199.32,6099.32,5999.32,5899.32,5799.32,5699.32,5599.32,5499.32,5399.32,5278.203,5157.086,5035.969,4914.852,4793.735,4672.618,4551.501,4430.384,4309.267,4188.15,4132.026,4075.902,4019.778,3963.654,3907.53,3807.53,3707.53,3607.53,3507.53,3407.53
Niger,1945,1883.31,1821.62,1759.93,1698.24,1636.55,1574.86,1513.17,1451.48,1389.79,1328.1,1315.68,1303.26,1290.84,1278.42,1266,1253.58,1241.16,1228.74,1216.32,1203.9,1191.48,1179.06,1166.64,1154.22,1141.8,1129.38,1116.96,1104.54,1092.12,1079.7
Nigeria,26526.09,26362.785,26199.48,26036.175,25872.87,25709.565,25546.26,25382.955,25219.65,25056.345,24893.04,24729.734,24566.428,24403.122,24239.816,24076.51,23913.204,23749.898,23586.592,23423.286,23259.98,23096.674,22933.368,22770.062,22606.756,22443.45,22280.15,22116.85,21953.55,21790.25,21626.95
Niue,18.93,18.92,18.91,18.9,18.89,18.88,18.87,18.86,18.85,18.84,18.83,18.824,18.818,18.812,18.806,18.8,18.794,18.788,18.782,18.776,18.77,18.78,18.79,18.8,18.81,18.82,18.83,18.84,18.85,18.86,18.87
"Norfolk Island",0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49
"Macedonia (F.Y.R.O.M.)",912,916.555,921.11,925.665,930.22,934.775,939.33,943.885,948.44,952.995,957.55,957.838,958.126,958.414,958.702,958.99,959.278,959.566,959.854,960.142,960.43,967.224,974.018,980.812,987.606,994.4,1001.67,1001.49,1001.49,1001.49,1001.49
"Northern Mariana Islands",33.61,33.445,33.28,33.115,32.95,32.785,32.62,32.455,32.29,32.125,31.96,31.796,31.632,31.468,31.304,31.14,30.976,30.812,30.648,30.484,30.32,30.154,29.988,29.822,29.656,29.49,24.36,24.36,24.36,24.36,24.36
Norway,12132,12130.1,12128.2,12126.3,12124.4,12122.5,12120.6,12118.7,12116.8,12114.9,12113,12111.9,12110.8,12109.7,12108.6,12107.5,12106.4,12105.3,12104.2,12103.1,12102,12109.8,12117.6,12125.4,12133.2,12141,12148.8,12156.6,12164.4,12172.2,12180
Oman,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.8,2.7,2.6,2.5,2.5
Pakistan,4986.79,4939.237,4891.684,4844.131,4796.578,4749.025,4701.472,4653.919,4606.366,4558.813,4511.26,4469.507,4427.754,4386.001,4344.248,4302.495,4260.742,4218.989,4177.236,4135.483,4093.73,4061.504,4029.278,3997.052,3964.826,3932.6,3868.24,3849.92,3808.58,3767.24,3725.9
Palau,38.15,38.293,38.436,38.579,38.722,38.865,39.008,39.151,39.294,39.437,39.58,39.678,39.776,39.874,39.972,40.07,40.168,40.266,40.364,40.462,40.56,40.646,40.732,40.818,40.904,40.99,41.08,41.16,41.25,41.33,41.41
"West Bank and Gaza",9.08,9.08,9.08,9.08,9.08,9.08,9.08,9.08,9.08,9.08,9.08,9.167,9.254,9.341,9.428,9.515,9.602,9.689,9.776,9.863,9.95,9.988,10.026,10.064,10.102,10.14,10.14,10.14,10.14,10.14,10.14
Panama,4607.4,4590.874,4574.348,4557.822,4541.296,4524.77,4508.244,4491.718,4475.192,4458.666,4442.14,4430.725,4419.31,4407.895,4396.48,4385.065,4373.65,4362.235,4350.82,4339.405,4327.99,4316.574,4305.158,4293.742,4282.326,4270.91,4259.5,4248.08,4236.67,4225.25,4213.84
"Papua New Guinea",36399.68,36387.509,36375.338,36363.167,36350.996,36338.825,36326.654,36314.483,36302.312,36290.141,36277.97,36268.062,36258.154,36248.246,36238.338,36228.43,36218.522,36208.614,36198.706,36188.798,36178.89,36147.996,36117.102,36086.208,36055.314,36024.42,35989.88,35956.35,35922.82,35889.29,35855.76
Paraguay,25545.86,25290.439,25035.018,24779.597,24524.176,24268.755,24013.334,23757.913,23502.492,23247.071,22991.65,22649.506,22307.362,21965.218,21623.074,21280.93,20938.786,20596.642,20254.498,19912.354,19570.21,19155.956,18741.702,18327.448,17913.194,17498.94,17333.13,16940.27,16660.93,16381.6,16102.26
Peru,76448.54,76333.469,76218.398,76103.327,75988.256,75873.185,75758.114,75643.043,75527.972,75412.901,75297.83,75173.027,75048.224,74923.421,74798.618,74673.815,74549.012,74424.209,74299.406,74174.603,74049.8,73878.746,73707.692,73536.638,73365.584,73194.53,73010.28,72834.78,72676.04,72503.2,72330.37
Philippines,7778.81,7731.855,7684.9,7637.945,7590.99,7544.035,7497.08,7450.125,7403.17,7356.215,7309.26,7262.306,7215.352,7168.398,7121.444,7074.49,7027.536,6980.582,6933.628,6886.674,6839.72,6874.606,6909.492,6944.378,6979.264,7014.15,7049.04,7083.93,7118.81,7153.7,7188.59
Pitcairn,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Poland,8882,8899.7,8917.4,8935.1,8952.8,8970.5,8988.2,9005.9,9023.6,9041.3,9059,9086,9113,9140,9167,9194,9221,9248,9275,9302,9329,9347.2,9365.4,9383.6,9401.8,9420,9435,9447,9459,9471,9483
Portugal,3399,3387.2,3375.4,3363.6,3351.8,3340,3328.2,3316.4,3304.6,3292.8,3281,3278.1,3275.2,3272.3,3269.4,3266.5,3263.6,3260.7,3257.8,3254.9,3252,3264,3276,3288,3300,3312,3312,3312,3312,3312,3312
"Puerto Rico",320.33,331.212,342.094,352.976,363.858,374.74,385.622,396.504,407.386,418.268,429.15,435.38,441.61,447.84,454.07,460.3,466.53,472.76,478.99,485.22,491.45,491.936,492.422,492.908,493.394,493.88,494.37,494.86,495.35,495.84,496.33
"South Korea",6551,6543.5,6536,6528.5,6521,6513.5,6506,6498.5,6491,6483.5,6476,6467.1,6458.2,6449.3,6440.4,6431.5,6422.6,6413.7,6404.8,6395.9,6387,6377,6367,6357,6347,6337,6325,6317,6307,6297,6287
Moldova,325.4,327.3,329.2,331.1,333,334.9,336.8,338.7,340.6,342.5,344.4,347.41,350.42,353.43,356.44,359.45,362.46,365.47,368.48,371.49,374.5,376.88,379.26,381.64,384.02,386.4,386.5,386.5,386.5,386.5,386.5
Reunion,87.95,88.252,88.554,88.856,89.158,89.46,89.762,90.064,90.366,90.668,90.97,91.272,91.574,91.876,92.178,92.48,92.782,93.084,93.386,93.688,93.99,94.4,94.81,95.22,95.63,96.04,96.52,97,97.48,97.96,98.44
Romania,6371,6370.5,6370,6369.5,6369,6368.5,6368,6367.5,6367,6366.5,6366,6380.9,6395.8,6410.7,6425.6,6440.5,6455.4,6470.3,6485.2,6500.1,6515,6592.192,6669.384,6746.576,6823.768,6900.96,6929.05,6929.05,6929.05,6929.05,6929.05
Russia,808949.9,808981.76,809013.62,809045.48,809077.34,809109.2,809141.06,809172.92,809204.78,809236.64,809268.5,809855.21,810441.92,811028.63,811615.34,812202.05,812788.76,813375.47,813962.18,814548.89,815135.6,815094.572,815053.544,815012.516,814971.488,814930.46,815121.03,815311.6,815311.6,815311.6,815311.6
Rwanda,317,314,311,308,305,302,299,296,293,290,287,284.8,282.6,280.4,278.2,276,273.8,271.6,269.4,267.2,265,266,267,268,269,270,272,273,274,275,276
"Saint Bartholomew",0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17
"Saint Helena",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"Saint Kitts and Nevis",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"Saint Lucia",21.27,21.244,21.218,21.192,21.166,21.14,21.114,21.088,21.062,21.036,21.01,20.986,20.962,20.938,20.914,20.89,20.866,20.842,20.818,20.794,20.77,20.77,20.77,20.77,20.77,20.77,20.77,20.77,20.77,20.77,20.77
"Saint Pierre and Miquelon",1.9,1.877,1.854,1.831,1.808,1.785,1.762,1.739,1.716,1.693,1.67,1.647,1.624,1.601,1.578,1.555,1.532,1.509,1.486,1.463,1.44,1.418,1.396,1.374,1.352,1.33,1.31,1.29,1.26,1.24,1.22
"Saint Vincent and Grenadines",27.54,27.64,27.74,27.84,27.94,28.04,28.14,28.24,28.34,28.44,28.54,28.54,28.54,28.54,28.54,28.54,28.54,28.54,28.54,28.54,28.54,28.54,28.54,28.54,28.54,28.54,28.54,28.54,28.54,28.54,28.54
Samoa,176.13,175.648,175.166,174.684,174.202,173.72,173.238,172.756,172.274,171.792,171.31,170.828,170.346,169.864,169.382,168.9,168.418,167.936,167.454,166.972,166.49,166.006,165.522,165.038,164.554,164.07,163.59,163.11,162.63,162.15,161.67
"San Marino",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Saint Thomas and Principe",58.62,58.594,58.568,58.542,58.516,58.49,58.464,58.438,58.412,58.386,58.36,58.334,58.308,58.282,58.256,58.23,58.204,58.178,58.152,58.126,58.1,57.48,56.86,56.24,55.62,55,54.38,53.76,53.14,52.52,51.9
"Saudi Arabia",977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977
Senegal,9303.16,9258.16,9213.16,9168.16,9123.16,9078.16,9033.16,8988.16,8943.16,8898.16,8853.16,8814.66,8776.16,8737.66,8699.16,8660.66,8622.16,8583.66,8545.16,8506.66,8468.16,8428.16,8388.16,8348.16,8308.16,8268.16,8228.16,8188.16,8148.16,8108.16,8068.16
Serbia,2313,2327.7,2342.4,2357.1,2371.8,2386.5,2401.2,2415.9,2430.6,2445.3,2460,2485.3,2510.6,2535.9,2561.2,2586.5,2611.8,2637.1,2662.4,2687.7,2713,2714.306,2715.612,2716.918,2718.224,2719.53,2720.18,2721.86,2722,2722.22,2722.65
Seychelles,33.7,33.7,33.7,33.7,33.7,33.7,33.7,33.7,33.7,33.7,33.7,33.7,33.7,33.7,33.7,33.7,33.7,33.7,33.7,33.7,33.7,33.7,33.7,33.7,33.7,33.7,33.7,33.7,33.7,33.7,33.7
"Sierra Leone",3126.7,3106.973,3087.246,3067.519,3047.792,3028.065,3008.338,2988.611,2968.884,2949.157,2929.43,2909.703,2889.976,2870.249,2850.522,2830.795,2811.068,2791.341,2771.614,2751.887,2732.16,2712.434,2692.708,2672.982,2653.256,2633.53,2613.8,2594.07,2574.34,2554.61,2534.88
Singapore,14.83,15.048,15.266,15.484,15.702,15.92,16.138,16.356,16.574,16.792,17.01,17.083,17.156,17.229,17.302,17.375,17.448,17.521,17.594,17.667,17.74,17.486,17.232,16.978,16.724,16.47,16.29,16.11,15.93,15.75,15.57
"Saint Martin (Netherlands)",0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37
Slovakia,1902.48,1902.373,1902.266,1902.159,1902.052,1901.945,1901.838,1901.731,1901.624,1901.517,1901.41,1903.06,1904.71,1906.36,1908.01,1909.66,1911.31,1912.96,1914.61,1916.26,1917.91,1918.678,1919.446,1920.214,1920.982,1921.75,1923.37,1925.9,1925.9,1925.9,1925.9
Slovenia,1188,1192.5,1197,1201.5,1206,1210.5,1215,1219.5,1224,1228.5,1233,1234.4,1235.8,1237.2,1238.6,1240,1241.4,1242.8,1244.2,1245.6,1247,1247.2,1247.4,1247.6,1247.8,1248,1245.97,1243.93,1241.9,1239.86,1237.83
"Solomon Islands",2544.91,2544.179,2543.448,2542.717,2541.986,2541.255,2540.524,2539.793,2539.062,2538.331,2537.6,2536.868,2536.136,2535.404,2534.672,2533.94,2533.208,2532.476,2531.744,2531.012,2530.28,2529.548,2528.816,2528.084,2527.352,2526.62,2525.89,2525.16,2524.43,2523.7,2522.97
Somalia,8282.5,8205.75,8129,8052.25,7975.5,7898.75,7822,7745.25,7668.5,7591.75,7515,7438.25,7361.5,7284.75,7208,7131.25,7054.5,6977.75,6901,6824.25,6747.5,6670.75,6594,6517.25,6440.5,6363.75,6287,6210.25,6133.5,6056.75,5980
"South Africa",18142.09,18105.69,18069.29,18032.89,17996.49,17960.09,17923.69,17887.29,17850.89,17814.49,17778.09,17741.69,17705.29,17668.89,17632.49,17596.09,17559.69,17523.29,17486.89,17450.49,17414.09,17377.69,17341.29,17304.89,17268.49,17232.09,17195.69,17159.29,17122.89,17086.49,17050.09
"South Sudan",7157,7157,7157,7157,7157,7157,7157,7157,7157,7157,7157,7157,7157,7157,7157,7157,7157,7157,7157,7157,7157,7157,7157,7157,7157,7157,7157,7157,7157,7157,7157
Spain,13904.66,14223.587,14542.514,14861.441,15180.368,15499.295,15818.222,16137.149,16456.076,16775.003,17093.93,17239.071,17384.212,17529.353,17674.494,17819.635,17964.776,18109.917,18255.058,18400.199,18545.34,18546.508,18547.676,18548.844,18550.012,18551.18,18555.24,18559.3,18563.59,18567.88,18572.17
"Sri Lanka",2350.33,2331.939,2313.548,2295.157,2276.766,2258.375,2239.984,2221.593,2203.202,2184.811,2166.42,2160.14,2153.86,2147.58,2141.3,2135.02,2128.74,2122.46,2116.18,2109.9,2103.62,2108.66,2113.7,2118.74,2123.78,2128.82,2125.66,2122.5,2119.34,2116.18,2113.02
Sudan,23570.31,23395.895,23221.48,23047.065,22872.65,22698.235,22523.82,22349.405,22174.99,22000.575,21826.16,21651.661,21477.162,21302.663,21128.164,20953.665,20779.166,20604.667,20430.168,20255.669,20081.17,19906.922,19732.674,19558.426,19384.178,19209.93,19048.19,18876.03,18703.87,18531.71,18359.55
Suriname,15377.63,15373.954,15370.278,15366.602,15362.926,15359.25,15355.574,15351.898,15348.222,15344.546,15340.87,15336.769,15332.668,15328.567,15324.466,15320.365,15316.264,15312.163,15308.062,15303.961,15299.86,15290.222,15280.584,15270.946,15261.308,15251.67,15240.32,15233.02,15220.78,15208.53,15196.29
Sweden,28063,28073,28083,28093,28103,28113,28123,28133,28143,28153,28163,28154,28145,28136,28127,28118,28109,28100,28091,28082,28073,28054.4,28035.8,28017.2,27998.6,27980,27980,27980,27980,27980,27980
Switzerland,1153.5,1157.768,1162.036,1166.304,1170.572,1174.84,1179.108,1183.376,1187.644,1191.912,1196.18,1200.034,1203.888,1207.742,1211.596,1215.45,1219.304,1223.158,1227.012,1230.866,1234.72,1238.158,1241.596,1245.034,1248.472,1251.91,1255.35,1258.79,1262.23,1265.67,1269.11
Syria,372.08,378.08,384.08,390.08,396.08,402.08,408.08,414.08,420.08,426.08,432.08,438.08,444.08,450.08,456.08,462.08,468.08,474.08,480.08,486.08,492.08,498.08,504.08,510.08,516.08,522.08,522.08,522.08,522.08,522.08,522.08
Tajikistan,408,408.2,408.4,408.6,408.8,409,409.2,409.4,409.6,409.8,410,410,410,410,410,410,410,410,410,410,410,412.36,414.72,417.08,419.44,421.8,421.8,421.8,421.8,422.8,423.8
Thailand,19361,19324.7,19288.4,19252.1,19215.8,19179.5,19143.2,19106.9,19070.6,19034.3,18998,19105.5,19213,19320.5,19428,19535.5,19643,19750.5,19858,19965.5,20073,20070.6,20068.2,20065.8,20063.4,20061,20017,19981,19945,19909,19873
"Timor Leste",963.1,961.7,960.3,958.9,957.5,956.1,954.7,953.3,951.9,950.5,949.1,947.7,946.3,944.9,943.5,942.1,940.7,939.3,937.9,936.5,935.1,933.7,932.3,930.9,929.5,928.1,926.7,925.6,923.9,922.5,921.1
Togo,1361.66,1352.34,1343.02,1333.7,1324.38,1315.06,1305.74,1296.42,1287.1,1277.78,1268.46,1265.501,1262.542,1259.583,1256.624,1253.665,1250.706,1247.747,1244.788,1241.829,1238.87,1235.91,1232.95,1229.99,1227.03,1224.07,1221.11,1218.15,1215.19,1212.23,1209.27
