"Data Item",1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030
"Developing countries",24.2,24.52,24.84,25.16,25.48,25.8,26.12,26.44,26.76,27.08,27.4,27.73,28.06,28.39,28.72,29.05,29.38,29.71,30.04,30.37,30.7,31.09,31.48,31.87,32.26,32.65,33.04,33.43,33.82,34.21,34.6,35.2,35.8,36.4,36.6722,36.9444,37.2167,37.4889,37.7611,38.0333,38.3056,38.5778,38.85,39.1222,39.3944,39.6667,39.9389,40.2111,40.4833,40.7556,41.0278,41.3,41.5667,41.8333,42.1,42.3667,42.6333,42.9,43.1667,43.4333,43.7,43.9667,44.2333,44.5,44.7667,45.0333,45.3
