Country,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
Colombia,12340.899,12699.952,13064.689,13438.645,13824.726,14225.204,14641.72,15075.305,15526.39,15994.889,16480.383,16982.315,17500.171,18033.55,18581.974,19144.223,19721.462,20311.371,20905.059,21490.945,22061.215,22611.986,23146.803,23674.504,24208.021,24756.973,25323.406,25905.127,26502.166,27113.512,27737.9,28375.991,29027.162,29687.094,30350.086,31011.688,31669.776,32324.325,32975.535,33624.444,34271.565,34916.766,35558.682,36195.168,36823.537,37441.977,38049.038,38645.411,39234.062,39819.279,40403.958,40988.909,41572.491,42152.151,42724.163,43285.634,43835.722,44374.572,44901.544,45416.181,45918.097,46406.646,46881.475,47342.981,47791.911,48228.697,48653.419,49065.615,49464.683,49849.818,50220.412,50576.195,50917.275,51243.819,51556.137,51854.482,52138.832,52409.061,52665.091,52906.801,53134.127,53347.083,53545.678,53729.852,53899.499,54054.587,54195.144,54321.271,54433.151,54531.025,54615.1,54685.589,54742.631,54786.301,54816.629,54833.764,54837.879,54829.331,54808.597,54776.226,54732.755,54678.525,54613.824,54539.075,54454.679,54361.02,54258.441,54147.271,54027.841,53900.469,53765.455,53623.078,53473.607,53317.282,53154.335,52985.003,52809.518,52628.051,52440.712,52247.516,52048.553,51844.054,51634.251,51419.202,51198.915,50973.494,50743.134,50508.229,50269.368,50027.303,49782.651,49535.809,49287.042,49036.75,48785.294,48533.022,48280.281,48027.359,47774.516,47521.955,47269.911,47018.607,46768.283,46519.2,46271.567,46025.6,45781.505,45539.411,45299.469,45061.774,44826.403
Comoros,159.459,163.139,166.541,169.752,172.853,175.903,178.946,181.992,185.043,188.097,191.121,194.139,197.198,200.372,203.753,207.424,211.478,215.897,220.575,225.325,230.054,234.644,239.235,244.208,250.104,257.29,265.953,275.9,286.634,297.447,307.829,317.606,326.946,336.096,345.466,355.337,365.76,376.654,387.963,399.632,411.594,423.872,436.448,449.274,462.277,475.394,488.627,501.953,515.385,528.848,542.357,555.888,569.479,583.211,597.228,611.627,626.425,641.62,657.229,673.252,689.692,706.569,723.868,741.5,759.385,777.424,795.601,813.912,832.347,850.91,869.601,888.407,907.306,926.312,945.406,964.591,983.86,1003.211,1022.641,1042.164,1061.775,1081.47,1101.26,1121.119,1141.054,1161.071,1181.144,1201.284,1221.477,1241.703,1261.942,1282.209,1302.467,1322.72,1342.933,1363.098,1383.2,1403.227,1423.17,1443.013,1462.735,1482.329,1501.786,1521.104,1540.271,1559.288,1578.14,1596.83,1615.345,1633.672,1651.809,1669.746,1687.489,1705.017,1722.363,1739.525,1756.494,1773.254,1789.804,1806.118,1822.178,1837.966,1853.485,1868.728,1883.68,1898.357,1912.739,1926.815,1940.586,1954.052,1967.204,1980.049,1992.584,2004.781,2016.646,2028.157,2039.33,2050.158,2060.636,2070.786,2080.599,2090.1,2099.264,2108.11,2116.622,2124.822,2132.686,2140.242,2147.481,2154.425,2161.085
"Congo (Brazzaville)",827.252,844.004,861.706,880.318,899.822,920.218,941.536,963.824,987.142,1011.584,1037.22,1064.111,1092.292,1121.735,1152.412,1184.316,1217.391,1251.703,1287.516,1325.147,1364.812,1406.643,1450.518,1496.047,1542.69,1590.039,1637.941,1686.524,1736.099,1787.129,1839.935,1894.676,1951.195,2009.165,2068.132,2127.77,2188.046,2249.146,2311.348,2375.008,2440.457,2507.772,2577.035,2648.507,2722.497,2799.255,2879.222,2962.47,3048.453,3136.344,3225.727,3315.806,3407.18,3502.519,3605.439,3718.243,3842.365,3976.246,4115.435,4253.712,4386.693,4512.73,4633.363,4751.393,4871.101,4995.648,5125.821,5260.75,5399.895,5542.197,5686.917,5834.089,5984.189,6137.528,6294.495,6455.373,6620.218,6788.982,6961.681,7138.328,7318.887,7503.338,7691.584,7883.415,8078.586,8276.845,8478.096,8682.197,8888.864,9097.765,9308.628,9521.302,9735.722,9951.83,10169.58,10388.945,10609.847,10832.271,11056.291,11282.052,11509.651,11739.09,11970.35,12203.432,12438.366,12675.151,12913.74,13154.112,13396.242,13640.111,13885.679,14132.883,14381.604,14631.675,14882.852,15134.958,15387.848,15641.402,15895.465,16149.866,16404.435,16659.024,16913.527,17167.841,17421.871,17675.54,17928.736,18181.328,18433.193,18684.189,18934.175,19183.029,19430.657,19677.036,19922.151,20165.952,20408.388,20649.319,20888.526,21125.754,21360.802,21593.541,21823.891,22051.84,22277.383,22500.487,22721.089,22939.131,23154.483,23367.025,23576.569
"Cook Islands",15.077,15.41,15.643,15.844,16.071,16.372,16.738,17.155,17.581,17.967,18.259,18.432,18.51,18.565,18.698,18.968,19.409,19.977,20.586,21.09,21.405,21.51,21.422,21.176,20.81,20.349,19.812,19.196,18.57,18.028,17.638,17.43,17.387,17.466,17.594,17.733,17.851,17.97,18.08,18.211,18.356,18.528,18.714,18.869,18.963,18.956,18.815,18.569,18.295,18.124,18.122,18.322,18.702,19.148,19.522,19.71,19.696,19.511,19.212,18.868,18.545,18.257,17.996,17.767,17.588,17.449,17.379,17.38,17.411,17.462,17.515,17.55,17.589,17.63,17.667,17.707,17.745,17.781,17.803,17.838,17.861,17.884,17.903,17.912,17.931,17.934,17.944,17.938,17.945,17.941,17.949,17.952,17.953,17.959,17.956,17.955,17.955,17.951,17.94,17.939,17.945,17.939,17.94,17.946,17.946,17.948,17.938,17.926,17.9,17.881,17.855,17.825,17.797,17.766,17.736,17.701,17.667,17.626,17.589,17.545,17.504,17.46,17.41,17.366,17.321,17.273,17.223,17.167,17.114,17.063,17.004,16.947,16.884,16.826,16.758,16.697,16.623,16.549,16.482,16.409,16.341,16.266,16.193,16.122,16.044,15.975,15.901,15.828,15.761,15.693,15.625
"Costa Rica",959.495,986.156,1015.879,1048.214,1082.877,1119.617,1158.318,1198.942,1241.553,1286.229,1333.04,1381.917,1432.585,1484.51,1537.041,1589.621,1642.186,1694.71,1746.869,1798.311,1848.866,1898.36,1947.048,1995.743,2045.58,2097.407,2151.497,2207.725,2266.154,2326.704,2389.31,2454.129,2521.168,2589.93,2659.781,2730.233,2800.986,2872.211,2944.557,3018.955,3095.995,3175.649,3257.466,3341.004,3425.69,3510.926,3596.732,3682.725,3767.373,3848.723,3925.443,3996.798,4063.204,4125.971,4187.038,4247.841,4308.794,4369.469,4429.508,4488.263,4545.28,4600.474,4654.122,4706.401,4757.575,4807.852,4857.274,4905.769,4953.199,4999.384,5044.179,5087.543,5129.516,5170.112,5209.374,5247.337,5284.011,5319.366,5353.387,5386.063,5417.379,5447.328,5475.941,5503.214,5529.21,5553.946,5577.43,5599.667,5620.65,5640.391,5658.897,5676.163,5692.196,5706.98,5720.467,5732.641,5743.508,5753.074,5761.35,5768.346,5774.07,5778.541,5781.784,5783.794,5784.591,5784.184,5782.598,5779.864,5776.036,5771.204,5765.414,5758.71,5751.1,5742.622,5733.276,5723.098,5712.101,5700.31,5687.714,5674.296,5660.054,5645.014,5629.184,5612.569,5595.167,5576.98,5558.028,5538.372,5518.058,5497.164,5475.768,5453.905,5431.63,5409.025,5386.17,5363.132,5339.973,5316.755,5293.513,5270.32,5247.235,5224.284,5201.52,5178.942,5156.578,5134.448,5112.563,5090.935,5069.572,5048.491,5027.693
Croatia,3850.297,3886.221,3922.674,3959.116,3995.135,4030.414,4064.774,4098.124,4130.491,4161.964,4192.634,4222.502,4251.421,4279.058,4304.986,4328.92,4350.813,4370.856,4389.32,4406.607,4423.072,4438.814,4453.987,4469.036,4484.521,4500.865,4518.101,4536.198,4555.42,4576.033,4598.129,4621.419,4645.413,4669.613,4693.431,4716.117,4737.949,4758.151,4773.683,4780.629,4776.372,4760.003,4732.862,4697.535,4657.802,4616.763,4574.887,4532.399,4491.902,4456.433,4428.072,4408.08,4395.819,4388.946,4383.92,4378.057,4370.699,4362.266,4352.428,4341.084,4328.153,4313.371,4296.526,4277.806,4257.533,4236.016,4213.265,4189.353,4164.783,4140.148,4115.947,4092.378,4069.421,4046.983,4024.852,4002.885,3981.097,3959.537,3938.168,3916.938,3895.784,3874.691,3853.647,3832.582,3811.426,3790.127,3768.66,3747.021,3725.251,3703.422,3681.556,3659.693,3637.797,3615.871,3593.893,3571.86,3549.762,3527.624,3505.433,3483.189,3460.901,3438.574,3416.208,3393.815,3371.405,3348.988,3326.58,3304.18,3281.802,3259.474,3237.205,3215.005,3192.895,3170.881,3148.961,3127.15,3105.456,3083.906,3062.5,3041.28,3020.253,2999.426,2978.835,2958.482,2938.401,2918.615,2899.143,2879.982,2861.13,2842.588,2824.352,2806.419,2788.783,2771.461,2754.435,2737.703,2721.268,2705.114,2689.245,2673.647,2658.317,2643.241,2628.418,2613.828,2599.477,2585.339,2571.418,2557.693,2544.158,2530.795,2517.591
Cuba,5919.993,6051.291,6180.031,6304.523,6424.172,6539.469,6652.09,6764.786,6881.21,7005.481,7141.135,7289.826,7450.402,7618.354,7787.146,7951.933,8110.43,8263.546,8413.327,8563.193,8715.123,8869.961,9025.3,9176.052,9315.373,9438.442,9544.271,9634.68,9711.392,9777.29,9835.177,9884.213,9925.623,9966.733,10017.059,10082.989,10168.087,10269.567,10379.548,10486.509,10582.081,10663.585,10733.363,10794.135,10850.585,10906.043,10961.012,11013.983,11064.097,11110.004,11150.736,11186.542,11217.998,11244.885,11266.941,11284.253,11296.233,11303.687,11309.754,11318.602,11333.051,11354.651,11382.146,11412.167,11439.767,11461.432,11475.982,11484.636,11489.082,11492.046,11495.492,11499.731,11504.042,11508.091,11511.251,11513.023,11513.391,11512.406,11509.562,11504.248,11496,11484.603,11470.131,11452.767,11432.859,11410.652,11386.169,11359.359,11330.341,11299.21,11266.074,11230.978,11193.932,11154.901,11113.815,11070.604,11025.328,10977.998,10928.575,10876.966,10823.142,10767.137,10709.058,10649.031,10587.23,10523.816,10458.975,10392.837,10325.507,10257.079,10187.7,10117.48,10046.706,9975.883,9905.653,9836.515,9768.706,9702.32,9637.454,9574.144,9512.44,9452.369,9393.994,9337.366,9282.517,9229.437,9178.15,9128.517,9080.097,9032.34,8984.796,8937.347,8890.007,8842.749,8795.588,8748.565,8701.613,8654.759,8608.268,8562.501,8517.743,8474.094,8431.528,8389.91,8349.1,8308.995,8269.549,8230.749,8192.699,8155.542,8119.498
Curacao,100.179,104.567,108.284,111.504,114.346,116.916,119.278,121.465,123.484,125.309,126.941,128.378,129.682,130.949,132.322,133.878,135.65,137.609,139.68,141.717,143.634,145.447,147.152,148.618,149.683,150.258,150.24,149.715,148.929,148.277,147.996,148.21,148.814,149.58,150.187,150.377,150.057,149.324,148.354,147.41,146.671,146.239,146.021,145.764,145.125,143.884,141.983,139.569,136.891,134.311,132.099,130.277,128.829,128.021,128.157,129.394,131.898,135.498,139.73,143.933,147.608,150.593,152.985,154.895,156.512,158.01,159.371,160.539,161.577,162.547,163.495,164.458,165.43,166.4,167.343,168.236,169.085,169.908,170.701,171.45,172.17,172.856,173.508,174.127,174.723,175.28,175.81,176.306,176.788,177.246,177.673,178.091,178.491,178.878,179.246,179.611,179.961,180.312,180.653,180.977,181.289,181.595,181.89,182.18,182.459,182.733,183.003,183.27,183.526,183.789,184.051,184.312,184.57,184.826,185.093,185.359,185.63,185.897,186.17,186.431,186.698,186.956,187.203,187.449,187.682,187.908,188.12,188.321,188.511,188.677,188.836,188.969,189.084,189.175,189.253,189.301,189.344,189.37,189.373,189.357,189.329,189.28,189.235,189.158,189.07,188.974,188.869,188.753,188.638,188.511,188.38
Cyprus,494.015,500.381,506.627,513.434,521.184,529.972,539.565,549.461,558.895,566.982,572.93,576.395,577.691,577.913,578.627,580.966,585.308,591.308,598.493,606.113,613.621,620.859,628.002,635.111,642.339,649.755,657.534,665.528,673.251,680.011,685.406,689.173,691.702,694.077,697.717,703.687,712.341,723.38,736.479,751.044,766.614,783.129,800.609,818.751,837.11,855.384,873.423,891.192,908.704,926.05,943.286,960.282,976.966,993.563,1010.41,1027.658,1045.509,1063.712,1081.563,1098.076,1112.607,1124.835,1135.062,1143.896,1152.309,1160.985,1170.125,1179.551,1189.085,1198.427,1207.343,1215.85,1224.028,1231.937,1239.63,1247.14,1254.485,1261.654,1268.658,1275.508,1282.204,1288.744,1295.147,1301.408,1307.545,1313.542,1319.414,1325.161,1330.757,1336.202,1341.465,1346.541,1351.436,1356.134,1360.634,1364.924,1368.992,1372.838,1376.451,1379.785,1382.839,1385.596,1388.062,1390.255,1392.201,1393.909,1395.382,1396.624,1397.659,1398.476,1399.097,1399.532,1399.775,1399.829,1399.711,1399.397,1398.925,1398.282,1397.465,1396.491,1395.354,1394.059,1392.621,1391.025,1389.305,1387.443,1385.453,1383.324,1381.107,1378.796,1376.391,1373.914,1371.375,1368.775,1366.123,1363.425,1360.687,1357.911,1355.125,1352.333,1349.558,1346.8,1344.066,1341.352,1338.667,1336.017,1333.39,1330.799,1328.246,1325.754,1323.296
"Czech Republic",8902.619,9007.006,9110.14,9205.963,9290.488,9361.762,9420.024,9467.547,9508.368,9547.667,9590.187,9638.411,9691.077,9742.466,9784.356,9811.407,9821.115,9817.192,9808.04,9805.458,9817.817,9847.386,9891.283,9946.376,10007.469,10070.144,10134.717,10200.921,10263.109,10314.154,10349.271,10365.718,10365.453,10354.307,10340.848,10331.37,10327.528,10327.732,10331.215,10336.17,10341.169,10346.75,10353.318,10358.972,10361.242,10358.456,10350.57,10338.593,10323.488,10306.645,10289.594,10271.204,10252.439,10239.277,10239.536,10258.176,10298.288,10356.586,10423.794,10486.845,10536.286,10568.715,10586.755,10594.481,10598.526,10603.762,10610.947,10618.303,10625.25,10630.589,10633.424,10633.85,10632.288,10628.469,10622.091,10612.937,10601.013,10586.452,10569.339,10549.862,10528.196,10504.439,10478.832,10451.919,10424.374,10396.773,10369.331,10342.163,10315.532,10289.698,10264.847,10241.094,10218.417,10196.684,10175.66,10155.117,10134.98,10115.144,10095.316,10075.141,10054.302,10032.67,10010.124,9986.446,9961.394,9934.787,9906.573,9876.757,9845.284,9812.157,9777.427,9741.143,9703.469,9664.71,9625.258,9585.48,9545.559,9505.687,9466.256,9427.714,9390.433,9354.597,9320.34,9287.827,9257.182,9228.51,9201.891,9177.321,9154.745,9134.004,9114.984,9097.62,9081.844,9067.448,9054.195,9041.877,9030.377,9019.556,9009.323,8999.519,8990.017,8980.714,8971.508,8962.319,8953.051,8943.642,8934.029,8924.124,8913.885,8903.25,8892.165
"Ivory Coast",2630.131,2695.115,2770.362,2852.498,2939.219,3029.303,3122.628,3220.159,3323.761,3435.93,3558.988,3694.205,3841.071,3996.941,4157.965,4321.791,4487.204,4656.353,4834.279,5027.971,5242.395,5479.338,5737.281,6013.862,6305.287,6608.609,6922.982,7248.828,7585.914,7934.279,8293.675,8664.057,9044.473,9432.731,9826.055,10222.558,10620.267,11019.651,11424.26,11839.243,12267.754,12710.008,13163.019,13622.731,14083.611,14540.82,14995.249,15445.986,15884.552,16300.233,16686.561,17040.152,17366.517,17679.355,17997.738,18336.303,18699.435,19085.941,19497.986,19936.366,20401.331,20895.311,21418.603,21966.312,22531.35,23108.472,23695.919,24294.75,24905.843,25531.083,26171.75,26827.728,27498.056,28182.319,28879.988,29590.631,30314.031,31050.231,31799.349,32561.655,33337.306,34126.217,34928.213,35743.151,36570.885,37411.246,38264.047,39129.144,40006.316,40895.356,41796.024,42708.064,43631.197,44565.118,45509.489,46463.968,47428.299,48402.13,49384.946,50376.128,51375.178,52381.65,53395.312,54416.142,55444.236,56479.575,57521.895,58570.721,59625.535,60685.714,61750.672,62819.984,63893.284,64970.171,66050.268,67133.154,68218.449,69305.704,70394.351,71483.752,72573.371,73662.698,74751.421,75839.392,76926.539,78012.713,79097.637,80180.822,81261.687,82339.475,83413.62,84483.569,85549.031,86609.945,87666.372,88718.229,89765.27,90806.881,91842.161,92869.979,93889.433,94899.947,95901.275,96893.344,97876.125,98849.519,99813.323,100767.18,101710.58,102642.9,103563.35
"Congo (Kinshasa)",12183.659,12428.825,12680.927,12944.385,13222.518,13517.513,13830.44,14161.242,14508.912,14871.772,15248.251,15637.733,16041.263,16461.93,16903.923,17369.883,17861.881,18378.214,18913.203,19458.904,20009.935,20562.865,21120.14,21689.239,22280.923,22902.319,23559.071,24247.55,24954.655,25661.884,26357.462,27039.468,27717.337,28404.876,29121.474,29883.446,30685.824,31529.823,32444.156,33465.441,34614.581,35914.825,37346.147,38833.595,40273.701,41595.744,42770.544,43830.146,44840.529,45898.667,47076.387,48394.338,49835.756,51390.033,53034.217,54751.476,56543.011,58417.562,60373.608,62409.435,64523.263,66713.597,68978.682,71316.033,73722.86,76196.619,78736.153,81339.988,84004.989,86727.573,89505.201,92336.045,95220.379,98160.404,101159.63,104220.56,107343.1,110526.2,113770.33,117075.94,120442.94,123870.68,127357.75,130902.18,134501.53,138153.31,141855.8,145606.86,149402.91,153239.84,157114,161022.8,164964.22,168935.88,172935.48,176960.86,181009.64,185079.73,189169.67,193278.29,197404.2,201545.75,205700.77,209866.71,214040.75,218220.44,222403.21,226587.51,230773.1,234960.37,239148.83,243337.06,247521.95,251699.34,255864.14,260012,264140.16,268246.75,272329.39,276385.91,280414.21,284411.69,288376.1,292306.07,296200.49,300057.96,303876.95,307655.01,311388.74,315074.23,318708.25,322288.52,325813.98,329284.03,332698.65,336057.53,339359.68,342603.51,345787.49,348909.9,351969.32,354964.73,357895.54,360761.39,363562.02,366297.17,368966.49,371569.56,374105.82,376574.63,378975.24
Denmark,4268.271,4308.921,4346.182,4380.301,4411.657,4440.778,4468.346,4495.221,4522.334,4550.682,4581.101,4614.027,4649.346,4686.279,4723.629,4760.46,4796.487,4831.752,4866.068,4899.291,4931.241,4961.762,4990.546,5017.248,5041.419,5062.729,5081.267,5097.045,5109.69,5118.707,5123.945,5125.298,5123.349,5119.607,5116.058,5114.243,5114.657,5117.277,5122.441,5130.361,5141.115,5154.908,5171.65,5190.742,5211.334,5232.704,5254.86,5277.711,5300.379,5321.774,5341.194,5358.062,5372.801,5386.968,5402.761,5421.702,5444.303,5469.957,5497.795,5526.447,5554.844,5582.873,5610.66,5637.817,5663.914,5688.695,5711.87,5733.551,5754.356,5775.224,5796.8,5819.262,5842.422,5866.015,5889.673,5913.085,5936.212,5959.089,5981.545,6003.398,6024.516,6044.817,6064.297,6082.947,6100.784,6117.85,6134.128,6149.657,6164.478,6178.666,6192.283,6205.391,6218.025,6230.305,6242.385,6254.378,6266.36,6278.35,6290.362,6302.373,6314.402,6326.476,6338.616,6350.814,6363.059,6375.329,6387.63,6399.976,6412.389,6424.944,6437.647,6450.51,6463.515,6476.637,6489.848,6503.115,6516.418,6529.725,6543.013,6556.236,6569.355,6582.342,6595.147,6607.744,6620.07,6632.079,6643.753,6655.056,6665.953,6676.385,6686.353,6695.817,6704.801,6713.279,6721.238,6728.684,6735.63,6742.093,6748.196,6754.064,6759.801,6765.474,6771.085,6776.645,6782.125,6787.536,6792.894,6798.233,6803.62,6809.146,6814.919
Djibouti,62.001,63.306,64.75,66.269,67.872,69.589,71.497,73.702,76.353,79.612,83.636,88.498,94.204,100.628,107.583,114.963,122.866,131.397,140.462,149.887,159.659,169.372,179.224,190.568,205.181,224.183,248.556,277.479,308.008,336.085,358.96,374.937,385.271,393.802,406.017,425.613,454.361,490.33,528.999,563.864,590.398,606.844,615.054,618.495,622.366,630.388,643.682,660.953,680.612,700.099,717.584,732.711,746.221,758.615,770.752,783.254,796.208,809.402,822.934,836.84,851.146,865.937,881.185,896.688,912.164,927.414,942.333,956.985,971.408,985.69,999.899,1014.025,1028.031,1041.88,1055.552,1069.009,1082.248,1095.262,1108.021,1120.511,1132.71,1144.609,1156.203,1167.462,1178.401,1189.001,1199.256,1209.17,1218.739,1227.967,1236.85,1245.401,1253.614,1261.491,1269.036,1276.268,1283.179,1289.766,1296.038,1301.978,1307.615,1312.919,1317.902,1322.563,1326.904,1330.906,1334.592,1337.932,1340.951,1343.63,1345.96,1347.944,1349.591,1350.894,1351.881,1352.536,1352.88,1352.927,1352.664,1352.125,1351.296,1350.199,1348.847,1347.255,1345.455,1343.453,1341.281,1338.939,1336.447,1333.818,1331.086,1328.251,1325.316,1322.31,1319.244,1316.122,1312.964,1309.772,1306.535,1303.257,1299.918,1296.526,1293.08,1289.587,1286.044,1282.463,1278.844,1275.181,1271.459,1267.674,1263.813
Dominica,51.1,51.706,52.301,52.947,53.688,54.56,55.547,56.63,57.772,58.922,60.011,61.032,61.982,62.918,63.926,65.038,66.311,67.686,69.04,70.213,71.073,71.569,71.734,71.744,71.807,72.094,72.642,73.411,74.242,74.925,75.314,75.375,75.17,74.747,74.213,73.643,73.025,72.37,71.742,71.242,70.926,70.842,70.97,71.21,71.373,71.368,71.145,70.753,70.29,69.903,69.676,69.67,69.824,70.093,70.379,70.627,70.807,70.95,71.074,71.229,71.44,71.718,72.044,72.4,72.778,73.162,73.543,73.925,74.308,74.679,75.052,75.401,75.748,76.07,76.369,76.643,76.884,77.106,77.295,77.453,77.593,77.694,77.778,77.832,77.868,77.883,77.884,77.866,77.848,77.811,77.766,77.709,77.645,77.577,77.489,77.396,77.287,77.163,77.034,76.884,76.725,76.541,76.347,76.141,75.911,75.668,75.407,75.13,74.841,74.533,74.216,73.88,73.533,73.183,72.816,72.445,72.054,71.665,71.265,70.847,70.447,70.031,69.618,69.198,68.772,68.342,67.901,67.45,67.001,66.546,66.065,65.592,65.104,64.613,64.122,63.63,63.139,62.659,62.181,61.705,61.229,60.764,60.301,59.848,59.406,58.962,58.541,58.119,57.708,57.306,56.914
"Dominican Republic",2364.654,2438.405,2517.259,2600.798,2688.698,2780.652,2876.428,2975.807,3078.629,3184.757,3294.042,3406.299,3521.278,3638.628,3757.956,3878.948,4001.375,4125.109,4250.025,4376.054,4503.114,4631.114,4759.934,4889.436,5019.473,5149.935,5280.723,5411.865,5543.517,5675.931,5809.269,5943.591,6078.82,6214.857,6351.572,6488.856,6626.542,6764.624,6903.316,7042.937,7183.647,7325.622,7468.551,7611.465,7753.052,7892.423,8029.113,8163.472,8296.375,8429.112,8562.622,8697.126,8832.285,8967.76,9102.998,9237.566,9371.338,9504.353,9636.52,9767.758,9897.985,10027.095,10154.95,10281.296,10405.844,10528.394,10648.791,10766.998,10882.996,10996.774,11108.358,11217.656,11324.614,11429.275,11531.725,11631.994,11730.102,11825.969,11919.438,12010.267,12098.32,12183.473,12265.75,12345.299,12422.304,12496.897,12569.11,12638.824,12705.838,12769.88,12830.731,12888.356,12942.757,12993.954,13041.949,13086.762,13128.379,13166.855,13202.295,13234.877,13264.741,13291.955,13316.538,13338.523,13357.936,13374.78,13389.108,13400.976,13410.451,13417.615,13422.524,13425.223,13425.757,13424.122,13420.352,13414.455,13406.462,13396.406,13384.305,13370.168,13354.004,13335.854,13315.728,13293.677,13269.727,13243.914,13216.281,13186.865,13155.673,13122.719,13088.049,13051.671,13013.65,12974.047,12932.908,12890.307,12846.298,12800.922,12754.241,12706.322,12657.22,12606.99,12555.692,12503.383,12450.118,12395.962,12340.967,12285.199,12228.711,12171.577,12113.86
Ecuador,3470.159,3561.154,3655.014,3752.135,3852.859,3957.485,4066.239,4179.319,4296.833,4418.892,4545.55,4676.859,4812.89,4953.733,5099.468,5250.119,5405.685,5566.057,5730.906,5899.845,6072.527,6248.835,6428.711,6611.916,6798.206,6987.391,7179.399,7374.234,7571.959,7772.653,7976.445,8183.194,8392.94,8606.213,8823.751,9045.979,9272.906,9504.129,9739.176,9977.377,10218.091,10460.99,10705.667,10951.202,11196.479,11440.583,11683.479,11924.993,12163.885,12398.691,12628.596,12852.755,13072.06,13289.601,13509.647,13735.233,13967.48,14205.453,14447.562,14691.275,14934.69,15177.355,15419.666,15661.547,15903.112,16144.368,16385.068,16624.858,16863.425,17100.444,17335.642,17568.798,17799.78,18028.434,18254.667,18478.364,18699.38,18917.584,19132.925,19345.363,19554.856,19761.328,19964.652,20164.669,20361.22,20554.156,20743.359,20928.791,21110.367,21288.034,21461.74,21631.425,21797.038,21958.497,22115.727,22268.68,22417.298,22561.555,22701.478,22837.111,22968.451,23095.52,23218.266,23336.67,23450.699,23560.315,23665.54,23766.347,23862.704,23954.542,24041.84,24124.59,24202.801,24276.521,24345.816,24410.731,24471.308,24527.551,24579.457,24627.01,24670.209,24709.076,24743.677,24774.1,24800.448,24822.803,24841.272,24855.893,24866.678,24873.639,24876.794,24876.218,24872.012,24864.346,24853.391,24839.312,24822.211,24802.174,24779.34,24753.852,24725.84,24695.405,24662.611,24627.514,24590.146,24550.543,24508.756,24464.814,24418.769,24370.671,24320.58
Egypt,20713.331,21215.014,21746.808,22309.098,22901.598,23523.384,24172.872,24847.822,25545.476,26262.697,26996.533,27744.712,28506.176,29281.25,30071.102,30875.964,31697.616,32534.021,33377.259,34216.826,35046.273,35863.382,36673.642,37488.067,38322.022,39187.702,40089.032,41026.477,42004.655,43027.816,44099.142,45216.506,46379.62,47594.556,48868.951,50204.985,51607.703,53066.229,54547.296,56006.573,57412.215,58752.39,60035.536,61275.601,62495.745,63714.386,64933.456,66151.117,67378.056,68626.664,69905.988,71226.94,72590.118,73981.942,75381.899,76778.149,78159.048,79537.253,80953.881,82465.022,84107.606,85897.561,87813.257,89807.433,91812.566,93778.172,95688.681,97553.151,99375.741,101168.75,102941.48,104692.19,106416.06,108116.98,109800.31,111470.93,113130.46,114781.11,116429.18,118082.12,119745.68,121421.62,123110.06,124812.71,126530.79,128264.29,130013.69,131776.46,133545.42,135311.04,137065.51,138805.58,140529.93,142235.1,143917.87,145575.55,147205.9,148807.45,150379.37,151921.41,153433.49,154915.09,156366.04,157787.29,159180.3,160546.41,161885.86,163199.2,164488.58,165756.61,167005.25,168235.45,169447.09,170639.68,171812.23,172963.94,174094.82,175205.05,176294.19,177361.67,178407.02,179430.06,180430.65,181408.61,182363.7,183295.8,184204.71,185090.34,185952.86,186792.55,187609.56,188403.75,189174.89,189922.98,190648.07,191350.01,192028.64,192683.52,193313.97,193919.11,194498.2,195050.64,195576,196073.94,196544.08,196985.98,197399.09,197782.73,198136.08,198458.21,198748.06
