Country,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Denmark,5.553628495,5.583203425,5.462374503,5.318880427,5.401210502,5.285901692,5.176960372,5.285966966,5.334157899,5.347623453,5.390740834
"Dominican Republic",3.653055986,3.718183931,3.75309054,3.721812384,3.726350187,3.771930676,3.758958313,3.819786913,3.856626578,3.939260669,3.865275516
Algeria,3.908777866,3.71224713,3.949210876,3.957176853,3.958422237,3.716077001,3.793697731,4.081127498,3.967092516,3.983432294,4.065500193
Ecuador,3.571160234,3.577647453,3.556652573,3.651663559,3.822890454,3.941704043,4.178090111,4.1254,4.072767987,3.95502649,3.914321079
Egypt,3.957143824,3.984351073,4.044878513,3.996280616,3.879084047,3.731461072,3.627311731,3.601107739,3.660038757,3.67480865,3.903494584
Spain,4.662866515,4.716755533,4.585913399,4.493409855,4.538204674,4.598155481,4.574694388,4.545584243,4.586733293,4.675005104,4.700403054
Estonia,4.74428227,4.670693984,4.560167625,4.608108753,4.617458178,4.643361493,4.650644198,4.7144187,4.735536841,4.784189869,4.849882276
Ethiopia,3.280945449,3.411366488,3.428726481,3.508683671,3.764020138,3.556165323,3.495890461,3.602279289,3.744684171,3.768913008,3.781537699
Finland,5.487548434,5.497900332,5.431779054,5.366399665,5.467760967,5.546050029,5.53852343,5.501069506,5.451497397,5.444375891,5.48940456
France,5.180996722,5.218339453,5.132552756,5.126924754,5.139706426,5.109029733,5.052727777,5.076137006,5.12761916,5.201563549,5.1795115
Gabon,,,,,,3.822336041,3.699750991,3.743497464,3.831686845,3.789593097,
"United Kingdom",5.414959662,5.296718876,5.189005941,5.252708617,5.388077921,5.449578033,5.368752464,5.414803206,5.43366366,5.489758133,5.506823882
Georgia,3.83126147,3.859946363,3.809323497,3.864231105,3.952103562,4.072460974,4.151021567,4.219428122,4.222069636,4.323538509,4.278862343
Ghana,,3.616139933,3.448062477,3.55568976,3.64915433,3.792629136,3.693773108,3.713529283,3.582722052,3.679439434,3.722702464
Guinea,,,,,,2.904048503,2.912091148,2.79292618,2.841114671,3.1578,3.474567349
Gambia,3.590930925,3.883079287,3.955031023,3.900730573,3.842168752,3.830094995,3.673491557,3.525482381,3.483212717,3.471848547,3.605211025
Greece,4.077821508,4.106174381,4.04004676,3.985162861,3.91546299,3.859568124,3.928124195,4.035879278,4.024446442,3.998923572,4.021734181
Guatemala,3.860268945,3.94060613,3.957857775,4.03621103,3.997117492,4.009427984,4.039780692,4.098569819,4.054435319,4.079965115,4.084755548
Guyana,3.248735228,3.470171906,3.557149581,3.621123443,3.730321731,3.730756531,3.771217748,3.648702368,3.556451488,,
"Hong Kong",5.37208626,5.329753772,5.223460076,5.301121512,5.356504328,5.414841362,5.46665212,5.456363465,5.462263104,5.475938878,5.532304991
Honduras,3.892125131,3.975948918,3.856389379,3.893054879,3.976860818,3.881813983,3.702663306,3.820673735,3.95188618,3.980008682,3.91731911
Croatia,4.202051727,4.22060933,4.033583753,4.038294837,4.081636739,4.041668097,4.126225617,4.128486398,4.06907741,4.148113055,4.190615648
Haiti,,,,,2.903408698,2.90040342,3.107266358,3.142873175,3.17661687,3.1963,3.216057424
Hungary,4.351519833,4.219842045,4.216174037,4.32717193,4.361931551,4.302573318,4.248446371,4.280141322,4.245502324,4.20358773,4.326590215
Indonesia,4.238113521,4.253537382,4.261823587,4.430208351,4.376829714,4.395312392,4.53048984,4.571130321,4.521913605,4.518734652,4.681513008
India,4.333990065,4.326407603,4.303131024,4.328038334,4.304978362,4.320790911,4.280034851,4.207461148,4.310823724,4.524944369,4.586706651
Ireland,5.02542855,4.991218942,4.835067667,4.742184061,4.772074781,4.908764852,4.922404888,4.979460042,5.113028422,5.176516896,5.158467655
Iran,,,,4.139756481,4.257197595,4.21638429,4.071212553,4.028662206,4.085267656,4.120790718,4.270070125
Iceland,5.021573417,5.049699382,4.802901469,4.680916785,4.747051232,4.735178568,4.663647252,4.707105004,4.830507781,4.956303442,4.993068109
Israel,5.199609463,4.966056971,4.796132179,4.911070072,5.072616143,5.015851961,4.943741365,4.9488,4.981668889,5.175335989,5.312344487
Italy,4.358001465,4.354328142,4.308563651,4.366899335,4.426741505,4.455693918,4.406695717,4.418062515,4.458028084,4.503397929,4.542120432
Jamaica,3.948279388,3.888723974,3.807770542,3.854064091,3.761477395,3.835268649,3.856667676,3.977982935,3.972834064,4.131520594,4.2469574
Jordan,4.322532547,4.374212963,4.303027514,4.206736914,4.186953733,4.232557789,4.197408133,4.254441636,4.233400197,4.293253245,4.297484673
Japan,5.426291059,5.375313648,5.369901533,5.369310482,5.396210756,5.395760742,5.397819532,5.472572939,5.466181785,5.480508954,5.494937885
Kazakhstan,4.138443191,4.106512939,4.07558991,4.119334185,4.184794473,4.37614469,4.406395713,4.416021368,4.484946671,4.406562341,4.349870353
Kenya,3.61125042,3.839273404,3.665231747,3.645182222,3.821529134,3.748383107,3.845140384,3.933889156,3.851334899,3.896850429,3.976764626
Kyrgyzstan,3.340283633,3.401686965,3.360213374,3.485302189,3.447269828,3.436209679,3.570637004,3.725506536,3.834633022,3.747624494,3.896414693
Cambodia,3.481365802,3.531767718,3.506801923,3.630364713,3.85314764,4.005247382,4.006028961,3.885506612,3.937377243,3.975297744,3.931649152
"South Korea",5.396471683,5.275883738,5.003964444,4.93019622,5.020790286,5.120141474,5.011523119,4.958219587,4.986650079,5.02685948,5.07241748
Kuwait,4.656824917,4.583768622,4.526301919,4.588044306,4.616041029,4.564507162,4.558717143,4.506611641,4.585559047,4.530935516,4.428588062
Laos,,,,,,,4.081424071,3.906152568,4.000322844,3.934781033,3.913599481
Lebanon,,,,3.886782831,3.945838461,3.878071342,3.771018523,3.67526778,3.844559927,3.838769111,3.844804138
Liberia,,,,,,3.713079876,3.453172682,3.4094,3.365700033,3.20751468,3.080017037
Libya,3.85275369,3.852657199,3.899415326,3.738827624,3.7089,3.678881099,3.732564439,3.481947344,,,
"Sri Lanka",3.989482798,4.019586574,4.009438546,4.246604955,4.327235982,4.190877031,4.218214975,4.18960549,4.214383624,4.193016557,4.084441834
Lesotho,3.267593149,3.398194414,3.54021583,3.357266368,3.263415303,3.1931675,3.517296899,3.732546586,3.701537138,3.574987601,3.195109744
Lithuania,4.489075854,4.448107948,4.295462854,4.375031963,4.408675602,4.410922501,4.408316664,4.505259522,4.548304328,4.602020054,4.58422422
Luxembourg,4.879111725,4.854303607,4.963358146,5.047850229,5.033627471,5.092196835,5.086841293,5.16657833,5.199613211,5.203725809,5.232064616
Latvia,4.40669915,4.257512898,4.057500582,4.138540972,4.244166447,4.346378248,4.397827353,4.495621721,4.451164436,4.449082219,4.397723432
Morocco,4.082358531,4.075798274,4.030933945,4.078563458,4.164843438,4.147348852,4.114875267,4.206731744,4.164948754,4.199231711,4.244111504
Moldova,,,,3.862746542,3.886229661,3.937030053,3.94081877,4.033505806,3.999212511,3.861130112,3.992343013
Madagascar,3.361492958,3.384440249,3.41777108,3.458320624,3.363394519,3.37835756,3.419025757,3.414868205,3.323097664,3.326218737,3.404608776
Mexico,4.26207563,4.226537328,4.189042881,4.192392166,4.294337281,4.364364767,4.33888837,4.274018397,4.294407013,4.408653822,4.435373768
"Macedonia (F.Y.R.O.M.)",3.73449457,3.869805594,3.946638193,4.018794917,4.050042473,4.044556726,4.135769856,4.256356207,4.281051935,4.227040662,
Mali,3.373009394,3.426703909,3.216142463,3.279665713,3.387086055,3.426912557,3.327418348,3.42676079,3.440173652,3.464596246,3.330486104
Malta,4.20582267,4.312827643,4.297489107,4.335588697,4.332570734,4.409616526,4.499392638,4.447366325,4.389502971,4.523861451,4.64811125
"Burma (Myanmar)",,,,,,,3.227507841,3.23614134,3.315424718,,
Montenegro,3.906691309,4.114376156,4.157272019,4.363750591,4.272756024,4.143617274,4.199928692,4.231445359,4.201729344,4.050623001,4.145179479
Mongolia,3.597687615,3.65309343,3.431365322,3.746389952,3.85906786,3.874641426,3.748432567,3.829770621,3.814057145,3.837144229,3.898776986
Mozambique,3.015355309,3.147296515,3.220892644,3.324521707,3.311022217,3.166081362,3.29602999,3.244956285,3.200369334,3.129531417,2.886453956
Mauritania,3.25934576,3.136242923,3.252478153,3.142408136,3.200694252,3.316327739,3.186487638,2.995834966,3.034876321,2.942504296,3.089157218
Mauritius,4.163643971,4.24612587,4.217251462,4.316447844,4.314670791,4.350214426,4.449508696,4.515997611,4.432492347,4.493364783,4.523291367
Malawi,,3.41784699,3.421715273,3.448107553,3.580455044,3.37892549,3.321662751,3.249924103,3.154963392,3.07703778,3.114105585
Malaysia,5.09747652,5.044747325,4.873698974,4.883098479,5.084288583,5.05577892,5.029183869,5.15874452,5.225252295,5.164826294,5.174436823
Namibia,3.846645903,3.986638934,4.030330202,4.0854801,3.998216733,3.876823227,3.928701856,3.958086962,3.985270201,4.016819341,3.990747699
Nigeria,3.694934295,3.813026581,3.649306252,3.375049796,3.445574145,3.671259396,3.573357714,3.437366112,3.460316579,3.393422583,3.299739806
Nicaragua,3.453057797,3.411843497,3.437502837,3.574570526,3.611566083,3.731182272,3.839910384,3.821281489,3.753713477,3.813019877,3.949741824
Netherlands,5.40079984,5.410938095,5.323174301,5.333473202,5.412914629,5.501896142,5.424661167,5.454483488,5.504908384,5.568448786,5.662014243
Norway,5.20227753,5.219699122,5.166980178,5.142782193,5.182181577,5.265518751,5.325432328,5.354479693,5.405860401,5.443365647,5.403793155
Nepal,3.381777645,3.365510696,3.341096724,3.342869396,3.467015636,3.488687192,3.662443829,3.812658924,3.850980741,3.869257406,4.017810353
"New Zealand",4.981184196,4.927504888,4.979462686,4.91764797,4.927166375,5.091437993,5.10828709,5.204316682,5.25445756,5.30683209,5.368900152
Oman,4.433088696,4.553172057,4.491378118,4.607941572,4.638649901,4.65351098,4.644557699,4.461904278,4.247213458,4.27920307,4.310363064
Pakistan,3.770316061,3.65281158,3.581879441,3.483689442,3.578804819,3.519429781,3.410202216,3.418269891,3.44539597,3.489806931,3.668574796
Panama,4.178082894,4.239846233,4.207968769,4.325638072,4.352708022,4.492420999,4.502593436,4.428815014,4.383269688,4.512191424,4.437076046
Peru,3.865359583,3.949690099,4.014643919,4.107816868,4.21201498,4.275883342,4.250522939,4.237552048,4.210158451,4.230296152,4.223214151
Philippines,3.986660758,4.090100892,3.904864367,3.957665478,4.082931024,4.232420055,4.285685785,4.398799755,4.39051958,4.355221064,4.350907758
Poland,4.282530576,4.283316895,4.329399466,4.50857763,4.46180915,4.462551461,4.456920996,4.482825496,4.493101492,4.558749692,4.594426821
"Puerto Rico",4.496700501,4.509400994,4.484013164,4.493809683,4.577715231,4.669077469,4.665166532,4.63965348,,,
Portugal,4.476939379,4.471945081,4.404044097,4.376121164,4.403976919,4.397178324,4.401401117,4.541029254,4.518235502,4.476015588,4.567488216
Paraguay,3.295129197,3.397650448,3.351071465,3.493045571,3.531028384,3.670016115,3.605149845,3.594690423,3.595005831,3.65471449,3.710600062
Qatar,4.63250381,4.82905246,4.945631864,5.101919854,5.242961226,5.381802114,5.238107218,5.242530378,5.304966591,5.230675743,5.105649068
Romania,3.971765676,4.102915427,4.105216983,4.160870522,4.07568275,4.06853792,4.125358472,4.301609129,4.323935618,4.296153677,4.276561704
Russia,4.189914611,4.314196117,4.152973017,4.237919109,4.214930492,4.197228949,4.245923522,4.369965848,4.439136575,4.512095559,4.641930566
Rwanda,,,,3.999203714,4.18817386,4.240019524,4.214902161,4.272424857,4.292848168,4.406726353,4.348831832
"Saudi Arabia",4.548275407,4.724587502,4.746495587,4.948106768,5.168246199,5.194895884,5.10409817,5.059634479,5.066458132,4.836833276,4.827136998
Senegal,3.606859473,3.733741318,3.780868368,3.674291484,3.696952227,3.655952587,3.699366086,3.698051904,3.733193039,3.7403592,3.809034531
Singapore,5.447092955,5.534784306,5.545331907,5.477664234,5.625705006,5.673013652,5.613254439,5.645158243,5.676669191,5.716928757,5.705714529
"Sierra Leone",,,,,,2.823071185,3.010575837,3.101671006,3.059945523,3.160559279,3.197962885
"El Salvador",4.050744733,3.992466969,4.017202716,3.985678102,3.889046413,3.797098742,3.844937108,4.01379765,3.874938215,3.810013694,3.768460948
Serbia,3.783706705,3.900104825,3.767137184,3.836861408,3.876914779,3.871518991,3.77427767,3.896054796,3.887723749,3.969199259,4.141099237
Suriname,,,,,3.674326951,3.676926998,3.751616556,3.714779156,,,
Slovakia,4.447389787,4.39960714,4.309482086,4.249467979,4.188256007,4.144011372,4.103044197,4.147808554,4.220030303,4.279368416,4.333620764
Slovenia,4.479762404,4.496114324,4.552880028,4.423684755,4.29989847,4.337165469,4.250267163,4.218971534,4.284412648,4.391165795,4.477296698
Sweden,5.542378724,5.534821041,5.506823584,5.556396463,5.612261682,5.527371748,5.481448825,5.407929962,5.434573823,5.530133575,5.518916051
Swaziland,,,,3.403938874,3.30056154,3.278774837,3.516954667,3.550687415,3.402784467,3.3786,3.354430729
Seychelles,,,,,,4.103536244,4.101620128,3.907937267,3.861087514,3.8286,3.796028075
Syria,3.910910655,3.994572091,3.763683119,3.785814034,3.849705649,,,,,,
Chad,2.782015775,2.849131271,2.874562257,2.732136422,2.869778045,3.05366881,2.850810176,2.846577726,2.964636841,2.946517342,2.988757322
Thailand,4.696291019,4.602385673,4.557792199,4.510130942,4.518591663,4.517044522,4.542686503,4.656664199,4.642173536,4.641792379,4.723488473
Tajikistan,3.36850452,3.462393221,3.383807732,3.531466001,3.774364438,3.798778636,3.8657,3.932531246,4.030345372,4.11928559,4.135556786
"Timor Leste",3.204359377,3.151853688,3.26287885,3.225629659,3.35316338,3.269080705,3.249948887,3.172519011,,,
"Trinidad and Tobago",3.881659861,3.851784461,3.908791703,3.971297597,4.004282347,4.008781181,3.909515973,3.954465341,3.940758151,3.927753679,4.089623503
Tunisia,4.591842587,4.582280332,4.49918888,4.650351658,4.474879728,4.2688,4.06267528,3.961095497,3.927254086,3.922557848,3.930059203
Turkey,4.246872162,4.148128711,4.16085947,4.247490161,4.280637668,4.45233513,4.45106788,4.462380755,4.37225012,4.392235738,4.418121768
Tanzania,3.558112833,3.491980114,3.589928899,3.556587994,3.56324561,3.600019212,3.503874275,3.565177683,3.569147602,3.670570216,3.710558157
Uganda,3.331765236,3.349053462,3.528466874,3.513674357,3.559189423,3.534528419,3.448789653,3.558401283,3.660512307,3.687819022,3.698105472
Ukraine,3.975270569,4.085770735,3.95196496,3.900901188,3.99999583,4.139226215,4.051604685,4.138642948,4.033129719,4.00340578,4.106631851
Uruguay,3.96562649,4.036736769,4.099170495,4.231089509,4.251042989,4.131766466,4.0508163,4.041390799,4.088548114,4.172880321,4.146223066
"United States",5.672719296,5.744476681,5.590158942,5.431088386,5.427037815,5.467579849,5.482504143,5.54398285,5.612967305,5.697059304,5.852552002
Venezuela,3.633637352,3.563945734,3.476111472,3.484842833,3.5079476,3.458203019,3.351226467,3.316318607,3.300814738,3.266457653,3.227964981
Vietnam,4.044441689,4.099632384,4.026242649,4.274882218,4.239329277,4.107450967,4.181841807,4.228233126,4.301269583,4.312126316,4.356216649
Yemen,,,,,3.05792397,2.965187517,2.983114231,2.958118633,2.8486,2.73917756,2.874793375
"South Africa",4.418632463,4.410798698,4.340150607,4.318917167,4.342059324,4.370595267,4.371164235,4.350501752,4.386418705,4.474428338,4.321264918
Zambia,3.292533493,3.492758941,3.498314505,3.546460203,3.669583058,3.796588658,3.857957982,3.862997281,3.868582332,3.602539444,3.517630286
Zimbabwe,2.877977818,2.880300977,2.770274353,3.026159541,3.326739761,3.342887648,3.437264571,3.536905898,3.454281203,3.409630796,3.320446014
