"Data Item",1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
"United States",31.499875,34.28684167,35.02695833,36.97269167,38.68901667,37.41323333,37.9247,41.57186667,44.981925,44.83433333,40.8592,44.06629167,47.42223333,50.03259167,51.54425833,50.234975,50.908425,48.2863,49.61065833,54.03495833,54.6896,55.24276667,58.09878333,61.09825,61.63994167,62.23010833,61.28034167,63.006475,65.06630833,68.50669167,71.7588,74.948925,80.35613333,85.017,88.66015,92.21725,89.06096667,89.25164167,90.35458333,92.47335833,95.468325,97.56385,100,96.61825833,85.717725,90.571225,93.59358333,97.13354167,99.932225,104.1158083,105.5733
