Country,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Kenya,465,465,465,465,465,465,465,465,465,465,465,465,465,465
Kiribati,660,660,660,660,660,660,660,660,660,660,660,660,660,660
"South Korea",230,230,230,230,230,230,230,230,230,290,290,290,290,290
Kosovo,,,,,,,420,420,420,420,420,330,330,330
Kuwait,566,566,566,566,566,566,566,566,566,566,566,566,566,566
Kyrgyzstan,260,260,260,260,260,260,260,260,410,410,410,410,410,410
Laos,571,443,443,443,443,443,443,443,443,443,443,443,443,443
Latvia,282,282,279,279,279,279,309,309,369,469,469,469,469,469
Lebanon,721,721,721,721,721,721,721,721,721,721,721,721,721,721
Lesotho,875,875,875,875,875,875,875,875,875,615,615,615,615,615
Liberia,,,,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280
Libya,,,,,,,,,,690,690,690,690,690
Lithuania,210,210,210,210,210,210,300,300,300,370,370,370,370,370
Luxembourg,,,,321,321,321,321,321,321,321,321,321,321,321
"Macedonia (F.Y.R.O.M.)",509,509,509,509,675,675,667,667,667,667,604,604,604,634
Madagascar,871,871,871,871,871,871,871,871,871,871,871,871,871,871
Malawi,432,432,432,432,432,432,432,432,432,432,432,432,432,522
Malaysia,600,600,600,600,600,600,585,585,425,425,425,425,425,425
Maldives,665,665,665,665,665,665,665,665,665,760,760,760,760,760
Mali,710,710,710,710,710,710,626,620,620,620,620,620,620,620
Malta,,,,,,,,,505,505,505,505,505,505
"Marshall Islands",616,616,616,616,616,616,616,616,616,616,616,616,616,616
Mauritania,400,400,400,400,400,370,370,370,370,370,370,370,370,370
Mauritius,,750,750,750,750,750,720,645,645,645,529,519,519,519
Mexico,415,415,415,415,415,415,415,415,415,415,389,389,389,340.7
Micronesia,885,885,885,885,885,885,885,885,885,885,885,885,885,885
Moldova,365,365,365,365,365,365,365,365,352,327,567,567,585,585
Mongolia,314,314,314,314,314,314,314,314,314,314,374,374,374,374
Montenegro,,,,545,545,545,545,545,545,545,545,545,545,545
Morocco,510,510,510,510,510,510,510,510,510,510,510,510,510,510
Mozambique,1010,1010,1010,1010,1010,950,950,950,950,950,950,950,950,950
"Burma (Myanmar)",,,,,,,,,,1160,1160,1160,1160,1160
Namibia,500,500,500,500,500,500,500,500,500,500,460,460,460,460
Nepal,1025,1025,1025,1025,1025,1025,1025,1025,910,910,910,910,910,910
Netherlands,514,514,514,514,514,514,514,514,514,514,514,514,514,514
"New Zealand",216,216,216,216,216,216,216,216,216,216,216,216,216,216
Nicaragua,590,540,540,540,540,540,540,540,409,409,519,519,519,490
Niger,545,545,545,545,545,545,545,545,545,545,545,545,545,545
Nigeria,730,730,730,457,457,457,457,457,457,457,509.8,509.8,509.8,509.8
Norway,310,310,310,310,310,310,280,280,280,280,280,280,280,280
Oman,598,598,598,598,598,598,598,598,598,598,598,598,598,598
Pakistan,880,880,880,880,880,976,976,976,976,1096,1071.2,1071.2,1071.2,1071.2
Palau,810,810,810,810,810,810,810,810,810,810,810,810,810,810
Panama,686,686,686,686,686,686,686,686,686,686,686,686,686,686
"Papua New Guinea",591,591,591,591,591,591,591,591,591,591,591,591,591,591
Paraguay,591,591,591,591,591,591,591,591,591,606,606,606,606,606
Peru,549,549,549,468,468,468,428,428,428,428,426,426,426,426
Philippines,982,862,842,842,842,842,842,842,842,842,842,842,842,842
Poland,1000,1000,980,980,830,830,830,830,830,685,685,685,685,685
Portugal,577,577,577,577,577,577,547,547,547,547,547,547,547,547
"Puerto Rico",620,620,620,620,620,620,620,620,620,630,630,630,630,630
Qatar,,,,,570,570,570,570,570,570,570,570,570,570
Romania,537,537,537,537,537,512,512,512,512,512,512,512,512,512
Russia,281,281,281,281,281,281,281,281,281,270,267,307,307,337
Rwanda,395,395,310,310,310,310,260,230,230,230,230,230,230,230
"Saint Thomas and Principe",,1185,1185,1185,1185,1185,1185,1185,1185,1155,1065,1065,1065,1065
Samoa,455,455,455,455,455,455,455,455,455,455,455,455,455,455
"San Marino",,,,,,,,,,575,575,575,575,575
"Saudi Arabia",635,635,635,635,635,635,635,635,635,635,635,575,575,575
Senegal,780,780,780,780,780,780,780,780,780,780,770,740,740,740
Serbia,1028,1028,635,635,635,635,635,635,635,635,635,635,635,635
Seychelles,,,720,720,720,720,720,720,915,915,915,915,915,915
"Sierra Leone",515,515,515,515,515,515,515,515,515,515,515,515,515,515
Singapore,120,120,120,120,120,150,150,150,150,164,164,164,164,164
Slovakia,655,565,565,565,565,565,565,565,565,545,545,705,705,705
Slovenia,1440,1440,1350,1350,1350,1350,1290,1290,1290,1290,1270,1270,1160,1160
"Solomon Islands",455,455,455,455,455,455,455,455,455,455,455,455,455,455
Somalia,,,,,,,,,,,,,575,575
"South Africa",600,600,600,600,600,600,600,600,600,600,600,600,600,600
"South Sudan",,,,,,,,,,228,228,228,228,228
Spain,515,515,515,515,515,515,515,515,515,510,510,510,510,510
"Sri Lanka",1318,1318,1318,1318,1318,1318,1318,1318,1318,1318,1318,1318,1318,1318
"Saint Kitts and Nevis",,,578,578,578,578,578,578,578,578,578,578,578,578
"Saint Lucia",,,635,635,635,635,635,635,635,635,635,635,635,635
"Saint Vincent and Grenadines",,,394,394,394,394,394,394,394,595,595,595,595,595
Sudan,,810,810,810,810,810,810,810,810,810,810,810,810,810
Suriname,,,1715,1715,1715,1715,1715,1715,1715,1715,1715,1715,1715,1715
Swaziland,,,972,972,972,972,972,972,972,956,956,956,956,956
Sweden,508,508,508,508,508,508,314,314,314,314,321,321,321,321
Switzerland,447,447,447,447,447,447,447,447,420,420,420,420,420,420
Syria,872,872,872,872,872,872,872,872,872,872,872,872,872,872
Taiwan,510,510,510,510,510,510,510,510,510,510,510,510,510,510
Tajikistan,,,430,430,430,430,430,430,430,430,430,430,430,430
Tanzania,515,515,515,515,515,515,515,515,515,515,515,515,515,515
Thailand,479,479,479,479,479,479,479,479,479,440,440,440,440,440
"Timor Leste",,1800,1800,1800,1800,1800,1435,1285,1285,1285,1285,1285,1285,1285
Togo,588,588,588,588,588,588,588,588,588,588,588,588,488,488
Tonga,510,510,510,510,350,350,350,350,350,350,350,350,350,350
"Trinidad and Tobago",,,1340,1340,1340,1340,1340,1340,1340,1340,1340,1340,1340,1340
Tunisia,565,565,565,565,565,565,565,565,565,565,565,565,565,565
Turkey,420,420,420,420,420,420,420,420,420,420,420,420,580,580
Uganda,535,535,535,535,535,535,510,490,490,490,490,490,490,490
Ukraine,354,354,354,387,387,387,378,378,378,378,378,378,378,378
"United Arab Emirates",537,537,537,537,537,537,537,537,537,524,524,524,495,495
"United Kingdom",404,404,404,404,404,404,399,399,399,437,437,437,437,437
"United States",300,300,300,300,300,300,300,300,300,370,420,420,420,420
Uruguay,720,720,720,720,720,720,720,720,720,725,725,725,725,725
Uzbekistan,225,225,225,225,225,225,225,225,225,225,225,225,225,225
Vanuatu,430,430,430,430,430,430,430,430,430,430,430,430,430,430
Venezuela,510,510,510,510,510,510,510,510,510,560,610,610,610,610
Vietnam,461,461,400,400,400,400,400,400,400,400,400,400,400,400
"West Bank and Gaza",,700,700,700,700,700,600,540,540,540,540,540,540,540
Yemen,520,520,520,520,520,520,520,520,520,645,645,645,645,645
Zambia,471,471,471,471,471,611,611,611,611,611,611,611,611,611
Zimbabwe,410,410,410,410,410,410,410,410,410,410,410,410,410,410
