Country,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Chile,0.35,0.28,0.28,0.32,0.24,0.48,0.41,0.55,0.32,0.35,0.45,0.4,0.22,0.2247,0.2293,0.234,0.2387,0.2433,0.248,0.2527,0.2573,0.262,0.2667,0.2713,0.276,0.2807,0.2853,0.29,0.2947,0.2993,0.304,0.3087,0.3133,0.318,0.3227,0.3273,0.332,0.3367,0.3413,0.346,0.3507,0.3553,0.36,0.35,0.32,0.37,0.32,0.43,0.44,0.32,0.3,0.3,0.45,0.25,0.28,0.29,0.3,0.3,
Colombia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,0.41,0.45,0.38,0.37,0.45,0.31,0.4,0.38,0.42,0.31,0.47,0.32,0.36,0.4,0.3,0.1
"Costa Rica",,,,,,,,,,,,,0.16,0.1623,0.1645,0.1668,0.169,0.1713,0.1735,0.1758,0.1781,0.1803,0.1826,0.1848,0.1871,0.1894,0.1916,0.1939,0.1961,0.1984,0.2006,0.2029,0.2052,0.2074,0.2097,0.2119,0.2142,0.2165,0.2187,0.221,0.2232,0.2255,0.2277,0.23,0.08,0.17,0.17,0.23,0.42,0.65,0.34,0.3,0.19,0.31,0.28,0.16,0.4,,
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66,0.37,0.42,0.68,0.46,0.24,0.35,0.23,0.33,0.29,0.31,0.58,0.37,0.24,0.41,0.55,0.21,0.32,0.35,0.4,0.35,0.21,0.32,0.38,0.16,0.57,0.4,0.2,
Cuba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,0.16,0.23,0.25,0.23,0.32,0.25,0.27,0.21,0.29,0.24,0.2,0.4,0.3
"Czech Republic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37,0.44,0.47,0.6,0.43,0.4,0.55,0.36,0.4,0.42,0.46,0.61,0.39,0.45,0.46,0.35,0.49,0.33,0.33,0.35,0.36,0.23,0.31,0.37,0.26,0.2,0.3,
Czechoslovakia,0.63,0.4,0.56,0.48,0.53,0.4,0.45,0.6,0.54,0.58,0.57,0.58,0.65,0.57,0.59,0.4,0.38,0.46,0.53,0.49,0.53,0.6,0.75,0.58,0.5,0.59,0.54,0.68,0.48,0.47,0.71,0.45,0.43,0.47,0.51,0.43,0.41,0.4095,0.409,0.4085,0.408,0.4075,0.407,0.4065,0.406,0.4055,0.405,0.4045,0.404,0.4035,0.403,0.4025,0.402,0.4015,0.401,0.4005,0.4,0.3,0.4
Denmark,0.24,0.33,0.52,0.64,0.64,0.63,0.7,0.45,0.36,0.43,0.55,0.42,0.44,0.68,0.31,0.43,0.68,0.34,0.69,0.56,0.62,0.48,0.34,0.49,0.46,0.53,0.47,0.58,0.57,0.41,0.57,0.47,0.3,0.49,0.41,0.27,0.39,0.14,0.4,0.29,0.23,0.24,0.41,0.36,0.27,0.41,0.22,0.36,0.32,0.19,0.21,0.33,0.28,0.27,0.39,0.16,,,
"Dominican Republic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.02,0.15,0.62,0.17,0.12,0.115,0.11,0.04,0.15,0.142,0.134,0.126,0.118,0.11,0.2,0.3,
Ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43,0.2,0.38,0.32,0.25,0.36,0.5,0.61,0.46,0.39,0.36,0.49,0.46,0.42,0.2,,
Egypt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,0.16,0.22,0.25,0.17,0.2,0.24,0.18,0.18,0.21,0.23,0.3,0.4,
"El Salvador",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,0.21,0.2,0.14,0.27,0.22,0.21,0.18,0.51,0.2,0.15,0.19,0.16,0.18,0.2,,
"England and Wales",0.33,0.4,0.31,0.31,0.34,0.33,0.31,0.37,0.33,0.32,0.27,0.39,0.29,0.38,0.3,0.37,0.3,0.33,0.36,0.32,0.34,0.35,0.34,0.31,0.31,0.28,0.24,0.29,0.31,0.27,0.27,0.25,0.27,0.31,0.27,0.24,0.25,0.22,0.24,0.22,0.26,0.23,0.21,0.25,0.23,0.2,0.16,0.22,0.23,0.21,0.2,0.25,0.23,0.22,0.22,0.22,0.3,0.1,
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,0.15,0.27,0.92,0.56,0.45,0.31,0.68,0.11,0.6,0.87,0.5,0.17,0.62,0.7,0.31,0.43,0.2,0.2,
Finland,0.85,0.44,0.53,0.38,0.46,0.33,0.83,0.6,0.74,0.66,0.5,0.45,0.53,0.4,0.87,0.53,0.61,0.49,0.66,0.58,0.72,0.48,0.38,0.97,0.44,0.61,0.48,0.52,0.6,0.39,0.57,0.55,0.53,0.33,0.47,0.35,0.43,0.2,0.38,0.39,0.21,0.37,0.5,0.34,0.53,0.3,0.36,0.46,0.46,0.22,0.27,0.32,0.28,0.23,0.38,0.48,0.6,0.2,
France,0.29,0.32,0.33,0.3,0.3,0.35,0.29,0.29,0.33,0.32,0.34,0.39,0.35,0.46,0.42,0.46,0.51,0.39,0.4,0.47,0.44,0.41,0.44,0.46,0.41,0.43,0.44,0.42,0.4,0.45,0.42,0.37,0.47,0.42,0.38,0.45,0.44,0.4,0.35,0.35,0.33,0.32,0.3,0.34,0.35,0.29,0.29,0.27,0.26,0.31,0.25,0.29,0.3,0.25,0.26,0.23,0.5,0.3,0.3
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,0.2,0.18,0.07,0.16,0.25,0.34,0.08,0.14,0.1,0.08,0.06,0.14,0.3,,
Germany,,,,,,,,,,,,,,,,,,,,,,0.63,0.6243,0.6186,0.6129,0.6071,0.6014,0.5957,0.59,0.5,0.53,0.58,0.52,0.51,0.55,0.49,0.56,0.58,0.49,0.53,0.53,0.5,0.49,0.45,0.53,0.43,0.45,0.34,0.41,0.29,0.35,0.34,0.32,0.32,0.3,0.31,0.1,0.2,
Greece,,,,,,,,,,,,0.14,0.21,0.16,0.07,0.1,0.12,0.16,0.02,0.21,0.2,0.23,0.19,0.09,0.23,0.22,0.33,0.29,0.19,0.34,0.26,0.27,0.31,0.26,0.17,0.15,0.13,0.33,0.29,0.3,0.21,0.23,0.28,0.23,0.23,0.3,0.27,0.21,0.18,0.26,0.28,0.23,0.31,0.19,0.25,0.2,0.4,0.3,0.3
Guatemala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,0.13,0.18,0.23,0.21,0.13,0.2,0.2,0.22,0.12,0.21,0.3,0.3,
"Hong Kong",,,,,,,,,,,,1.01,1.04,0.29,0.69,0.67,0.58,1.24,0.43,0.37,0.46,0.56,0.37,0.71,0.61,0.31,0.18,0.28,0.38,0.61,0.24,0.33,0.27,0.36,0.28,0.295,0.31,0.45,0.23,0.21,0.27,0.27,0.25,0.42,0.28,0.35,0.23,0.22,0.26,0.12,0.32,0.26,0.43,0.3,0.3,0.28,0.1,0.3,
Hungary,,,,,,,,,,,,,,,,0.56,0.53,0.53,0.51,0.42,0.64,0.48,0.72,0.53,0.58,0.57,0.7,0.51,0.65,0.73,0.76,0.45,0.67,0.51,0.53,0.63,0.78,0.61,0.44,0.59,0.69,0.63,0.49,0.56,0.62,0.52,0.5,0.48,0.52,0.42,0.41,0.58,0.41,0.45,0.41,0.46,0.4,0.5,0.3
Iceland,,,,,,,,,,,,,,,,,2.18,0.5,0.56,0.97,0.8,0.62,0.44,0.52,1.005,1.49,0.73,0.49,1.29,3.76,0.74,0.47,0.36,1.1333,1.9067,2.68,1.23,0.785,0.34,0.44,0.55,1.175,1.8,0.36,0.92,0.56,0.55,0.39,1.11,1.83,0.29,0.34,0.62,1.66,0.96,,,,
Ireland,0.3,0.21,0.38,0.54,0.32,0.24,0.31,0.62,0.36,0.47,0.37,0.17,0.37,0.39,0.44,0.23,0.41,0.23,0.44,0.15,0.44,0.6,0.39,0.2,0.46,0.49,0.37,0.61,0.21,0.23,0.35,0.73,0.45,0.37,0.49,0.35,0.53,0.47,0.28,0.32,0.41,0.24,0.35,0.14,0.28,0.21,0.31,0.44,0.3,0.36,0.32,0.21,0.38,0.22,0.3,0.32,,,
Israel,,,,,,,,,,,,,,,,,,,,,0.63,0.28,0.99,0.48,0.67,0.34,0.59,0.78,0.49,0.54,0.65,0.75,0.63,0.58,0.34,0.47,0.41,0.51,0.48,0.64,0.53,0.59,0.28,0.64,0.47,0.5,0.42,0.34,0.48,0.42,0.74,0.41,0.36,0.3,0.38,0.35,0.6,0.5,
Italy,,0.43,0.42,0.34,0.36,0.44,0.46,0.45,0.47,0.43,0.44,0.48,0.43,0.54,0.34,0.5,0.54,0.48,0.61,0.56,0.54,0.61,0.61,0.53,0.49,0.52,0.51,0.5,0.47,0.54,0.49,0.53,0.53,0.5,0.49,0.49,0.48,0.49,0.4,0.43,0.39,0.45,0.43,0.4,0.4,0.39,0.35,0.38,0.3675,0.355,0.3425,0.33,0.29,0.29,0.42,0.33,0.3,0.4,
Japan,0.12,0.16,0.15,0.18,0.17,0.23,0.21,0.24,0.28,0.25,0.26,0.33,0.29,0.28,0.33,0.32,0.25,0.28,0.31,0.36,0.31,0.29,0.33,0.36,0.3,0.36,0.34,0.32,0.33,0.31,0.36,0.33,0.34,0.37,0.33,0.36,0.32,0.34,0.29,0.34,0.34,0.37,0.35,0.35,0.35,0.34,0.34,0.32,0.33,0.31,0.3,0.33,0.34,0.3,0.31,0.33,0.3,0.3,0.3
Kuwait,,,,,,,,,,,,,,,,,,,,,,1.23,1.13,1.03,0.93,0.83,0.73,0.63,0.53,0.25,0.09,0.89,0.29,0.2583,0.2267,0.195,0.1633,0.1317,0.1,0.2,0.13,0.16,0.19,0.24,0.29,0.31,0.33,0.1,0.17,0.14,0.11,1.04,0.33,0.36,0.3,0.14,0.1,0.4,1
Kyrgyzstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,0.24,0.06,0.22,0.13,0.13,0.21,0.06,0.09,0.15,0.14,0.2,0.2,0.3
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56,0.63,0.19,0.64,0.45,0.37,0.38,0.9,0.66,0.38,0.77,0.63,0.35,0.33,0.51,0.7,0.7,
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,0.56,0.82,0.45,0.52,0.73,0.51,0.23,0.65,0.66,0.41,0.37,0.5,0.31,0.49,0.3,0.36,0.63,0.1,0.3,
Luxembourg,,,,,,,,,,,,,,,,,,,,,,,,,0.98,0.89,0.8,0.71,0.64,0.25,0.25,0.68,0.6933,0.7067,0.72,0.85,0.64,0.76,0.59,0.59,0.525,0.46,0.395,0.33,0.77,1.21,0.885,0.56,0.4,0.18,0.5,0.405,0.31,0.14,0.48,0.82,0.6467,0.4733,0.3
"Macedonia (F.Y.R.O.M.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,0.49,0.375,0.26,0.17,0.37,0.41,0.64,0.28,0.31,0.31,0.295,0.28,0.33,0.47,0.19,0.21,0.15,0.33,0.29,,,
Malta,,,,,,,,,,,,,,,,,,,,,,,,,0.69,0.68,0.49,0.508,0.526,0.544,0.562,0.58,0.61,0.64,1.36,0.95,0.54,0.56,0.58,0.35,1.04,1.105,1.17,0.51,0.48,0.45,0.65,0.24,0.82,0.64,0.46,0.66,1.12,0.85,0.58,0.31,0.2,0.3,
Mauritius,,,,,,,,,,,,,,,,,,,0.37,0.98,0.8867,0.7933,0.7,0.6067,0.5133,0.42,0.4629,0.5057,0.5486,0.5914,0.6343,0.6771,0.72,0.6,0.5,0.32,0.24,0.275,0.31,0.17,0.28,0.28,0.26,0.24,0.22,0.17,0.245,0.32,0.4,0.48,0.59,0.51,0.43,0.32,0.16,0.12,0.4,0.25,0.1
Mexico,,,,,,,,,,,,0.16,0.13,0.165,0.2,0.235,0.27,0.25,0.22,0.25,0.2533,0.2567,0.26,0.2633,0.2667,0.27,0.2733,0.2767,0.28,0.2833,0.2867,0.29,0.2933,0.2967,0.3,0.3033,0.3067,0.31,0.3133,0.3167,0.32,0.3233,0.3267,0.33,0.4,0.32,0.29,0.39,0.37,0.38,0.38,0.4,0.38,0.32,0.36,0.41,0.4,0.4,
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27,0.29,0.29,0.28,0.15,0.3,0.19,0.27,0.38,0.39,0.44,0.39,0.27,0.32,0.46,0.5,0.4,0.3
Netherlands,0.26,0.36,0.28,0.33,0.36,0.32,0.5,0.37,0.37,0.33,0.31,0.35,0.37,0.46,0.44,0.35,0.47,0.7,0.52,0.6,0.56,0.44,0.35,0.4,0.35,0.37,0.35,0.35,0.45,0.39,0.34,0.41,0.41,0.42,0.28,0.29,0.35,0.28,0.3,0.28,0.29,0.31,0.32,0.16,0.38,0.26,0.32,0.3,0.18,0.13,0.3,0.19,0.2,0.19,0.28,0.22,0.2,0.2,0.2
"New Zealand",0.77,0.57,0.34,0.51,0.34,0.44,0.41,0.15,0.4,0.69,0.38,0.48,0.43,0.38,0.35,0.38,0.66,0.62,0.16,0.44,0.53,0.43,0.42,0.19,0.32,0.57,0.56,0.35,0.38,0.06,0.42,0.17,0.36,0.15,0.17,0.27,0.23,0.39,0.53,0.24,0.23,0.33,0.24,0.2,0.33,0.22,0.29,0.27,0.32,0.38,0.2,0.41,0.21,0.42,0.18,0.29,0.4,,
Nicaragua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,0.53,0.13,0.24,0.56,0.28,0.19,0.26,0.04,0.34,0.11,0.22,0.35,0.2,0.5,
"Northern Ireland",0.57,0.3,0.27,0.49,0.57,0.35,0.59,0.61,0.25,0.32,0.33,0.68,0.55,0.42,0.57,0.21,0.24,0.78,0.55,0.19,0.21,0.43,0.33,0.3,0.5,0.46,0.13,0.18,0.75,0.3,0.48,0.49,0.45,0.38,0.12,0.06,0.12,0.21,0.62,0.59,0.55,0.19,0.76,0.32,0.16,0.05,0.14,0.37,0.46,0.15,0.08,0.18,0.28,0.2,0.44,0.05,0.7,0.2,0.2
Norway,0.56,0.67,0.63,0.41,0.31,0.78,0.34,0.7,0.68,0.5,0.54,0.52,0.44,0.58,0.57,0.87,0.47,0.39,0.49,0.14,0.46,0.24,0.43,0.39,0.24,0.46,0.16,0.56,0.27,0.45,0.3,0.59,0.57,0.36,0.58,0.31,0.31,0.27,0.45,0.52,0.28,0.32,0.33,0.46,0.38,0.27,0.24,0.34,0.27,0.28,0.22,0.32,0.35,0.5,0.25,0.29,0.2,0.2,0.1
Panama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,0.27,0.24,0.21,0.08,0.38,0.09,0.52,0.36,0.59,0.21,0.6,0.4,0.2,0.5,
Paraguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.34,0.37,0.51,0.53,0.41,0.57,0.42,0.31,0.29,0.2,0.32,0.52,0.56,0.3,0.5,0.4,
Peru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,0.35,0.27,0.24,0.31,0.33,0.25,0.21,0.34,0.35,0.43,0.42,0.3,0.4,
Philippines,,,,,,,,,,,,,,0.26,0.2663,0.2725,0.2788,0.285,0.2913,0.2975,0.3038,0.31,0.3163,0.3225,0.3288,0.335,0.3413,0.3475,0.3538,0.36,0.3663,0.3725,0.3788,0.385,0.3913,0.3975,0.4038,0.41,0.64,0.65,0.68,0.6,0.52,0.78,0.81,0.74,0.8,0.82,0.93,0.902,0.874,0.846,0.818,0.79,,,,,
Poland,,,,,,,0.28,0.18,0.36,0.4,0.36,0.28,0.47,0.35,0.36,0.37,0.4,0.3971,0.3943,0.3914,0.3886,0.3857,0.3829,0.38,0.3771,0.3743,0.3714,0.3686,0.3657,0.3629,0.36,0.3571,0.3543,0.3514,0.3486,0.3457,0.3429,0.34,0.3371,0.3343,0.3314,0.3286,0.3257,0.3229,0.32,0.36,0.34,0.3,0.29,0.36,0.29,0.31,0.29,0.3,0.31,0.26,0.2,0.3,0.3
Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,0.28,0.26,0.24,0.22,0.33,0.41,0.31,0.23,0.37,0.23,0.27,0.37,0.27,0.23,0.22,0.26,0.4,0.28,0.29,0.2625,0.235,0.2075,0.18,0.31,0.46,0.26,0.3,0.3,0.4
Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,0.36,0.32,0.3,0.31,0.31,0.31,0.27,0.27,0.25,0.36,0.34,0.2,0.4,
Scotland,0.32,0.67,0.39,0.36,0.32,0.53,0.34,0.24,0.37,0.39,0.66,0.51,0.48,0.36,0.46,0.46,0.23,0.52,0.41,0.39,0.16,0.35,0.15,0.36,0.39,0.3,0.22,0.32,0.34,0.27,0.19,0.47,0.24,0.23,0.1,0.28,0.34,0.15,0.44,0.11,0.34,0.2,0.19,0.13,0.13,0.35,0.25,0.25,0.22,0.23,0.11,0.32,0.14,0.29,0.24,0.25,0.2,0.2,0.2
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,0.29,0.28,0.31,0.35,0.26,0.32,0.27,0.3,0.29,0.35,0.21,0.26,0.3,0.3,0.3
Singapore,,,,,,,,,,,,0.31,0.5,0.45,0.28,0.545,0.81,0.31,0.59,0.87,0.27,0.64,0.53,0.95,1.62,1.135,0.65,0.61,0.28,0.54,1.1,0.74,0.67,0.66,0.73,0.51,0.54,0.25,0.26,0.61,0.33,0.41,0.26,0.33,0.44,0.63,0.12,0.38,0.18,0.25,0.45,0.27,0.19,0.13,0.23,0.47,0.2,0.3,0.3
Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,0.56,0.45,0.39,0.66,0.19,0.51,0.38,0.29,0.37,0.37,0.46,0.48,0.33,0.29,0.22,0.42,0.27,0.27,,,
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66,0.6,0.55,1.46,0.51,0.3,0.55,0.42,0.5,0.69,0.45,0.49,0.39,0.44,0.54,0.57,0.28,0.56,0.15,0.31,0.12,0.37,0.29,0.35,0.41,0.37,,,
"South Africa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,0.45,0.21,0.24,0.26,0.15,0.13,0.21,0.22,0.21,0.29,0.12,0.17,0.22,0.14,0.25,0.17,0.185,0.2,0.1,0.2
"South Korea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,0.15,0.13,0.1463,0.1625,0.1788,0.195,0.2113,0.2275,0.2438,0.26,0.28,0.32,0.38,0.3,0.35,0.37,0.45,0.49,0.43,0.33,0.34,0.41,0.37,0.37,0.3,0.4,0.4,
Spain,0.1,0.05,0.07,0.13,0.09,0.14,0.13,0.21,0.13,0.18,0.12,0.2,0.16,0.19,0.13,0.12,0.2,0.17,0.2,0.18,0.18,0.16,0.22,0.2,0.24,0.23,0.27,0.25,0.19,0.24,0.22,0.15,0.24,0.24,0.33,0.35,0.27,0.31,0.25,0.23,0.24,0.24,0.27,0.32,0.21,0.3,0.26,0.27,0.25,0.22,0.2,0.25,0.25,0.26,0.21,0.28,0.3,0.3,0.3
Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,0.5938,0.5875,0.5813,0.575,0.5688,0.5625,0.5563,0.55,,,,
Sweden,0.39,0.4,0.48,0.34,0.59,0.59,0.43,0.72,0.6,0.4,0.55,0.43,0.6,0.61,0.7,0.52,0.64,0.72,0.74,0.5,0.44,0.65,0.55,0.55,0.57,0.36,0.56,0.39,0.44,0.51,0.47,0.41,0.34,0.32,0.35,0.31,0.3,0.4,0.26,0.27,0.34,0.32,0.33,0.36,0.2,0.23,0.35,0.34,0.23,0.19,0.21,0.29,0.29,0.3,0.37,0.26,0.5,0.3,0.3
Switzerland,1.33,1.58,1.81,1.68,1.47,1.61,1.42,1.13,1.08,1.31,1.06,1.13,1.35,1.3,1.04,1.22,1.15,1.38,1.04,1.03,0.96,1.02,0.93,1.03,0.78,1.15,0.8,0.87,0.76,0.81,0.78,0.68,0.63,0.63,0.55,0.63,0.64,0.47,0.52,0.59,,,,,,,,,,,,,,,,,,,
Thailand,,,,,,,,,,,,0.03,0.01,0.03,0.01,0.02,0.06,0.02,0.04,0.05,0.06,0.065,0.07,0.03,0.04,0.06,0.04,0.07,0.08,0.06,0.04,0.02,0.04,0.0533,0.0667,0.08,0.06,0.03,0.02,0.01,0.06,0.05,0.04,0.04,0.08,0.12,0.13,0.14,0.24,0.23,0.19,0.14,,,,,,,
"Trinidad and Tobago",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,0.92,0.57,0.5,0.4375,0.375,0.3125,0.25,0.48,0.16,,,,,
"United Kingdom",0.33,0.3267,0.3233,0.32,0.34,0.35,0.32,0.36,0.348,0.336,0.324,0.312,0.3,0.38,0.31,0.37,0.29,0.36,0.37,0.32,0.32,0.35,0.32,0.31,0.32,0.28,0.24,0.29,0.32,0.27,0.27,0.28,0.28,0.31,0.25,0.24,0.26,0.21,0.27,0.22,0.27,0.23,0.22,0.24,0.22,0.21,0.17,0.23,0.23,0.21,0.19,0.26,0.22,0.23,0.23,0.21,0.2,0.2,0.3
"United States",0.39,0.37,0.38,0.35,0.34,0.37,0.32,0.32,0.33,0.32,0.33,0.32,0.26,0.34,0.3,0.31,0.29,0.3,0.26,0.25,0.24,0.29,0.29,0.275,0.26,0.24,0.26,0.23,0.22,0.23,0.23,0.23,0.24,0.24,0.25,0.22,0.23,0.24,0.24,0.23,0.26,0.25,0.28,0.23,0.27,0.28,0.29,0.27,0.26,0.28,0.28,0.28,0.3,0.29,0.31,0.29,,,
Uruguay,,,,,,,,,,,,0.47,0.29,0.2913,0.2927,0.294,0.2953,0.2967,0.298,0.2993,0.3007,0.302,0.3033,0.3047,0.306,0.3073,0.3087,0.31,0.3113,0.3127,0.314,0.3153,0.3167,0.318,0.3193,0.3207,0.322,0.3233,0.3247,0.326,0.3273,0.3287,0.33,0.56,0.17,0.3,0.24,0.355,0.47,0.32,0.3333,0.3467,0.36,0.22,0.51,,,,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.04,,,,,,,,
Venezuela,0.26,0.17,0.2,0.23,0.23,0.28,0.25,0.35,0.13,0.35,0.43,0.26,0.23,0.2467,0.2633,0.28,0.49,0.56,0.32,0.42,0.395,0.37,0.12,0.19,0.29,0.39,0.385,0.38,0.375,0.37,0.365,0.36,0.355,0.35,0.345,0.34,0.335,0.33,0.325,0.32,0.315,0.31,0.42,0.39,0.32,0.33,0.18,0.22,0.33,0.27,0.27,0.35,0.36,0.34,0.26,,,,
