Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Afghanistan,1.78684757,1.30465111,1.209739207,1.11907617,1.043622735,8.381519777,9.0553134,8.82994029,8.059124964,7.858927535,7.642167724,4.8558,2.069403303,2.117402475,0.416760631,0.397338597,0.730432466,0.71431973,1.288978752,3.421680647,3.980616422,4.227853674,3.997800057,3.708436269,3.285936956,3.250686776
Albania,,,4.589471752,4.651692035,4.71669019,6.387171901,4.995071529,4.948139829,4.971104992,4.99164731,5.00660501,3.029090488,2.018024698,1.665773206,1.650336016,1.752178152,0.905500403,1.155508308,1.169505743,1.202962494,1.21201012,1.219337788,1.226976514,0.71247937,0.718860446,0.715532183
Algeria,2.027985557,1.938650035,1.854134639,1.774114404,1.697879577,2.101069301,2.038417936,3.25801161,3.154125978,3.479062686,3.419096798,3.334767618,3.391998149,3.219004955,3.2416834,3.180141878,3.261250582,3.197725823,3.137935175,3.082446592,2.853777549,2.79846261,2.741177849,2.635343411,2.596472841,2.551954232
Angola,2.629251128,3.32950662,2.739168461,2.615728621,2.368071762,2.332015553,1.982376228,2.276764179,2.276011771,2.180959793,1.944137887,2.331676588,1.709528961,1.9489165,1.709535689,1.657216553,1.502680714,1.55481211,1.506310669,1.449147554,1.393729717,1.345177951,1.297086024,1.25012568,1.203693921,1.160988523
Argentina,0.649435339,0.527358135,0.48113827,0.471173326,0.489887028,0.683602662,0.710064698,0.704038618,0.694291854,0.668145641,0.662392004,0.644086302,0.631818255,0.63064453,0.582089018,0.57350798,0.59409195,0.59200286,0.58966823,0.564831982,0.564654572,0.561233265,0.552481508,0.549677129,0.54062081,0.532443642
Armenia,,,1.389598163,1.499056665,3.292238876,4.562651185,4.430418159,4.670003039,4.183508364,4.189252565,3.257973756,3.297270397,3.459301995,3.428754467,3.655303398,3.632021383,3.473597701,3.096463691,3.080554294,4.037361395,3.891213096,3.803826015,3.373798299,3.353433445,3.337506916,3.316017106
Australia,0.800650882,0.795847176,0.788911524,0.784638984,0.736890937,0.631631509,0.642338637,0.632893353,0.62563139,0.595594319,0.536176538,0.52802468,0.511976117,0.52963982,0.507691874,0.502266263,0.472144187,0.50133437,0.48856101,0.492195903,0.483600412,0.480687931,0.467432046,0.465454004,0.459924974,0.462658311
Austria,1.207587695,1.218222729,1.192136344,1.208900408,1.174592162,1.446771263,1.459812385,1.186831234,1.184387842,1.045886258,1.042527395,0.884289674,0.869756699,0.860507077,0.975484816,0.981244493,0.96300612,0.825613844,0.818219648,0.600501593,0.596703743,0.534378708,0.518311278,0.507526849,0.509698544,0.478040691
Azerbaijan,,,1.408232066,1.430816675,1.552828788,3.865358607,3.328563495,3.163730308,2.548112993,2.444245156,2.461028303,2.411427787,2.36499439,2.170679894,2.113281268,2.091759895,2.050114806,2.006991674,1.91635485,1.843680467,1.818226198,1.800141859,1.77090057,1.742860916,1.720590035,1.694737896
Bahamas,,,,,,1.469610553,2.241210254,2.223942572,2.244190671,2.214440923,2.156813847,2.080570076,0.564150139,0.543970988,0.501425565,0.483882765,0.46896642,0.454675224,0.51247886,0.42709787,0.414765657,0.401969176,0.393638797,0.590018699,0.580095582,0.571561726
Bahrain,3.724446803,3.60078137,3.046962396,2.938040914,3.232519143,7.781162584,7.71572678,7.713680036,7.46912939,7.280099684,6.951389458,6.525225228,6.043187102,5.762819581,5.228367629,4.757136838,3.875573687,3.485624551,3.15401905,2.963323917,2.76998847,2.711427986,2.688198037,2.678747183,2.652859799,2.590080497
Bangladesh,0.222346535,0.224459367,0.220039585,0.215761398,0.223493759,0.330838411,0.318626582,0.316580107,0.308190568,0.337953615,0.234736716,0.337756561,0.332749371,0.309277965,0.406243473,0.403383414,0.339986844,0.348898947,0.347001034,0.345151362,0.343348062,0.337139631,0.33102904,0.324945661,0.318795329,0.312474712
Barbados,,,,,,0.417603374,0.419756541,0.417347755,0.421343464,0.419007844,0.409841665,0.405460197,0.408468922,0.405090639,0.405819856,0.404005616,0.402717352,0.401503334,0.656581574,0.400036725,0.40064892,0.39784252,0.402411832,0.40073841,0.401170629,0.401505977
Belarus,,,1.977161076,2.249152949,1.286179996,2.133122908,1.894231387,1.841184509,1.889471718,2.182729546,1.903137608,4.013681055,3.93500728,3.779494887,3.749547531,3.761340287,3.76083243,3.754141095,3.744926699,3.733578347,3.739707067,3.241072179,3.248661829,3.254746316,3.261621022,3.267977912
Belgium,2.676441232,2.495094422,1.933878965,1.70441292,1.271871083,1.124747081,1.102976822,1.05407737,1.027450081,0.956421321,0.891020688,0.91364162,0.889642563,0.919960505,0.795796251,0.798367016,0.859818797,0.823125348,0.815995862,0.822561545,0.729563554,0.697673561,0.623934535,0.753618575,0.753583278,0.724779276
Belize,1.572079862,1.551662606,1.539290387,1.518349251,1.48194253,1.57399193,1.502280735,1.362433176,1.292403131,1.22864498,1.228103473,1.175176009,1.126933716,1.082080743,0.944572486,0.906610094,0.863983135,0.824001516,0.786652087,0.789533048,0.75577629,0.721952159,0.690912202,0.664935723,0.640532923,0.885295246
Benin,0.306590469,0.345646923,0.333251925,0.366498719,0.352884144,0.310427075,0.301209045,0.292442993,0.284026579,0.275809018,0.267721907,0.26007302,0.245556211,0.237314535,0.193903167,0.250154783,0.2431,0.236129739,0.229508742,0.202124904,0.196364308,0.248194484,0.240622594,0.233178572,0.225902696,0.225825915
Bhutan,,,2.595541897,2.647085294,2.692065406,2.173357892,2.654590052,3.080224446,3.445712795,3.283101875,2.67026262,,,,,,,,,,,,,,,
Bolivia,1.122601982,1.199529348,1.129451362,1.096317674,0.930875512,2.067516509,1.983204332,2.097566555,2.048591071,1.973114612,1.928801186,1.85248695,1.804780142,1.758363891,1.698538408,1.704404205,1.963353882,1.909138355,1.857771686,1.813071461,1.776042721,1.741826188,1.694864154,1.649672921,1.374295577,1.343477089
"Bosnia and Herzegovina",,,4.249923856,4.7692,5.288558883,6.976578413,16.805466,6.370530813,6.373250135,6.36350721,5.612882451,1.768151177,1.451953537,1.37076094,1.740791756,0.858635657,0.643887823,0.626925619,0.61439612,0.725693687,0.718441748,0.728173265,0.723284954,0.736222645,0.745960093,0.753070916
Botswana,1.065895432,1.193822141,1.14746574,1.103660527,1.061548587,1.239269385,1.198878414,1.159081953,1.252584279,1.276364913,1.237553308,1.205890049,1.234957047,1.205055725,1.119576352,1.200641361,1.172061881,1.14384828,1.11556096,1.037391543,1.012513705,0.988640055,0.965531447,0.943480148,0.922128448,0.772055039
Brazil,0.471775307,0.444782861,0.421064844,0.412458774,0.402002647,0.900620987,0.905332231,0.899775251,0.876916453,0.82033244,0.802419961,0.790258614,0.764685853,0.7483285,0.740820139,0.70433886,0.77806609,0.735417447,0.721368922,0.70141132,0.70143769,0.702239685,0.693103384,0.686289974,0.689387473,0.681083192
Brunei,3.629204206,3.502013658,3.383579489,3.267359892,3.939924038,6.833090379,6.689602446,6.428287305,6.19990409,5.775730052,5.597893157,6.02043223,6.489410737,6.339914204,5.793339976,6.241347223,5.042045053,4.973062578,4.900519455,4.959493006,4.881034674,4.80791721,4.746900402,4.694811852,4.647657329,4.568961685
Bulgaria,3.160392878,2.666173632,2.504999245,1.339050737,2.087933311,3.602934841,3.704199593,3.717558812,3.789680825,3.273703398,3.314802867,3.177873549,3.001177611,2.543760156,2.51180697,2.55600431,2.183727156,2.13631757,2.095514677,1.86245254,1.909415672,1.414728792,1.410662701,1.400534513,1.403786603,1.414835432
"Burkina Faso",0.258013513,0.251798471,0.220552179,0.214480534,0.208259912,0.231354251,0.225331555,0.212608898,0.211591455,0.2063062,0.21931178,0.267879545,0.263703566,0.266522058,0.176482144,0.187708012,0.1822,0.176637445,0.171154437,0.168613775,0.163252713,0.158237295,0.153350713,0.14846008,0.143691287,0.139124848
Burundi,0.465245394,0.463353739,0.499483035,0.49685263,0.64658648,0.552897524,0.831352573,0.830232854,1.637557667,1.690078903,1.659939958,1.796903407,1.729113663,1.822455714,2.528463949,2.455744931,1.9331,1.410554655,1.356029545,1.305763854,1.257346115,1.219635438,1.181966802,1.147947625,1.114150563,0.869608006
"Cape Verde",0.879894413,0.854788525,0.827472073,0.799232737,0.771587077,0.856993815,0.829713857,0.804117079,0.779639874,0.788218757,0.762810448,0.796153964,0.766807838,0.738544046,0.547648125,0.528745235,0.5123,0.495773531,0.481204165,0.560983591,0.545251315,0.531013395,0.516994024,0.503471858,0.490673122,0.479009409
