Country,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
"Bosnia and Herzegovina",,,,,,,,,,,,,,,24.75,23.2222,21.6944,20.1667,18.6389,17.1111,15.58333,15.2094,14.8354,14.4615,14.0875,13.7135,13.3396,12.9656,12.5917,12.2177,11.8437,11.4698,11.0958,10.7219,10.3479,9.974,9.6
Brazil,,,,,,,,,,6.39731,6.5726,6.7478,6.9231,7.0984,7.2737,7.4489,7.6242,7.7995,7.9747,8.15,8.3253,8.5005,8.6758,8.8511,9.0264,9.20162,8.6668,8.132,7.5972,7.0624,6.52759,6.523,6.5184,6.5138,6.5092,6.5046,6.5
Bulgaria,,,,,,,,,,,,,,,23.69403,23.3072,22.9204,22.5335,22.1467,21.7599,21.373,20.9862,20.5994,20.2125,19.8257,19.43888,19.2263,19.0136,18.801,18.5884,18.3758,18.1631,17.9505,17.7379,17.5253,17.3126,17.1
"Burkina Faso",,,,,,,,,,,,,,,,,,,,,,,,,,14.35342,,,,,,,,,,,
Canada,,,,,,,,,,,,,,,,,,,,,36.69439,37.5777,38.4611,39.3444,40.2278,41.11111,,,,,,,,,,,
Chile,,,,,,,,,,22.06667,21.8333,21.6,21.3667,21.1333,20.9,21.1528,21.4056,21.6583,21.9111,22.1639,22.41667,20.393,18.3694,16.3457,14.322,12.29839,12.3667,12.4351,12.5035,12.5718,12.64016,12.6835,12.7268,12.7701,12.8134,12.8567,12.9
China,,,,,,,,,,59.45946,57.6476,55.8357,54.0238,52.2119,50.4,51.0768,51.7535,52.4303,53.1071,53.7838,54.46058,53.3861,52.3116,51.2371,50.1626,49.08815,51.8093,54.5304,57.2516,59.9727,62.69384,62.8282,62.9626,63.0969,63.2313,63.3656,63.5
Colombia,,,,,,,,,,,,,,,10.72199,11.0485,11.3751,11.7016,12.0282,12.3547,12.6813,13.0078,13.3344,13.6609,13.9875,14.31405,12.2768,10.2396,8.2023,6.1651,4.12783,4.1899,4.2519,4.3139,4.3759,4.438,4.5
Croatia,,,,,,,,,,,,,,,22.82609,22.4067,21.9874,21.568,21.1486,20.7293,20.3099,19.8905,19.4711,19.0518,18.6324,18.213,17.7937,17.3743,16.9549,16.5356,16.1162,15.6968,15.2775,14.8581,14.4387,14.0194,13.6
Cyprus,,,,,,,,,,,,,,,,,,,,,,,,,,12.82546,12.0658,11.3061,10.5464,9.7868,9.02708,8.6226,8.2181,7.8135,7.409,7.0045,6.6
"Czech Republic",,,,,,,,,,30.22752,29.8859,29.5442,29.2025,28.8609,28.5192,28.182,27.8447,27.5075,27.1703,26.833,26.4958,26.1585,25.8213,25.4841,25.1468,24.8096,24.4724,24.1351,23.7979,23.4607,23.1234,22.7862,22.4489,22.1117,21.7745,21.4372,21.1
"Dominican Republic",,,,,,,,,,,,,,,25.17986,,,,,,,,,,,,,,,,,,,,,,
Ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1607,6.9339,6.7071,6.4804,6.2536,6.0268,5.8
Egypt,,,,,,,,,,,,,,,,,,,,,37.46667,33.6532,29.8398,26.0264,22.2129,18.39948,18.8299,19.2603,19.6907,20.1211,20.55154,18.343,16.1344,13.9258,11.7172,9.5086,7.3
"El Salvador",,,,,,,,,,,,,,,14.11483,,,,,,,,,,,,,,,,,,,,,,
Estonia,,,,,,,,,,,,,,,21.05779,22.1487,23.2395,24.3304,25.4213,26.5122,27.603,28.6939,29.7848,30.8756,31.9665,33.0574,34.1483,35.2391,36.33,37.4209,38.51175,37.7431,36.9745,36.2059,35.4373,34.6686,33.9
Ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,22.52632,21.5603,20.5943,19.6282,18.6622,17.6962,16.7301,15.7641,14.7981,13.8321,12.866,11.9
Finland,57.17192,56.5113,55.8506,55.19,54.5294,53.8687,53.2081,52.5475,51.8868,51.2262,50.5655,49.9049,49.2443,48.5836,47.923,48.838,49.753,50.668,51.5831,52.4981,53.4131,54.3281,55.2431,56.1581,57.0732,57.98817,58.9347,59.8812,60.8278,61.7743,62.7208,63.6674,64.6139,65.5604,66.5069,67.4535,68.4
France,,,,,,,,,,,,,,,,,,,,,,,,,,18.65597,19.3509,20.0458,20.7407,21.4356,22.1305,22.8254,23.5204,24.2153,24.9102,25.6051,26.3
Georgia,,,,,,,,,,,,,,,17.67928,17.6774,17.6756,17.6737,17.6719,17.67,17.6681,17.6663,17.6644,17.6626,17.6607,17.65886,15.8908,14.1228,12.3547,10.5867,8.81864,8.8489,8.8791,8.9093,8.9395,8.9698,9
Germany,,,,,,,,,,,,,,,32.13228,32.1058,32.0792,32.0527,32.0262,31.9997,31.9732,31.9466,31.9201,31.8936,31.8671,31.84055,33.8785,35.9165,37.9545,39.9924,42.03041,42.2587,42.4869,42.7152,42.9435,43.1717,43.4
Ghana,,,,,,,,,,,,,,,,,,,,,,,,,,8.4801,7.7763,7.0726,6.3688,5.6651,4.96134,,,,,,
Guatemala,,,,,,,,,,,,,,,,,,,,,,,,,,15.6,15.8182,16.0364,16.2545,16.4727,16.6909,16.9091,17.1273,17.3455,17.5636,17.7818,18
"Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,,,40.33546,41.936,43.5366,45.1372,46.7378,48.33837,46.3486,44.3589,42.3692,40.3795,38.3897,36.4
Hungary,33.56991,32.7765,31.983,31.1895,30.3961,29.6026,28.8092,28.0157,27.2223,26.4288,25.6354,24.8419,24.0485,23.255,22.46154,22.9767,23.4918,24.007,24.5221,25.0373,25.5524,26.0676,26.5827,27.0978,27.613,28.12813,28.0438,27.9594,27.875,27.7906,27.7063,27.6219,27.5375,27.4531,27.3688,27.2844,27.2
India,,,,,,,,,,33.52,33.3846,33.2493,33.1139,32.9785,32.84314,33.8461,34.8491,35.8521,36.8551,37.8581,38.86114,35.2268,31.5925,27.9583,24.324,20.68966,23.1425,25.5953,28.0482,30.501,32.95383,,,,,,
Indonesia,,,,,,,,,,,,,,,,,,,,,45.7,44.7799,43.8598,42.9398,42.0197,41.09962,37.7815,34.4633,31.1452,27.827,24.5089,21.1907,17.8726,14.5544,11.2363,7.9181,4.6
Iran,,,,,,,,,,,,,,,,,,,,,55.42807,46.4497,37.4713,28.4929,19.5146,10.53618,10.9238,11.3114,11.699,12.0867,12.4743,12.8619,13.2495,13.6371,14.0248,14.4124,14.8
Iraq,,,,,,,,,,,,,,,,,,,,,46.42393,44.9665,43.5091,42.0517,40.5944,39.13696,37.3096,35.4822,33.6548,31.8274,30,26.8333,23.6667,20.5,17.3333,14.1667,11
Israel,,,,,,,,,,,,,,,,,,,,,23.02521,,,,,,,,,,,,,,,,
Italy,,,,,,,,,,,,,,,,,,,,,,,,,,28.25203,28.1018,27.9517,27.8015,27.6513,27.5011,27.3509,27.2007,27.0506,26.9004,26.7502,26.6
Japan,41.49227,41.0583,40.6243,40.1904,39.7564,39.3224,38.8885,38.4545,38.0205,37.58655,38.0199,38.4533,38.8866,39.32,39.75332,39.7357,39.7181,39.7005,39.6828,39.6652,39.64758,39.0356,38.4236,37.8116,37.1996,36.58759,36.458,36.3283,36.1987,36.0691,35.93942,35.5662,35.1929,34.8197,34.4465,34.0732,33.7
Jordan,,,,,,,,,,,,,,,,,,,,,27.40066,28.1842,28.9677,29.7512,30.5347,31.31822,27.7046,24.0909,20.4773,16.8636,13.25,13.6917,14.1333,14.575,15.0167,15.4583,15.9
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.8,36.1333,33.4667,30.8,28.1333,25.4667,22.8
Kuwait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.15361,,,,,,
Kyrgyzstan,,,,,,,,,,,,,,,,,,,,,16.58677,18.7006,20.8145,22.9284,25.0422,27.1561,29.2699,31.3838,33.4977,35.6115,37.72538,33.5712,29.4169,25.2627,21.1085,16.9542,12.8
Latvia,,,,,,,,,,,,,,,23.91667,,,,,,,,,,,,,,,,,,,,,,
Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.83333,9.8444,9.8556,9.8667,9.8778,9.8889,9.9
Libya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.00614,,,,,,
Lithuania,,,,,,,,,,,,,,,21.30823,21.7806,22.2529,22.7253,23.1976,23.67,24.1423,24.6147,25.0871,25.5594,26.0318,26.5041,26.9765,27.4488,27.9212,28.3935,28.8659,29.3382,29.8106,30.2829,30.7553,31.2276,31.7
"Macedonia (F.Y.R.O.M.)",,,,,,,,,,,,,,,7.53769,8.4931,9.4485,10.4039,11.3593,12.3147,13.27014,13.3845,13.4989,13.6132,13.7276,13.842,13.9563,14.0707,14.1851,14.2994,14.4138,14.5282,14.6425,14.7569,14.8713,14.9856,15.1
Malaysia,,,,,,,,,,,,,,,,,,,,,,,,,,8.82598,8.7685,8.711,8.6535,8.596,8.53846,10.3821,12.2256,14.0692,15.9128,17.7564,19.6
Mali,,,,,,,,,,,,,,,,,,,,,,,,,,17.15576,,,,,,,,,,,
Mexico,17.49436,18.9462,20.3981,21.8499,23.3018,24.7536,26.2055,27.6573,29.1092,30.56106,30.3337,30.1063,29.879,29.6516,29.42422,28.0707,26.7171,25.3636,24.01,22.6565,21.30293,20.142,18.9811,17.8202,16.6593,15.49839,14.88,14.2615,13.6431,13.0246,12.4062,12.0885,11.7708,11.4531,11.1354,10.8177,10.5
Moldova,,,,,,,,,,,,,,,21.84959,20.5559,19.2622,17.9684,16.6747,15.381,14.0873,14.788,15.4887,16.1894,16.8901,17.59082,,,,,,,,,,,
Montenegro,,,,,,,,,,,,,,,30.41667,30.8346,31.2526,31.6706,32.0886,32.5066,32.92453,32.223,31.5215,30.8199,30.1184,29.4169,28.7153,28.0138,27.3123,26.6107,25.9092,25.2077,24.5061,23.8046,23.1031,22.4015,21.7
Morocco,,,,,,,,,,,,,,,,,,,,,21.74261,19.9939,18.2452,16.4965,14.7478,12.99915,12.8888,12.7785,12.6681,12.5578,12.44743,,,,,,
Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,43.00971,47.6429,52.2761,56.9093,61.5425,66.1757,64.8964,63.6171,62.3379,61.0586,59.7793,58.5
"New Zealand",,,,,,,,,,,,,,,48.3871,48.6392,48.8913,49.1434,49.3955,49.6476,49.8997,50.1518,50.4039,50.656,50.9081,51.16022,52.1736,53.1871,54.2005,55.2139,56.22733,56.2894,56.3516,56.4137,56.4758,56.5379,56.6
Nigeria,,,,,,,,,,21.67832,20.7928,19.9073,19.0217,18.1362,17.25067,18.5958,19.9409,21.2861,22.6312,23.9763,25.32146,24.2674,23.2134,22.1594,21.1053,20.0513,18.9973,17.9432,16.8892,15.8352,14.78113,14.4843,14.1874,13.8906,13.5937,13.2969,13
Norway,,,,,,,,,,,,,,,64.77374,65.588,66.4022,67.2165,68.0307,68.845,69.6592,70.4735,71.2877,72.102,72.9162,73.73047,73.5822,73.434,73.2858,73.1376,72.9893,72.8411,72.6929,72.5447,72.3964,72.2482,72.1
Pakistan,,,,,,,,,,,,,,,18.69031,20.2669,21.8435,23.4202,24.9968,26.5734,28.15,27.6899,27.2299,26.7698,26.3098,25.8497,25.3897,24.9296,24.4696,24.0095,23.54949,23.5079,23.4663,23.4247,23.3832,23.3416,23.3
"West Bank and Gaza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.8,,,,,,
Peru,,,,,,,,,,,,,,,4.87201,5.8255,6.779,7.7325,8.686,9.6395,10.59294,9.7581,8.9233,8.0885,7.2537,6.41892,6.7783,7.1377,7.497,7.8564,8.21577,7.5465,6.8772,6.2079,5.5386,4.8693,4.2
Philippines,,,,,,,,,,,,,,,5.5,6,6.5,7,7.5,8,8.5,7.9333,7.3667,6.8,6.2333,5.6667,5.1,4.5333,3.9667,3.4,2.83333,3.2444,3.6556,4.0667,4.4778,4.8889,5.3
Poland,,,,,,,,,,34.46659,30.9558,27.4449,23.9341,20.4232,16.9124,17.0692,17.226,17.3828,17.5396,17.6964,17.8532,18.01,18.1669,18.3237,18.4805,18.63727,19.3612,20.0851,20.8089,21.5328,22.25673,22.5639,22.8712,23.1784,23.4856,23.7928,24.1
"Puerto Rico",,,,,,,,,,,,,,,5.98958,8.7234,11.4571,14.1909,16.9247,19.6584,22.39221,22.0989,21.8057,21.5124,21.2192,20.9259,20.6326,20.3394,20.0461,19.7528,19.4596,19.1663,18.8731,18.5798,18.2865,17.9933,17.7
Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4151,,,,,,
Romania,,,,,,,,,,,,,,,17.91768,18.0767,18.2356,18.3946,18.5536,18.7126,18.8716,19.0306,19.1895,19.3485,19.5075,19.66648,17.1475,14.6284,12.1094,9.5904,7.07138,7.9095,8.7476,9.5857,10.4238,11.2619,12.1
Russia,,,,,,,,,,34.72718,32.4288,30.1304,27.832,25.5337,23.23529,23.4183,23.6012,23.7842,23.9672,24.1502,24.3331,24.5161,24.6991,24.8821,25.065,25.24801,25.7454,26.2429,26.7403,27.2377,27.73516,26.9293,26.1234,25.3176,24.5117,23.7059,22.9
Rwanda,,,,,,,,,,,,,,,,,,,,,,,,,,4.85695,7.2123,9.5677,11.9231,14.2785,16.63392,,,,,,
"Saudi Arabia",,,,,,,,,,,,,,,,,,,,,50.53262,,,,,,,,,,,,,,,,
Serbia,,,,,,,,,,,,,,,28.4375,26.7535,25.0694,23.3854,21.7014,20.0174,18.33333,17.4173,16.5012,15.5852,14.6692,13.75311,13.9846,14.2162,14.4477,14.6793,14.9108,15.1423,15.3739,15.6054,15.8369,16.0685,16.3
Singapore,,,,,,,,,,,,,,,,,,,,,14.55026,16.9469,19.3435,21.7401,24.1367,26.5333,28.9299,31.3265,33.7231,36.1197,38.51626,,,,,,
Slovakia,,,,,,,,,,23.01075,23.5593,24.1078,24.6564,25.2049,25.75342,25.5555,25.3577,25.1598,24.9619,24.764,24.5661,24.3682,24.1704,23.9725,23.7746,23.5767,23.3788,23.1809,22.9831,22.7852,22.5873,22.3894,22.1915,21.9936,21.7958,21.5979,21.4
Slovenia,,,,,,,,,,,,,,,15.29295,15.5018,15.7106,15.9194,16.1282,16.337,16.5458,16.7546,16.9635,17.1723,17.3811,17.58989,18.0682,18.5464,19.0247,19.503,19.98124,20.8677,21.7542,22.6406,23.5271,24.4135,25.3
"South Africa",29.03001,29.0427,29.0554,29.0681,29.0808,29.0934,29.1061,29.1188,29.1315,29.14418,26.3886,23.633,20.8774,18.1219,15.36627,14.9552,14.5442,14.1331,13.7221,13.311,12.9,13.9606,15.0212,16.0818,17.1424,18.203,19.2637,20.3243,21.3849,22.4455,23.50609,,,,,,
"South Korea",38.01743,37.5904,37.1634,36.7363,36.3093,35.8823,35.4552,35.0282,34.6012,34.17413,33.3921,32.6102,31.8282,31.0462,30.26421,29.7757,29.2873,28.7988,28.3103,27.8218,27.33333,27.8971,28.4608,29.0246,29.5883,30.15203,30.0562,29.9605,29.8647,29.7689,29.67309,30.2109,30.7487,31.2865,31.8244,32.3622,32.9
Spain,,,,,,,,,,29.00662,28.9361,28.8656,28.7951,28.7245,28.65401,29.3374,30.0208,30.7042,31.3876,32.071,32.75434,30.15,27.5456,24.9412,22.3368,19.73244,19.5898,19.4472,19.3046,19.162,19.01944,22.6829,26.3463,30.0097,33.6731,37.3366,41
Sweden,,,,,,,,,,,,,,,56.59068,57.6294,58.6681,59.7068,60.7456,61.7843,62.823,63.8617,64.9004,65.9392,66.9779,68.01661,67.165,66.3133,65.4617,64.61,63.75839,63.5987,63.4389,63.2792,63.1195,62.9597,62.8
Switzerland,,,,,,,,,,26.28571,27.9263,29.5668,31.2074,32.8479,34.48845,35.8467,37.2049,38.5632,39.9214,41.2796,42.6379,43.9961,45.3543,46.7126,48.0708,49.42904,50.1264,50.8238,51.5211,52.2185,52.9158,53.6132,54.3106,55.0079,55.7053,56.4026,57.1
Taiwan,,,,,,,,,,,,,,,37.16129,35.9835,34.8057,33.6279,32.4501,31.2722,30.0944,28.9166,27.7388,26.561,25.3832,24.20538,25.2914,26.3775,27.4635,28.5496,29.63563,29.8297,30.0238,30.2178,30.4119,30.6059,30.8
Tanzania,,,,,,,,,,,,,,,,,,,,,7.8125,,,,,,,,,,,,,,,,
Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,41.5082,39.7213,37.9345,36.1476,34.3607,32.57384,31.9615,31.3492,30.7369,30.1246,29.5123,28.9
"Trinidad and Tobago",,,,,,,,,,,,,,,,,,,,,,,,,,3.7962,3.6776,3.559,3.4404,3.3218,3.2032,,,,,,
Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.51867,15.2322,14.9458,14.6593,14.3729,14.0864,13.8
Turkey,,,,,,,,,,9.80583,8.9354,8.0649,7.1945,6.324,5.45359,7.7376,10.0217,12.3057,14.5897,16.8737,19.15777,16.28,13.4023,10.5245,7.6468,4.769,6.2167,7.6644,9.1122,10.5599,12.00762,12.3397,12.6717,13.0038,13.3359,13.6679,14
Uganda,,,,,,,,,,,,,,,,,,,,,7.78443,,,,,,,,,,,,,,,,
Ukraine,,,,,,,,,,,,,,,28.77979,28.6509,28.5219,28.393,28.2641,28.1351,28.0062,27.8773,27.7484,27.6194,27.4905,27.36156,26.6318,25.902,25.1723,24.4425,23.71274,,,,,,
"United Kingdom",,,,,,,,,,,,,,,29.09424,29.1731,29.2519,29.3308,29.4096,29.4884,29.5673,29.6461,29.7249,29.8038,29.8826,29.96146,30.8922,31.823,32.7538,33.6846,34.6153,35.5461,36.4769,37.4077,38.3384,39.2692,40.2
"United States",,,,,,,,,,,,,,,35.21401,35.3311,35.4482,35.5653,35.6825,35.7996,35.91667,36.6463,37.376,38.1056,38.8352,39.56487,39.2865,39.008,38.7296,38.4512,38.17277,37.9773,37.7818,37.5864,37.3909,37.1955,37
Uruguay,,,,,,,,,,,,,,,21.1,21.7672,22.4344,23.1016,23.7688,24.4361,25.1033,25.7705,26.4377,27.1049,27.7721,28.43931,25.6385,22.8376,20.0368,17.236,14.43515,,,,,,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.92236,,,,,,
Venezuela,,,,,,,,,,,,,,,13.33333,13.75,14.1667,14.5833,15,15.4167,15.83333,,,,,,,,,,,,,,,,
Vietnam,,,,,,,,,,,,,,,,,,,,,38.7,41.1611,43.6221,46.0832,48.5443,51.00536,48.8867,46.768,44.6494,42.5307,40.412,38.2933,36.1747,34.056,31.9373,29.8187,27.7
Yemen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.5,,,,,,
Zambia,,,,,,,,,,,,,,,,,,,,,,,,,,11.04295,,,,,,,,,,,
Zimbabwe,,,,,,,,,,,,,,,,,,,,,10.97804,10.6002,10.2224,9.8446,9.4668,9.089,8.7112,8.3334,7.9556,7.5778,7.2,6.35,5.5,4.65,3.8,2.95,2.1
