Country,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Argentina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,1.5,1.5,1.5,1.6,1.6,1.5,1.6,1.7,1.7,1.5,1.6,1.6,1.8,1.8,1.8,
Armenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,
Australia,1.5,1.4,1,1.4,1.3,1.8,1.3,1.7,1.4,1.6,1.6,1.7,1.5,1.525,1.55,1.575,1.6,1.5,1.8,1.6,1.7,1.5,1.6,1.7,1.9,1.8,1.85,1.9,2,1.9,1.8,2.1,1.9,2.2,1.9,1.8,2.2,1.9,2.1,1.9,1.9,1.9,1.7,1.8,1.7,1.6,1.8,1.7,1.5,1.6,1.55,1.5,1.4,1.4,1.4,1.4,1.3,,
Austria,,,,,,,,,,,,,,,,,2.3,2.4,2.3,2.5,2.5,2.3,2.4,2.5,2.4,2.5,2.9,2.6,2.7,3.1,2.4,2.7,2.4,2.9,2.5,2.4,2.5,2.7,2.3,2.7,2.1,2.4,2.1,2,2,2.1,1.7,1.7,1.7,1.9,1.7,1.6,1.5,1.2,1.6,1.5,1.5,1.6,1.3
Azerbaijan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,
Barbados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.3,0.65,1,0.6,2.8,0.7,0.85,1,0.8,0.5,1.4,,
Belgium,1.4,1.5,1.6,1.5,1.9,1.8,1.9,1.6,1.6,1.6,1.8,2,1.9,1.6,1.3,1.7,1.6,1.5,1.6,1.7,1.9,1.8,2.3,1.9,1.4,1.48,1.56,1.64,1.72,1.8,1.6,1.4,1.4,1.4,1.4,1.4,1.4,1.4,2,2,2,2,2,1.9,1.8,1.6,1.9,1.9,1.6,1.7,1.6,1.4,1.7,1.4,1.4,1.4,1.1,1.3,
Belize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,2.6,1,1.075,1.15,1.225,1.3,4.6,3.55,2.5,1.5,1.1,3.8,0.7,3.3,
Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,0.7,0.8,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.9,0.8,0.8,0.9,
Bulgaria,,,,,,,,,,,,0.9,0.9,0.9079,0.9158,0.9237,0.9316,0.9395,0.9474,0.9553,0.9632,0.9711,0.9789,0.9868,0.9947,1.0026,1.0105,1.0184,1.0263,1.0342,1.0421,1.05,1.0579,1.0658,1.0737,1.0816,1.0895,1.0974,1.1053,1.1132,1.1211,1.1289,1.1368,1.1447,1.1526,1.1605,1.1684,1.1763,1.1842,1.1921,1.2,1.1,1.2,1.2,1,1.1,1.1,1.1,
