Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Afghanistan,0.96114147,0.964293878,0.967519854,0.979022578,0.9971384,1.001579199,0.997677723,0.992541435,0.982419825,0.974060581,0.945243245,0.950798551,0.96987588,0.979750002,0.950508072,0.93913709,0.868532693,0.817934449,0.750357813,0.696980091,0.623368344,0.606263298,0.59358716,0.595560192,0.591781686,0.588839597,0.5906543
Albania,0.057088813,0.074783203,0.097123492,0.125867984,0.154920912,0.176935868,0.158123481,0.142397005,0.131564639,0.118444521,0.114627361,0.102765039,0.097871147,0.091516791,0.088905973,0.089956268,0.08920144,0.084587944,0.078713718,0.071130204,0.067941128,0.064664111,0.062524524,0.060874204,0.059482464,0.058245621,0.057243156
Algeria,0.078142526,0.073168804,0.068830707,0.065215204,0.061840676,0.058765952,0.055531139,0.05309285,0.050569551,0.047246149,0.044194419,0.043534155,0.041410119,0.041120364,0.040624182,0.0392028,0.037755586,0.035936185,0.034183824,0.032652675,0.030689187,0.028709345,0.026747877,0.025192769,0.023658206,0.021549179,0.019806951
"American Samoa",0.12581495,0.128872468,0.136111144,0.140240119,0.143483573,0.146151004,0.147944788,0.148435568,0.145897242,0.145901096,0.142718603,0.144998008,0.147519136,0.146771689,0.145643959,0.141788803,0.140287597,0.138727239,0.134891868,0.132991583,0.128807866,0.13462468,0.135498633,0.133042262,0.130661304,0.127549106,0.124187933
Andorra,0.001336465,0.001322904,0.001304595,0.001287632,0.00127931,0.001203716,0.001142512,0.001072779,0.001026039,0.000987781,0.000951282,0.00090985,0.000866727,0.000849652,0.000861783,0.000822522,0.000801212,0.000780993,0.000790395,0.000815276,0.00081664,0.000819636,0.000820171,0.000816756,0.000823857,0.000825852,0.000827008
Angola,0.482748128,0.470759037,0.459393148,0.470999291,0.484225486,0.473845011,0.444235701,0.421161686,0.467591857,0.442168865,0.43428829,0.424339978,0.406566943,0.399199933,0.389866962,0.371152141,0.353933779,0.33544338,0.317167408,0.300835706,0.283234017,0.264025024,0.24508321,0.22655287,0.20979766,0.19577916,0.181708509
"Antigua and Barbuda",0.057606576,0.058614163,0.054714281,0.05310103,0.051913028,0.0554165,0.054717889,0.061704626,0.058437421,0.055214295,0.051935947,0.051287287,0.050820872,0.049351711,0.049326377,0.051461298,0.048445588,0.048500681,0.046757164,0.043289097,0.042080651,0.042185939,0.042287569,0.040830447,0.041233207,0.038546267,0.036335274
Argentina,0.472971788,0.45178409,0.431971291,0.411035247,0.376028351,0.374841665,0.376865107,0.35115328,0.34197055,0.340469195,0.303347255,0.31063731,0.321773292,0.304697978,0.295853478,0.287871043,0.280961654,0.266567534,0.253040672,0.254954205,0.226062809,0.197786507,0.171428232,0.15052008,0.136715535,0.121325458,0.106900569
Armenia,0.201625329,0.16220555,0.146878276,0.16446159,0.152958293,0.172323151,0.157822457,0.165817172,0.140375917,0.142317971,0.150751421,0.107281829,0.078825817,0.094914964,0.087716253,0.083692656,0.080950504,0.080334892,0.093474083,0.079912693,0.056706418,0.054412696,0.049494102,0.052058619,0.044214556,0.045245,0.04449447
Australia,0.011696492,0.009468401,0.009901885,0.011892623,0.011990955,0.012935186,0.01067151,0.010530409,0.008071811,0.009753268,0.00754778,0.00743105,0.007465445,0.007197145,0.00759073,0.006924392,0.007917116,0.007341328,0.006829795,0.008197383,0.009033599,0.009212995,0.008875636,0.007035865,0.007204277,0.006970019,0.00678339
