"Data Item",1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Thorium,14,22,20,18,14,17,22,53,63,63,57,66,59,82,78,185,95,21,70,15,125,16,22,7,29,41,32,40,74,108,102.1875,96.375,90.5625,84.75,78.9375,73.125,67.3125,61.5,55.6875,49.875,44.0625,38.25,32.4375,26.625,20.8125,15,18,22,24,19,17,9,9,33,43,66,77,96,208,166,180,50,50,50,115,114,239,230,191,76,344,53,30,25,30,30,14,31,25,30,77,47,51,74,72,39,64,57,66,54,35,8,4,5,5,13,7,7,6,9,1,3,3,3,3,4,3,2,1,1,1,1
