"Data Item",1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
"Nonrenewable Organics",1500000,1600000,1700000,1800000,1800000,1900000,1900000,2000000,2100000,2200000,2300000,2400000,2700000,3000000,3200000,3700000,4300000,4600000,4400000,4600000,5000000,4200000,5400000,6300000,7100000,7700000,8200000,8500000,9500000,9400000,8900000,8600000,7400000,7500000,8200000,8650000,10500000,10900000,11000000,12300000,12200000,15500000,15900000,15700000,16400000,17400000,18400000,19700000,20400000,20200000,23800000,26500000,26200000,29000000,30500000,34100000,36900000,36500000,38700000,42200000,43600000,45500000,49400000,50500000,53500000,57600000,61800000,62400000,68700000,73900000,78800000,80700000,84400000,91700000,90700000,79500000,88700000,96500000,98600000,106000000,112000000,102000000,92200000,91800000,97300000,98400000,99700000,109000000,112000000,111000000,118000000,119000000,126000000,130000000,136000000,135000000,138000000,142000000,144000000,155000000,146000000,138000000,140000000,137000000,147000000,140000000,140000000,137000000,125000000,120000000,123000000,123000000,117000000,123000000,,
