Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Botswana,198.72,198.72,198.72,198.72,198.72,198.72,198.72,198.72,198.72,198.72,198.72,198.72,198.72,198.72,198.72,198.72,198.72,198.72,198.72,198.72,198.72,198.72,198.72,198.72,198.72,198.72,198.72,198.72,198.72,198.72,198.72
Brazil,22.67,22.999,23.328,23.657,23.986,24.315,24.644,24.973,25.302,25.631,25.96,26.334,26.708,27.082,27.456,27.83,28.204,28.578,28.952,29.326,29.7,66.098,102.496,138.894,175.292,211.69,211.91,212.13,212.36,212.54,212.71
"British Virgin Islands",269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269
Brunei,36.28,36.28,36.28,36.28,36.28,36.28,36.28,36.28,36.28,36.28,36.28,36.28,36.28,36.28,36.28,36.28,36.28,36.28,36.28,36.28,36.28,36.28,36.28,36.28,36.28,36.28,36.28,36.28,36.28,36.28,36.28
Bulgaria,136.16,139.917,143.674,147.431,151.188,154.945,158.702,162.459,166.216,169.973,173.73,175.889,178.048,180.207,182.366,184.525,186.684,188.843,191.002,193.161,195.32,156.754,118.188,79.622,41.056,2.49,24.7,29.5,214.9,218.78,223.48
"Burkina Faso",81.66,81.081,80.502,79.923,79.344,78.765,78.186,77.607,77.028,76.449,75.87,75.273,74.676,74.079,73.482,72.885,72.288,71.691,71.094,70.497,69.9,69.286,68.672,68.058,67.444,66.83,64.49,63.68,62.86,62.2,61.17
Burundi,146.9,146.824,146.748,146.672,146.596,146.52,146.444,146.368,146.292,146.216,146.14,146.14,146.14,146.14,146.14,146.14,146.14,146.14,146.14,146.14,146.14,147.438,148.736,150.034,151.332,152.63,152.63,152.63,152.63,152.63,152.63
"Cape Verde",121.6,121.6,121.6,121.6,121.6,121.6,121.6,121.6,121.6,121.6,121.6,121.6,121.6,121.6,121.6,121.6,121.6,121.6,121.6,121.6,121.6,121.6,121.6,121.6,121.6,121.6,121.6,121.6,121.6,121.6,121.6
Cambodia,18.11,18.11,18.11,18.11,18.11,18.11,18.11,18.11,18.11,18.11,18.11,18.11,18.11,18.11,18.11,18.11,18.11,18.11,18.11,18.11,18.11,18.11,18.11,18.11,18.11,18.11,18.11,18.11,18.11,18.11,18.11
Cameroon,328.66,328.66,328.66,328.66,328.66,328.66,328.66,328.66,328.66,328.66,328.66,328.66,328.66,328.66,328.66,328.66,328.66,328.66,328.66,328.66,328.66,328.66,328.66,328.66,328.66,328.66,328.66,328.66,328.66,328.66,328.66
Canada,118.56,118.502,118.444,118.386,118.328,118.27,118.212,118.154,118.096,118.038,117.98,117.555,117.13,116.705,116.28,115.855,115.43,115.005,114.58,114.155,113.73,113.56,113.39,113.22,113.05,112.88,112.8,112.8,112.8,112.8,112.8
"Central African Republic",269.19,269.19,269.19,269.19,269.19,269.19,269.19,269.19,269.19,269.19,269.19,269.19,269.19,269.19,269.19,269.19,269.19,269.19,269.19,269.19,269.19,269.19,269.19,269.19,269.19,269.19,269.19,269.19,269.19,269.19,269.19
Chad,117.3,117.269,117.238,117.207,117.176,117.145,117.114,117.083,117.052,117.021,116.99,116.982,116.974,116.966,116.958,116.95,116.942,116.934,116.926,116.918,116.91,116.898,116.886,116.874,116.862,116.85,116.82,116.84,116.82,116.8,116.77
Chile,269.86,269.497,269.134,268.771,268.408,268.045,267.682,267.319,266.956,266.593,266.23,265.977,265.724,265.471,265.218,264.965,264.712,264.459,264.206,263.953,263.7,263.62,263.54,263.46,263.38,263.3,263.36,263.3,263.24,263.18,263.12
China,65.7,66.014,66.328,66.642,66.956,67.27,67.584,67.898,68.212,68.526,68.84,62.686,56.532,50.378,44.224,38.07,31.916,25.762,19.608,13.454,7.3,21.092,34.884,48.676,62.468,76.26,77.51,78.45,79.36,8.27,81.15
Colombia,225.76,225.76,225.76,225.76,225.76,225.76,225.76,225.76,225.76,225.76,225.76,225.76,225.76,225.76,225.76,225.76,225.76,225.76,225.76,225.76,225.76,225.76,225.76,225.76,225.76,225.76,225.76,225.76,225.76,225.76,225.76
Comoros,79.3,79.3,79.3,79.3,79.3,79.3,79.3,79.3,79.3,79.3,79.3,79.3,79.3,79.3,79.3,79.3,79.3,79.3,79.3,79.3,79.3,79.3,79.3,79.3,79.3,79.3,79.3,79.3,79.3,79.3,79.3
"Congo (Brazzaville)",272.4,272.4,272.4,272.4,272.4,272.4,272.4,272.4,272.4,272.4,272.4,272.4,272.4,272.4,272.4,272.4,272.4,272.4,272.4,272.4,272.4,272.4,272.4,272.4,272.4,272.4,272.4,272.4,272.4,272.4,272.4
"Costa Rica",248.4,248.4,248.4,248.4,248.4,248.4,248.4,248.4,248.4,248.4,248.4,248.4,248.4,248.4,248.4,248.4,248.4,248.4,248.4,248.4,248.4,248.4,248.4,248.4,248.4,248.4,248.4,248.4,248.4,248.4,248.4
"Ivory Coast",122.7,122.7,122.7,122.7,122.7,122.7,122.7,122.7,122.7,122.7,122.7,122.7,122.7,122.7,122.7,122.7,122.7,122.7,122.7,122.7,122.7,122.7,122.7,122.7,122.7,122.7,122.7,122.7,122.7,122.7,122.7
Croatia,211.5,193.328,175.156,156.984,138.812,120.64,102.468,84.296,66.124,47.952,29.78,29.653,29.526,29.399,29.272,29.145,29.018,28.891,28.764,28.637,28.51,27.122,25.734,24.346,22.958,21.57,212.54,212.98,213.66,214.44,215.22
Cuba,14.22,27.231,40.242,53.253,66.264,79.275,92.286,105.297,118.308,131.319,144.33,131.311,118.292,105.273,92.254,79.235,66.216,53.197,40.178,27.159,14.14,14.238,14.336,14.434,14.532,14.63,14.74,14.84,14.84,14.84,14.84
Curacao,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
Cyprus,35.3,35.319,35.338,35.357,35.376,35.395,35.414,35.433,35.452,35.471,35.49,36.421,37.352,38.283,39.214,40.145,41.076,42.007,42.938,43.869,44.8,45.732,46.664,47.596,48.528,49.46,5.3,51.12,51.99,52.82,53.67
"Czech Republic",16.66,33.118,49.576,66.034,82.492,98.95,115.408,131.866,148.324,164.782,181.24,182.645,184.05,185.455,186.86,188.265,189.67,191.075,192.48,193.885,195.29,195.946,196.602,197.258,197.914,198.57,199.46,2.37,22.13,23.24,24.35
"North Korea",83.74,83.776,83.812,83.848,83.884,83.92,83.956,83.992,84.028,84.064,84.1,84.225,84.35,84.475,84.6,84.725,84.85,84.975,85.1,85.225,85.35,85.348,85.346,85.344,85.342,85.34,85.34,85.34,85.33,85.33,85.33
"Congo (Kinshasa)",316.5,316.5,316.5,316.5,316.5,316.5,316.5,316.5,316.5,316.5,316.5,316.5,316.5,316.5,316.5,316.5,316.5,316.5,316.5,316.5,316.5,316.5,316.5,316.5,316.5,316.5,316.5,316.5,316.5,316.5,316.5
Denmark,122.23,122.207,122.184,122.161,122.138,122.115,122.092,122.069,122.046,122.023,122,111.147,100.294,89.441,78.588,67.735,56.882,46.029,35.176,24.323,13.47,38.16,62.85,87.54,112.23,136.92,137.21,137.41,137.63,137.84,138.4
Djibouti,114.69,114.69,114.69,114.69,114.69,114.69,114.69,114.69,114.69,114.69,114.69,114.69,114.69,114.69,114.69,114.69,114.69,114.69,114.69,114.69,114.69,114.69,114.69,114.69,114.69,114.69,114.69,114.48,113.87,112.68,11.73
"Dominican Republic",15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
Ecuador,221.3,221.3,221.3,221.3,221.3,221.3,221.3,221.3,221.3,221.3,221.3,221.3,221.3,221.3,221.3,221.3,221.3,221.3,221.3,221.3,221.3,221.3,221.3,221.3,221.3,221.3,221.3,221.3,221.3,221.3,221.3
Egypt,154.2,154.2,154.2,154.2,154.2,154.2,154.2,154.2,154.2,154.2,154.2,154.2,154.2,154.2,154.2,154.2,154.2,154.2,154.2,154.2,154.2,154.2,154.2,154.2,154.2,154.2,154.2,154.2,154.2,154.2,154.2
"El Salvador",138.77,138.77,138.77,138.77,138.77,138.77,138.77,138.77,138.77,138.77,138.77,138.77,138.77,138.77,138.77,138.77,138.77,138.77,138.77,138.77,138.77,138.77,138.77,138.77,138.77,138.77,138.77,138.77,138.77,138.77,138.77
"Equatorial Guinea",265.98,265.98,265.98,265.98,265.98,265.98,265.98,265.98,265.98,265.98,265.98,265.98,265.98,265.98,265.98,265.98,265.98,265.98,265.98,265.98,265.98,265.98,265.98,265.98,265.98,265.98,265.98,265.98,265.98,265.98,265.98
Eritrea,91.5,91.535,91.57,91.605,91.64,91.675,91.71,91.745,91.78,91.815,91.85,91.876,91.902,91.928,91.954,91.98,92.006,92.032,92.058,92.084,92.11,92.176,92.242,92.308,92.374,92.44,92.47,92.52,92.51,92.55,92.62
Estonia,125.96,126.89,127.82,128.75,129.68,130.61,131.54,132.47,133.4,134.33,135.26,135.528,135.796,136.064,136.332,136.6,136.868,137.136,137.404,137.672,137.94,139.052,140.164,141.276,142.388,143.5,143.73,143.17,143.17,143.17,143.17
Swaziland,1.28,11.082,20.884,30.686,40.488,50.29,60.092,69.894,79.696,89.498,99.3,99.208,99.116,99.024,98.932,98.84,98.748,98.656,98.564,98.472,98.38,98.288,98.196,98.104,98.012,97.92,97.84,97.75,97.67,97.58,97.49
Ethiopia,154.25,154.246,154.242,154.238,154.234,154.23,154.226,154.222,154.218,154.214,154.21,154.059,153.908,153.757,153.606,153.455,153.304,153.153,153.002,152.851,152.7,152.516,152.332,152.148,151.964,151.78,151.59,151.41,151.21,151.2,15.83
Fiji,254.91,254.747,254.584,254.421,254.258,254.095,253.932,253.769,253.606,253.443,253.28,253.139,252.998,252.857,252.716,252.575,252.434,252.293,252.152,252.011,251.87,251.74,251.61,251.48,251.35,251.22,251.1,25.97,25.85,25.74,25.61
Finland,56.91,57.653,58.396,59.139,59.882,60.625,61.368,62.111,62.854,63.597,64.34,58.621,52.902,47.183,41.464,35.745,30.026,24.307,18.588,12.869,7.15,21.28,35.41,49.54,63.67,77.8,77.8,77.8,77.8,77.8,77.8
France,14.7,27.67,40.64,53.61,66.58,79.55,92.52,105.49,118.46,131.43,144.4,145.91,147.42,148.93,150.44,151.95,153.46,154.97,156.48,157.99,159.5,160.94,162.38,163.82,165.26,166.7,168.2,169.7,171.2,172.6,174.1
"French Polynesia",185.9,185.841,185.782,185.723,185.664,185.605,185.546,185.487,185.428,185.369,185.31,185.308,185.306,185.304,185.302,185.3,185.298,185.296,185.294,185.292,185.29,185.29,185.29,185.29,185.29,185.29,185.29,185.29,185.29,185.29,185.29
Gabon,276.83,276.83,276.83,276.83,276.83,276.83,276.83,276.83,276.83,276.83,276.83,276.83,276.83,276.83,276.83,276.83,276.83,276.83,276.83,276.83,276.83,276.83,276.83,276.83,276.83,276.83,276.83,276.83,276.83,276.83,276.83
Gambia,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2
Georgia,111.1,114.676,118.252,121.828,125.404,128.98,132.556,136.132,139.708,143.284,146.86,133.718,120.576,107.434,94.292,81.15,68.008,54.866,41.724,28.582,15.44,15.44,15.44,15.44,15.44,15.44,15.44,15.44,15.44,15.44,15.44
Germany,153.69,156.611,159.532,162.453,165.374,168.295,171.216,174.137,177.058,179.979,182.9,184.162,185.424,186.686,187.948,189.21,190.472,191.734,192.996,194.258,195.52,161.354,127.188,93.022,58.856,24.69,26.55,28.42,21.29,212.16,214.2
Ghana,127.27,128.178,129.086,129.994,130.902,131.81,132.718,133.626,134.534,135.442,136.35,134.561,132.772,130.983,129.194,127.405,125.616,123.827,122.038,120.249,118.46,98.494,78.528,58.562,38.596,18.63,112.27,115.84,116,116.15,116.29
Greece,45.84,45.833,45.826,45.819,45.812,45.805,45.798,45.791,45.784,45.777,45.77,45.787,45.804,45.821,45.838,45.855,45.872,45.889,45.906,45.923,45.94,45.94,45.94,45.94,45.94,45.94,45.94,45.94,45.94,45.94,45.94
Grenada,138.73,138.73,138.73,138.73,138.73,138.73,138.73,138.73,138.73,138.73,138.73,138.73,138.73,138.73,138.73,138.73,138.73,138.73,138.73,138.73,138.73,138.73,138.73,138.73,138.73,138.73,138.73,138.73,138.73,138.73,138.73
Guadeloupe,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424
Guam,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,40.8,66.6,92.4,118.2,144,,,,,
Guatemala,153.82,153.82,153.82,153.82,153.82,153.82,153.82,153.82,153.82,153.82,153.82,153.82,153.82,153.82,153.82,153.82,153.82,153.82,153.82,153.82,153.82,153.82,153.82,153.82,153.82,153.82,153.82,153.82,153.82,153.82,153.82
Guinea,162.84,162.836,162.832,162.828,162.824,162.82,162.816,162.812,162.808,162.804,162.8,162.794,162.788,162.782,162.776,162.77,162.764,162.758,162.752,162.746,162.74,162.736,162.732,162.728,162.724,162.72,162.72,162.7,162.69,162.69,162.68
"Guinea Bissau",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
Guyana,614.34,614.34,614.34,614.34,614.34,614.34,614.34,614.34,614.34,614.34,614.34,614.34,614.34,614.34,614.34,614.34,614.34,614.34,614.34,614.34,614.34,614.34,614.34,614.34,614.34,614.34,614.34,614.34,614.34,614.34,614.34
Haiti,117.45,117.495,117.54,117.585,117.63,117.675,117.72,117.765,117.81,117.855,117.9,117.783,117.666,117.549,117.432,117.315,117.198,117.081,116.964,116.847,116.73,116.684,116.638,116.592,116.546,116.5,116.47,116.46,116.45,116.44,116.43
Honduras,144.8,144.8,144.8,144.8,144.8,144.8,144.8,144.8,144.8,144.8,144.8,144.8,144.8,144.8,144.8,144.8,144.8,144.8,144.8,144.8,144.8,144.8,144.8,144.8,144.8,144.8,144.8,144.8,144.8,144.8,144.8
Hungary,118.68,119.239,119.798,120.357,120.916,121.475,122.034,122.593,123.152,123.711,124.27,124.503,124.736,124.969,125.202,125.435,125.668,125.901,126.134,126.367,126.6,127.51,128.42,129.33,130.24,131.15,132.47,133.82,134.69,135.77,136.86
Iceland,24.53,23.851,23.172,22.493,21.814,21.135,20.456,19.777,19.098,18.419,17.74,17.92,18.1,18.28,18.46,18.64,18.82,19,19.18,19.36,19.54,20.596,21.652,22.708,23.764,24.82,25.9,26.83,27.76,28.68,29.57
India,75.43,77.017,78.604,80.191,81.778,83.365,84.952,86.539,88.126,89.713,91.3,91.061,90.822,90.583,90.344,90.105,89.866,89.627,89.388,89.149,88.91,72.972,57.034,41.096,25.158,9.22,9.22,9.22,9.22,9.22,9.22
Indonesia,2.55,24.409,46.268,68.127,89.986,111.845,133.704,155.563,177.422,199.281,221.14,221.225,221.31,221.395,221.48,221.565,221.65,221.735,221.82,221.905,221.99,221.976,221.962,221.948,221.934,221.92,221.84,221.92,221.92,221.92,221.92
Iran,166.97,167.792,168.614,169.436,170.258,171.08,171.902,172.724,173.546,174.368,175.19,175.353,175.516,175.679,175.842,176.005,176.168,176.331,176.494,176.657,176.82,176.82,176.82,176.82,176.82,176.82,176.65,176.51,176.24,175.97,175.83
Iraq,68.13,68.112,68.094,68.076,68.058,68.04,68.022,68.004,67.986,67.968,67.95,67.926,67.902,67.878,67.854,67.83,67.806,67.782,67.758,67.734,67.71,67.65,67.59,67.53,67.47,67.41,67.9,66.77,66.42,66.6,65.68
Ireland,16.56,16.814,17.068,17.322,17.576,17.83,18.084,18.338,18.592,18.846,19.1,29.172,39.244,49.316,59.388,69.46,79.532,89.604,99.676,109.748,119.82,121.152,122.484,123.816,125.148,126.48,128.32,128.73,13.61,133.34,135.62
Israel,9.5,9.46,9.42,9.38,9.34,9.3,9.26,9.22,9.18,9.14,9.1,9.12,9.14,9.16,9.18,9.2,9.22,9.24,9.26,9.28,9.3,9.338,9.376,9.414,9.452,9.49,,,,,
Italy,15.3,25.63,35.96,46.29,56.62,66.95,77.28,87.61,97.94,108.27,118.6,119.87,121.14,122.41,123.68,124.95,126.22,127.49,128.76,130.03,131.3,132.62,133.94,135.26,136.58,137.9,137.9,137.9,137.9,137.9,137.9
Jamaica,198.2,198.001,197.802,197.603,197.404,197.205,197.006,196.807,196.608,196.409,196.21,197.739,199.268,200.797,202.326,203.855,205.384,206.913,208.442,209.971,211.5,174.062,136.624,99.186,61.748,24.31,23.4,21.75,2.53,199.31,198.11
Japan,93,94.9,96.8,98.7,100.6,102.5,104.4,106.3,108.2,110.1,112,114,116,118,120,122,124,126,128,130,132,108.4,84.8,61.2,37.6,14,141,142,,,
Jordan,72.83,72.83,72.83,72.83,72.83,72.83,72.83,72.83,72.83,72.83,72.83,72.83,72.83,72.83,72.83,72.83,72.83,72.83,72.83,72.83,72.83,72.83,72.83,72.83,72.83,72.83,72.83,72.83,72.83,72.83,72.83
Kazakhstan,1.14,2.209,3.278,4.347,5.416,6.485,7.554,8.623,9.692,10.761,11.83,12.362,12.894,13.426,13.958,14.49,15.022,15.554,16.086,16.618,17.15,17.412,17.674,17.936,18.198,18.46,17.51,16.58,18.22,17.29,16.39
Kenya,252.1,252.12,252.14,252.16,252.18,252.2,252.22,252.24,252.26,252.28,252.3,252.267,252.234,252.201,252.168,252.135,252.102,252.069,252.036,252.003,251.97,251.968,251.966,251.964,251.962,251.96,251.97,251.97,251.97,251.97,251.97
Kyrgyzstan,6.59,12.264,17.938,23.612,29.286,34.96,40.634,46.308,51.982,57.656,63.33,57.682,52.034,46.386,40.738,35.09,29.442,23.794,18.146,12.498,6.85,17.778,28.706,39.634,50.562,61.49,62.5,63.35,64.7,64.9,65.73
Laos,145.8,145.8,145.8,145.8,145.8,145.8,145.8,145.8,145.8,145.8,145.8,145.8,145.8,145.8,145.8,145.8,145.8,145.8,145.8,145.8,145.8,145.8,145.8,145.8,145.8,145.8,145.8,145.8,145.8,145.8,145.8
Latvia,119.46,121.73,124,126.27,128.54,130.81,133.08,135.35,137.62,139.89,142.16,144.225,146.29,148.355,150.42,152.485,154.55,156.615,158.68,160.745,162.81,163.44,164.07,164.7,165.33,165.96,166.62,167.25,167.88,168.5,169.13
Lebanon,74.51,74.538,74.566,74.594,74.622,74.65,74.678,74.706,74.734,74.762,74.79,74.803,74.816,74.829,74.842,74.855,74.868,74.881,74.894,74.907,74.92,74.918,74.916,74.914,74.912,74.91,74.92,74.92,74.92,74.92,74.92
Lesotho,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4
Liberia,254.7,254.7,254.7,254.7,254.7,254.7,254.7,254.7,254.7,254.7,254.7,254.7,254.7,254.7,254.7,254.7,254.7,254.7,254.7,254.7,254.7,254.7,254.7,254.7,254.7,254.7,254.7,254.7,254.7,254.7,254.7
Libya,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26
Liechtenstein,343.17,340.191,337.212,334.233,331.254,328.275,325.296,322.317,319.338,316.359,313.38,310.922,308.464,306.006,303.548,301.09,298.632,296.174,293.716,291.258,288.8,288.8,288.8,288.8,288.8,288.8,288.8,288.8,288.8,288.8,288.8
Lithuania,137.8,138.43,139.06,139.69,140.32,140.95,141.58,142.21,142.84,143.47,144.1,144.31,144.52,144.73,144.94,145.15,145.36,145.57,145.78,145.99,146.2,148.82,151.44,154.06,156.68,159.3,16.8,161.5,162.7,163.7,164.9
Luxembourg,133.66,137.757,141.854,145.951,150.048,154.145,158.242,162.339,166.436,170.533,174.63,178.413,182.196,185.979,189.762,193.545,197.328,201.111,204.894,208.677,212.46,175.242,138.024,100.806,63.588,26.37,27.46,29.27,211.46,213.65,216.37
Madagascar,26.3,26.3,26.3,26.3,26.3,26.3,26.3,26.3,26.3,26.3,26.3,26.3,26.3,26.3,26.3,26.3,26.3,26.3,26.3,26.3,26.3,26.3,26.3,26.3,26.3,26.3,26.3,26.3,26.3,26.3,26.3
Malawi,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6
Malaysia,265.9,264.745,263.59,262.435,261.28,260.125,258.97,257.815,256.66,255.505,254.35,253.255,252.16,251.065,249.97,248.875,247.78,246.685,245.59,244.495,243.4,199.976,156.552,113.128,69.704,26.28,26.23,26.23,26.23,26.24,26.24
Maldives,167.4,167.4,167.4,167.4,167.4,167.4,167.4,167.4,167.4,167.4,167.4,167.4,167.4,167.4,167.4,167.4,167.4,167.4,167.4,167.4,167.4,167.4,167.4,167.4,167.4,167.4,167.4,167.4,167.4,167.4,167.4
Mali,57.97,57.97,57.97,57.97,57.97,57.97,57.97,57.97,57.97,57.97,57.97,57.97,57.97,57.97,57.97,57.97,57.97,57.97,57.97,57.97,57.97,57.97,57.97,57.97,57.97,57.97,57.97,57.97,57.97,57.97,57.97
"Marshall Islands",163.84,163.84,163.84,163.84,163.84,163.84,163.84,163.84,163.84,163.84,163.84,163.84,163.84,163.84,163.84,163.84,163.84,163.84,163.84,163.84,163.84,163.84,163.84,163.84,163.84,163.84,163.84,163.84,163.84,163.84,163.84
Martinique,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379
Mauritania,54.33,54.486,54.642,54.798,54.954,55.11,55.266,55.422,55.578,55.734,55.89,56.09,56.29,56.49,56.69,56.89,57.09,57.29,57.49,57.69,57.89,58.142,58.394,58.646,58.898,59.15,73.51,73.71,73.92,74.13,74.35
Mauritius,154.76,154.759,154.758,154.757,154.756,154.755,154.754,154.753,154.752,154.751,154.75,154.9,155.05,155.2,155.35,155.5,155.65,155.8,155.95,156.1,156.25,156.246,156.242,156.238,156.234,156.23,156.23,156.22,156.22,156.22,156.21
Mexico,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.81,59.52,60.23,60.94,61.65,62.36,63.07,63.78,64.49,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2
Micronesia,635.58,635.567,635.554,635.541,635.528,635.515,635.502,635.489,635.476,635.463,635.45,635.448,635.446,635.444,635.442,635.44,635.438,635.436,635.434,635.432,635.43,635.402,635.374,635.346,635.318,635.29,,,,,
Mongolia,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3
Montenegro,,,,,,,,,,,,,,,,,,,,,112.86,112.86,112.86,112.86,112.86,112.86,112.86,112.86,112.86,112.86,112.86
