Country,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Albania,2.243092995,2.361410875,2.843459872,3.509399449,4.203223542,4.288056422,3.8503778,3.943594345,4.334640354,4.350313846
Algeria,3.071358289,3.264754145,3.247620449,3.894234913,3.763139887,3.420818246,3.292709311,3.128953793,3.182798971,3.240557139
Angola,,,,2.793415,2.468174611,2.4106,2.352941,2.260677719,,
Argentina,2.9331872,2.854684849,3.204990633,3.32544901,3.183771526,3.048937486,3.074733233,3.039322631,3.094601989,3.145174837
Armenia,3.143907887,3.199826465,3.552329232,3.41315625,3.343414051,3.650032948,3.681916282,3.711567129,3.82385608,3.783885761
Australia,5.33044275,5.079525012,5.005590763,5.32905788,5.103905838,5.057320714,4.938433368,4.75001574,4.721546547,4.757611863
Austria,6.156060683,6.369494562,6.449464528,6.322335704,6.244597448,6.297997584,6.223981694,6.269969526,6.137379007,5.987355854
Azerbaijan,3.460937345,3.694842695,3.9405971,3.823988789,3.757130549,4.023323516,3.985693819,3.959027906,3.959027906,4.437806447
Bahrain,4.902959159,5.229431823,5.601711377,5.46715442,5.686100457,5.816335434,5.42841408,5.366747107,5.399088015,5.143407203
Bangladesh,3.061021303,2.840584535,2.910033008,2.99908555,2.922392591,2.79695271,2.798880478,2.883105992,2.904874532,2.923656192
Barbados,4.670763303,5.034916886,5.119359097,5.259715219,5.386768557,5.154013957,5.0828664,5.064589406,4.7594,4.454166737
Belgium,5.996652003,5.875422556,5.784706904,5.472256386,5.3576637,5.468630828,5.38771358,5.252489953,5.144379845,4.879242913
Belize,,,,,3.035498,,,,,
Benin,2.656903708,2.748592579,2.845019879,2.913751861,2.931139918,3.071595815,2.761651641,2.739,2.716418028,2.914054739
Bhutan,,,,,,,4.297411,4.30911115,4.005738018,3.810111355
Bolivia,1.932635318,1.856985355,2.192959428,2.600856699,2.986056125,3.133572849,3.403859775,3.349442399,3.068933868,3.114021222
"Bosnia and Herzegovina",1.70471241,1.625522008,1.714537257,1.75979506,1.729276,2.45820475,3.054601,2.8095,2.564356327,2.877901492
Botswana,4.194891992,4.453972643,4.453352794,4.566393013,4.425486196,4.391926748,4.256488608,3.975240186,3.954031847,4.128799391
Brazil,2.336604407,2.479218752,2.75465752,2.930945048,2.786869605,2.655756949,2.769588423,2.753188552,2.746905457,2.958920124
Brunei,,5.136396,5.169808768,5.269544394,5.212089167,5.222607833,5.018154364,4.9121,4.8061,4.699999809
Bulgaria,2.422685185,2.296773336,2.172442329,2.077342233,2.113479512,2.536729951,2.945196293,3.142408707,3.281257287,3.373830933
"Burkina Faso",2.364251563,2.681901392,2.767692804,2.58503035,2.501809975,2.606903872,2.567765672,2.456536639,,
Burundi,2.034718431,2.019955834,2.327094869,2.664113927,2.82628433,2.699152224,3.029325978,3.23526944,3.23526944,2.869170816
"Cape Verde",,,,3.872145,3.942484257,4.061915485,4.097444851,4.04181339,4,4.078571391
Cambodia,3.079932116,3.137733296,3.337519462,3.752174519,3.992766293,4.026437096,3.730914676,3.352704753,3.338714613,3.380017081
Cameroon,2.042857143,2.439319153,2.567267566,2.750830464,2.757260373,2.874307497,2.834940903,2.898826954,2.847120888,2.497848417
