Country,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Moldova,,,,,,,,,,,,,,,,42.025,43.296,45.951,39.094,33.019,34.025,29.508,30.739,33.504,34.808,37.119,40.297,42.712,41.498,45.3,40.922,39.057,40.251,38.582,39.779,37.941,36.145,
Mongolia,,39.961,40.324,40.777,41.733,42.471,46.174,46.885,46.493,46.748,45.904,40.872,25.86,31.178,25.709,22.754,24.487,26.379,30.961,28.865,29.541,30.054,30.342,28.811,27.371,21.658,21.943,27.839,26.099,27.192,31.575,37.932,38.907,40.099,39.061,33.613,40.522,
Montenegro,,,,,,,,,,,,,,,,,,,,,,,37.451,43.228,39.897,38.17,42.523,43.858,51.098,51.339,46.647,45.279,45.707,45.827,44.209,46.6,47.518,
Morocco,,,,,,,,,,,24.444,22.508,24.113,25.01,23.527,23.02,19.035,20.127,20.291,19.948,24.625,25.651,27.936,26.081,26.491,30.991,28.115,28.603,30.578,30.417,31.07,33.798,35.216,32.933,32.875,30.701,30.162,29.683
Mozambique,12.145,20.351,23.11,30.197,26.382,17.985,20.705,19.553,23.112,23.114,17.915,20.769,25.927,24.957,27.602,22.756,17.294,19.616,17.619,19.114,21.207,25.687,22.271,22.077,20.896,19.831,23.451,24.148,23.933,28.874,29.915,32.175,30.837,34.145,42.519,35.232,32.366,
Namibia,,,,,,,,,,,27.351,32.861,35.867,35.424,31.207,33.394,34.441,34.958,37.251,35.97,30.352,30.966,30.081,31.355,28.633,27.95,26.441,25.861,28.055,31.877,33.132,38.369,35.042,36.633,40.609,43.197,40.901,
Nauru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.646,71.173,40.295,44.681,57.431,51.82,72.31,91.645,103.182
Nepal,,,,,,,,,,,,,,,,,,,,,13.068,14.743,14.833,13.646,13.463,13.754,12.748,14.96,15.354,19.394,18.777,18.652,19.305,17.82,18.845,20.104,22.005,
Netherlands,52.726,54.312,56.414,56.421,55.523,54.377,54.021,55.066,53.07,51.26,51.691,51.717,52.414,52.448,50.386,53.691,46.918,45.346,44.106,43.462,41.763,43.122,43.881,44.731,43.635,42.308,43.029,42.441,43.553,48.164,48.132,46.971,47.096,46.267,46.172,44.881,43.438,
"New Zealand",,,,,,41.576,42.242,41.508,41.545,43.082,44.55,47.667,47.238,42.105,38.509,37.455,35.892,35.379,36.129,35.347,34.449,33.514,33.083,32.971,32.53,33.399,34.038,33.333,34.652,36.364,39.072,38.648,35.92,34.76,33.985,33.735,32.981,32.488
Nicaragua,,,,,,,,,,,,,,,,,,,,,25.35,23.701,23.087,23.82,23.624,23.814,21.296,21.332,21.675,22.469,22.355,23.324,24.039,24.15,24.538,25.293,26.777,
Niger,,,,,,,,,,,,,,,,16.961,14.115,17.304,18.199,19.898,18.328,18.532,19.334,17.947,20.694,20.176,19.747,23.183,22.642,23.931,20.622,19.41,22.549,27.197,31.056,32.507,26.609,26.443
Nigeria,,,,,,,,,,,19.967,19.167,22.457,28.166,16.985,12.497,11.077,13.632,15.72,21.007,24.742,30.857,19.381,23.206,18.34,19.11,12.381,18.086,14.375,15.47,16.647,17.355,14.06,13.382,12.651,11.066,9.482,11.725
Norway,44.291,43.696,44.279,43.875,41.891,41.237,44.698,46.968,48.849,48.505,49.391,50.437,51.788,50.699,49.811,49.797,47.475,45.918,48.268,46.897,41.744,43.403,45.775,47.094,44.161,41.003,39.336,39.451,38.895,45.019,44.038,42.952,42.195,43.261,45.054,48.017,50.009,
Oman,,,,,,,,,,,41.848,42.925,46.011,45.913,45.558,43.839,38.38,36.781,41.413,39.078,35.626,37.989,39.091,38.822,39.052,34.987,34.385,35.26,29.325,38.244,33.898,39.349,44.028,44.767,47.356,50.885,50.577,
Pakistan,,,,,,,,,,,,,,21.214,18.113,17.439,18.748,17.135,17.626,16.521,17.25,16.14,18.05,16.099,15.182,15.938,17.062,19.481,21.837,19.275,20.337,19.349,21.656,21.821,20.095,19.771,19.917,21.344
Palau,,,,,,,,,,,,,,,,,,,,,56.526,50.026,48.923,46.27,46.613,38.887,44.991,49.377,44.855,41.684,47.728,42.348,43.178,39.623,39.7,33.742,37.199,
Panama,,,,,,,,,,,,,,,25.333,26.558,18.769,22.17,23.905,24.071,24.003,24.68,24.721,25.508,24.564,23.552,23.067,22.049,23.152,22.988,24.285,23.485,22.89,23.465,22.671,21.861,22.22,
"Papua New Guinea",,,,22.579,23.74,24.297,25.071,23.185,18.816,21.965,24.113,22.004,22.403,23.146,18.962,16.803,17.267,20.212,19.687,21.079,20.107,21.196,19.938,18.35,19.446,20.689,19.559,18.022,19.754,24.651,18.394,19.688,22.417,27.61,27.294,21.23,,
Paraguay,21.759,24.879,24.629,24.429,24.358,21.307,17.329,19.004,18.259,22.152,19.73,18.48,21.42,21.544,22.61,23.506,24.616,27.366,25.212,20.364,21.201,21.381,20.606,18.901,18.872,18.23,19.214,18.255,17.057,21.339,20.081,21.317,25.277,23.479,23.487,27.151,25.604,
Peru,,,,,,,,,,,,,,,,,,,,,21.484,20.7,19.47,19.94,19.387,20.178,19.069,18.593,19.568,21.483,21.083,20.002,20.734,22.017,22.532,22.252,20.974,21.274
Philippines,,,,,,,,,,16.176,19.352,18.567,18.963,18.116,20.28,19.69,20.231,20.926,20.981,21.41,21.488,21.749,21.303,21.173,20.14,19.532,19.096,18.99,18.647,20.081,19.155,17.915,18.916,18.652,18.092,18.765,19.482,19.901
Poland,,,,,,,,,,,,,,,,47.448,50.72,46.09,44.021,42.479,41.985,44.818,45.147,45.535,43.615,44.395,44.663,43.208,44.295,45.042,45.808,43.88,42.859,42.595,42.261,41.567,41.171,
Portugal,,,,,,,52.509,45.769,42.206,41.482,42.196,45.974,48.253,46.513,42.793,42.624,43.149,42.448,42.698,42.553,42.644,44.113,43.719,45.323,46.064,46.677,45.242,44.487,45.335,50.223,51.819,50.016,48.527,49.94,51.767,48.201,44.945,
"Puerto Rico",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.514,21.562,20.836,
Qatar,,,,,,,,,,,42.547,46.626,45.248,50.933,48.192,44.043,47.249,42.075,45.611,38.507,30.33,32.035,31.532,28.727,28.898,29.059,28.452,28.08,23.006,32.855,30.612,28.502,30.987,28.293,33.398,41.519,,
Romania,,,,,,,,,,,38.113,38.041,41.268,33.241,32.891,34.174,33.243,33.306,34.505,34.89,34.863,32.902,32.007,30.72,33.105,31.898,33.443,34.3,35.388,36.627,38.189,36.522,34.923,33.855,33.874,34.226,31.362,
Russia,,,,,,,,,,,,,,,,,,,39.572,34.191,30.565,31.376,33.723,32.508,29.546,29.376,28.959,31.852,31.921,38.488,35.406,33.168,33.999,34.582,34.863,35.147,36.458,34.74
Rwanda,,,,,,,,,,,,,25.508,24.052,15.808,21.358,23.139,20.163,19.416,26.54,21.745,22.38,23.995,21.422,20.336,22.676,21.677,23.844,23.937,23.54,25.277,26.183,25.709,26.833,28.266,27.403,25.787,25.412
"Saint Kitts and Nevis",47.384,33.299,29.024,28.977,25.192,28.182,25.324,38.753,28.635,24.044,19.309,18.216,19.781,21.326,22.249,23.69,26.837,26.313,28.959,33.614,34.761,30.953,35.269,31.124,33.968,34.923,32.947,32.886,31.809,33.61,36.879,33.603,31.276,33.014,32.628,32.23,30.051,
"Saint Lucia",,,,,,22.88,23.703,22.344,20.439,21.353,18.512,20.146,20.517,24.137,20.975,21.291,21.065,21.29,20.781,23.36,23.394,24.627,25.721,25.13,25.145,28.255,26.777,23.501,24.837,26.576,27.628,29.444,30.963,28.488,26.623,25.845,26.164,
"Saint Thomas and Principe",,,,,,,,,,,,,,,,,,,,,10.797,52.654,44.346,50.513,58.748,41.969,30.916,38.002,30.447,51.937,49.947,52.2,46.207,31.549,30.464,34.269,32.1,
"Saint Vincent and Grenadines",25.992,26.916,25.352,26.706,24.927,23.082,24.033,25.59,26.832,29.858,25.55,28.339,28.012,24.626,24.79,21.872,22.866,28.504,27.429,27.506,25.685,26.214,27.151,27.452,26.182,28.118,27.464,29.691,29.835,32.832,32.84,31.009,27.76,31.26,32.258,28.732,28.615,
Samoa,,,,,,,,,,,,,44.514,50.727,55.473,43.298,39.859,31.848,28.852,34.676,31.165,30.766,31.535,29.277,28.025,31.368,28.398,31.874,28.401,33.184,39.862,36.038,37.346,37.57,43.345,38.935,33.849,33.584
"San Marino",,,,,,,,,,,,,,,,,,,,,,,,,17.764,17.856,18.035,18.864,20.03,22.31,22.11,23.059,23.683,21.763,22.379,21.65,22.086,
"Saudi Arabia",,,,,,,,,,,39.281,34.946,41.165,37.732,33.794,32.413,33.342,35.598,34.531,30.315,33.133,36.939,35.864,33.116,31.094,28.151,27.269,29.453,26.68,37.066,33.099,32.843,33.233,35.527,40.214,40.811,38.682,
Senegal,,,,,,,,,,,,,,,19.462,17.834,19.125,17.653,17.084,18.736,17.921,20.945,20.284,21.774,22.725,23.595,26.58,27.46,26.277,26.591,27.041,28.777,28.518,28.098,29.837,29.862,30.999,
Serbia,,,,,,,,,,,,,,,,,,,,,31.365,33.81,42.902,41.9,40.826,40.27,43.193,43.401,43.425,43.449,43.625,42.372,46.114,43.172,45.929,43.961,42.935,
Seychelles,,,,47.93,50.529,53.042,58.005,49.703,46.747,51.673,46.063,52.103,50.711,60.354,63.647,53.096,59.11,54.745,60.698,56.126,55.409,46.842,56.315,44.628,39.896,38.98,43.551,41.896,26.989,32.117,34.576,36.336,38.601,37.792,33.791,32.364,37.653,
"Sierra Leone",,,,,,,,,,,,,,,,,,,,,16.362,19.097,20.022,18.823,18.116,18.035,16.634,12.953,16.161,17.476,20.221,21.504,20.333,15.654,17.645,20.741,23.348,24.295
Singapore,,,,,,,,,,,17.459,18.376,16.844,16.831,13.593,16,20.981,16.865,19.972,17.651,17.913,21.579,18.207,17.647,15.912,14.176,14.333,13.681,17.894,17.328,15.043,14.508,14.395,14.824,15.796,17.83,17.727,17.373
Slovakia,,,,,,,,,,,,,,,,48.153,53.087,48.418,45.564,47.858,52.022,44.403,45.139,39.905,37.816,39.776,38.762,36.339,36.938,44.084,42.145,40.817,40.63,41.441,42.035,45.239,41.506,41.029
Slovenia,,,,,,,,,,,,,,,,39.659,38.784,39.358,40.164,40.524,40.803,41.665,41.202,41.553,41.747,42.002,41.859,39.586,40.688,45.258,46.046,46.106,44.712,54.406,46.96,43.78,40.929,39.613
"Solomon Islands",20.017,22.152,20.337,19.348,26.461,29.098,31.729,47.626,40.541,42.269,28.773,37.728,33.644,31.838,30.561,25.033,24.215,19.047,19.072,13.138,21.225,18.023,14.598,22.48,29.308,35.626,38.901,44.562,46.705,53.448,56.409,47.71,48.799,46.81,45.627,48.165,44.526,
"South Africa",,,,,,,,,,,,,,,,,,,,,25.203,25.21,24.83,25.428,25.411,28.173,27.593,27.175,28.672,31.709,31.447,30.877,31.368,31.594,31.852,32.913,32.708,
"South Korea",,,,,,,,,,,,,,,,14.244,14.819,14.663,17.022,17.159,17.044,18.038,16.955,19.129,19.912,19.642,20.258,20.455,20.805,21.296,19.472,19.875,20.561,20.899,20.779,20.923,20.718,21.087
"South Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.034,31.618,25.347,36.404,41.32,55.019,
Spain,31.155,32.327,35.966,37.048,37.867,41.056,40.832,39.754,39.938,41.382,42.383,43.963,45.256,47.743,46.254,45.533,44.268,42.772,42.137,40.924,39.168,38.458,38.622,38.275,38.681,38.315,38.284,39.028,41.156,45.781,45.627,45.83,48.102,45.562,44.846,43.772,42.201,
"Sri Lanka",,,,,,,,,,,26.206,27.312,23.804,23.957,24.914,25.598,23.875,22.126,22.093,21.201,22.464,23.161,21.502,19.996,19.915,20.824,21.214,20.545,19.729,21.72,19.961,19.853,17.824,17.209,17.857,20.353,19.601,19.362
Sudan,,,,,,,,,,,28.443,41.978,46.314,21.756,17.959,11.829,8.547,6.437,7.525,8.396,10.362,9.866,10.541,12.543,16.512,19.75,18.824,19.583,19.727,18.296,17.172,16.492,12.296,13.037,12.104,11.715,10.291,9.924
Suriname,,,,,,,,,,,24.276,28.527,26.157,22.649,21.156,21.677,22.904,22.604,32.492,21.001,26.086,23.383,23.77,20.534,22.286,21.185,23.232,23.862,22.902,29.98,24.897,26.988,30.838,32.182,32.694,31.724,25.373,
Swaziland,15.306,18.875,18.133,16.962,16.953,18.999,18.804,16.751,16.365,14.985,17.751,18.869,23.886,22.538,22.792,19.081,21.512,19.733,20.936,24.347,23.203,23.984,24.988,24.36,29.243,27.579,26.301,28.993,31.914,32.422,29.773,24.397,26.984,28.821,32.212,32.713,34.537,34.381
Sweden,60.034,62.617,64.59,64.144,61.417,62.562,60.722,58.56,57.167,57.248,57.988,61.609,66.894,68.436,65.689,62.51,60.522,58.398,56.179,55.477,52.502,51.918,52.987,53.074,51.47,51.396,50.056,48.384,49.06,51.696,49.766,49.259,50.27,50.962,50.107,48.708,48.521,
Switzerland,,,,29.597,29.126,28.678,28.587,28.4,28.867,28.29,28.236,30.054,31.918,33.039,33.085,33.057,33.626,33.524,33.264,33.828,32.638,32.141,34.694,33.793,33.608,32.892,31.055,29.886,30.44,32.213,32.037,31.951,32.183,33.134,32.665,32.878,33.466,
Syria,,,,,,,,,,,28.264,34.265,34.162,29.407,30.26,29.757,27.694,28.973,28.827,28.027,27.367,27.989,28.474,32.64,31.329,28.176,26.334,25.704,,,,,,,,,,
Taiwan,24.792,25.38,26.242,23.121,22.907,23.406,21.454,21.184,22.837,32.603,28.369,30.131,29.179,28.869,28.343,27.834,27.091,27.019,27.117,22.766,32.225,24.245,21.964,22.094,21.152,20.835,19.398,18.963,19.702,22.487,20.061,20.138,20.115,19.38,18.302,17.654,17.887,
Tajikistan,,,,,,,,,,,,,,,,,,,16.794,17.54,19.157,18.391,19.182,19.088,20.301,22.983,21.917,27.996,27.181,28.644,26.139,27.027,24.576,27.749,28.428,31.818,39.68,31.519
Tanzania,,,,,,,,,,,,21.147,26.551,24.869,25.306,23.385,19.87,18.682,13.809,12.929,12.271,12.247,13.513,15.342,17.054,18.577,17.873,18.103,18.502,20.17,20.247,19.146,19.783,19.38,17.914,17.809,17.663,
Thailand,,,,,,,,,,,,,,,,17.176,17.962,21.634,23.922,26.472,19.346,20.824,25.712,18.286,19.332,19.58,18.739,19.999,19.226,21.722,22.009,21.113,22.249,21.636,22.191,22.177,21.38,21.713
"Timor Leste",,,,,,,,,,,,,,,,,,,,,,88.22,85.999,72.311,30.308,14.869,10.217,14.286,18.069,27.678,26.747,24.451,22.496,23.748,40.278,50.202,69.681,52.498
Togo,,,,,,,,,,22.791,22.725,19.683,17.059,19.945,17.793,17.129,16.703,14.296,17.221,16.058,16.054,14.64,11.36,11.983,14.244,17.874,19.871,19.337,17.07,19.966,20.884,25.493,26.692,26.661,27.51,30.655,31.171,
Tonga,,,,,,,,,,,,,,,,,,,,21.14,19.545,20.282,20.702,19.757,19.611,22.817,24.239,23.376,23.555,25.898,30.137,30.423,31.661,32.842,34.502,39.494,43.154,
"Trinidad and Tobago",,,,,,,,,46.252,31.479,28.437,30.586,29.369,27.829,27.012,27.271,28.726,27.961,27.797,25.323,24.569,25.692,25.014,23.859,23.743,25.626,30.338,28.755,28.616,34.024,32.139,30.93,31.349,34,35.678,37.395,35.175,34.398
Tunisia,,,,,,,,,,,,28.98,26.959,27.973,27.213,27.878,27.983,25.731,25.359,25.184,25.22,25.162,25.305,24.622,24.147,24.166,23.971,24.463,24.831,25.75,25.173,29.295,29.776,32.422,29.809,28.817,28.691,
Turkey,,,,,,,,,,,,,,,,,,,,,39.667,44.367,41.327,38.769,34.909,32.426,34.524,33.894,34.583,38.336,36.246,33.406,34.441,34.234,33.285,33.429,35.079,
Turkmenistan,,,,,,,,,,,,,,,,,,25.044,24.307,19.396,24.1,21.093,18.048,19.353,18.885,19.669,14.95,13.442,10.866,13.406,13.793,14.619,14.663,16.876,17.011,17.313,,
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,78.392,86.537,104.465,93.59,89.62,102.809,96.232,79.109,79.377,83.824,109.84,127.316,144.979,
Uganda,,,,,,,,,,,,,,,,,,17.986,18.101,19.089,19.759,21.027,21.748,21.355,20.232,18.776,17.769,17.168,16.797,15.254,18.836,17.165,16.562,16.665,18.154,19.383,19.879,
Ukraine,,,,,,,,,,,,,,,,41.29,36.895,40.818,37.086,25.849,35.465,35.327,36.488,37.451,40.087,42.568,42.946,42.052,45.379,46.834,49.15,45.7,48.972,48.11,44.774,43.043,40.582,
"United Arab Emirates",,,,,,,,,,,,35.587,29.42,30.729,30.099,26.06,28.328,22.848,26.516,24.736,21.598,25.229,21.333,20.05,17.707,15.744,15.627,17.655,21.95,34.997,32.22,31.15,29.124,30.302,33.122,32.377,32.304,
"United Kingdom",39.111,41.511,40.979,40.218,40.36,39.355,38.146,36.326,34.076,33.493,34.799,35.609,37.648,37.659,37.374,37.494,35.509,34.602,34.243,33.859,33.786,34.7,35.631,36.877,37.778,38.212,37.998,38.089,40.666,44.292,44.687,43.468,43.511,41.661,40.75,39.835,38.992,38.716
"United States",,,,,,,,,,,,,,,,,,,,,,32.713,33.583,33.895,33.574,33.781,33.595,34.532,37.326,41.58,40.002,38.95,37.276,36.041,35.525,35.165,35.416,35.663
Uruguay,,,,,,,,,,,,,,,,,,,,29.655,29.122,30.445,30.183,30.409,29.791,28.768,29.166,28.928,28.719,29.705,30.452,29.179,30.483,31.823,32.299,32.348,33.325,33.063
Uzbekistan,,,,,,,,,,,,,22.55,49.424,33.967,36.832,43.95,39.908,44.036,42.171,41.182,38.381,42.683,39.51,36.862,35.186,30.445,31.126,32.158,34.21,34.014,32.285,32.839,32.98,31.995,33.852,31.754,
Vanuatu,,,,,,,,,,,,33.212,31.832,26.2,24.355,27.962,24.457,22.213,27.887,23.865,25.446,22.334,22.336,18.842,18.514,18.296,20.105,22.022,27.016,26.775,27.117,24.431,23.395,21.666,28.464,41.479,36.913,
Venezuela,,,,,,,,,33.21,32.526,31.933,33.892,30.647,27.667,42.217,32.869,27.73,30.989,28.79,26.105,28.293,31.899,30.99,32.175,31.914,33.53,39.267,35.949,34.879,33.269,30.176,38.206,39.652,,,,,
Vietnam,,,,,,,,,,,,,,,,,,,20.337,21.207,22.586,24.369,25.073,28.183,24.684,26.189,26.072,28.111,27.067,31.606,30.017,27.026,29.456,30.526,28.529,,,
Yemen,,,,,,,,,,,26.636,24.743,24.63,25.763,25.182,24.127,30.698,34.224,34.27,28.248,31.689,30.489,30.783,35.317,34.162,36.769,37.369,40.349,41.247,35.215,30.203,29.84,36.218,30.797,27.78,,,
Zambia,,,,,,,,,,,,,,,,,,,,,21.409,27.962,27.571,27.313,23.273,22.451,19.692,19.923,19.457,17.807,18.066,19.527,21.526,23.781,24.599,28.108,24.038,
Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,18.357,9.902,6.044,4.375,13.673,21.179,24.742,24.84,26.235,25.185,25.253,,
