Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Afghanistan,,,,,878047,886299.3684,894551.7368,902804.1053,911056.4737,919308.8421,927561.2105,935813.5789,944065.9474,952318.3158,960570.6842,968823.0526,977075.4211,985327.7895,993580.1579,1001832.5263,1010084.8947,1018337.2632,1026589.6316,1034842,,,,,,,,,,,,,,,,,,,,,,,
Albania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5480,6330,7518,8963.5,10409,10108,10017.75,9927.5,9837.25,9747,13205,10487,7775,4395,4196,,,
Algeria,,,,589807,559643,538301,517774,498428,487011,490898,485119,491048,507138,526871,522045,523184,506303,487538,472496,455074,448068,411661,384899,388898,381226,370065,369571,372087,325542,278997,250964,198374,161366,142680,121260,110495,102663,92175,63036,,,,,,,,
Angola,,,,,,,,,,,,,281842,315254,325373.6667,335493.3333,345613,355732.6667,365852.3333,375972,386091.6667,396211.3333,406331,416450.6667,426570.3333,436690,446809.6667,456929.3333,467049,463467.1,459885.2,456303.3,452721.4,449139.5,445557.6,441975.7,438393.8,434811.9,431230,463178,483922,525174,,,,,
"Antigua and Barbuda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472,392,494,754,773,786,793,800,528,
Argentina,63661,60208,56755,53302,49849,53942,55798.5625,57655.125,59511.6875,61368.25,63224.8125,65081.375,66937.9375,68794.5,70651.0625,72507.625,74364.1875,76220.75,78077.3125,79933.875,81790.4375,83647,73727.625,63808.25,53888.875,43969.5,34050.125,24130.75,14211.375,4292,6752.75,9213.5,11674.25,14135,28812,22803,17580,13082,17222,17761,33903,32045,31673,24780,11307,,
Armenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8931,9154,7223.5,5293,3183,1023,1215,1407,1599,1791,1983,2175,2367,2559,
Aruba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,83,134,233,324,317,151,99,77,55,96,81.4,66.8,52.2,37.6,23,,
Australia,,27277,31427,35577,40277,22608,16717,14393,12069,9745,7421,5097,12809,21137,33051,29740,23258,18258,12982,12339,16327,21027,23017,26444,28644,46106,41514,43723,41198,41840,40203,40460,40171,35223,32647,29455,27724,22261,21943,22829,21978,17343,19816,22965,26248,25671,
Austria,,,,,,,,,,,,,,,,,,,,8494,,,,,,,,,,,,,,,,,,,,,,,,,,,
