Country,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Afghanistan,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.227,0.227,0.227,0.227,0.227,0.227,0.227,0.227,0.227,0.227,0.227,0.227,0.227,0.227,0.227,0.227,0.227,0.227,0.227,0.227,0.212,0.212,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.272,0.272,0.272,0.256,0.36,0.367,0.367,0.367,0.364,0.364,0.364,0.367,0.367,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.37,0.393,0.393,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.402,0.495,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.44,0.422,0.422,0.422,0.422,0.266,0.282,0.241,0.241,0.279,0.279,0.279,0.279,0.279,0.279,0.275,0.275,0.238,0.285,0.247,0.265,0.265,0.219,0.222,0.29,0.289,0.289,0.289,0.306,0.322,0.322,0.344,0.418,0.492,0.492,0.492,0.473,0.49,0.49,0.439,0.416,0.47,0.447,0.511,0.47,0.513,0.351
Albania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.605,0.605,0.57,0.46,0.43,0.43,0.434,0.541,0.6,0.594,0.594,0.594,0.532,0.581,0.581,0.581,0.581,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.633,0.433,0.433,0.433,0.376,0.581,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.359,0.359,0.359,0.359,0.359,0.359,0.359,0.359,0.359,0.359,0.38,0.38,0.38,0.38,0.37,0.579,0.64,0.64,0.64,0.64,0.64,0.64,0.605,0.605,0.598,0.598,0.603,0.573,0.635,0.635,0.635,0.635,0.567,0.594,0.588,0.588,0.596,0.699,0.751,0.751,0.751,0.663,0.742,0.69
Algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.262,0.262,0.262,0.262,0.262,0.262,0.262,0.262,0.262,0.262,0.262,0.262,0.262,0.262,0.262,0.262,0.262,0.262,0.262,0.262,0.262,0.262,0.262,0.262,0.262,0.262,0.262,0.262,0.262,0.262,0.262,0.262,0.262,0.262,0.262,0.262,0.262,0.262,0.262,0.262,0.262,0.274,0.274,0.274,0.274,0.274,0.274,0.274,0.274,0.274,0.274,0.274,0.274,0.274,0.274,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.226,0.251,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.209,0.22,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.258,0.258,0.258,0.258,0.258,0.21,0.21,0.21,0.21,0.21,0.21,0.122,0.122,0.122,0.122,0.122,0.122,0.122,0.122,0.121,0.131,0.151,0.123,0.135,0.128,0.145,0.14,0.136,0.12,0.159,0.171,0.125
Angola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.448,0.448,0.448,0.448,0.448,0.448,0.448,0.448,0.448,0.448,0.448,0.448,0.448,0.448,0.448,0.448,0.448,0.448,0.448,0.448,0.448,0.448,0.448,0.448,0.448,0.448,0.448,0.448,0.448,0.448,0.448,0.448,0.448,0.448,0.437,0.437,0.437,0.437,0.437,0.437,0.437,0.437,0.437,0.437,0.437,0.437,0.437,0.437,0.437,0.437,0.437,0.437,0.437,0.437,0.437,0.437,0.437,0.437,0.437,0.437,0.437,0.437,0.437,0.437,0.437,0.437,0.437,0.437,0.437,0.437,0.437,0.437,0.437,0.437,0.437,0.47,0.44,0.44,0.44,0.389,0.437,0.437,0.437,0.437,0.437,0.437,0.437,0.437,0.437,0.437,0.437,0.441,0.402,0.402,0.402,0.402,0.402,0.402,0.402,0.402,0.441,0.441,0.408,0.408,0.408,0.408,0.408,0.408,0.539,0.539,0.503,0.492,0.492,0.447,0.454,0.433,0.459,0.453,0.502,0.584
Argentina,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.279,0.279,0.279,0.279,0.279,0.279,0.279,0.279,0.279,0.2915,0.3041,0.3166,0.3291,0.3417,0.3542,0.3667,0.3793,0.3918,0.4043,0.4169,0.4294,0.442,0.4545,0.467,0.4796,0.4921,0.5046,0.5172,0.5297,0.5422,0.5548,0.5673,0.5798,0.5924,0.6049,0.6174,0.63,0.6425,0.655,0.6676,0.6801,0.6927,0.7052,0.7177,0.7303,0.7428,0.7553,0.7679,0.7804,0.7929,0.8055,0.818,0.826,0.826,0.826,0.826,0.826,0.826,0.826,0.826,0.826,0.826,0.826,0.826,0.826,0.826,0.826,0.826,0.826,0.826,0.826,0.826,0.826,0.826,0.826,0.826,0.826,0.826,0.826,0.826,0.826,0.826,0.826,0.826,0.826,0.826,0.826,0.826,0.826,0.826,0.826,0.826,0.826,0.826,0.826,0.826,0.826,0.826,0.826,0.826,0.826,0.835,0.835,0.835,0.835,0.866,0.893,0.893,0.893,0.865,0.865,0.872,0.868,0.868,0.868,0.868,0.868,0.868,0.845,0.851,0.716,0.804,0.76,0.789,0.789,0.789,0.789,0.789,0.789,0.789,0.789,0.789,0.785,0.752,0.758,0.733,0.418,0.385,0.385,0.415,0.415,0.356,0.356,0.356,0.376,0.563,0.563,0.586,0.579,0.579,0.684,0.698,0.779,0.818,0.818,0.575,0.509,0.509,0.509,0.525,0.525,0.525,0.586,0.558,0.558,0.347,0.366,0.421,0.421,0.403,0.403,0.403,0.588,0.758,0.758,0.758,0.758,0.758,0.758,0.576,0.576,0.576,0.576,0.61,0.627,0.627,0.627,0.605,0.585,0.716,0.714,0.718,0.704,0.704,0.66,0.701,0.674,0.638,0.638,0.576,0.576,0.576,0.626,0.626,0.638,0.787,0.725,0.775,0.758
Armenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.383,0.313,0.313,0.322,0.322,0.355,0.246,0.291,0.285,0.221,0.237,0.237,0.209,0.283,0.216,0.216,0.216,0.216,0.215,0.243,0.263,0.263,0.263,0.264,0.247,0.253,0.254,0.27,0.3,0.708
Australia,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.945,0.945,0.945,0.957,0.957,0.957,0.957,0.941,0.941,0.941,0.941,0.954,0.954,0.954,0.954,0.954,0.954,0.954,0.954,0.954,0.954,0.954,0.954,0.944,0.944,0.944,0.944,0.96,0.96,0.944,0.944,0.944,0.944,0.944,0.944,0.944,0.943,0.937,0.941,0.941,0.941,0.941,0.941,0.938,0.945,0.945,0.945,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.985,0.985,0.985,0.971,0.964,0.971,0.975,0.981,0.974,0.967
Austria,0.103,0.103,0.103,0.103,0.103,0.103,0.103,0.103,0.103,0.103,0.103,0.103,0.103,0.103,0.103,0.103,0.103,0.103,0.103,0.103,0.103,0.103,0.103,0.103,0.103,0.103,0.103,0.103,0.103,0.103,0.103,0.103,0.103,0.103,0.103,0.103,0.103,0.103,0.103,0.103,0.103,0.103,0.103,0.103,0.103,0.103,0.103,0.103,0.103,0.103,0.103,0.103,0.103,0.103,0.103,0.103,0.103,0.103,0.103,0.166,0.166,0.166,0.166,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.505,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.602,0.602,0.602,0.602,0.602,0.732,0.824,0.866,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.831,0.831,0.831,0.555,0.541,0.573,0.573,0.573,0.6161,0.6593,0.7024,0.7455,0.7886,0.8318,0.8749,0.918,0.918,0.918,0.918,0.918,0.918,0.918,0.918,0.918,0.918,0.918,0.926,0.926,0.926,0.926,0.926,0.926,0.926,0.926,0.926,0.926,0.926,0.926,0.926,0.926,0.926,0.926,0.926,0.926,0.926,0.926,0.926,0.926,0.926,0.926,0.926,0.926,0.926,0.926,0.926,0.926,0.926,0.926,0.926,0.926,0.926,0.926,0.926,0.926,0.926,0.926,0.926,0.926,0.926,0.926,0.926,0.926,0.926,0.926,0.926,0.926,0.926,0.925,0.925,0.925,0.925,0.925,0.925,0.924,0.924,0.924,0.924,0.918,0.906,0.913
Azerbaijan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.178,0.177,0.455,0.217,0.06,0.06,0.06,0.06,0.046,0.046,0.052,0.052,0.052,0.047,0.059,0.052,0.052,0.049,0.044,0.042,0.045,0.041,0.046,0.012,0.012,0.013,0.011,0.017,0.014,0.033
Baden,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.757,0.757,0.757,0.757,0.757,0.757,0.757,0.757,0.757,0.757,0.757,0.757,0.757,0.757,0.757,0.757,0.757,0.757,0.757,0.757,0.757,0.757,0.644,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
