Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Bulgaria,,85.0864562988281,82.2232666015625,82.7630767822266,83.9343338012695,86.1710968017578,89.0467376708984,88.2636032104492,93.3098983764648,83.5797424316406,83.408088684082,80.7057571411133,82.6405410766602,93.7894287109375,94.4471130371094,90.7243270874023,87.7815093994141,85.4469680786133,90.2737503051758,100.645606994629,88.8894805908203,84.3272399902344,81.5328063964844,74.8788909912109,75.0583572387695,71.3571701049805,90.0067672729492,91.3201370239258,76.2773,61.2345581054688,60.4432,59.6518,58.8605,58.0691,57.2778,56.4864,55.695,54.9037,54.1123,53.321,52.5296,51.7383,50.9469,50.1555,49.3642,48.5728,47.7815,46.9901008605957,,,
Bahrain,,53.7162818908691,45.8174018859863,52.8215217590332,53.2828712463379,58.1433792114258,49.3806495666504,59.4802207946777,60.6554794311523,65.7669830322266,50.5022201538086,59.5408706665039,68.0392379760742,77.5938720703125,83.9313583374023,82.8754,81.8195266723633,82.6837,83.5478668212891,86.3587,89.1695,91.9803619384766,97.8120803833008,102.0712890625,100.5717,99.0722,97.5726,96.073,94.5735,93.0738830566406,93.6098937988281,92.4677505493164,94.4812164306641,94.4930801391602,96.40576171875,93.6218719482422,94.7121429443359,95.1699,95.627571105957,94.8559799194336,92.4421463012695,92.4617462158203,89.0564575195313,93.0541915893555,96.3448867797852,99.2039566040039,97.7415390014648,95.232292175293,94.3142929077148,93.4541168212891,
Bahamas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.8951568603516,82.9855,85.0759,87.1662,89.2566,91.3469467163086,91.4921722412109,90.3919296264648,98.6305770874023,99.8087005615234,96.0259,92.2431182861328,,,,,,,,,,
Belarus,,97.6549530029297,96.7422409057617,100.17162322998,104.72582244873,102.911727905273,105.904708862305,100.702629089355,99.7118072509766,98.5960083007813,97.324821472168,99.83984375,99.9993133544922,100.476348876953,99.6180114746094,99.7974319458008,100.166236877441,99.2298,98.2933807373047,97.6084899902344,95.6819915771484,94.1129608154297,93.8297119140625,91.9593811035156,92.537841796875,82.7594299316406,93.6109619140625,90.8935928344727,95.0232,99.1527786254883,96.0658416748047,98.8202896118164,98.9521484375,101.104698181152,106.166976928711,110.529350280762,116.030128479004,141.875839233398,104.487571716309,101.0825,97.6773910522461,97.2036209106445,97.4661026000977,100.238906860352,105.666763305664,106.276878356934,107.406463623047,102.967292785645,97.8408889770508,,
Belize,,,,,,,,,,,,,,,,,,,,,,,,,52.2994689941406,49.2241706848145,49.3872,49.5502,49.7132,49.8762397766113,52.1248512268066,54.2887191772461,57.8464,61.4040985107422,62.0388717651367,62.1574287414551,63.3674087524414,58.8898887634277,55.3266105651855,59.7042503356934,60.202808380127,62.6330184936523,64.2475967407227,65.1946029663086,64.0299911499023,67.9846420288086,70.3797836303711,66.8639831542969,67.1900482177734,69.5970687866211,
Bermuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0371704101563,87.9448928833008,82.1305770874023,87.9032287597656,86.9061431884766,82.5934600830078,82.5409,82.4884,82.4359,82.3834,82.3308334350586,77.7493591308594,80.9042,84.0591,87.213996887207,,,,,
Bolivia,,,,35.6594886779785,36.5273,37.395,38.2628,39.1306,39.9983,40.8661,41.7339,42.6016,43.4694,44.3372,45.2049,46.0727,46.9405,47.8082,48.676,49.5438,50.4115295410156,53.4042205810547,52.0148086547852,62.7773818969727,64.3186264038086,66.4145431518555,68.1460876464844,71.3997268676758,67.0180969238281,76.9676818847656,80.2313766479492,84.9219207763672,89.9470520019531,91.3921585083008,95.943733215332,96.2514572143555,93.7904815673828,89.6411514282227,92.9786605834961,88.4174575805664,87.2990112304688,84.8639373779297,86.0089416503906,88.7999496459961,93.0644073486328,88.9734573364258,85.8769912719727,82.5367584228516,83.0995025634766,,
Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.8527221679688,75.0072,74.1616,73.316,72.4705,71.6249313354492,71.6875,71.7501220703125,,,,,,,,,
Barbados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.482002258301,101.13468170166,99.0793685913086,94.4947204589844,101.363983154297,107.983833312988,106.425498962402,109.14372253418,102.329696655273,99.0544281005859,100.724639892578,,,,,,,,,,,
Brunei,,,,40.6033897399902,35.7034,30.8033103942871,42.0522613525391,41.9037818908691,40.0505104064941,41.3879814147949,35.953929901123,41.5168685913086,43.5385704040527,55.5233993530273,59.4511489868164,58.7461,58.0411,57.336,56.631,55.9259,55.2209,54.515869140625,53.5735282897949,55.3557815551758,66.3086471557617,70.2818,74.255,78.2282,82.2014,86.1746,90.1478,94.121,98.0942,102.0674,106.040580749512,103.430999755859,102.75862121582,102.554061889648,101.475479125977,115.13761138916,104.314933776855,101.003616333008,104.448501586914,110.663436889648,105.786666870117,103.797096252441,101.485511779785,102.762756347656,105.842559814453,107.147361755371,
Bhutan,,,,,,,1.49708998203278,2.33895993232727,3.34562993049622,3.43889999389648,3.5435,3.6481,3.7526,3.8572,3.9618,4.0664,4.1709,4.2755,4.38009977340698,4.5281,4.676,4.824,4.972,5.11995983123779,6.06900978088379,9.0457,12.0223,14.9989,17.9755897521973,19.5280094146729,23.5388107299805,31.4640407562256,34.2244,36.9847,39.7450714111328,41.3875,43.0299987792969,47.8550300598145,49.3294105529785,54.5870704650879,64.5736236572266,65.7290496826172,67.7327575683594,70.108772277832,76.3243637084961,78.2476,80.1708221435547,81.3645172119141,82.4850006103516,83.7808,85.0765762329102
Botswana,,,,,,,,,,,,,,,,40.1265182495117,37.6083717346191,36.9081001281738,17.4808197021484,55.1978187561035,53.4154014587402,73.1096572875977,75.5333786010742,88.4813079833984,86.3642807006836,87.6123962402344,88.9076,90.2027,91.4978866577148,90.3775329589844,92.2510833740234,91.5592193603516,89.5550308227539,89.2785263061523,90.4053497314453,89.5634536743164,92.4397430419922,89.5507507324219,90.9077987670898,92.048,93.1882,94.3284,95.4685363769531,93.8733367919922,98.0032119750977,,,,,,
"Central African Republic",,3.03992009162903,3.99709010124207,3.6569299697876,5.33641004562378,5.6695,6.0025,6.3356,6.66866016387939,7.3053,7.942,8.57868957519531,11.2481899261475,10.3108797073364,11.4645,12.618,13.7716302871704,9.33570957183838,7.8568902015686,8.1218204498291,7.05164003372192,7.35109996795654,7.4354,7.5197,7.604,7.6883,7.7726,7.8569,7.9412,8.0255,8.1099,8.1942,8.2785,8.3628,8.4471,8.53137969970703,8.7102,8.889,9.0678,9.24666976928711,10.4106,11.5745,12.7383699417114,12.0066,11.2749,10.5431,9.81134986877441,,,,
Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0162887573242,97.115,97.2138,97.3125,97.4112,97.5099868774414,98.0241394042969,97.4095,96.7949,96.1802215576172,93.2811431884766,93.3244934082031,94.796028137207,96.1746292114258,94.9717025756836,95.6559066772461,96.9452590942383,98.390380859375,96.3198623657227,95.1386489868164,,
Chile,54.6932792663574,61.8549003601074,66.6159973144531,68.2940826416016,67.9190979003906,66.7100372314453,67.0589294433594,69.213996887207,70.8258,72.4376,74.0494,75.6612,77.273,78.8847885131836,79.459,80.0332,80.6075,81.1817,81.7559,82.3301,82.9044,83.4786,84.0528,84.627,85.2012,85.7755,86.3497,86.9239120483398,87.499,88.0742,88.6493,89.2244,89.7996,90.3747,90.9498,91.525,92.1001,92.6752,93.2503,93.8255,94.4006,94.9757385253906,95.6012725830078,92.3772277832031,96.7561187744141,95.8748779296875,95.62890625,93.8143310546875,93.491340637207,,
China,,,,,,,,,,,,,,,,,,,,,51.3988418579102,53.4188804626465,57.5035591125488,62.1723899841309,63.0929183959961,65.2826385498047,67.791259765625,75.74609375,78.0182,80.2903,82.5624,84.8346,87.1067,89.3788,91.6509,93.923,96.1951,98.4672622680664,101.714859008789,101.469947814941,99.0881805419922,99.5154876708984,,,,,,,,,
"Ivory Coast",,8.35649013519287,9.4015,10.446590423584,9.83882999420166,10.8079996109009,10.2772998809814,11.0340995788574,11.8364496231079,12.3245496749878,13.6240396499634,15.6193504333496,16.3448104858398,17.0637493133545,17.0903301239014,16.8912200927734,16.717679977417,15.0787000656128,15.4049196243286,16.2975406646729,16.8053798675537,19.0815391540527,18.0757999420166,18.5703506469727,18.4397106170654,18.3104496002197,17.4941501617432,21.5393199920654,22.5445709228516,23.1021,23.6595802307129,22.9990406036377,24.7581691741943,25.0695,25.3808,25.6922,26.0035305023193,26.0621299743652,34.0690002441406,32.3691101074219,30.0648,27.7605895996094,31.0210990905762,31.3542,31.687219619751,33.9978713989258,38.6313896179199,45.8129196166992,49.3576011657715,52.584400177002,
Cameroon,,5.40457010269165,6.17667007446289,6.61778020858765,7.87971019744873,8.89078044891357,8.94062042236328,9.69884014129639,10.5234699249268,10.7675504684448,10.8541402816772,11.6492204666138,12.1269502639771,12.8411703109741,14.040379524231,13.9240999221802,14.9662199020386,16.1402702331543,17.2940998077393,19.9605,22.626880645752,21.4661808013916,21.5524,21.6386,21.7248,21.811,21.8972,21.9834,22.0697,22.1559,22.2421,22.3283,22.4145,22.5007190704346,21.1791,19.8576,18.5359992980957,19.9714298248291,26.3505191802979,24.7931499481201,32.823,40.8528900146484,41.4561,42.059398651123,36.4610481262207,46.3964996337891,47.1726417541504,,,,
"Congo (Kinshasa)",,12.0193996429443,13.4407196044922,13.5135,13.5863704681396,13.4282,13.27,13.1118,12.9536,12.7954,12.6372,12.479,12.3209,12.1627,12.0045,11.8463,11.6881,11.5299,11.3717,11.2135,11.0553,10.8971,10.7389497756958,12.0602598190308,15.9055700302124,17.3295,18.7535,20.1775,21.6015,23.0254,24.4494,25.8734,27.2974,28.7213,30.1453,31.5693,32.9932,34.4172,35.8412,37.2652,38.6891,40.1131,41.5370788574219,42.3393592834473,50.4323883056641,,,,,,
"Congo (Brazzaville)",,12.0597200393677,14.7309703826904,19.4897003173828,24.1654891967773,27.5173606872559,29.9530296325684,37.5845489501953,40.64453125,44.5918998718262,46.3317,48.0715789794922,45.5415382385254,37.075008392334,39.26171875,37.9998,36.7379,35.4760398864746,31.2585,27.0409507751465,28.5736,30.1063,31.639,33.1717109680176,24.4159698486328,26.9689,29.5218906402588,28.9477,28.3735,27.7993,27.2250499725342,33.4953002929688,24.1863403320313,27.111349105835,40.2022514343262,40.9544,41.7066,42.4588,43.2109413146973,44.2549781799316,43.4124908447266,45.3861808776855,50.1012992858887,,,,,,,,
Colombia,,,,,,,,,,,,,,33.2799682617188,36.5942497253418,37.7680015563965,42.0608291625977,42.999828338623,43.2173194885254,43.0514106750488,44.0051,44.9588,45.9125,46.8661308288574,51.5765,56.2869,60.9973,65.7076,70.4180221557617,66.987,63.5559,60.1248588562012,65.3596496582031,68.0816,70.8035125732422,75.8519287109375,78.2125701904297,80.2267074584961,82.6165390014648,89.4396514892578,92.5073699951172,91.2464981079102,88.2076873779297,74.1675033569336,74.9432601928711,74.6449508666992,74.0837783813477,73.6766662597656,75.7246932983398,,
Comoros,,,,,,,,,,,,28.5796604156494,29.7627,30.9458,32.1289,33.312,34.4950790405273,32.6355094909668,29.1462,25.657,22.1677093505859,21.6813,21.1949901580811,17.5707492828369,18.7302,19.8897,21.0492,22.2086,23.3681,24.5276,25.687,26.8465,28.005989074707,31.479190826416,34.4148902893066,35.6637,36.9125,38.1613,39.4101,40.659,41.9078,43.1566,44.4054,45.6542015075684,48.3139190673828,,,,,,
"Cape Verde",,,,,,,,,,,4.33765983581543,5.24406003952026,5.71838998794556,7.25679016113281,6.13306999206543,7.3499698638916,8.88774967193604,11.9735,15.0592699050903,14.2352,13.4110403060913,16.147,18.883,21.619,24.3549404144287,27.4022,30.4494,33.4967,36.5439,39.5912,42.6384,45.6857,48.7329,51.7801513671875,52.5522117614746,53.9044418334961,71.4827728271484,68.7866821289063,73.3963317871094,73.7066497802734,72.7442321777344,80.6202926635742,80.7716979980469,80.5260162353516,78.0549087524414,77.1619873046875,79.1698989868164,81.3042221069336,68.2231979370117,,
"Costa Rica",19.4242496490479,21.1595802307129,25.9780502319336,26.6427,27.3073,27.9719,28.6365,29.3011,29.9657,30.6303,31.2949409484863,32.5712509155273,31.4305305480957,28.2221603393555,26.889440536499,28.2307205200195,28.3815097808838,27.1366500854492,27.7701606750488,26.3158798217773,28.0680408477783,29.0975093841553,31.2748699188232,29.7209892272949,31.5171909332275,31.6102199554443,31.2799892425537,33.5158,35.7516,37.9873580932617,43.6875610351563,42.6683311462402,43.9251899719238,47.9676,52.0100402832031,56.1602096557617,55.8159790039063,56.4119911193848,58.0157585144043,54.7751617431641,54.1147003173828,53.6000213623047,58.538631439209,55.7898597717285,58.7653388977051,59.0038108825684,56.5154991149902,59.9991683959961,70.298828125,73.9882125854492,
Cuba,,10.1375198364258,9.89293003082275,12.2866201400757,14.3643999099731,18.0999908447266,20.8411407470703,24.7606296539307,48.2307395935059,62.4195785522461,77.5397415161133,78.7773590087891,84.4274597167969,79.7997817993164,78.7996215820313,76.2396392822266,82.5484466552734,75.3860626220703,76.3003616333008,79.0297470092773,80.7283935546875,84.6974411010742,80.6338424682617,77.7180633544922,75.6686477661133,69.1821517944336,66.950569152832,80.8365173339844,82.5591,84.2816009521484,94.9040069580078,83.1366500854492,86.3673477172852,89.6168365478516,92.1293182373047,100.530242919922,97.8099136352539,95.7651519775391,96.4773178100586,93.8990097045898,92.6038513183594,85.8791885375977,92.250732421875,91.6227493286133,92.530158996582,89.8946533203125,89.1757202148438,93.1427764892578,93.024772644043,89.3335113525391,
"Cayman Islands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.4526596069336,87.1848678588867,87.7992,88.4135513305664,90.2356872558594,81.3098983764648,82.4242401123047,82.6151580810547,85.5205,88.4259,91.3312683105469,88.8372116088867,89.5295867919922,87.7031,85.8767,84.0502,82.2238,80.397346496582,,
Cyprus,,47.0820388793945,48.1583213806152,63.6567115783691,62.3166618347168,58.2961502075195,59.3266410827637,58.5071716308594,61.3456497192383,64.1748504638672,57.2022018432617,63.3750915527344,68.0719833374023,62.603759765625,82.5227966308594,72.0309982299805,71.6109313964844,69.0171127319336,53.2820281982422,57.5791,61.8761215209961,72.3087,82.7412,93.1738128662109,98.6292877197266,90.8593215942383,91.6856536865234,92.8564987182617,90.7474,88.6383285522461,91.2685775756836,91.5246810913086,100.853019714355,95.8564529418945,98.7372589111328,99.8448181152344,99.81640625,86.6277084350586,99.6753234863281,100.984001159668,94.7114486694336,92.8713912963867,95.6126937866211,96.5971984863281,100.851570129395,97.6132125854492,98.3483505249023,98.9419174194336,95.822509765625,,
"Czech Republic",,,,,,,,,,,,,,,,,,,,,,,,,106.587821960449,98.9954833984375,101.645378112793,100.0458,98.4461,96.8465,95.2469,93.6473,92.0476684570313,91.5866088867188,91.8294219970703,91.9505462646484,99.2166900634766,94.0914306640625,94.989616394043,94.6538162231445,86.6326293945313,88.6150588989258,92.1709976196289,96.7856903076172,98.0577697753906,98.9368286132813,96.9542236328125,95.527961730957,93.9118576049805,,
Germany,,,,,,,,,,,,,,,,,,,,,,,,72.6692123413086,74.7133712768555,74.7922286987305,76.5381698608398,77.4386825561523,77.6862,77.9337,78.1811,78.4286,78.6761,78.9236,79.1710968017578,81.7793121337891,83.848,85.9167861938477,83.6506423950195,,,,,,,,,,,,
Djibouti,,,,4.01216983795166,4.2372899055481,4.54331016540527,3.15094995498657,3.613,4.075,4.537,4.9991,5.4611,5.9231,6.3852,6.8472,7.3092,7.77127981185913,8.69649982452393,8.47813987731934,8.81900978088379,8.7775,8.7359,8.69441032409668,7.48984003067017,8.451,9.4122,10.3734397888184,11.1894397735596,12.5682,13.9468698501587,14.4580602645874,15.8646,17.2711296081543,17.8521,18.433,19.0139007568359,20.6119194030762,21.5838508605957,22.5957298278809,32.055980682373,41.1204,50.184871673584,47.7949295043945,43.0779418945313,42.2304191589355,44.5715484619141,43.2718696594238,47.1161193847656,49.2251205444336,49.9365310668945,49.815601348877
Dominica,,,,,,,,,,,,,,,,,,,90.4490814208984,91.4939,92.5387,93.5834,94.6282,95.673,96.7178,97.7626,98.8074,99.8522,100.897,101.9417,102.9865,104.0313,105.0761,106.120887756348,101.83283996582,92.3606262207031,85.8823471069336,81.3241729736328,79.2406616210938,82.2097396850586,77.9594497680664,80.0273590087891,82.3487014770508,73.9726028442383,87.1692123413086,90.6937408447266,,,,,
Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.2145614624023,97.1187362670898,97.8010406494141,99.7081527709961,96.3710403442383,97.5567474365234,95.8318634033203,97.594612121582,99.4504318237305,99.3981018066406,99.3786392211914,,
"Dominican Republic",,,,,,,,,,,,,,,,,,,,,,,,,48.0592384338379,49.9458,51.8323,53.7188,55.6054,57.4919204711914,60.7866096496582,62.4582,64.1297073364258,68.2633,72.3968276977539,75.2505493164063,77.8612,80.4718170166016,85.7294692993164,82.1603164672852,83.5298461914063,76.5380325317383,75.7830276489258,77.9201965332031,77.7314376831055,78.4252319335938,84.5930480957031,85.3822021484375,89.3466567993164,83.6265335083008,
Algeria,,9.24882984161377,8.95845985412598,10.7471103668213,13.4656400680542,17.1991996765137,17.7244701385498,20.4664001464844,24.4637908935547,29.1072597503662,31.1619892120361,33.2146,35.2671394348145,38.6441,42.0210914611816,44.4415283203125,48.7961,53.1507,57.5053,61.8598518371582,58.1529197692871,55.1969108581543,57.2023811340332,56.7209510803223,57.0286903381348,57.4692993164063,57.2463607788086,52.6126594543457,53.9401,55.267578125,51.8313102722168,54.7703590393066,60.6828308105469,61.4448318481445,62.3320007324219,72.5312728881836,66.1022491455078,60.4525604248047,55.279411315918,62.1920013427734,58.2798385620117,70.4348526000977,114.634231567383,85.2633514404297,79.2941131591797,76.1514434814453,79.1348037719727,81.8881,84.6413116455078,82.9214477539063,
Ecuador,,23.8033409118652,25.1328296661377,27.3525,29.5722,31.7919006347656,35.7231407165527,37.3877983093262,40.537670135498,42.8993797302246,44.5553,46.2111282348633,48.5511703491211,49.7724609375,48.8652305603027,51.5720481872559,51.2419,50.9118,50.5817,50.2515,49.9214,49.5913,49.2611,48.931,48.6008796691895,50.2255,51.8502,53.4749,55.0996,56.7242202758789,57.1236114501953,56.7754402160645,57.1652412414551,57.2987098693848,58.5663299560547,60.7046699523926,62.370288848877,64.3295288085938,71.9649,79.6001968383789,84.9476318359375,82.4382934570313,83.9619903564453,91.2951889038086,98.2381591796875,101.149803161621,100.485496520996,97.7621307373047,96.8260803222656,,
Egypt,,,,,,34.8508491516113,37.0598411560059,41.5558090209961,48.4417114257813,46.5572090148926,47.5067901611328,47.6737,47.8407,48.0075912475586,49.9339,51.8601,53.7864,55.7126,57.6389,59.5652,61.4914,63.4177,65.344,67.2702,69.1965026855469,71.1035,73.0106,74.9176,76.8246,78.7317,80.6387,82.5458,84.4527893066406,80.3271865844727,78.1951217651367,76.8815,75.5678,74.2542,72.9405,71.6268463134766,73.1395,74.6522,76.1649,77.6775588989258,77.2057189941406,80.374,83.5423202514648,82.3957366943359,84.5768280029297,88.4178314208984,
Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,19.3033695220947,23.7055206298828,26.108959197998,25.0625495910645,31.1493,37.2360305786133,37.3230400085449,35.4019889831543,39.9118499755859,37.2585906982422,39.0378189086914,41.33,43.6220893859863,46.8073806762695,48.7406692504883,55.1390609741211,58.2789306640625,57.1055,55.9321,54.7587,53.5853,52.4118881225586,49.8095,47.2071914672852,51.1645393371582,,
