Country,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Jordan,8.7,12.08114436,12.2420148,9.844543028,9.963449641,10.08457241,10.13161901,10.450369,7.452718939,7.439649894,7.517289185
Japan,4.5,3.27054452,3.6093529,2.397843019,2.872252025,2.314294209,3.03292333,2.153519694,2.055309403,2.107863895,1.883375235
Kazakhstan,7.9,3.94643352,3.1175557,4.13287095,9.776961985,9.600897069,9.526023632,9.421344937,5.538967094,5.806688068,4.788589349
Kenya,6.2,7.56340243,7.7216335,7.682070044,8.777470521,9.003051358,9.225521772,8.843569241,9.784323577,9.592640808,9.874334521
Kyrgyzstan,4.3,11.74582933,11.6893123,11.01160752,10.83170162,10.83313622,10.90119874,10.70083854,10.91230225,5.550752587,4.886189145
Cambodia,10.9,11.24048979,11.4779141,12.35760135,12.46447293,12.77982607,9.746573155,13.03076721,9.221183058,9.127949257,9.33371331
"South Korea",8,9.85058585,8.0256686,6.554941386,7.244675238,8.523390637,8.598687682,8.501312284,6.781644441,7.080472137,7.202404041
Kuwait,3.9,3.70170224,5.9636228,4.315853907,4.429465389,4.626247761,4.534776712,4.148178861,4.159348506,3.963378416,3.98074703
Laos,,,,,,,8.520031596,8.455759599,8.183658446,8.175322244,6.574324962
Lebanon,,,,6.211380139,6.687136472,6.307282829,6.254627866,6.13202058,5.043720464,4.915268267,4.908641966
Liberia,,,,,,,10.66167264,10.6325,10.60338888,10.72581412,11.56657476
Libya,25.2,,,,,,,,,,
"Sri Lanka",7.4,8.16486128,8.1648613,11.83905361,12.78392551,11.7478411,11.06772686,11.28916424,20.02325707,17.61563392,12.30570766
Lesotho,17.8,4.18034571,4.1582111,6.069285749,6.086639335,6.650891799,6.084601849,6.130459817,6.396158165,6.471760162,6.710169319
Lithuania,3.4,1.05907208,1.0718542,0.886899348,0.849888498,0.903368416,0.820191606,0.842101789,1.151456349,1.041106756,1.112245948
Luxembourg,3.4,1.05907208,1.0718542,0.886899348,0.849888498,0.903368416,0.820191606,0.842101789,1.151456349,1.041106756,1.112245948
Latvia,3.4,1.05907208,1.0718542,0.886899348,0.849888498,0.903368416,0.820191606,0.842101789,1.151456349,1.041106756,1.112245948
Morocco,18.9,12.70475066,12.2424475,15.41384772,16.25511498,16.53751795,12.3397548,11.71302388,10.06237547,10.37837973,10.45820535
Moldova,,,,,2.650633503,2.537323516,4.228323238,4.176367564,3.218633727,3.275565534,3.378727944
Madagascar,9.3,8.3657459,8.2752417,8.957876441,8.005734439,7.932637055,7.758459575,7.612849158,7.543203825,7.726492981,7.827841347
Mexico,11.9,11.08063235,9.7702254,8.3235392,8.060428218,8.289106566,8.299642119,8.493319581,8.545130652,5.022442412,5.176587626
"Macedonia (F.Y.R.O.M.)",8.4,9.19965677,8.3559214,5.357883268,5.259388684,5.202074007,5.281541827,5.324914171,5.20973157,5.110360657,
Mali,10.7,9.85368746,9.8288335,9.835712133,11.06134176,11.40403544,10.52230926,10.81107734,10.38251694,9.89116787,10.79342751
Malta,3.4,1.05907208,1.0718542,0.886899348,0.849888498,0.903368416,0.820191606,0.842101789,1.151456349,1.041106756,1.112245948
"Burma (Myanmar)",,,,,,,3.896608648,3.884720816,3.839551903,,
Montenegro,,3.21144897,2.9406992,4.362287319,4.250671585,4.401405455,3.526421919,2.865714189,3.058726725,3.530401561,3.192826768
Mongolia,4.3,4.97600344,4.9760034,4.976003438,4.551658032,4.587629611,4.608595216,4.609327914,4.004055415,4.081490417,4.184389782
Mozambique,9.1,7.72251961,7.7225196,7.463325539,7.38395306,7.471479806,7.656468599,7.679440922,7.427306436,7.582269843,7.644475353
Mauritania,9.3,7.96385877,7.9638588,7.96385877,11.27116676,11.48493603,9.279967903,11.10267727,10.36469401,9.931483376,11.24110441
Mauritius,2,3.64249235,3.592755,1.210123357,1.247793461,1.062443428,0.851170989,0.785952188,0.738866555,0.734962997,0.751969731
Malawi,,12.70964938,11.5462154,12.87839352,9.533898892,10.2092886,10.21221729,9.676503654,9.692692792,9.917820958,9.925039022
Malaysia,4.6,5.93512177,5.9351218,6.023033759,6.4300475,6.019752735,4.98283722,6.236881974,4.580259392,4.517386211,4.732331077
Namibia,0.5,8.52945134,8.4592365,6.096192963,6.113051093,6.679576891,6.117385876,6.130459817,6.396158165,6.440585483,6.67134393
Nigeria,11.7,13.00304479,12.6956017,11.24661795,11.1141325,11.294931,11.00965802,11.43806905,12.92210391,9.701850267,11.19283889
Nicaragua,5.4,6.10641865,6.1064187,3.697756906,3.943550273,3.948974817,3.98769314,4.118686748,3.813330048,3.858144381,3.900934402
Netherlands,3.4,1.05907208,1.0718542,0.886899348,0.849888498,0.903368416,0.820191606,0.842101789,1.151456349,1.041106756,1.112245948
Norway,2.7,4.49937331,4.8981998,2.814429586,4.341079639,3.996488687,3.63985251,3.917370893,2.858541427,2.951241344,2.745918908
Nepal,14.3,12.81167683,12.8116768,16.43824825,16.24798438,16.43077236,16.29063698,17.73473643,17.06068729,16.80128037,16.7214293
"New Zealand",4.5,1.46014749,1.0975063,1.679951121,1.615307221,2.153789404,2.007244935,1.509398705,1.525063864,1.508250531,1.577403758
Oman,5.5,4.94246561,4.9376248,4.396531198,4.511091265,4.696524283,4.579830922,4.124950899,4.075547417,4.135059777,4.154941312
Pakistan,13.1,13.20965946,11.4227125,17.12237464,16.80295195,16.46841613,16.69447466,16.93511,17.49471121,16.57164854,17.18175858
Panama,6.9,5.21066907,5.3176091,5.326329658,6.771539499,6.827744796,5.971618348,4.889053669,4.757821686,4.664087173,4.736848992
Peru,7.1,6.8108479,2.8948024,2.670491939,3.074202523,1.986567153,1.913984795,1.800034621,1.810985404,1.815709908,1.948387504
Philippines,3.7,4.23079563,4.2307956,4.251350149,4.031181704,4.164306603,3.584132365,3.63379989,3.615744213,3.571982718,3.998387126
Poland,3.4,1.05907208,1.0718542,0.886899348,0.849888498,0.903368416,0.820191606,0.842101789,1.151456349,1.041106756,1.112245948
"Puerto Rico",,1.71089253,1.6830572,1.6046,1.5261,1.4477,1.3692,1.290767191,,,
Portugal,3.4,1.05907208,1.0718542,0.886899348,0.849888498,0.903368416,0.820191606,0.842101789,1.151456349,1.041106756,1.112245948
Paraguay,6.5,5.6934525,6.4729161,7.239718952,6.865368996,7.077660307,6.766917975,6.847262101,6.645647852,6.636150706,7.024908545
Qatar,5.4,4.11388373,4.940644,4.430366812,4.558405474,4.744965717,4.561523787,4.152546372,4.102528472,3.967987458,3.988086926
Romania,13.4,1.05907208,1.0718542,0.886899348,0.849888498,0.903368416,0.820191606,0.842101789,1.151456349,1.041106756,1.112245948
Russia,12.9,14.75854182,14.9155641,11.55374393,10.96596032,10.33726033,9.38074917,9.461799175,5.703804101,5.78142031,5.075604341
Rwanda,,,,16.34189196,8.597194491,8.839912301,9.263935419,8.723370933,9.419577895,9.674000594,9.724534291
"Saudi Arabia",7.3,5.85719155,5.8371588,4.324579438,4.430039892,4.605872293,4.593293492,4.202416285,4.180983873,4.077179186,4.100508659
Senegal,9.1,9.83418453,9.8433932,9.846337727,11.0655895,11.40780377,10.52539357,10.81457866,10.38637635,9.89116787,10.79342751
Singapore,,0.03431167,0.0434255,0.032447669,0.038725948,0.022653107,0.233193846,0.3458275,0.033584794,0.031767013,0.030877146
"Sierra Leone",,,,,,,13.71375366,13.80444738,13.86828495,13.82690921,14.57424786
"El Salvador",6.7,3.90058055,3.4194599,3.398662492,4.336361832,4.372137558,4.385604997,4.584032352,4.248793368,4.179551284,4.324846199
Serbia,,4.59655289,4.5484819,5.346138139,5.538096711,5.334396685,5.240716303,4.993949945,5.046304763,5.058838483,5.229497734
Suriname,,,,,9.517570701,10.87340892,10.59466093,11.66874488,,,
Slovakia,3.4,1.05907208,1.0718542,0.886899348,0.849888498,0.903368416,0.820191606,0.842101789,1.151456349,1.041106756,1.112245948
Slovenia,3.4,1.05907208,1.0718542,0.886899348,0.849888498,0.903368416,0.820191606,0.842101789,1.151456349,1.041106756,1.112245948
Sweden,3.4,1.05907208,1.0718542,0.886899348,0.849888498,0.903368416,0.820191606,0.842101789,1.151456349,1.041106756,1.112245948
Swaziland,,,,6.069285749,6.086639335,6.747228958,6.084601849,6.130459817,6.396158165,6.5499,6.703558028
Seychelles,,,,,,0.161713808,15.48982435,15.97394176,2.570675106,2.5601,2.549549799
Syria,15.5,22.94463113,22.9446311,11.54211683,12.43575418,,,,,,
Chad,12.9,14.69503449,14.6950345,14.6938654,13.6042568,13.63290011,14.93989964,14.56735526,13.75336008,14.32059785,15.23843385
Thailand,4.8,7.56817799,7.568178,5.671453862,6.371117814,6.40660567,6.631585226,6.818625676,7.791217661,6.848915809,7.253260904
Tajikistan,7,5.75083736,5.7508374,4.998307003,5.025642889,4.975278336,5.3414,5.707603622,5.652749558,5.791532016,5.901973774
"Timor Leste",,,,,,2.5,2.5,2.5,,,
"Trinidad and Tobago",5.5,5.17973734,5.1940786,10.84651943,10.78396858,10.51746862,10.48087557,12.89802779,11.92358534,10.79685324,10.76743055
Tunisia,20.2,16.83489226,16.8348923,14.7365,15.90718145,16.0888,16.27042871,16.34044852,10.9037124,10.79518338,11.13856533
Turkey,3.8,3.99626533,3.8188238,4.416374318,5.396298445,5.110246345,5.090501905,5.089858947,5.395342571,6.024068736,5.889990592
Tanzania,9.7,7.67678604,8.1359182,8.051926622,9.368298013,9.6287967,9.778131938,9.686057515,10.02007428,9.840566491,10.24805858
Uganda,11.6,11.11139397,12.1947598,12.18967598,8.782419439,9.033367799,9.349300138,9.047156749,9.508654275,9.680332113,9.871402927
Ukraine,3.9,4.03810803,4.197182,2.92765908,2.946372293,2.917924742,2.872632605,2.831126856,2.855922738,2.825067937,2.947085909
Uruguay,7.6,6.16488306,6.0708618,6.098594158,7.937866393,8.197705175,7.87625853,7.945923118,8.060825072,8.021118345,8.494469499
"United States",2.5,1.71089253,1.6830572,1.486639885,1.547361537,1.371971236,1.300832324,1.290767191,1.373309004,1.380890733,1.624565925
Venezuela,13.7,15.03521723,15.2115173,12.44086842,12.10222635,12.50272887,12.59049938,12.43788065,11.85006417,11.81819734,12.17503441
Vietnam,14.5,14.93748129,14.9374813,8.1658,7.361446716,7.748781409,8.03533145,6.79699954,7.424388907,7.905212505,7.548447548
Yemen,,,,,5.755842325,5.735502294,6.009976776,5.69347512,6.0482,6.402874683,6.461275584
"South Africa",6.1,6.16127919,6.0827823,5.94879758,5.917022959,6.547045287,5.928596048,5.977224201,6.184549008,6.18641906,6.336773253
Zambia,10.6,11.60218826,14.1499092,11.03878663,11.00634375,11.05576244,10.73817529,10.74545984,10.52455059,10.62697749,10.82496184
Zimbabwe,18.7,12.95736866,12.9573687,19.86654137,20.51497578,20.47376268,19.36542076,21.02576543,14.37173329,14.60093047,14.68570454
