Country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Afghanistan,466666655.6,477777737.8,466666655.6,702222244.4,762222182.2,995555555.6,1422222222,1711111100,1371111151,1386666667,1691108967,1826664358,1544444496,1637777771,1984444462,2173333413,2248888958,2680000058,2942222153,3028481263.88,3114740374.75,3200999485.62,3287258596.5,3373517707.38,3459776818.25,3546035929.12,3632295040,3718554150.88,3804813261.75,3891072372.62,3977331483.5,4063590594.38,4149849705.25,4236108816.12,4322367927,4408627037.88,4494886148.75,4581145259.62,4667404370.5,4753663481.38,4839922592.25,4926181703.12,5012440814,6213081062,6740623202,7643069957,8225054420,11372849953,12021848707,12676115359,15877807766,17151704743,17308715809,17175705970,16895971700,16861494633,16001403377,16208508574,
Albania,,,,,,,,,,,,,,,,,,,,,,,,,1169370651,1182331059,1309162500,1337825025,1370649988,1453374975,1271486850,1036054826,1079374623,1468051509,1903197901,2191517725,3012059936,2211624063,2408897460,2779678711,2879464405,3067457191,3479962651,4507739241,5547252086,6195704128,6905405419,8730518457,10703599755,9739276212,9316051066,10093480747,9605358803,10224783498,10686746487,9188650517,9603078437,10386895769,11995056265
Algeria,1527128519,1187766579,954455317,1718019587,1887700547,2014920297,1936671042,1917108606,2171419052,2347480019,2621352677,2811364837,3618725278,4342153137,5936989763,7703214893,8327164657,10387579676,12395629617,14662757325,17667752052,19602390380,20164627085,21508519566,27150137998,30052905486,36792853998,38144330206,35064582623,34380339335,35264568241,21907649239,24853453540,27440564665,23640148761,23024148549,24752962403,24785554617,26501982308,25095604891,22776880149,23929692417,24965790531,27473353351,32900280672,34841144119,37105379276,42772650014,51612593136,51535479896,55327168064,62357617957,67207389445,72696219446,77746369260,68068894198,68035412922,72424824056,
"American Samoa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312000000,332000000,357000000,367000000,375000000,383000000,407000000,398000000,402000000,414000000,424000000,447000000,455000000,444000000,446000000,460000000,
Angola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3923830541,6344721596,7651123297,9800829289,11813247269,15215079117,20220191093,25495565975,29678121205,29998335861,37988814786,45343032165,51338441413,64793469847,61285178784,56655442162,69833448902,
Argentina,,,16395100921,13112305455,17583550655,19106470077,19179524090,16142121568,17818286029,20788000652,20514474653,22087199393,23061625752,34502333870,46339887782,30479729907,28960251674,32792999467,33769836090,43597131260,48623858983.2,53650586706.5,58677314429.8,63704042153,68730769876.2,73757497599.5,78784225322.8,83810953046,93037499273,56337114317,1.0903811,1.5261911,1.8727811,1.6383911,1.8000711,1.7690911,1.8648711,2.0302911,2.0643411,1.9886911,1.9704411,1.8516411,60489618364,80632168516,1.0592711,1.2526311,1.4713911,1.7979611,2.2805111,2.0970211,2.7211311,3.4047311,3.5436111,3.6426811,3.4412411,3.9197411,3.664211,4.2620111,3.3708111
Armenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1097242665,1184944607,1198033685,1121936842,1240030797,1558290670,1601936978,1692914777,1891036670,1772487206,1849108288,1977193457,2105439958,2332157852,2943764177,3693096744,4606449278,6584287084,8332307087,6932237182,7571827903,8441507121,9256248444,9694642206,9931611575,8240058395,8151773342,9225425115,9937019400
Aruba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,666480446.9,737430167.6,763687150.8,837988826.8,894972067,925139664.8,956424581,1017318436,1087709497,1148603352,1228491620,1320111732,1476536313,1517318436,1420111732,1445251397,1567597765,1582681564,1606703911,1621229050,1558100559,1483240223,1491620112,
Australia,10721245380,11403292642,11753835816,12556837272,13637585396,14785530295,15750923956,17033262403,18553029455,20191510807,22344047486,24601859111,28394859813,34716207559,47565217391,54346579271,58575570402,62540720349,68515677871,76389867091,83822841226,99013119703,1.0874311,1.0465611,1.0986411,99610339802,1.0262311,1.0745411,1.3053111,1.6305611,1.7144411,1.860511,1.9145311,1.8142411,1.8584811,2.1260511,2.3076511,2.4851511,2.2966111,2.2627311,2.4109711,2.2192111,2.2878111,2.7286811,3.5553111,3.9954411,4.2325211,4.8395411,5.9698211,5.0844411,6.4389311,7.6418811,8.4295911,8.7572611,8.2156411,7.7307811,7.04311,7.5510711,8.0947411
Austria,,,,,,,,,,,8482339984,9889050666,12074445919,16009431794,19001290194,22715303705,24563576053,29926573391,34856337440,41267965003,46366404488,40849464144,41120159313,42493480083,39307519634,40055489957,56376189815,70543779495,75073413574,74514275611,93081889386,96315013907,1.0946611,1.0668211,1.1337511,1.3242311,1.3169311,1.1652911,1.1852411,1.1648111,1.060111,1.0678211,1.1424211,1.4153411,1.6207311,1.7002511,1.7880211,2.0218111,2.2300111,2.1401811,2.096711,2.3013111,2.1887811,2.3078711,2.360111,2.0114911,2.0615311,2.1671911,2.3544611
