Country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6174.37,6136.44,6519.71,6698.82,7012.84,7473.23,7579.52,7732.50,8060.12,8334.43,8534.29,8856.55,9457.93,9479.94,8295.24,7845.94,7856.86,7480.21,7274.44,7561.26,7877.26,8387.39,8595.66,8523.20,8524.81
Haiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639.95,603.29,569.01,551.64,503.19,477.89,306.31,319.37,337.15,338.02,338.98,328.84,327.10,327.46,332.69,334.02,325.70,331.03,338.68,343.01,342.68,358.00,303.72,357.67,382.98,390.97,401.63,419.94,426.27,430.60,435.59,
Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12211.00,12766.49,14553.03,15959.86,16936.74,17710.74,18522.98,19863.93,21530.61,22833.89,24042.06,25663.54,27244.94,26315.26,21652.42,23904.39,24044.18,23741.43,23232.13,24880.35,27035.05,27125.17,28303.01,28513.02,29928.89
Indonesia,4375.69,4912.59,4979.70,4885.74,4818.63,4778.37,4872.32,5033.39,5476.33,6254.83,6858.83,7784.98,8187.65,8456.10,9822.08,11030.65,12098.72,13760.02,15305.53,18151.99,22175.79,24429.01,24726.93,25270.72,30843.53,34295.14,37480.92,41457.27,46428.98,50702.05,57037.86,62514.41,68852.26,75289.19,84596.11,93795.95,104668.81,110165.32,97566.25,101392.19,107460.26,111006.77,116876.99,123110.36,130968.57,136990.67,143271.92,149955.98,155440.44,158878.88,166412.40,176828.97,186766.37,194926.01,203978.91,212809.79,221868.07,231393.38,241283.15,250448.22
"Isle of Man",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.91,233.05,240.70,246.14,225.41,208.00,180.41,185.47,178.41,,,
India,16487.98,17895.97,19198.69,21014.61,22467.72,22676.38,22854.96,22943.31,24214.08,26812.00,27441.75,28338.42,29449.40,30759.64,31656.32,32323.66,35158.44,37346.56,41959.67,40608.07,40687.02,44011.00,45458.15,50109.42,52218.01,53882.45,56842.89,60026.10,65126.10,70882.87,74266.50,72485.24,74725.17,81145.06,89925.92,103829.78,113694.94,113753.14,117315.71,123643.45,132668.31,135680.31,144997.16,154185.06,165568.93,181048.12,213252.58,228138.87,238778.39,264966.72,285356.19,294273.73,310320.72,325730.78,351449.40,397346.56,428843.52,457233.28,483499.32,487615.59
Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19581.32,20795.21,24569.89,28127.84,31800.92,36377.17,38281.67,42749.36,42403.97,42140.07,44551.82,45497.78,48176.38,43560.12,41355.28,43193.37,44788.53,44246.58,42404.75,46897.65,89962.43,93336.77,100134.14,109761.13,113196.75
Iran,1186.68,1281.62,1491.70,1634.11,1726.40,1929.46,2225.69,2522.80,2878.80,3228.65,3509.06,4075.15,4762.55,5636.30,6554.88,7091.96,9221.84,9680.69,8668.93,7551.69,8480.82,9162.06,8761.23,9803.75,11008.01,10775.95,10091.19,11212.83,11443.13,11849.30,15181.85,18398.59,18230.95,17276.34,17851.12,17848.99,21126.01,23596.04,22886.60,25214.20,28225.07,32087.99,36112.63,39905.50,41541.20,45904.78,49543.80,50522.87,52096.89,56320.28,62233.04,65747.62,63067.45,59755.63,64528.18,61534.35,65754.04,69244.96,,
Iraq,,,,,,,,,92.77,105.84,122.55,142.70,154.68,167.21,175.01,212.78,262.70,293.39,322.61,378.71,3836.88,4061.64,4111.39,4147.88,4099.77,4577.06,4527.86,6174.16,4794.74,4837.95,2568.03,977.65,998.53,2402.27,2499.22,2908.25,3036.06,3102.15,3145.36,3322.73,3174.04,3466.52,3159.70,2258.30,1754.86,1735.62,1917.90,2037.72,2174.25,2956.73,3144.20,3217.56,3285.13,2913.35,2266.59,1684.08,1783.44,,,
Iceland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1204.79,1307.95,1358.99,1393.08,1423.44,1446.30,1532.87,1499.14,1514.20,1600.14,1534.93,1585.25,1649.24,1774.18,1716.59,1756.17,1893.89,1955.66,2080.32,2129.50,2242.57,2212.48,2212.07,2263.01,2300.06
Israel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170.77,21461.31,23041.44,24437.68,25452.01,28772.14,26378.85,25071.60,26199.75,26335.09,28391.26,30653.82,32645.30,31467.01,29428.12,33544.34,33511.13,34404.88,33548.62,34275.13,34391.03,32814.60,33827.11,34443.49,
Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286391.75,285800.85,284814.46,277162.34,296151.85,310942.19,309754.14,313094.06,317147.11,317887.09,327134.09,326017.89,325847.61,319239.36,324547.01,326713.62,341256.43,351863.15,340407.55,277508.73,303656.36,308550.85,296215.87,292253.45,292903.43,300344.92,309275.82,320024.34,328426.25,326853.40
Jamaica,,,,,,,1221.18,1253.06,1284.99,1290.89,1371.56,1403.48,1567.51,1577.48,1524.34,1558.95,1490.46,1379.82,1315.28,1247.97,1107.81,1116.48,1200.33,1223.54,1172.39,1192.55,1201.30,1271.79,1340.77,1441.84,1497.75,1405.56,1424.70,1530.49,1566.67,1506.96,1431.47,1336.90,1259.77,1211.07,1196.57,1187.40,1165.07,1160.19,1182.39,1135.80,1117.40,1131.99,1123.20,1069.66,1024.68,1042.13,1040.40,1036.02,1028.17,1048.68,1069.03,1089.84,1099.48,1107.18
Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1569.11,1587.39,1862.80,1886.24,1738.31,1925.83,2104.42,2259.50,2412.30,2615.47,3121.13,3209.47,3752.55,4044.33,4499.22,4911.70,5163.45,5266.28,5372.44,5589.21,5720.32,5830.72,5917.75,5996.84,6065.53,6127.39,6215.44,
Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928621.91,972374.06,1014131.23,1037639.51,996007.85,989156.30,1041838.66,989708.53,978749.88,1023954.34,1081165.75,1135178.50,1179476.91,1242589.60,1240141.59,1020815.44,1187502.26,1155141.47,1183062.86,1182009.78,1217394.72,1267911.17,1261225.77,1318187.36,1342278.95,
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8659.18,9845.48,10593.74,11430.65,12585.14,13478.69,14543.50,15648.81,15179.35,14754.32,16760.91,18017.98,18558.52,19096.72,19402.26,19441.07,19791.01,20998.26,21943.18,22930.62
Kenya,,,,,437.61,457.21,485.46,504.18,570.70,629.32,602.13,779.53,1035.75,1178.89,1240.65,1248.08,1234.49,1430.71,1609.66,1729.71,1820.33,1885.59,1928.05,2014.90,2101.75,2196.16,2323.55,2456.49,2603.88,2757.53,2901.87,3012.12,3048.27,3103.16,3162.10,3285.41,3405.92,3404.53,3332.52,3255.20,3277.34,3286.96,3289.63,3486.10,3641.66,3811.44,4124.30,4304.77,4353.94,4308.10,4502.12,4828.27,4801.35,5070.23,5197.93,5384.98,5550.58,5590.17,5832.23,6016.82
Kyrgyzstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1529.66,1525.19,1134.66,872.93,557.98,420.14,439.90,701.41,756.98,713.69,742.95,810.36,722.22,851.09,869.82,723.43,621.10,660.49,800.58,726.09,808.34,852.96,617.78,911.39,885.35,830.06,878.59,937.48,985.00,1066.78
Cambodia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.77,232.39,261.51,333.45,383.98,459.71,598.94,689.98,789.40,886.53,1043.09,1144.51,1344.05,1463.47,1509.10,1275.03,1651.93,1918.99,2050.61,2252.02,2401.70,2623.24,2808.09,2989.09,3260.84,3480.37
Kiribati,,,,,,,,,,,,,,,,,,,,,,,12.29,13.12,2.88,3.83,3.20,1.74,4.09,3.48,6.22,5.72,5.57,5.86,5.95,6.29,6.31,6.38,6.57,7.04,7.03,7.48,6.91,7.34,7.98,9.03,8.46,8.65,8.07,8.53,8.77,7.95,8.04,7.90,7.85,8.13,8.32,8.61,8.77,
"Saint Kitts and Nevis",,,,,,,,,,,,,,,,,,31.09,33.56,33.99,36.17,32.09,34.52,31.73,35.85,34.63,37.65,37.79,39.24,40.03,37.06,35.80,36.89,37.65,37.94,39.81,41.78,47.69,46.39,48.82,56.72,73.16,55.32,60.33,65.07,70.21,61.47,65.23,71.91,70.41,64.36,58.47,53.54,54.59,55.67,55.70,49.77,48.70,52.55,53.27
"South Korea",1062.62,1120.10,1290.51,1497.47,1643.32,2012.15,2383.27,2943.69,3608.83,4239.14,4918.15,5780.38,6648.44,8666.26,10090.31,11373.43,13764.17,16006.68,20053.24,22150.79,21847.83,23871.07,25088.16,29329.68,35118.03,37551.48,43666.02,52524.53,59565.61,62195.01,69220.25,78956.92,83658.26,89676.72,100075.65,113060.13,123078.98,130790.45,121560.08,146662.53,170382.08,175226.15,191838.43,201485.58,222315.07,234135.50,252539.42,273204.49,282887.54,276282.29,313917.86,330374.51,335037.66,345330.49,356302.82,362281.53,370626.02,384403.41,397340.42,402927.72
Kuwait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6899.86,8112.35,9697.14,9569.43,8311.24,7841.24,9400.56,10052.69,9486.74,9309.14
Laos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.06,337.48,381.27,402.72,463.61,511.48,580.77,660.35,720.87,762.52,790.79,872.97,959.63,993.41,1090.27,1138.45,1174.31,1226.28,1302.73,1390.69
Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1078.04,1213.18,1332.12,1438.71,1506.84,1682.76,1697.60,1789.27,1773.16,1773.16,1806.85,1900.81,1974.94,2091.83,2207.90,2216.75,2650.01,2856.31,2799.51,2968.46,3007.77,3069.57,3236.80,3073.84,2930.62,2764.70,2714.29,2610.42,
Liberia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.54,30.83,25.48,22.48,44.44,48.10,55.81,63.02,52.49,50.49,52.08,53.72,55.41,56.29,57.22,57.18,54.43,57.18,56.26,48.89
"Saint Lucia",,,,,,,,,,,,,,,,,,14.51,16.63,16.63,18.20,17.37,16.22,19.23,21.99,28.70,34.22,35.84,38.73,38.85,44.54,40.67,42.33,41.12,38.80,42.89,41.58,37.21,39.94,39.94,39.10,39.14,37.46,38.38,44.94,44.05,44.96,45.79,47.74,48.62,50.00,50.78,54.03,58.79,58.77,59.16,61.06,61.85,65.94,71.58
"Sri Lanka",,764.37,811.12,837.73,883.59,894.48,966.99,1049.28,1211.50,1335.54,1456.22,1460.69,1444.36,1531.28,1475.88,1502.52,1618.85,1556.51,1787.97,1969.86,2066.92,2117.72,2173.74,2211.83,2367.74,2451.17,2600.36,2764.23,2880.40,2978.93,3202.75,3420.53,3721.54,4112.30,4486.52,4898.24,5217.73,5690.10,6049.89,6318.18,6902.19,6614.93,6751.72,7016.08,7379.05,7835.18,8269.91,8803.10,9237.37,9542.24,10241.72,10596.92,10931.71,11178.76,11463.37,12037.17,12403.49,12920.22,13379.97,13629.12
Lesotho,,,,,,,,,,,11.29,11.71,10.66,12.31,13.04,11.95,13.76,13.04,13.40,18.11,21.14,22.49,36.10,42.38,46.29,42.88,50.00,51.89,64.63,70.20,76.79,76.77,86.69,99.70,103.38,109.00,111.60,130.44,131.67,131.43,155.54,198.07,257.76,291.94,309.11,271.00,297.00,303.51,297.21,286.71,292.41,284.10,272.27,261.16,231.46,266.70,314.56,296.38,324.86,323.53
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2484.20,2591.61,2827.91,3215.99,3117.64,3504.07,3968.50,4173.87,4741.56,5335.17,5830.90,6393.43,6703.32,6855.68,5756.53,6271.56,6907.01,7251.47,7586.52,7915.80,8159.13,8416.56,8887.77,9228.35,9592.19
Luxembourg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3196.89,3142.92,3311.18,3313.10,3599.74,3814.11,3637.60,3809.64,4115.84,4073.04,4013.13,3520.54,4137.74,3215.15,2536.07,2789.20,2451.16,2552.81,2879.14,2629.92,3015.37,3547.98,3493.33,3463.39,3490.01
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1803.22,1870.56,2182.16,2289.96,2196.85,2346.19,2513.73,2801.68,2891.93,3075.81,3233.81,3473.29,3446.41,3196.59,2496.86,2844.50,2997.42,3117.87,3065.25,3050.28,3079.83,3161.12,3378.49,3470.56,3544.76
Macau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.81,209.37,155.71,131.55,137.55,125.91,142.11,162.87,151.66,163.37,172.85,
Morocco,,,,,,,,2855.51,2995.31,3335.58,3473.21,3683.45,3886.09,4213.37,4413.85,4688.02,4996.87,5337.15,5624.33,5713.19,5981.94,6047.69,6203.46,6399.16,6696.88,6933.28,6977.05,7140.89,7690.16,7631.56,8103.01,8356.89,8677.64,8601.44,8895.05,9209.31,9380.67,9764.27,9965.96,10251.41,10559.72,10809.86,11208.11,11456.26,11586.40,12024.24,12382.38,12941.25,13818.34,13404.85,14533.34,15520.72,15796.30,15683.04,16330.20,16707.78,16729.59,17144.40,17757.90,18184.09
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,764.16,751.19,652.07,545.24,512.11,593.73,699.50,717.89,808.83,866.17,840.00,803.80,793.72,802.88,626.91,694.27,782.73,795.59,868.17,941.39,982.14,1015.93,1056.50,1094.63,1141.84
Maldives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.88,30.76,35.69,39.97,44.37,46.37,54.27,56.33,65.76,66.13,69.07,79.01,67.34,70.31,55.55,59.21,66.09,66.94,71.88,71.11,76.21,82.58,93.29,103.29,
Mexico,,,,,,34082.85,36610.51,38765.49,41838.98,44784.80,48067.90,49453.26,53710.51,58581.19,61541.63,64098.89,66936.64,68877.90,75598.63,83323.10,88169.44,94004.82,91358.63,83666.05,87911.23,93648.91,88442.74,90704.17,93888.28,101300.17,108153.61,111865.41,116522.24,115736.38,119871.53,114845.42,125567.16,137691.16,148925.86,153184.43,163111.43,158497.74,154691.51,153651.54,158797.85,162246.01,169817.12,170845.15,168499.82,151424.23,164611.65,169815.49,176505.94,177433.47,184507.27,190104.73,193075.96,198911.61,202554.46,203058.65
"Marshall Islands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,0.14,0.87,1.17,1.54,1.46,2.14,3.52,0.46,2.11,2.54,2.40,3.17,5.96,5.59,3.49,3.79,4.56,3.17,2.35,1.70,2.75,
"Macedonia (F.Y.R.O.M.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1279.71,1084.93,913.50,781.95,727.24,643.50,675.50,634.51,637.68,653.28,740.52,698.37,718.98,784.57,840.67,929.35,1046.41,911.38,893.05,929.85,928.08,1040.66,1028.47,1127.57,1370.29,1438.30,1416.30,1438.09,,
Mali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.26,166.13,206.77,281.94,303.20,336.67,394.07,460.18,447.29,489.24,472.30,464.54,480.83,511.83,492.63
Malta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,993.90,,,,,,,,,
"Burma (Myanmar)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1145.26,1395.34,1795.90,2191.77,2732.84,3332.40,4237.78,5123.01,6110.53,7245.59,9839.84,10903.62,11811.28,12937.80,14161.69,15563.70,17095.36,18785.93,20605.71,
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.98,377.37,360.62,337.57,356.51,375.98,392.90,298.34,282.27,200.24,188.45,208.69,181.81,193.66,189.69,201.00,192.75,211.10,230.10,
Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.86,277.47,239.51,244.44,233.72,225.18,307.69,385.24,441.44,426.72,345.20,387.68,494.30,507.56,461.72,489.89,528.38,574.57,633.49,660.00,677.48,672.08,805.64,931.80,1034.65
Mozambique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.57,217.86,205.53,193.09,208.21,247.48,326.07,373.18,427.92,492.70,663.67,721.68,844.58,960.64,980.53,1006.98,1042.94,1060.09,1082.07,1108.16,1130.13,1138.46,1176.30,1230.33,1323.58,1370.64,1406.25,1429.52,1445.01
Mauritania,,,,,,,,,,,,,,,,,,,,,,,,,,427.54,451.21,452.06,435.48,422.86,387.36,418.26,451.62,475.54,434.85,451.68,486.34,531.09,473.67,468.10,369.95,348.62,398.80,382.40,397.25,414.63,409.55,369.20,366.03,426.19,377.46,417.88,483.50,517.07,450.32,529.16,484.65,617.63,598.25,
Mauritius,,,,,,,,,,,,,,,,,260.88,275.35,296.43,311.73,289.82,315.04,331.57,334.98,375.78,433.17,520.74,596.77,644.38,676.16,728.33,759.75,810.13,841.80,875.56,926.97,986.93,1045.64,1109.70,1132.34,1217.50,1277.92,1246.68,1260.59,1268.49,1223.53,1284.50,1318.23,1357.03,1390.23,1416.95,1427.57,1457.02,1525.61,1552.97,1553.78,1558.72,1582.25,1592.60,1603.66
Malawi,,,,,,,,,,,,,,,,265.40,255.57,265.40,277.85,291.61,290.96,301.44,300.46,321.76,329.62,340.11,347.64,350.92,362.39,393.19,437.42,450.52,463.96,415.47,427.78,451.40,448.70,453.03,460.00,468.39,454.27,389.93,272.59,318.71,328.32,342.37,369.07,432.18,479.84,619.33,689.69,699.11,654.36,712.01,751.37,773.42,793.83,814.66,,
Malaysia,,,,,,,,,,,2118.44,2385.16,2627.82,3219.56,3553.32,3658.26,4335.26,4794.36,5238.89,5832.81,6370.62,6671.58,7045.43,7600.00,8534.24,8207.76,8825.73,10008.47,11708.75,14088.40,16242.42,18516.11,19812.51,22701.37,25283.57,28155.60,33274.52,36640.80,31724.45,35427.29,41914.91,40125.11,41778.49,45606.92,49966.15,52562.25,56467.38,61555.48,61120.28,56037.60,59760.02,63009.53,65791.50,68036.39,72188.69,75658.32,78980.17,83756.48,87904.18,91222.57
Namibia,,,,,,,,,,,,,,,,,,,,,434.65,456.48,504.46,506.18,514.00,527.55,561.50,572.86,565.44,585.43,634.34,593.50,662.02,721.96,768.22,753.59,631.76,745.37,811.61,781.56,809.68,857.74,891.74,1015.35,1018.98,1095.87,1125.52,1221.66,1281.87,1307.82,1405.98,1485.89,1384.32,1445.47,1483.86,1438.55,1585.00,1569.17,1585.34,1641.17
Niger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.26,316.29,321.42,313.37,310.44,338.99,357.29,369.01,367.78,360.79,339.35,347.33,355.21,360.89,371.63,361.18,375.91,378.05,393.49,413.42,434.69,420.14,502.85,631.10,648.62,677.05,714.41,767.62,790.07,825.78
Nigeria,,,,,,,,,,,,,,,,,,,,,,38848.78,33166.02,23538.05,21840.06,22979.13,20875.25,24489.44,28195.95,23744.07,25453.49,27714.22,31056.68,25618.51,22385.98,19284.85,19898.39,20305.73,19349.65,19798.10,19831.61,20296.38,23895.21,21312.61,21086.18,21571.79,21747.13,21767.78,22420.21,23229.14,23810.31,28052.21,31827.83,38765.38,44473.10,43823.73,41931.58,41842.85,42719.07,43046.69
Nicaragua,221.67,246.08,287.68,342.62,384.52,430.87,452.33,515.45,540.52,580.41,634.76,664.99,695.68,730.22,825.31,844.69,879.58,968.85,969.40,704.21,807.44,831.82,832.32,879.17,882.69,841.19,858.50,844.77,631.11,619.21,609.64,648.71,615.39,615.68,620.38,665.04,715.31,770.96,763.09,816.14,851.24,901.07,919.75,942.20,1027.13,1084.78,1154.28,1197.51,1213.95,1147.49,1249.46,1372.51,1512.86,1611.69,1733.67,1776.69,1841.86,1894.52,1904.31,1907.60
Netherlands,,,,,,,,,,36625.36,37903.35,38855.21,40731.96,43291.12,45569.34,42902.98,45499.90,45236.72,45996.17,47181.81,46968.65,46527.63,46057.40,47490.35,50676.93,52200.73,53963.26,55005.21,56510.16,59100.44,61145.97,61615.68,62297.88,61854.05,65145.32,67657.49,68809.24,70545.41,73863.40,76989.36,81244.93,83309.80,82846.08,82034.15,85184.41,87926.58,90042.71,95058.14,94480.09,84957.93,88627.84,92638.19,91769.29,90911.78,93075.23,93740.07,95757.42,101582.95,106317.00,107136.91
Norway,,,,,,,,,,,21587.51,22091.72,23118.54,24482.48,25436.16,24784.00,24661.75,24666.16,24216.68,25283.50,24990.03,24537.67,24560.02,24007.46,25407.73,26497.05,26404.75,26924.63,25594.45,24562.91,24274.01,23652.10,23887.49,24313.69,24989.12,25063.63,26169.83,27449.21,27244.70,27380.94,27208.21,26998.07,26820.16,27659.96,28914.41,30022.89,30741.50,31841.92,32704.07,30301.00,30836.84,31376.63,32036.25,33115.99,34109.66,32517.80,31127.42,31222.30,31504.66,32526.93
Nepal,,,,,,,,,,,,,,129.14,140.90,139.47,144.15,159.45,157.27,152.73,156.66,162.66,176.26,184.38,215.59,267.53,308.12,315.26,333.27,309.72,340.09,400.18,528.24,561.06,630.20,642.56,700.63,750.06,775.74,816.76,875.57,907.09,858.80,859.18,877.67,900.65,918.64,942.09,933.92,924.17,951.54,990.08,1026.03,1064.14,1130.96,1135.20,1044.40,1145.66,1250.66,1335.99
"New Zealand",,,,,,,,,,,,,,,,,,11789.01,11742.07,12178.65,12031.88,12957.18,13077.13,13420.58,14497.11,13759.56,13776.69,13138.22,13032.43,12925.15,12443.13,12134.69,12679.29,13517.43,14446.45,14528.40,14758.61,14789.90,14383.13,15015.64,15406.02,15605.69,16967.56,17407.86,17965.87,18132.75,17597.84,17785.58,16271.72,15590.04,15888.79,15838.87,16043.01,16197.22,16548.12,16928.08,17341.56,17825.81,18109.66,
Oman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33221.33,33846.55,34780.23,35881.37,35367.75,36906.89,38179.19,37304.03,,
Pakistan,811.33,915.00,1035.57,1151.60,1282.49,1409.81,1530.97,1617.63,1720.74,1869.18,2081.02,2215.02,2242.70,2438.48,2593.35,2606.99,2643.10,2690.84,2965.66,3203.17,3531.75,3907.27,4444.65,4757.26,5132.38,5547.56,5966.40,6415.50,7055.96,7335.40,7755.28,8045.77,8626.66,9009.70,9419.36,9658.20,10018.71,10011.30,10704.98,11140.52,11311.43,12498.43,13007.20,13954.83,16240.55,18843.17,20613.16,22475.10,23846.55,22850.72,23164.16,23743.24,24238.18,25412.58,26848.11,27891.13,28919.16,30604.26,32265.27,32053.32
Panama,,,,,,,,,,,938.52,998.24,1043.95,1109.56,1124.31,1083.76,1111.04,1124.31,1142.00,1268.07,1319.68,1286.14,1332.30,1303.68,1392.91,1471.06,1481.22,1583.06,1227.37,1243.37,1414.76,1562.76,1705.83,1813.83,1891.06,1894.75,1927.23,1989.98,2034.42,2056.04,1908.93,1788.84,1741.83,1682.69,1717.72,1789.88,1859.25,1963.83,2035.52,2004.91,2089.30,2206.81,2386.69,2479.20,2567.08,2655.34,2685.87,2756.61,2796.69,2754.81
Peru,4728.96,5096.79,5515.56,5826.63,6235.68,6645.89,7160.32,7442.61,7584.14,7669.68,8329.92,8803.90,8986.26,9571.07,10377.50,10701.78,11089.06,10901.64,10461.88,10895.42,11520.27,11597.65,11461.56,9381.71,9919.07,10365.84,11982.59,13517.70,12002.81,10122.82,9535.68,10124.37,9884.46,10359.61,11891.61,12563.89,12784.36,13362.16,12996.66,12816.63,13528.19,13645.62,14551.60,15118.90,16244.57,17314.24,18572.88,20532.98,22281.55,20841.32,22950.34,24863.00,25179.89,26500.75,26209.13,25983.22,25967.27,26111.53,27598.81,27132.21
Philippines,7206.87,7508.13,7911.22,8504.59,8792.86,9159.59,9817.20,10672.32,11344.00,11754.48,12698.72,13560.53,14342.12,16455.58,17109.50,17583.26,18602.00,19785.03,21093.95,22081.39,23003.48,23451.41,23826.75,23750.35,21349.97,19662.69,20018.36,21132.50,23143.45,24487.91,25140.32,25029.06,24596.58,24780.02,26021.83,27784.69,29335.00,30573.26,30228.67,30741.89,32438.08,33311.57,34564.86,35972.55,37454.81,39867.63,40999.03,42182.07,44367.97,42458.11,45672.80,47378.57,50068.59,52360.82,56364.03,59280.85,63336.78,68424.90,71945.30,74252.19
Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.15,6.60,9.48,3.65,1.78,1.78,1.60,1.58,1.85,1.61,1.49,1.64,1.95,2.09,2.11,2.34,2.50,2.48,2.50,
"Papua New Guinea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.83,314.53,329.96,323.34,347.77,363.92,362.11,368.28,365.14,317.97,329.92,342.09,,
Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34287.47,33919.01,33732.96,33794.32,34693.73,34744.14,34326.60,35170.30,39379.50,44720.26,46826.19,54651.28,62408.05,67654.30,68545.42,74568.04,80443.74,83051.11,83395.02,90017.25,96276.99,100607.90,102993.40,108535.14,
"Puerto Rico",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46577.30,,,,,,,,,
Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22989.43,25579.97,27210.48,27896.28,28226.75,28846.66,29284.68,29124.38,28805.29,28985.59,28641.24,28957.48,29600.03,28881.76,25776.48,27597.20,27758.61,26793.26,27003.90,27735.29,28520.92,29113.16,30866.60,31353.53,31130.15
Paraguay,,,888.98,917.18,962.05,1007.84,1029.41,1155.78,1200.31,1254.82,1293.15,1334.74,1529.90,1645.46,1839.29,1825.75,1892.08,2233.44,2468.97,2604.65,2944.05,3095.20,3031.03,2945.18,3095.51,3269.76,3209.81,3222.07,3609.04,3474.09,3758.02,3877.68,4093.80,4288.91,4324.72,4464.24,4528.49,4624.40,4605.46,4581.98,4454.85,4475.49,4467.38,4507.61,4601.53,4593.67,4668.05,4667.45,5008.22,4817.19,5053.05,5256.67,5420.10,5835.63,6243.48,6568.68,6869.18,7296.20,7468.14,7393.67
"West Bank and Gaza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905.78,901.66,736.83,731.80,796.35,755.15,721.57,713.48,543.62,734.09,728.13,914.63,671.51,754.54,999.94,1079.76,1184.00,1156.07,1359.66,1417.96,1340.74,1236.81,1313.34,1337.11,1369.42,
Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5673.37,6447.12,7118.69,7633.16,8129.21,8816.17,9233.67,9858.83,11718.91,13328.22,15675.02,17237.64,19214.18,20276.34,21119.04,22047.98,22146.31,22367.98,23730.90,23273.02
Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23036.09,24722.51,22968.63,21446.15,21025.74,22785.56,25322.74,26842.70,28364.45,30947.53,32077.26,34711.71,34544.52,40118.83,37745.96,38128.51,40896.09,35012.45,37776.35,40217.78,42020.98,44702.07,48226.70,49506.07,49098.39
Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153036.77,166503.04,179911.20,187894.28,200242.82,215305.85,210736.54,179935.47,195425.35,212213.52,223216.23,226353.21,228077.96,225990.02,228445.32,238464.91,243085.58,246230.72
