Country,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Algeria,,,,,,,,,,64.1
Andorra,74.8,,,,,,,,,
Argentina,65.6,66.4667,67.3333,68.2,69.0667,69.9333,70.8,71.6667,72.5333,73.4
Armenia,,,,,,,,,,84.2
Australia,55.7,56.7889,57.8778,58.9667,60.0556,61.1444,62.2333,63.3222,64.4111,65.5
Azerbaijan,,,,,,,,,,64.9
Belarus,,,,,,,,,,28.7
Brazil,9.7,10.0778,10.4556,10.8333,11.2111,11.5889,11.9667,12.3444,12.7222,13.1
Bulgaria,60.2,,,,,,,,,
"Burkina Faso",59.9,,,,,,,,,
Canada,63.6,,,,,,,,,
Chile,72.3,72.1111,71.9222,71.7333,71.5444,71.3556,71.1667,70.9778,70.7889,70.6
China,72.6,73.3111,74.0222,74.7333,75.4444,76.1556,76.8667,77.5778,78.2889,79
Colombia,78.2,77.9889,77.7778,77.5667,77.3556,77.1444,76.9333,76.7222,76.5111,76.3
Cyprus,91.2,90.1444,89.0889,88.0333,86.9778,85.9222,84.8667,83.8111,82.7556,81.7
Ecuador,,,,,,,,,,87.6
Egypt,57.6,58.5333,59.4667,60.4,61.3333,62.2667,63.2,64.1333,65.0667,66
Estonia,,,,,,,,,,57.7
Ethiopia,92.1,,,,,,,,,
Finland,98.2,,,,,,,,,
Georgia,86.8,86.6667,86.5333,86.4,86.2667,86.1333,86,85.8667,85.7333,85.6
Germany,73.8,74.5,75.2,75.9,76.6,77.3,78,78.7,79.4,80.1
Ghana,49.5,51.2778,53.0556,54.8333,56.6111,58.3889,60.1667,61.9444,63.7222,65.5
Haiti,,,,,,,,,,64.8
"Hong Kong",,,,,,,,,,11
Hungary,85.3,,,,,,,,,
India,60.1,63.0111,65.9222,68.8333,71.7444,74.6556,77.5667,80.4778,83.3889,86.3
Indonesia,76.4,,,,,,,,,
Iran,83.6,,,,,,,,,
Iraq,,,,,,,,,,61.7
Italy,43.9,,,,,,,,,
Japan,75.4,74.7667,74.1333,73.5,72.8667,72.2333,71.6,70.9667,70.3333,69.7
Jordan,85.9,85.7778,85.6556,85.5333,85.4111,85.2889,85.1667,85.0444,84.9222,84.8
Kazakhstan,,,,,,,,,,34.1
Kuwait,,,,,,,,,,71.1
Kyrgyzstan,,,,,,,,,,73.5
Lebanon,,,,,,,,,,71.3
Libya,,,,,,,,,,79.4
Malaysia,81.8,82.8889,83.9778,85.0667,86.1556,87.2444,88.3333,89.4222,90.5111,91.6
Mali,73.6,,,,,,,,,
Mexico,67.7,67.9778,68.2556,68.5333,68.8111,69.0889,69.3667,69.6444,69.9222,70.2
Moldova,47.8,,,,,,,,,
Morocco,13.4,12.7111,12.0222,11.3333,10.6444,9.9556,9.2667,8.5778,7.8889,7.2
Netherlands,,,,,,,,,,82.9
Nigeria,,,,,,,,,,79.1
Norway,96.5,,,,,,,,,
Pakistan,,,,,,,,,,78.4
Peru,,,,,,,,,,78.1
Philippines,,,,,,,,,,90.6
Poland,77.1,77.3778,77.6556,77.9333,78.2111,78.4889,78.7667,79.0444,79.3222,79.6
Qatar,,,,,,,,,,94.1
Romania,56,56.7889,57.5778,58.3667,59.1556,59.9444,60.7333,61.5222,62.3111,63.1
Russia,,,,,,,,,,22.4
Rwanda,69.7,69.7111,69.7222,69.7333,69.7444,69.7556,69.7667,69.7778,69.7889,69.8
"Serbia and Montenegro",78.7,,,,,,,,,
Singapore,,,,,,,,,,70.4
Slovenia,78.2,79.1556,80.1111,81.0667,82.0222,82.9778,83.9333,84.8889,85.8444,86.8
"South Africa",69,70.7111,72.4222,74.1333,75.8444,77.5556,79.2667,80.9778,82.6889,84.4
"South Korea",69.6,68.7333,67.8667,67,66.1333,65.2667,64.4,63.5333,62.6667,61.8
Spain,68.4,69.0889,69.7778,70.4667,71.1556,71.8444,72.5333,73.2222,73.9111,74.6
Sweden,93.5,93.2333,92.9667,92.7,92.4333,92.1667,91.9,91.6333,91.3667,91.1
Switzerland,84.7,,,,,,,,,
Taiwan,,,,,,,,,,87.5
Thailand,56.1,59.4111,62.7222,66.0333,69.3444,72.6556,75.9667,79.2778,82.5889,85.9
"Trinidad and Tobago",87.7,86.2444,84.7889,83.3333,81.8778,80.4222,78.9667,77.5111,76.0556,74.6
Tunisia,,,,,,,,,,78.7
Turkey,68.6,68.3111,68.0222,67.7333,67.4444,67.1556,66.8667,66.5778,66.2889,66
Ukraine,66.3,63.0778,59.8556,56.6333,53.4111,50.1889,46.9667,43.7444,40.5222,37.3
"United States",57.3,58.0667,58.8333,59.6,60.3667,61.1333,61.9,62.6667,63.4333,64.2
Uruguay,68.7,67.7889,66.8778,65.9667,65.0556,64.1444,63.2333,62.3222,61.4111,60.5
Uzbekistan,,,,,,,,,,3.6
Vietnam,69.6,,,,,,,,,
"West Bank and Gaza",,,,,,,,,,71.7
Yemen,,,,,,,,,,60.5
Zambia,61.9,,,,,,,,,
Zimbabwe,,,,,,,,,,51.3
