Country,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Albania,2.77521934,3.141809442,3.456215485,3.558950286,3.253908532,2.7988845,2.5420752,2.735430567,3.219779043,3.236178469
Algeria,3.309047619,3.033736913,3.006963353,3.288234513,2.770127,2.238853283,2.272257662,2.56373319,3.015871496,3.288840285
Angola,,,,2.299607,1.962264444,2.0593,2.15625,1.835062617,,
Argentina,2.407234051,2.234526396,2.162934516,2.069048006,2.000763263,1.884824,1.785071825,1.705397845,1.886434681,2.195618406
Armenia,2.747061004,2.752329156,2.767045207,2.69838015,2.852831963,3.006088863,3.060979472,3.028422708,3.203208758,3.490306239
Australia,6.102796707,6.050239715,5.897748923,5.789259327,5.631835769,5.486851571,5.22453284,5.315259448,5.543031824,5.633001335
Austria,5.93876205,5.697554782,5.629863419,5.667714257,5.311866698,4.49611196,4.473849953,4.602466157,4.702268589,4.723157869
Azerbaijan,3.050560153,3.418913349,3.80215775,3.020830889,2.792486184,2.941927359,3.082124889,3.141557383,3.141557383,3.720720673
Bahrain,4.408995502,4.687455959,5.078602617,5.308105307,5.502173208,5.170870414,4.529021409,4.377695712,4.92317596,5.194550321
Bangladesh,2.351731331,2.553011088,2.615590001,2.62409065,2.61100293,2.6219368,2.71908892,2.642995406,2.701368339,2.929563479
Barbados,5.377932732,5.054786495,5.047345993,5.304461091,5.297053517,4.938264994,4.767612585,4.466125907,4.3656,4.265120473
Belgium,5.250940137,5.232738561,5.140183323,5.056575664,5.211686639,5.175321445,5.23224923,5.343845903,5.4451211,5.458745549
Belize,,,,,2.633597,,,,,
Benin,2.494585534,2.564051404,2.490735116,2.36831182,2.505677307,2.5746477,2.413897012,2.5933,2.772727251,2.864393961
Bhutan,,,,,,,4.481315,4.623990136,4.707771364,4.810584654
Bolivia,2.566401615,2.157068271,1.9752692,2.343344004,2.946394264,3.317856825,3.229558055,3.476807115,2.901234635,1.762582128
"Bosnia and Herzegovina",3.390091345,3.38623902,3.638039924,3.355981608,3.030843,3.51426935,3.9098,3.3724,2.835051537,2.753191462
Botswana,4.594561144,4.923647247,5.069974225,4.753624455,4.84849204,4.694707002,4.545541932,4.333783269,4.212869636,4.320035437
Brazil,2.161335719,2.477126299,2.304341283,2.326647109,2.630287878,2.489895068,2.251256049,2.015339501,1.775032347,1.817280494
Brunei,,4.784667,4.969357576,5.099568897,5.109361736,5.11058163,5.384237385,5.1086,4.833,4.557376862
Bulgaria,2.600256465,2.512067371,2.558574846,2.725485465,2.883903652,2.935263385,2.728530869,2.478786079,2.73091866,3.046544745
"Burkina Faso",3.044313033,3.196181293,3.156923993,2.5242441,2.393724223,2.533518519,2.118356286,2.10555041,,
Burundi,2.246576381,2.31076323,2.158889041,1.82985,1.736523817,1.802805681,2.193591826,2.191130967,2.191130967,2.060716431
"Cape Verde",,,,4.488949,4.537941967,4.363866038,3.918228802,3.821648357,3.960954319,3.921232808
Cambodia,3.091809258,3.075944757,2.987550658,3.022156763,3.236848752,3.411323231,3.122043015,2.553623851,2.962277178,3.51171961
Cameroon,1.738961039,1.74493083,2.020665614,2.282475661,2.346403824,2.187698738,2.019036815,2.436806715,2.521162999,2.307448127
Canada,5.126423618,5.475986312,5.581282602,5.669360989,5.680134233,5.601372818,5.318866169,5.237388818,5.343047843,5.319647172
Chad,1.694899686,1.581902042,1.857800079,2.03590137,2.146914099,2.170096628,1.752871384,1.8454405,1.822324316,1.593026142
Chile,4.581213252,3.848943062,3.895146361,4.629948574,5.119885932,5.173328982,5.123387913,5.037378716,4.560927653,4.153421566
