"Data Item",1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Niobium,1650,1760,1930,1910,2890,2070,2400,1890,2190,2820,3150,1950,2720,2170,2990,3230,3450,3680,2990,2610,3480,3420,3200,3310,3580,3400,3360,3310,3500,3500,3700,3800,3830,4030,4150,4100,4300,7140,5520,5640,6730,7430,10100,9020,8450,4200,8210,9160,9730,8140,10000,7080
