"Data Item",1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
"Distance from Earth",,3.59,7.16,10.72,14.29,17.85,21.42,24.98,28.55,32.11,35.68,39.24,42.81,46.37,49.94,53.5,57.07,60.63,64.2,67.76,71.33,74.89,78.46,82.02,85.59,89.15,92.72,96.28,99.85,103.41,106.98,110.54,114.11,117.67,121.24,124.8,128.37,131.94,135.5,139.07,142.63,146.2,148.045
