Country,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Botswana,181700,49608,48300,41538,35012,80429,206585,98970,161465,182189,214994,83618,125000,160000,150000,191200,177000,127000,73400,193200,196400,66600,62700,62700,102500,117900,126800,287800,267000,204600,136500,77700,108888,247017,136426,276477,158359,60231,90873,160758,41277,96277,29333,97091,83106,117513,48907,101770,152359,135436,163673,102001,88982,164545
Brazil,6972370,7429046,8049994,8191944,8862389,8801437,9371228,9690891,9746220,9947286,10641185,10615489,10169738,10887936,11071752,11362515,12138453,11425354,11578770,11715308,11871694,13051396,11096533,12408999,12270751,12916198,14001852,13645305,13434043,11884720,13650069,13921466,12400199,14300250,14384545,12426284,13215153,11318067,12372387,12528034,13269773,12626410,14184597,13880524,13035454,13892489,14799620,15600101,14775414,13697252,14324634,15285227,16465586,16676111
Bulgaria,1187991,1185978,1223693,1241743,1152893,1173984,1135122,1093251,1099800,1141987,1191956,1226502,1148092,1154563,1317647,1334831,1313477,1190264,1212413,1079873,1031251,1058626,990305,913963,766746,958372,869623,913931,1012391,881899,1043258,1119774,999390,982328,951232,822990,839252,856068,804185,801776,738611,772282,761790,784774,617648,573525,438956,594174,573195,624609,619932,708286,682484,681743
"Burkina Faso",1723557,1805978,1907725,1899300,1930000,1984000,2252574,1687193,2100332,2021583,1948085,1868100,1865340,2193160,2206000,1949000,2067000,1994709,1995662,1802524,2163250,2104052,2152434,1825759,2205857,2679298,2532267,2867723,2880160,2505900,2782600,2819200,2674801,2801916,2668261,2661041,2801180,2942586,2919487,2621199,3154118,3261820,3529733,3035448,3185018,3013128,3280416,4111233,3527013,4157759,3548178,3934917,4071804,3501745
Burundi,127600,117600,129900,137300,137500,142690,141500,143000,142000,142500,143200,141000,148500,136000,151500,154000,155500,154500,185000,191000,194000,192000,194000,187000,201000,205000,208000,223000,194000,194000,194000,194500,191000,155000,180000,170000,180000,178500,174000,180576,192000,194200,189606,190200,190500,202000,202104,201200,205700,222311,242397,192146,185315,144434
"Cape Verde",20000,20000,20000,20000,35000,39000,45000,25000,16000,3000,3000,3000,3000,7000,9000,11000,4000,3000,14000,16000,7000,10000,7000,5115,3300,22716,34882,34256,35480,34124,32655,33975,33105,32612,31066,32127,33347,34518,31358,30626,30674,34122,32053,25963,15000,29263,27873,34385,31983,32028,31318,30582,31727,5276
Cambodia,88080,101069,115000,127000,136500,88900,117000,113100,102200,86200,94200,56200,62600,60000,55000,55000,62000,65000,75000,101000,85000,61000,49000,43000,46000,43000,40000,50000,49000,45000,50000,48000,42913,37000,45035,46988,34138,39857,59739,57404,67213,71594,83953,77304,70480,105297,142000,163106,221287,214000,174257,215442,211447,119129
Cameroon,807000,900000,890000,875000,865000,870000,815000,824000,925000,907000,977000,931500,980000,954000,1018800,937737,954654,1026802,1041860,1010311,941500,1051380,975000,591898,683532,771937,566802,759661,755171,636942,833223,935000,1018000,980000,995000,963072,893913,987586,605221,702212,772667,850279,939485,1036888,1076755,1182235,1344080,1401416,1587371,1693059,1614461,1900595,1740270,1623566
Canada,6740264,7487807,7400188,6646782,7172128,7583575,7613689,7932781,8233499,8479259,10260945,9203273,9182271,8936547,8602943,8394529,8525759,7902550,7165200,8110500,9250300,8959700,7841400,7940700,7980000,7932400,8087100,7287400,8204893,7450374,6708058,6346100,7074200,7192100,7153700,8304100,7767200,7645600,7139000,7354700,7128200,6464300,7610400,6772800,6443000,6264300,7589700,6509600,5388900,4851000,4876500,4788396,5496984,4518984
"Central African Republic",150000,150000,150000,125000,105000,99000,116000,104000,112000,116700,120000,130000,144000,187736,164535,169000,160000,143248,173839,177909,190433,200820,143000,122000,95300,141173,121936,119128,105055,105395,96677,87867,89213,108792,123181,131807,134000,136640,145889,151206,159824,166000,185388,190076,203493,202076,223641,223456,238234,155333,145144,140356,148446,167249
Chad,1252500,1253000,1224000,1183174,1185500,1037162,1056000,1042000,942240,913000,986800,950300,854800,874600,978900,1105000,1164000,1190000,1065000,1005000,513000,537000,811376,670517,1110101,1067530,967176,1066404,1084927,1037174,1261798,1283023,1189428,1520505,1487238,1396169,1605735,1806537,1764361,1668451,1992849,1701328,1950000,1713265,2320856,2469958,2377520,2371350,2515437,4117763,2497897,3244502,2968897,3017845
Chile,216790,216800,209700,208690,203269,192397,217400,275700,192016,202190,213660,244550,232230,294420,260900,242970,265080,243730,276270,265440,260370,246300,245850,271160,255510,195990,160940,177190,220800,208037,210740,201870,198280,191440,194657,203675,241218,202911,180548,176342,188697,198048,241197,261625,241755,251756,246312,273538,267867,237693,273679,286962,304557,290386
China,37916000,37951000,38936000,37127000,36609000,38471000,36285000,35146000,35741000,35127500,35700000,35145000,34718000,34338008,33913475,33227741,32906866,33044308,32313496,31335300,30405008,29336908,29918608,28984698,26857866,27879952,28703664,28018408,28329641,29202301,30070502,29498459,28222950,28284560,29704700,31191150,30308204,31129740,31477870,28648670,29119050,29359329,28442970,29344589,30234170,32348920,33136290,33390730,34482730,35707390,36679410,38182830,39339670,40228392
Taiwan,24261,27846,29177,30110,30814,39017,37716,38598,39392,42061,42614,43862,46514,54615,62687,49681,42842,43696,38999,45413,41034,45226,48995,61086,81732,98804,102760,110384,99645,107719,101041,101888,102785,101684,96175,86815,75021,53863,42041,36067,33527,31573,28953,24574,23770,21672,20958,20284,21458,20083,20524,19157,23459,29518
Colombia,761070,749150,752160,853600,944947,930770,891000,909750,822800,766100,814600,772400,768500,780800,782700,889400,817000,965200,911700,883850,897100,962900,872400,849000,765800,857900,931500,986100,1049200,1165000,1128500,974075,968493,989199,857507,746977,685635,523388,610359,626058,638580,633765,664198,698582,653158,653401,666683,667844,617826,549403,621290,668523,645231,521881
Comoros,2200,2100,2250,2500,2800,3000,3200,3200,3300,3300,3300,3400,3500,3600,3800,4000,4300,5000,5000,5200,5300,5200,4000,2000,2400,2400,1436,1457,1477,1500,1528,1549,1569,1599,1638,1648,1700,1933,1726,1722,1741,1760,1844,1920,1978,2000,2137,2240,2356,2500,2600,2600,3000,3129
"Congo (Brazzaville)",2000,2000,5000,5000,5000,8000,8000,8000,7000,7000,7500,7500,13000,19431,28083,28300,28000,26000,26000,11155,11000,11000,15000,20000,20000,25000,25000,25000,25000,8000,8000,8200,11500,11530,13550,14070,14591,15612,11133,11098,21327,22856,26720,26570,26766,26050,26007,27650,27900,29201,29850,30811,31873,32944
"Costa Rica",54800,60200,57150,73000,55680,67000,70900,63400,61400,69600,59000,62800,68503,48327,62287,78747,71971,60690,62185,58847,67655,69659,81891,83812,89935,91525,81955,66729,50456,41780,31986,23620,19219,18109,14441,18909,17420,13784,14875,10216,7675,6776,8478,6481,6359,6260,9051,7358,11463,9598,8208,7465,6255,6224
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423807,430054,428728,404711,411235,425651,445095,456327,459111,482817,484491,485732,492799,397300,384565,381373,404796,383070,381824,391134,399929,380311,340333
"Ivory Coast",265000,314000,341000,347000,352000,366000,397300,412700,442750,425200,429200,429200,439700,467000,630700,643150,664820,695650,718800,567200,603100,634700,663500,718200,647000,716000,762000,781000,808000,543596,538560,536538,520144,516454,507449,493315,467508,446434,426301,422897,419650,419204,390390,402403,422803,418783,423884,445058,457491,468926,473389,456770,458640,489776
Cuba,125000,129862,123000,108000,107000,108000,102000,102000,94000,108000,106000,127550,106160,91443,83303,76800,77000,77000,77000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,75529,70177,80643,94819,105388,100100,124129,159888,136056,118602,126663,128615,122616,132817,146591,158642,124568,141793,129497,204151,225736,143466,155454,182475,190079
Cyprus,62743,69566,71171,73579,81098,82275,81740,82275,73846,73846,75251,72843,76255,75184,30302,33672,34348,34034,35372,39465,40455,43078,43720,46690,48402,47024,48428,53646,54351,52430,43890,60110,64100,60200,57220,55240,37770,53290,52340,45330,50570,53300,65520,58947,53022,49406,34519,30983,22739,26480,26570,29272,23839,19168
"Czech Republic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,833353,850738,753068,790272,868187,771484,729696,685380,707761,720286,818504,753346,798105,757732,771208,758593,712581,631399,618483,641132,585792,575669
Czechoslovakia,1839159,1823364,1771348,1701163,1633532,1664630,1651132,1629986,1615668,1548417,1575256,1560027,1530891,1451412,1538587,1357108,1400278,1370884,1500646,1371096,1477427,1480678,1336092,1296108,1297078,1307115,1294357,1240120,1259580,1196025,1232589,1289519,,,,,,,,,,,,,,,,,,,,,,
"North Korea",844000,831000,861000,836000,817000,824000,830000,828000,828000,835000,849000,868000,873000,887000,896000,898000,900000,896000,890000,876000,875000,863000,862000,850000,843000,826000,898000,880000,921000,910714,882519,869046,814790,855416,849000,751494,760941,775199,720569,644554,657230,673890,698509,654476,718690,655593,668498,672693,674833,675360,675000,711500,709500,713902
"Congo (Kinshasa)",628700,605700,582300,591700,588833,650007,668510,686000,693300,665800,672306,683200,700500,722129,741951,759000,772700,773400,798300,815100,838100,862300,888500,911700,1032500,1110300,1110480,1226960,1297440,1369192,1320831,1357219,1430695,1496769,1425964,1524819,1476013,1510857,1551860,1543691,1526798,1546537,1547892,1548679,1549448,1550156,1550834,1551428,1552278,1553315,1554837,1578071,1588046,1584629
Denmark,1431214,1388045,1435087,1439472,1470485,1510990,1547385,1588628,1605933,1624699,1636186,1642142,1638959,1622422,1617788,1660795,1705263,1723181,1735933,1677046,1637110,1586898,1456051,1340107,1262062,1225384,1101436,1278647,1117095,1037354,1042837,1029423,823000,836782,846400,842000,846200,850166,858784,886772,904022,951309,820245,824200,832900,807600,759500,875000,760200,744800,749500,889200,875860,788771
Djibouti,,,,,,,,,,,,,,,,,,,,,2,2,2,3,4,6,6,7,3,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,7,7,8,8,8,8,8
Dominica,110,110,115,115,120,120,125,125,130,130,135,135,140,140,150,150,150,150,155,160,165,170,180,170,150,150,130,120,120,110,120,122,120,130,127,127,127,127,128,129,129,130,135,131,140,142,145,132,129,120,100,120,120,117
"Dominican Republic",35320,33000,31400,31600,27000,28000,28000,30676,31600,29900,30000,30000,30000,34032,29706,38260,40260,51949,40378,38747,35085,28252,41607,68795,57711,48292,48346,47899,50384,32818,35238,42888,35455,34176,40485,39534,37324,36995,26343,27351,31627,26016,32909,28134,26722,22532,22867,18677,24336,22921,23360,27890,31357,25453
Ecuador,331118,370997,418397,471178,469195,416055,513397,395811,423030,432590,479516,478787,363498,336559,349621,353564,313100,222126,254856,256039,276338,253456,237694,278675,263355,548293,538092,518110,503670,495463,541550,568200,576250,586810,562160,622975,620244,403819,476512,494726,494503,459702,413748,457989,421821,437869,457911,401402,414157,477813,618472,518831,535629,515341
Egypt,916415,1015482,976683,959005,788595,920474,912358,945000,887028,880488,880488,889730,936359,981046,1015957,1038859,953933,1029274,1007934,1012796,1019695,1019543,1035825,1036100,999500,933680,940930,992649,1028084,1026217,1076899,1087275,1044330,1095141,1082714,937676,1040016,1107719,1051891,1067522,1067698,1032356,1065344,1015376,1108040,1045139,1066510,1214289,1268314,1245428,1159807,1311593,1295426,1293186
"El Salvador",288200,291600,268780,252873,304164,315221,295746,313495,307913,330120,336210,335440,320089,338870,378560,359100,377006,401100,419091,411098,391609,357700,352100,359590,367850,377720,404040,403900,395920,411110,429730,469770,441770,436940,428855,398510,430553,404740,369775,353199,391565,323828,316784,326724,336347,330127,324646,352737,357175,350406,366095,387613,378823,395982
Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1574700,312215,279688,300741,346194,443609,391321,306993,312532,319035,381931,364840,423939,453814,459793,403112,429327,449391,476582,435725,437897,444665
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406170,324912,285446,265735,242297,275699,286500,254900,260454,214524,194755,196010,182586,196621,189393,192736,201700,202794,155574,168024,166200,186900,178500
Ethiopia,4970000,5174000,5185700,5235300,5266300,5301700,5340200,5395700,5450600,5509900,5578700,5316100,4476000,4535000,3699400,3889500,3681600,3962000,4119700,4542810,4159620,3944520,4315220,4090250,4154460,4213090,4282080,4396980,4243630,4352340,3887260,3764470,,,,,,,,,,,,,,,,,,,,,,
Fiji,110,110,123,202,204,202,1052,1938,1100,767,446,392,454,300,205,445,260,400,500,805,734,520,807,879,512,615,428,728,614,945,428,460,580,647,710,812,662,516,412,554,361,427,602,515,394,500,171,320,280,482,499,523,572,691
Finland,792723,773491,817600,856400,863900,923100,928800,951200,953400,1021400,1039100,1049400,1059800,1089100,1092100,1140500,1064900,1117100,1136400,1046600,1057300,1026600,1059400,1038000,1097000,1030900,997600,1105100,1042400,1032700,906000,826600,827200,858800,877000,966900,992900,1019800,1016300,1023200,1015600,1020600,1001600,901900,971000,960100,928900,977600,916900,743000,791100,809000,874500,851343
France,5110000,4807020,5280715,4808325,4827570,5174015,5347545,5193655,5318435,5600600,5576910,5755000,5791300,5666600,5780000,5229300,5568205,5638521,5708400,5296942,4967400,4870700,4540400,4614200,4887800,4631000,4333400,4485756,4413917,3892954,4062286,4240261,4001696,3562130,3521455,3778175,4076044,4038375,3719969,3806498,4152602,4078571,4061625,4097038,3886508,3751346,3799903,4106448,4221283,3809918,3811828,4110227,4192486,4291624
"French Guiana",40,43,10,12,12,15,15,10,15,165,250,250,250,250,250,300,600,600,600,555.8333,511.6667,467.5,423.3333,379.1667,335,290.8333,246.6667,202.5,158.3333,114.1667,70,70,70,50,41,41,41,41,41,38,40,40,40,44,60,90,90,30,220,305,365,375,400,422
Gabon,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,4100,4700,5300,5300,5400,5700,6200,6400,6700,6800,7200,8000,8600,9000,14000,15000,15500,13800,14500,14000,16000,17000,18000,18500,18000,15500,16683,16900,16000,16500,16800,20364,19600,22000,20500,20000,22000,24500,25000,26000,26500,27000,27267
Gambia,59714,64035,53035,53850,53850,54000,54500,56500,57000,58000,59000,59500,59700,33900,31600,23800,25700,34800,23000,31200,39900,48600,39700,49700,79860,64750,66770,64500,72913,75370,86840,67080,73991,69566,80632,77618,95225,89813,102450,120500,142083,135021,159166,175203,179734,191384,171494,206539,222700,235751,168897,182774,170848,167840
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140600,147797,166002,174452,176254,234184,236491,254167,220893,235664,238151,230685,228489,242587,146230,153122,175670,146700,125700,137047,125067,178850,180850
Germany,5364291,5403285,5360674,5405744,5326904,5334393,5339175,5397367,5444593,5379040,5393816,5317648,5363492,5383566,5548028,5422978,5470316,5573669,5383857,5363173,5308085,5415301,5172843,5131832,5035863,4930312,4738730,4629645,4533883,4515252,4106488,3915981,3830612,3789446,3947935,4113097,4296981,4229178,4037088,4046723,4148529,3926362,3875700,3835295,3665200,3587500,3579615,3824934,3692409,3298225,3242700,3461200,3397800,3241000
Ghana,507000,492000,465382,472019,448374,561200,595600,562500,600182,944200,895600,764400,818700,863200,726400,766400,639000,522000,819000,840000,727000,761000,795000,1207000,966000,804000,1054600,994000,1097000,804000,1081500,1123800,1150000,1119800,1227100,1168880,1145229,1209740,1194631,1191432,1235410,1474793,1344534,1213328,1240035,1313036,1161288,1304391,1408384,1420871,1445386,1445444,1410065,1408045
Greece,577930,546804,547001,478470,497670,567820,621706,589730,536090,610700,642000,666000,657600,629300,604300,588400,548800,531600,567600,576600,538600,546730,572900,651050,589631,541152,564856,541030,516864,450845,469000,440700,441797,435786,402239,427600,418722,414486,398769,396401,387983,396394,404169,392725,396683,394469,418991,500596,446837,342300,440301,414661,422918,466375
Grenada,630,630,630,630,630,620,620,620,600,600,570,520,450,554,500,540,630,730,606,500,450,470,414,414,410,250,250,250,255,260,265,330,390,350,360,330,300,284,264,311,311,326,323,315,320,300,320,326,333,342,351,350,400,398
Guadeloupe,677,700,720,500,250,243,448,253,400,450,500,500,500,500,150,100,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guam,50,50,50,50,30,2,4,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,3,6,5,7,8,9,10,10,10,10,10,11,11,12,12,13,13,14,14,15,15,15,15,16,15,17,18,18,19,20,20,21
Guatemala,652330,666035,728040,745745,724750,710613,741839,737054,742486,713408,709336,713187,529918,599977,596510,671820,680480,634520,582340,694267,722350,699570,617760,664360,726720,745230,810680,697840,658816,688188,735630,795860,768030,659143,585625,615777,617214,673053,634020,635480,636940,647860,683750,724300,824122,833560,610600,716221,882588,850415,866841,875419,890305,899570
Guinea,220000,220000,215000,222000,210000,198000,198000,187000,194000,194000,194000,193000,192670,193250,193840,194500,200000,205000,215000,225000,225000,225000,229000,254715,256000,259000,248500,256373,274130,297002,321587,348209,373230,378709,392080,413236,435887,460155,486172,541296,559321,611412,676286,741345,807203,869479,929299,1076270,901531,948744,899212,1211961,1240174,1184339
"Guinea Bissau",36000,36000,36000,40000,40000,50000,48500,46000,39000,39000,38000,37500,41000,43000,47000,50000,54000,57000,67000,73000,76000,90000,88300,79000,67000,63000,50000,36014,42637,49173,49388,52143,62465,71032,73128,62342,66040,60997,72175,87500,91973,73900,65247,68022,73540,70647,66499,63405,50558,54714,48396,55401,63366,41389
Guyana,1320,911,954,1159,1376,1073,1117,890,1051,1276,1373,1477,1844,1214,3035,2685,3000,1700,1128,1134,785,770,900,900,1100,1361,2384,2600,2600,1915,2256,2650,2900,2800,2859,2700,2600,1983,2141,3100,1600,1417,3200,4400,3200,3000,4600,3000,3702,3225,3195,2907,2910,2913
Haiti,420000,420000,420000,425000,425000,425000,430000,425000,442000,445000,449000,449000,390000,345000,335000,320000,362196,414229,390447,363000,341000,326000,360000,360000,385369,425140,426220,435911,410000,290000,345000,404749,390000,407000,393844,375000,418000,389502,430000,410000,388000,355000,360000,375000,372000,378000,484000,384000,499000,581849,572070,349722,519870,525310
Honduras,292415,308357,305646,342169,334700,315578,311679,314019,316361,318701,321041,323382,339813,328939,386137,441407,534683,540258,404329,400133,395996,331639,359554,430430,332056,389125,370386,393692,416131,446201,502950,501760,507339,498104,484874,480272,464420,528693,472729,438209,411513,425912,380858,372873,361180,383630,435880,381202,395514,371728,360692,366413,403103,395478
Hungary,2288566,2221803,2140276,2103641,2082152,2072573,1997174,1928925,1909207,1712651,1835602,1890333,1933869,1905912,1854783,1724607,1664892,1652734,1773990,1623669,1626405,1559011,1540042,1538505,1501574,1543195,1531008,1570752,1562732,1546010,1719599,1892662,1780317,1896758,1667944,1639835,1704688,1676374,1684272,1735049,1872136,1840396,1769496,1825084,1800153,1761089,1650368,1775280,1733062,1586804,1698490,1684940,1723820,1702130
India,44618016,44587000,44172008,44345008,44385016,44906808,46786600,46858408,47234192,46159808,43674800,42217100,46040300,42917308,43881196,42500208,42519508,42402100,41417808,41743800,42521100,40677296,41801800,39344800,39354500,39885100,36636100,38744204,37779700,36348000,33427600,34462600,32938600,32222900,30950800,31889000,30810300,29405800,29408400,30204400,29640500,26950100,30814900,29304300,29476500,28943200,28929000,27579500,27500900,28756000,27547100,26355000,25484000,24654000
Indonesia,2462000,3175000,2559000,3646000,2507000,3778000,2547000,3220010,2434820,2938610,2626700,2160050,3433170,2666870,2444870,2095050,2566510,3024610,2593621,2734940,2955039,2061299,3002227,3086246,2439966,3142759,2626033,3405751,2944199,3158092,2909100,3629346,2939534,3109400,3651838,3743570,3355224,3833820,3456357,3500000,3285900,3126830,3358511,3356914,3625987,3345805,3630324,4003313,4160659,4131676,3864692,3957595,3821504,3837019
Iran,1183000,1133000,1083000,1035000,1337000,1552000,1537000,1677000,1647000,1583000,1485000,1548000,1338000,1305000,1567000,1351210,1327500,1230000,1307229,1628700,2372006,1866019,2058044,2189408,2096595,1993450,2241680,2394018,2683666,2665802,2440313,2260865,2159538,1842321,1877000,1784371,1645903,1993760,1601377,1387084,1669875,1880000,1766955,1886758,1948447,1870302,1960844,1325886,1912293,1834701,1864688,1925858,1936202,1613666
Iraq,914339,1011402,912699,814046,1015608,1017202,1019043,815096,758583,611907,416250,699420,482570,531160,582679,613403,580237,753703,792400,861200,1009525,1129800,1238450,551103,1383967,1487150,1008950,1370450,965675,1996525,1423875,2147501,2465136,1602340,1460300,1719580,1243600,1283650,1289548,1190350,1305771,1408640,1167651,1155800,1254280,1208750,1272600,583300,531901,1139206,871927,720195,1027002,1253075
Ireland,295901,305028,308577,301194,303530,285583,279357,271986,275385,282593,295457,304124,292873,290967,294397,299471,324100,338427,352096,391000,379700,355400,336300,329500,322000,288400,278400,265500,259300,228774,214200,204707,201212,190814,198716,202517,210618,210319,212420,199321,199022,195023,204322,203919,181416,192513,194810,214608,215505,196303,203401,217595,247395,235293
Israel,91975,84036,79408,105295,83452,53814,54153,48597,33180,23285,24635,37265,31830,38210,38510,32190,34070,37830,35810,33340,29580,32420,31420,19430,25230,25899,20516,20410,23020,22847,20483,17051,18693,19096,19048,13475,12470,14937,10195,10695,17102,17011,19620,18620,18610,17296,17082,15411,16546,15221,13976,14844,16636,20803
