Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Afghanistan,,21,21,21,21,22,23,25,27,29,30,32,34,36,37,39,41,43,44,46,48,50,52,53,55,55
Albania,,,,,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,95,95,95,95
Algeria,92,92,92,92,92,91,91,91,90,90,90,89,89,89,88,88,87,87,87,86,86,85,85,85,84,84
"American Samoa",94,94,94,95,95,96,96,97,97,97,98,98,99,99,99,100,100,100,100,100,100,100,100,100,100,100
Andorra,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Angola,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,47,47,47,48,48,48,49,49
Anguilla,,,,,,93,93,93,93,93,93,94,94,94,94,94,94,94,94,94,95,95,95,95,95,95
"Antigua and Barbuda",97,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
Argentina,94,94,94,95,95,95,95,96,96,96,96,97,97,97,97,97,98,98,98,98,98,98,99,99,99,99
Armenia,,,91,91,91,91,91,91,92,92,93,93,94,94,95,96,96,97,97,98,98,99,100,100,100,100
Aruba,91,91,92,92,92,93,93,93,94,94,94,95,95,95,96,96,96,97,97,97,97,98,98,98,98,98
Australia,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Austria,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Azerbaijan,69,69,69,69,70,70,71,72,72,73,74,75,76,77,78,79,79,80,81,82,83,84,85,85,86,87
Bahamas,,,,96,96,96,96,96,96,96,97,97,97,97,97,97,98,98,98,98,98,98,98,98,98,98
Bahrain,95,95,95,95,95,96,97,97,98,98,99,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Bangladesh,68,69,70,71,71,72,73,74,74,75,76,77,78,78,79,80,81,81,82,83,84,84,85,86,86,87
Barbados,96,96,96,97,97,97,97,97,97,98,98,98,98,98,98,98,99,99,99,99,99,99,99,100,100,100
Belarus,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Belgium,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Belize,73,74,75,77,78,79,80,81,83,84,85,86,88,89,90,91,92,94,95,96,97,99,99,100,100,100
Benin,57,58,59,60,61,62,63,63,64,65,66,67,68,69,69,70,71,72,73,74,75,75,76,77,78,78
Bhutan,72,72,72,74,75,77,78,80,81,83,84,85,87,88,89,90,92,93,94,95,96,97,98,99,100,100
Bolivia,68,70,71,72,73,74,75,76,77,78,79,80,80,81,82,83,84,85,85,86,87,88,89,89,90,90
"Bosnia and Herzegovina",97,97,97,97,97,97,97,97,97,97,98,98,98,98,98,98,99,99,99,99,99,99,100,100,100,100
