Country,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.9,0.3,0.3,0.4,0.2,0.3,0.3,0.3,0.4,0.3,,
Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,
Syria,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,,,,,,,,,,,,
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,40.5,36.7,32.9,29.1,25.3,15.4,13.8667,12.3333,10.8,8.45,6.1,11.4333,16.7667,22.1,20.8,18.7,5.2,
Tanzania,,,,,,,,,,,,,,,52,53.4222,54.8444,56.2667,57.6889,59.1111,60.5333,61.9556,63.3778,64.8,61.3286,57.8571,54.3857,50.9143,47.4429,43.9714,40.5,39.45,38.4,37.35,36.3,,,,,
Thailand,,,,,15.5,15.0571,14.6143,14.1714,13.7286,13.2857,12.8429,12.4,11.3,10.2,9.05,7.9,6.2,4.5,3.9,3.3,3.1,2.9,4.1,4.1,3.25,2.4,2.05,1.7,1.45,1.2,0.8,0.5,0.5,0.4,0.2,0.2,0.1,,,
"Timor Leste",,,,,,,,,,,,,,,,,,,,,,,,,32,32.1833,32.3667,32.55,32.7333,32.9167,33.1,,,,,,,,,
Togo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.3,40.36,40.42,40.48,40.54,40.6,39.725,38.85,37.975,37.1,
Tonga,,,,,,,,,,,,,,,,,,,,,,,,,2.5,2.425,2.35,2.275,2.2,2.125,2.05,1.975,1.9,,,,,,,
"Trinidad and Tobago",,,,,,,,,,,,1.8,2.275,2.75,3.225,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,,,,,,,,,12.3,11.7,11.1,10.5,9.9,9.3,9.4,9.5,9.6,9.7,9.8,9.02,8.24,7.46,6.68,5.9,5.46,5.02,4.58,4.14,3.7,3.42,3.14,2.86,2.58,2.3,,,,,,
Turkey,,,,,,,,,,,2.4,2.5286,2.6571,2.7857,2.9143,3.0429,3.1714,3.3,3.2,3.1,3,2.9,2.8,2.7,2.6,2.5,3.9,2.6,2.8,2.1,1.6,1.3,1.1,1.1,0.8,0.7,0.6,0.5,,
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,32.2,,,,,,,,,,,,,,,,,,
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,,,,,,
Uganda,,,,,,,,,,,,,68.4,62.1667,55.9333,49.7,48.175,46.65,45.125,43.6,44.6667,45.7333,46.8,46.2,45.6,45,43,41,39,37.125,35.25,33.375,31.5,30.1667,28.8333,27.5,,,,
Ukraine,,,,,,,,,,,,,,,,,,,5.9,6.4,5.75,5.1,4.45,3.8,3.15,2.5,1.3,1.1,0.5,0.3,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,
"United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.5,0.2,0.3,0.3,0.1,0.1,0.3,0.2,0.1,0.1,,
"United States",,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5333,0.5667,0.6,0.6333,0.6667,0.7,0.7,0.7,0.7,0.775,0.85,0.925,1,1,1,1,1.0333,1.0667,1.1,1.0667,1.0333,1,,,
Uruguay,,,,,0.7,0.6875,0.675,0.6625,0.65,0.6375,0.625,0.6125,0.6,0.6353,0.6706,0.7059,0.7412,0.7765,0.8118,0.8471,0.8824,0.9176,0.9529,0.9882,1.0235,1.0588,1.0941,1.1294,1.1647,1.2,0.9,0.6,0.5,0.4,0.4,0.5,0.4,0.4,0.4,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,36,42.5,49,47.4,45.8,47.7,,,,,,,,,,,,,
Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.7,,,,,,
Venezuela,,,,,2.4,2.4167,2.4333,2.45,2.4667,2.4833,2.5,5.1,7.7,6.5667,5.4333,4.3,5.6,6.9,8.2,9.0667,9.9333,10.8,9.5,9.3,9.1,14.6,18.3,16.2,15.8,9,,,,,,,,,,
Vietnam,,,,,,,,,,,,,,,,36,34.6167,33.2333,31.85,30.4667,29.0833,27.7,28.1,28.5,28.9,29.3,25.85,22.4,20,17.6,16.15,14.7,9.7,4.7,4,3.3,3.2,3.1,,
"West Bank and Gaza",,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,1.1,0.7,2,1.3,0.6,0.7,0.6,,,,,
Yemen,,,,,,,,,,,,,,,,,,,,,,7.7,8.1429,8.5857,9.0286,9.4714,9.9143,10.3571,10.8,11.5222,12.2444,12.9667,13.6889,14.4111,15.1333,15.8556,16.5778,17.3,,
Zambia,,,,,,,,,,,,,,,45.8,44.4,43,39.1333,35.2667,31.4,31.85,32.3,33.425,34.55,35.675,36.8,40.1,43.4,44.9,46.4,46.925,47.45,47.975,48.5,47.7,46.9,46.1,45.3,44.5,
Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.3,,,,,
