Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Afghanistan,8.980540276,9.009710312,9.268650055,9.738829613,9.841440201,10.20178032,10.78785038,11.49654007,12.30642033,14.4272,16.54803085,18.3725605,11.75487995,13.1093,14.46362019,16.01011086,18.67362976,20.4557,22.23771095,21.42977905,21.16283035,20.11683083,18.0154,15.91392994,28.49382019,30.91263962,24.2103,17.5079,10.8056,4.103250027,17.927,31.7508,45.57453156,71.03408813,66.69145966,76.47605896,82.60360718,79.45343018,82.68322754,81.0289917,85.33930969,85.52632141,91.16671753,90.75572205,91.75787354,91.08325958,
Albania,,,,,,,116.3563385,114.5392,112.7221069,109.9424896,105.9970093,103.3244324,102.3408585,102.2235565,102.2617493,103.0245209,103.233223,100.2921524,100.0625305,99.6240387,99.45910645,101.1307297,100.0373001,99.92658234,100.6173096,102.1982727,104.804039,106.1323776,105.4734879,104.6485672,103.8518219,103.4581299,100.4062424,99.66481781,98.28180695,101.013298,99.35836792,98.67640686,98.63700104,96.19908142,97.69551849,100.2745209,103.1718216,106.1452332,111.1672592,111.719017,
Algeria,,56.77198029,61.62908936,66.19394684,69.61300659,71.85568237,75.00823212,77.71855164,79.09439087,79.78475189,80.29656219,79.91259766,79.27432251,78.77770996,78.82424927,78.75322723,78.81078339,80.67339325,82.49680328,83.19785309,83.97707367,85.95333099,88.35090637,89.07637787,90.27281952,90.74376678,92.36502075,93.86282349,95.43276215,97.60266113,100.2384872,99.36151123,100.9259033,101.7134628,102.8079071,103.4204636,104.0108414,105.7143936,105.5284882,108.4163818,111.3481598,112.5621719,114.3464584,115.9804993,115.1333466,112.6753387,
Andorra,,,,,,92.04737854,94.5452,97.0431,99.5409,102.0387,104.5366,107.0344,109.5322,112.0300827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angola,,41.60353851,46.2400589,52.8902,59.5403,66.1904,72.8405,79.4907,86.1408,92.7909,99.441,106.0912,112.741272,98.50995636,90.0309,81.5518,73.07276917,73.46961212,71.96520996,74.65995789,74.81691742,68.74794769,64.13036346,65.2548,66.3793,67.5038,68.6283,69.7528,70.87724304,74.1254,77.3735,80.6216,83.8697,87.1178,90.3659,93.614,96.8621,100.1103,103.3583679,102.0842209,101.7566071,100.3863525,,,,,
"Antigua and Barbuda",,77.44722748,85.3386,93.23,101.1213989,86.06742096,87.49603271,88.00254059,77.48841858,76.05042267,81.7478,87.4452,93.1426,98.84,104.5373535,103.4735,102.4097,101.3459,100.2821,99.2183,98.1545,97.0907,96.02690887,96.4858,96.9447,97.4036,97.8624,98.3213,98.7802,99.2391,99.698,100.1569,100.6157,101.0746,101.5335,101.9924,102.4513,102.9101486,102.4591675,100.6277695,98.81284332,96.45852661,94.50591278,93.9076,93.30918884,94.14821625,
Argentina,105.9641418,106.6141891,105.92556,105.7220764,106.1900406,106.0273132,105.5158386,106.4314575,106.6356125,106.2984314,106.3587723,106.9028778,106.833168,105.9228,105.0124435,105.2682724,105.2368088,106.0463333,109.5344772,107.7238,105.9130783,108.5312119,108.9666,109.4019,109.8372,110.2726,110.7079315,108.2064514,112.3434372,116.0853195,117.0599899,117.8329773,118.5392227,116.2192764,117.3529663,116.5691605,118.41259,119.0699081,119.0888367,117.8426895,115.8871002,113.9887695,112.1997528,109.9849701,109.7613831,,
Armenia,,,,,,,,,,,,,,,,,,,,,,105.0680771,100.8744431,104.1310806,96.44908142,91.94365692,93.08387756,128.7585449,133.729,138.6995544,98.33100128,103.1088715,96.49817657,95.9412384,97.29512024,98.15763855,102.5741119,114.2168884,114.2395782,111.2187119,109.0964,106.974,104.8516,102.7293,100.6069,98.48455811,
Aruba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.1277771,108.9017868,107.6959229,107.9845276,105.3460464,106.3917999,107.7876892,111.6222763,112.6372375,110.8095779,112.0713577,112.9833603,103.6697235,105.4028168,114.7834473,115.4296875,,
Australia,,110.6044922,110.1057587,109.5104828,104.7591782,107.2684021,107.9894104,109.9687576,110.9793167,110.5008698,109.6138382,108.1378326,107.0933609,105.6928635,104.9070435,103.8602676,104.5584183,105.1112595,105.8903503,106.0765686,105.6569672,105.3152466,105.2060089,105.0867691,105.0804291,100.5682373,101.0311203,100.872757,100.9788208,101.107933,101.4407425,101.4576721,102.3111801,102.4042816,102.8855362,103.1872711,103.6414719,105.4205933,105.3591385,105.4151306,105.6064911,105.8017807,106.1252213,106.2372589,105.7586899,102.0938797,
Austria,,102.8014603,102.4355698,100.9787674,100.0641174,99.47805023,98.97527313,99.26663208,97.0405426,96.59033966,96.05423737,96.21595001,97.01904297,96.91990662,96.92993164,96.48825836,98.33306885,100.3648682,103.13517,105.1772995,105.2763977,104.1723022,103.7712479,103.2002487,102.2465515,102.0364685,102.163353,102.5039368,103.2972717,103.4268265,103.2589569,102.5423889,100.8730698,100.2963409,100.950737,100.9062271,101.2582779,101.0939331,99.88304138,99.62004852,99.14170074,99.38028717,100.2177505,100.8064423,101.6983566,102.243248,
Azerbaijan,,,,,,,,,,,,,,,,,,,,,,108.6370468,108.3201599,107.0096436,108.4112625,119.0306625,97.60798645,93.93279266,92.34744263,95.51113129,96.29398346,98.03726959,97.10726929,93.37203979,95.41021729,92.78383636,91.04316711,94.61506653,93.80725098,94.52098083,93.23661041,94.57047272,96.88852692,98.8164978,105.4929504,105.6359787,
Bahamas,,,,,,,104.7384033,107.1276474,109.1315079,107.2300262,103.8946762,103.3747,102.8546295,101.869751,103.8634,105.8569717,107.2491608,105.1743,103.0994,101.0245,98.9496,96.8747,94.79981995,96.33525848,96.2472,96.15904999,103.2624969,99.2218399,99.30821991,95.22789764,94.9032,94.5784,94.25370789,98.6694,103.0850601,108.3939438,107.3702087,110.7401276,110.9917831,108.8261108,108.9415131,,,,,,
Bahrain,,89.36670685,92.78975677,95.22505951,96.34696198,99.26252747,97.7277298,97.43367004,97.03923798,99.54051971,100.7262878,100.5646896,98.87458038,102.2280426,107.2209015,110.9765091,113.3132324,113.1849594,113.1863098,113.4929886,112.1734467,112.1722031,108.5895691,108.7788391,108.1422195,108.2750397,107.4095383,106.7740479,107.1629791,107.467041,105.8017807,102.6596375,101.9924011,101.4103394,100.2030106,97.50829315,101.006279,99.951,98.8957,97.8404,96.7851,95.72979736,95.80149841,98.56841278,100.4559784,101.8028183,
Bangladesh,36.10565186,33.11101151,44.46788025,52.63827896,48.99663925,53.61230087,55.01408005,55.28147888,54.54011917,54.07627106,53.45249176,57.28578186,58.84991074,54.31212997,57.7411499,55.50180054,54.82038879,53.80916977,69.05606079,69.3809967,74.00932312,75.8053,77.6012,79.3971,81.1931,82.989,84.785,86.5809,88.3768,90.1728,91.9687,93.7647,95.5606,97.3566,99.1525,100.9484329,102.2043381,102.1556778,99.53462219,102.176239,105.8599091,115.1374283,119.2535,123.3695297,124.2313,125.0930023,
Barbados,,100.983551,100.1525497,101.9441071,89.96793365,100.2871399,107.4578018,113.2950668,114.6686325,113.6363602,100.7389603,98.03263855,96.68933868,96.77526093,105.8640671,106.4271698,109.8142,113.2013,116.5883,119.9753494,114.0526886,110.2185,106.3843536,105.6669,104.9494,104.232,103.5145,102.797,102.0796,101.3620834,99.69180298,98.68966675,96.31952667,95.6543808,93.99913788,95.94287109,97.25260162,100.0269699,101.3298416,100.9417725,100.5598221,98.46237183,97.0305,95.5987,94.16689301,,
Belarus,,,,,,,,,,,,,,,,,,,,,,,,96.07544708,95.92646027,95.97921753,96.86708069,97.87773132,100.2498627,110.5260696,112.483078,113.2417679,110.2612305,100.2951279,96.97666168,95.62432861,97.3687973,100.1573715,103.7673264,104.7249298,103.3503113,101.1530914,99.00272369,97.86488342,99.05712128,101.3178864,
Belgium,,106.8161697,106.1219711,101.7334976,103.8049927,104.2267532,105.3067398,105.8427124,105.9735718,105.697113,105.3904114,104.6385193,103.7618027,100.7700424,99.87687683,99.03826141,99.19283295,100.2631912,101.3314667,101.5598907,100.9781113,100.4139633,98.85687256,101.1865311,100.4721985,100.4664536,100.8139725,101.6076,102.4011,103.1947098,104.5224915,103.874939,103.0294037,102.2460785,101.1244736,101.005188,101.5734406,102.6653824,103.4325485,103.3822479,103.1826096,103.1462479,103.373558,105.2440414,104.9221802,104.2110596,
Belize,,111.444191,110.4705,109.4969,108.523262,108.4686,108.4139404,108.4486237,108.524,108.5994,108.6748,108.7502,108.8256,108.901,108.9763,109.0517,109.1271286,110.9536591,111.2365,111.5193,111.8021,112.0849075,111.1131287,112.1507034,114.8966217,117.0194092,120.2097321,119.5404968,118.0863,116.6321793,112.9802933,110.0486603,105.2277374,109.6092529,111.0593872,110.7831116,111.7022705,111.9220428,110.0866699,110.832428,110.2801285,108.9253616,111.8049927,109.4321823,108.9500275,110.3591309,
Benin,,21.27518082,23.33852005,25.75093079,24.22995949,27.79990005,29.63002014,30.49958992,31.69685936,35.53728104,38.28162003,37.71530151,40.65061188,41.97925949,41.48984909,41.72679901,40.82772827,41.24887085,40.73163986,40.54129028,34.12638855,38.03533936,40.52471161,44.49890137,46.25814819,49.38880157,52.04724121,55.8741188,59.86149979,61.34748077,64.99668121,72.01544952,77.60366058,81.66117096,86.73735046,85.78125,87.78848267,94.1361,100.4836807,106.17379,108.6006165,111.0449982,115.9195633,118.0655136,119.9226074,123.6706009,
Bermuda,,101.2383118,102.269249,93.5332489,94.41145325,93.78707123,97.56677246,99.31655884,101.12323,94.82814789,95.80719757,95.7199707,96.11779785,96.31902313,96.95378113,97.35986328,97.9722,98.5846,99.1969,99.8093,100.4217,101.034,101.6464,102.2587,102.8711,103.4834595,108.9804,114.4773178,111.3657,108.254,105.1423,102.0306702,103.5669327,103.4263992,103.4775238,101.5228424,100.6748199,98.3204,95.9661,93.6117,91.2573,88.9029007,85.9797287,85.18993378,86.06166077,89.40602875,
