Country,2007,2008,2009,2010,2011,2012,2013,2014,2015
Albania,3.598347955,3.794853608,4.059836825,4.313860566,4.428758784,4.74379009,4.644164406,4.24409585,4.073017034
Algeria,4.595479744,4.198560847,3.561236676,3.540205388,3.944979775,3.675046443,3.160578671,3.168050212,3.350389074
Angola,,,,,3.72994,3.683973886,3.489,3.294118,2.943066747
Argentina,4.037210339,4.182187349,4.453796029,4.514750934,4.422925061,4.485820421,4.314302514,4.106196425,4.028446775
Armenia,4.787049644,4.438162279,4.081136989,4.156307534,4.0297992,4.112149369,4.426060697,4.359872626,4.054819268
Australia,5.522168055,5.656908152,5.752826807,5.853106083,5.898015855,5.830939462,5.896360657,5.819097048,5.610934441
Austria,5.674578912,6.002869591,6.170704571,6.073717175,5.951092683,5.94827187,5.930474086,5.759231376,5.680908365
Azerbaijan,4.66872449,4.852932692,5.082847867,4.987718,4.932062291,4.822811129,4.746737997,4.869505058,4.732328489
Bahrain,4.94682515,5.201833562,5.429745404,4.934385842,5.159983451,5.730110736,5.796968283,5.49104301,5.341792436
Bangladesh,4.202181059,4.047882206,4.048679468,4.106718824,4.22417775,4.415098065,4.246513506,4.202145229,4.124525009
Barbados,4.736842105,4.853089245,5.146798072,5.330457772,5.413227689,5.440746063,5.424079049,5.15662579,5.011363048
Belgium,5.143304491,5.349435648,5.541164134,5.512454076,5.513032453,5.604687819,5.552523689,5.592900057,5.635132922
Belize,,,,,,3.856145,,,
Benin,4.199202586,4.427736405,4.392711946,4.107821442,4.074459301,4.338486871,4.200984962,3.976828907,
Bhutan,,,,,,,,3.700019,3.911665951
Bolivia,3.163066605,3.197156385,3.040016199,3.343404393,3.679068915,3.583401468,3.690100413,3.942302879,3.733674631
"Bosnia and Herzegovina",3.258126877,3.464598536,3.284147806,3.529382886,4.035949151,4.204548,4.3216705,4.417498,
Botswana,4.163602882,4.418652322,4.645243917,4.685723521,4.598076647,4.534888752,4.394638232,4.339952963,4.324545022
Brazil,4.857165073,4.894458902,5.251515663,5.4060819,5.181972964,5.156306431,5.154537725,4.999347565,4.770460479
Brunei,,,5.074732,4.956677151,4.818804619,4.857402465,4.85185587,4.783432051,
Bulgaria,3.536847258,3.601523275,3.96320988,4.110346054,3.951519484,3.878592791,3.992375973,4.156881937,4.387494389
"Burkina Faso",4.551020408,4.426654824,4.246328775,4.293700354,4.3122316,4.208504619,4.089382716,3.691015468,3.70693362
Burundi,3.722891566,3.707701533,3.984266437,4.060717687,3.589550444,3.198165035,3.482872436,3.453385952,3.211306203
"Ivory Coast",,,5.307873,5.080708353,4.890629243,4.832258729,4.832141539,4.720505135,4.551649234
Cambodia,4.080216198,4.154289336,4.130906661,4.41566999,4.425650442,4.700446292,4.862874006,4.589259632,4.274274904
Cameroon,4.155502382,4.27837072,4.580890588,4.533878059,4.404002589,4.194594749,4.206681148,4.395001274,4.407678536
Canada,5.468924601,5.596811215,5.638157415,5.654844442,5.630988368,5.561477548,5.554379814,5.448626582,5.433593589
"Cape Verde",,,,,4.908723,4.841157763,4.68566284,4.522560728,4.604948222
Chad,3.222707731,3.510836239,3.529462033,3.5599557,3.482708361,3.559626469,3.691046182,3.416342555,3.321321
Chile,5.088172089,5.23592916,5.443795803,5.458620557,5.347328465,5.355076426,5.194094822,5.09576335,5.19655667
China,5.030187442,5.000120614,5.149103518,5.142350608,4.949624828,4.910625741,4.749620978,4.689412952,4.65800238
Colombia,4.182772102,4.227571333,4.24127229,4.404102042,4.541149528,4.623969008,4.444297552,4.360027798,4.364412783
"Costa Rica",4.659226881,4.880705344,5.064842495,5.063936537,5.14290565,4.973187145,5.073570353,5.193050385,5.025826869
Croatia,4.140387846,4.322197802,4.241728738,4.213137342,4.368698555,4.6744351,4.671407622,4.652860037,4.55247287
Cyprus,4.584418515,4.727013554,5.108615053,5.389405055,5.304421882,5.218379901,5.198868804,5.240540689,5.139488389
"Czech Republic",5.33355615,5.266200822,5.379218767,5.420385066,5.365097335,5.207797551,5.075850773,4.949534151,4.953627198
Denmark,5.782234563,6.020288953,6.197935914,6.136226982,6.00409515,5.993341624,5.842689412,5.724555114,5.712963487
"Dominican Republic",4.485734549,4.768003917,4.838913193,4.8066179,4.997381558,4.964861648,4.902617593,4.899829352,4.51639851
Ecuador,3.688419913,3.811818182,3.640074068,3.943493156,4.25203262,4.296383713,4.327949,4.490802181,
Egypt,4.677198621,4.651332029,4.798540861,5.11385143,4.98745855,4.698901728,4.564022789,4.204048515,3.842309038
"El Salvador",4.551863624,4.405151262,4.35263265,4.599262024,4.58783325,4.606903071,4.474175266,4.285048482,4.436807907
Estonia,5.38489151,5.475416665,5.47737302,5.473647273,5.311380527,5.465722175,5.505087224,5.380409548,5.386605437
Ethiopia,3.199766316,3.549861615,3.600714111,3.811783333,3.978046474,3.669311192,3.677019538,3.834712127,3.813142403
Finland,6.034234843,6.075878425,6.111935405,6.076521209,6.010889681,5.958454101,6.053702591,6.031911389,5.837878994
France,5.210617791,5.386611295,5.566152456,5.512682739,5.62014,5.617275706,5.489869235,5.460180865,5.450530385
Gabon,,,,,,,4.397061,4.381078391,4.376988153
Gambia,4.128169923,4.492738896,4.717027655,4.775813709,4.825472214,4.576619246,4.791552387,4.864005104,4.527815683
Georgia,3.602219753,3.876377736,4.116449344,4.008285397,3.974866155,4.065959688,4.037431,4.100106402,4.187177074
Germany,5.751762601,5.97530426,6.005715207,6.001994787,5.996245299,5.932377396,5.876009094,5.774959143,5.742040279
Ghana,,,4.130425,4.095645682,4.135723923,4.188824725,4.152249244,4.431392738,4.306345745
Greece,4.329691066,4.37059266,4.370062124,4.335975178,4.437762431,4.556126857,4.435031738,4.483509945,4.533262667
Guatemala,4.184725462,4.817518219,5.091812271,5.197524487,5.242051412,5.163189019,5.192190883,5.217320993,5.006826624
Guinea,,,,,,,3.764924,3.899474624,3.686019697
Guyana,3.393033779,3.697183647,3.882939076,4.025650588,4.210499437,4.411826224,4.740959798,4.698934865,4.447240135
Haiti,,,,,,3.779356,3.899642714,3.834273207,3.536481173
Honduras,3.726166817,4.179366289,4.323847862,4.423929,4.625933628,4.817602305,4.87928424,4.683883516,4.767742153
"Hong Kong",5.610845783,5.766951265,5.839288872,5.85016105,5.898899826,5.928770503,6.040249913,5.887666,5.643951378
Hungary,5.297787297,5.018637147,4.705113805,4.716720014,4.820032424,4.94692848,4.839300284,4.687057175,4.693833429
Iceland,6.365,6.49106293,6.562285391,6.49881205,6.494471726,6.33088638,6.262548879,6.190864653,6.172418016
India,5.642630252,5.58280543,5.521824616,5.466723424,5.315501995,5.27598521,5.238594962,5.048564553,4.193338995
Indonesia,4.337014636,4.700257868,4.785550072,4.81452598,4.884576048,4.9833524,4.947889639,5.08139904,5.056921563
Iran,,,,,4.063084,4.02609117,4.081997947,3.988869354,3.73101167
Ireland,5.573768668,5.536233766,5.489895306,5.434358252,5.451425638,5.487990047,5.530970686,5.617709735,5.562296392
Israel,6.097545543,6.105126541,6.031928319,6.072668968,6.125957063,6.133997327,6.158765409,6.069872957,6.049545842
Italy,4.06506079,4.445695542,4.616405189,4.450971949,4.302543285,4.318191864,4.322938479,4.18714183,4.15221731
Jamaica,4.702363407,4.9351857,4.942160295,4.805993782,4.682780175,4.744255696,4.805448998,4.758706963,4.74923391
Japan,6.282020997,6.245513937,6.294920145,6.358788409,6.254964956,6.272495927,6.16433231,6.06413142,6.082431621
Jordan,4.779376026,5.174656552,5.432144675,5.579636393,5.510190985,5.449910175,5.568895305,5.592327,5.315252601
Kazakhstan,4.599423652,4.545891814,4.430726418,4.456149172,4.289140013,4.114264,4.480272564,4.627550495,4.362682334
Kenya,4.683875962,4.873496633,4.743730437,4.773228761,4.85038115,4.925144715,4.890899256,4.756066475,4.839741701
"South Korea",5.855797594,5.983636237,5.848850541,5.963073157,6.070856442,6.035117328,5.997026267,5.708560161,5.445571761
Kuwait,5.150111461,5.348742672,5.490397204,5.276813667,5.331652028,5.408665072,5.230588979,4.895733135,4.740299439
Kyrgyzstan,3.112372693,3.517563849,3.669125153,3.671624672,3.549886,3.597117167,3.7316544,3.698033435,3.94688266
Laos,,,,,,,,4.46608,4.304864434
Latvia,4.723097303,4.708846587,4.540947005,4.444100212,4.474743285,4.466736259,4.509979218,4.703360585,4.991486412
Lebanon,,,,,4.844863,4.805040389,4.756658284,4.492996405,4.308996036
Lesotho,3.474358974,3.680907067,3.758805959,3.796249986,4.095414045,3.992210709,3.983215983,3.688035049,3.536345554
Liberia,,,,,,,4.524773,3.754943492,
Libya,,3.918604651,4.2903001,4.809308436,4.359097151,4.3299,4.300761,3.635354067,3.166253599
Lithuania,4.93020202,5.091654837,5.029347365,4.819779087,5.006338315,5.019878498,5.013256476,5.213033356,5.35625298
Luxembourg,5.10229675,5.253544459,5.464540597,5.692273673,5.734558621,5.651487942,5.639897488,5.902718653,5.978345879
"Macedonia (F.Y.R.O.M.)",3.293986043,3.380997689,3.391901209,3.663223057,4.121826756,3.998036116,3.811181526,3.986853708,4.172330304
Madagascar,4.570761124,4.622909201,4.680447841,4.619484732,4.230936308,3.814270469,3.842136818,4.261152642,4.365873562
Malawi,,,3.801066,3.886530364,4.291100646,4.240032933,3.794790472,3.830616094,3.849260231
Malaysia,5.675705383,5.782796001,5.610002805,5.394013514,5.485524587,5.591378997,5.555193503,5.457413357,5.578545635
Mali,4.211085627,4.455631237,4.610163469,4.591842327,4.348715342,4.156270204,4.540897643,4.529180506,4.133916786
Malta,4.90489322,5.181218781,5.220041796,5.241312304,5.48488065,5.502077922,5.532733545,5.48305702,5.20356587
Mauritania,5.777777778,5.22750275,4.575821717,4.454084535,3.729771666,3.575478742,4.312622606,4.238499706,4.183320901
Mauritius,4.645722531,4.586279461,4.795063721,4.901747075,5.050286342,4.972446864,4.948330716,4.968718775,5.028730157
Mexico,4.333148086,4.382570253,4.35519539,4.608086119,4.514960731,4.647296588,4.840577795,4.762367325,4.602774641
Moldova,,,,,3.695837,3.879240137,3.957627127,3.952435159,4.110588778
Mongolia,3.846553874,3.984348924,4.399919273,4.41376994,4.563560446,4.541944818,4.637584438,4.619948355,4.683551068
Montenegro,,4.285714286,4.368467818,4.419845836,4.462665225,4.35926128,4.355130088,4.477621987,4.364669694
Morocco,4.682240302,4.976514764,4.682994956,4.651063558,4.768127069,4.741127,4.696156252,4.393441292,4.528694953
Mozambique,3.50907723,3.609975713,4.197936164,4.431549723,4.400167823,4.372710976,4.256167828,4.253641093,4.23876038
"Burma (Myanmar)",,,,,,,,2.733189,2.936799147
Namibia,4.327675683,4.389536795,4.626535303,4.859120118,5.198521763,5.076102318,4.835159412,4.887055337,4.869028684
Nepal,3.890410959,3.73145992,3.486792738,3.554445818,3.916832127,4.052402165,4.077202692,3.92059745,3.868278312
Netherlands,5.215261107,5.451701208,5.493473875,5.516383168,5.607566091,5.722105194,5.757515156,5.682523817,5.630732889
