Country,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Albania,21.5,20.6,20.1,24.6,31.07889657,33.64819345,31.7676059,33.69211335,38.34571818,35.84488236
Algeria,51.8,51.7,51.4,45.6,34.33526756,37.67381685,38.81202055,33.76547931,31.0484247,24.03594555
Angola,,,,65.6,54.89622292,59.9735,65.05077029,62.31753863,,
Argentina,24.76,24.539,24.212,21.351,21.94400896,22.01276016,20.12920355,19.81067643,15.82633534,12.02207922
Armenia,22.5,15.2,14.816,13.1,17.90087989,21.27919384,22.07441139,21.85454551,30.38524176,28.10770977
Australia,20.902,20.082,23.615,19.838,21.05462259,21.5686897,20.07822068,20.2552815,20.39826942,19.34973066
Austria,57.6,58.1,59.202,49.571,54.45716053,57.00522996,56.98144626,57.63947142,55.88748702,56.20652033
Azerbaijan,59.9,63.8,76.2,66.1,54.1501854,60.94056069,52.30081072,48.48097037,43.87145323,35.01160265
Bahrain,88.8,84.8,110.5,74.4,80.39028684,84.83883412,87.72180855,74.41025861,73.90926451,42.94864521
Bangladesh,16.657,16.9,22.23,20.921,19.39974986,19.32911141,21.69593986,21.92657951,17.1700362,16.55831361
Barbados,58.43629,58.43629456,61.8,50.6,47.1899894,44.91579301,46.25544648,39.13332451,41.2353,43.33726364
Belgium,93.4,89.3,92.143,73.5,105.6643819,109.5489793,111.3763766,112.5783718,110.9957133,111.6164384
Belize,,,,,47.22607901,,,,,
Benin,21.3,19.7,14.3,13.3,20.47158127,25.21231736,23.81606996,26.1642,28.51233118,25.94494565
Bhutan,,,,,,,31.3066092,32.81780302,32.77347036,31.93911472
Bolivia,37.8,40.1,40.2,38.8,34.88340543,34.42800101,42.65958076,42.31502898,39.49086129,29.4738462
"Bosnia and Herzegovina",36.2156,28.34,39.08,36.7788859,35.98080251,39.79842371,36.23896663,39.4787,42.71851254,42.67456629
Botswana,55,56,46.2,32.6,36.78046046,34.15855644,35.7720518,42.76476256,52.65587788,56.44511712
Brazil,14.655,13.871,14.336,11.271,11.10870429,11.74126562,11.71556565,12.46800858,11.23280144,12.64383797
Brunei,,62.43,67.66,70.3,75.6350601,86.94214233,83.70100213,76.0984,68.4958,60.89324802
Bulgaria,65.3,63.395,60.5,49.972,56.68766652,66.56017934,66.36934203,69.79052761,70.40868401,68.65894743
"Burkina Faso",10,10.3,9,9.6,11.6351807,16.12206904,26.63104932,23.02100384,,
Burundi,8.2,18.4,3,6.6,4.987744361,5.351712087,6.073113922,5.959286853,4.639471172,5.031311948
"Cape Verde",,,,17.4,30.46750563,35.52764614,33.34616588,36.47421375,37.15392312,34.82106583
Cambodia,68.5,68.3,56.3,43.7,57.66563089,71.07879738,76.24757521,74.21828462,88.95494361,86.67068297
Cameroon,25.6,24.7,25.3,20.4,20.40427689,22.17862293,22.54003304,22.98143748,21.55507946,17.79012323
Canada,36.9,34.9,34.931,28.682,28.80826904,30.29821499,29.26595471,29.36437694,31.28613249,31.22716922
Chad,70.3,53.7,51.2,43.2,40.70895135,42.72666051,42.72666051,37.32079689,31.48443771,24.53516738
Chile,45.424,47.069,45.146,38.136,39.00617911,37.51885762,34.05438987,32.4868325,33.69400985,30.42979653
China,39.2,41.4,37.8,27.9,29.73711425,28.5092558,27.21288358,26.32119343,24.80415939,23.31297792
Colombia,22.463,21.635,18.28,16.411,15.44262051,18.8615119,18.00168387,16.9135949,16.02075521,14.60943489
"Congo (Kinshasa)",,,,,,,,,,16.60185701
"Costa Rica",52.3,48.423,46.03,42.919,38.20705885,36.91849505,37.5125745,35.16502214,37.60997592,32.70563932
"Ivory Coast",,52.6,43.5,44.7,50.3151238,48.18275539,53.58109712,51.3756791,45.22719698,35.43160488
Croatia,46.2,47.263,47.8,36.088,37.51508206,39.22971475,42.22579078,42.37471245,47.95007707,52.02242049
Cyprus,48.1,47.941,47.074,39.359,45.81651389,39.44054807,41.22093821,43.46225376,50.88578526,54.85307169
"Czech Republic",75.319,78.949,76.83,69.519,80.80557144,85.63648068,90.94197203,92.82131498,96.9719247,99.52919091
Denmark,51.941,52.255,54.655,47.249,49.88610177,53.68950011,54.32958902,54.62266713,53.74645089,52.96173991
"Dominican Republic",26.1,25.2,26.8,23.161,22.06782286,24.30419792,24.7803964,25.58660093,26.08197902,24.67024619
Ecuador,33.4,28.3,37,28.3,31.63077639,35.83925442,31.67169692,29.7066,27.741489,20.7908682
Egypt,31.277,31.537,45.8,37.8,22.97814687,20.95597184,19.65724382,17.42110869,16.53174462,11.24875913
"El Salvador",26.7,25.6,27.5,21.789,25.08142019,27.47719265,27.57838377,28.38672994,29.36337795,30.04883185
Estonia,79.82,72.762,76.259,70.6,80.87060205,100.108483,98.0578642,89.91255425,88.03767729,82.47665685
Ethiopia,14.3,11.3,8.1,8.8,10.21380198,14.54010163,17.25628473,12.85990686,13.7139163,10.83228956
Finland,44.4,44.813,44.16,36.203,39.29813976,39.28693497,40.18401272,40.49141245,36.88972196,36.41233887
France,26.901,26.628,26.384,23.049,25.57639954,27.30250808,29.79434587,29.69776365,29.84640427,30.78920361
Gabon,,,,,,50.22415576,64.63400128,54.91130495,56.73630352,30.07101331
Gambia,45.7,49.4,57.7,25.9,12.12563581,12.78516598,27.39977852,27.69438326,40.18622967,34.87029066
Georgia,33.8,30.7,28.7,27.3,26.29730779,28.84487134,30.19593584,36.25212046,35.16685213,37.62388806
Germany,44.9,46.7,47.248,40.651,45.20103848,48.27521784,48.86284631,47.84495645,45.95964241,46.96127744
Ghana,,38.5,42.6,41.3,29.09696783,39.32844583,37.83145804,36.69387052,39.26951258,42.35168938
Greece,18.669,22.6,23.106,18.832,18.98735851,23.45763074,27.50842412,30.31627561,32.46256251,30.3981837
Guatemala,15.8,16.3,25.9,22.4,25.75796781,26.91944131,24.79719844,23.01700443,22.23756082,20.96024159
Guinea,,,,,,31.08034084,27.61805467,25.85049716,22.47720706,
Guyana,105.5,87.8,79.9,60.7,46.11823518,55.24597944,54.86694839,59.25531392,43.89711335,
Haiti,,,,,13.78345182,13.84819869,12.91838049,12.82103929,17.88033323,
Honduras,40.813,51.49,48.572,42.282,44.02070241,45.31314163,49.67747268,46.92954422,54.47815098,51.46020911
"Hong Kong",205.779,207.375,212.325,193.824,226.229058,236.8899134,235.465518,245.0394288,217.5321447,198.3500209
Hungary,77.973,79.953,81.443,77.864,88.29887003,94.83930654,97.27519112,97.57326684,98.3733851,99.46447552
Iceland,32.598,35.31,44.711,52.266,56.31864231,58.20850673,59.00024981,57.52013436,55.76808952,53.80429523
India,22,21.2,24,20.588,21.17578373,26.54463623,24.15715265,24.8572823,23.2848386,20.20539142
Indonesia,30.879,29.362,29.764,24.125,24.72611653,26.18157454,23.96949654,23.61273205,22.41749493,19.97099039
Iran,,,,25.9,26.87150873,25.78141603,28.05093735,27.76486084,24.09778278,18.72817699
Ireland,84.7,81,80.947,90.775,103.9407715,107.625731,109.981775,109.136513,101.8385963,104.2522186
Israel,44.515,44.06,40.002,34.663,38.8298832,37.99092284,38.53256588,34.14204253,33.80852685,33.14211818
Italy,27.899,29.131,28.782,23.932,26.5128076,28.63610106,30.01741599,30.28260749,30.0099816,30.71006408
Jamaica,41,40.9,38.3,33.4,28.83660841,29.26243614,27.75514821,29.449406,30.7874592,29.81773916
Japan,16.076,17.651,17.447,12.528,16.62236349,16.45109342,15.73336643,17.52486774,18.23799616,18.98503618
Jordan,55.9,58.1,54.8,50.9,43.24172088,41.95002725,42.59561439,38.600127,41.36330851,36.12013562
Kazakhstan,53.9,48.9,51.5,45.9,45.53386615,51.7131467,49.36514265,39.55162476,39.81353226,29.82862649
Kenya,27.7,25.7,26,27.5,24.68525878,25.1864269,24.76601843,24.54920019,16.68915583,15.63142096
"South Korea",43.226,45.6,52.861,49.9,54.4098959,58.12213202,56.83599112,54.95289331,47.8792109,45.29108818
Kuwait,62.1,63.8,66.4,47,56.9705316,59.71787594,70.06541733,69.53783191,63.78550334,50.35381666
Kyrgyzstan,35.8,33.7,56.512,56.2,46.6946187,51.7970235,48.03457752,51.50997057,34.30859227,37.80318553
Laos,,,,,,,33.02551192,30.77729305,28.04029477,25.0301719
Latvia,45.9,44.4,41.816,42.175,54.22965662,61.99417633,65.21787394,62.47892554,61.36007419,60.98978069
Lebanon,,,,22.3,60.28868432,55.83096649,64.97707175,65.08637785,36.17349597,35.45371216
Lesotho,55,62.7,60.8,36.8,45.28657221,41.35249201,48.27353476,43.63442425,39.48020315,36.13557779
Liberia,,,,,,26.47451972,47.5612987,47.5612987,47.5612987,23.69424609
Libya,81.5,74.9,86.6,50.3,55.7995,61.29894831,51.95032702,76.13824696,,
Lithuania,58.433,55.355,59.784,57.983,67.81559331,77.48173158,83.57250662,83.27030821,83.28807618,77.93257156
Luxembourg,177.182,165,179.269,160.277,159.1474803,159.9590735,158.3091061,164.2542024,188.6000535,195.7558294
"Macedonia (F.Y.R.O.M.)",43.8,48.1,48.8,52.1,45.98659506,54.76108512,52.58443937,52.9786793,58.40063965,60.52163661
Madagascar,32.3,24.1,24.1,20,19.14360531,23.46966313,26.09055177,28.82937471,29.92627941,34.62987613
Malawi,,27.2,28.3,9.9,22.3629527,22.29260567,26.73211614,30.86347317,34.53331405,22.96327157
Malaysia,122.194,109.572,103.461,96.865,97.19279996,94.264299,87.3830212,85.61099,83.67121672,79.20790405
Mali,26,26.6,27.26,24.8,26.93062557,24.85106989,25.9617694,27.37547902,24.49087624,20.32838019
Malta,80.4,84.7,80.121,72.585,72.4170278,96.26940781,100.396987,89.01465648,139.0357405,135.3658068
Mauritania,35.62927,59,57.66,48.8,51.02601603,59.54154843,68.14426401,69.61368689,55.39353635,33.14985091
Mauritius,61.8,58.703,53.971,47.062,49.69572468,52.84078373,53.54130446,51.03764343,48.62593656,44.02482838
Mexico,31.898,32.532,28.275,27.841,30.26971997,31.56926813,32.87118283,31.76523906,32.62917617,35.25031803
Moldova,,,,36.8,38.23966504,44.00281691,42.0539477,42.83479992,43.1771148,45.35375741
Mongolia,76.10338,64.9,64.29,63.1,55.29160911,63.3674229,50.08097692,44.76947494,52.97754313,45.29336461
Montenegro,89.5,26,47.5,40.3012677,35.43678579,41.07687273,38.25679708,43.59915691,40.67447333,42.08113394
Morocco,29.5,32.1,35.8,27.7,28.56511659,35.23510253,35.10066618,33.28379168,36.27379012,34.54636254
Mozambique,48.8,41,41.6,20.1,26.75625373,36.66781985,32.81197473,38.35220973,35.24154037,32.53916109
"Burma (Myanmar)",,,,,,,19.08587785,17.48004095,23.67280114,
Namibia,52.6,56,57.701,46.622,37.51473665,46.07457708,40.15109421,33.82649415,40.90490003,40.38458404
Nepal,16.11072,13.6,13.06,10.5,10.62967239,9.162641273,8.928028666,9.431374665,9.839462264,8.702705675
Netherlands,74.178,75.302,76.857,69.298,87.21616856,93.85474749,101.1903401,100.690369,99.11814339,100.9298667
"New Zealand",29.219,28.524,31.331,28.216,28.66074149,29.48499819,27.91239719,27.97155217,28.28361598,28.15326996
