Country,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
"South Korea",6,6,7,8,8,8,9,10,15,15,16,17,17,18,19,19,22,22,24,26,25,26,28,28,28,29,32,34,32,33,35,35,37,36,37,38,38,37,37,39,43,43,43,40,40,42,42,43,46,44,44,44,45
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,17,14,16,16,23,25,24,25,27,34,32,34,38,36,38,31,35,40,40,37,37
Romania,24,23,20,21,21,23,26,24,25,27,30,32,34,36,39,43,43,47,49,44,49,51,54,57,50,53,51,52,45,48,47,39,37,34,38,39,36,39,41,41,49,52,52,55,55,56,55,54,50,49,51,49,50
Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,53,50,46,5,45,47,48,48,50,52,52,51,53,54,54,54,56,57,58,60,59
Rwanda,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Saint Kitts and Nevis",8,9,9,10,11,11,11,12,12,13,13,15,14,14,15,15,15,16,18,18,19,20,20,21,22,22,24,24,22,22,23,22,21,22,21,18,18,18,18,13,13,15,15,15,13,11,11,10,13,17,14,13,13
"Saint Lucia",10,10,10,10,11,11,11,11,11,11,12,12,14,13,15,15,17,19,18,18,18,15,14,14,14,10,9,10,8,8,7,8,8,14,12,10,9,11,11,11,10,8,15,16,16,15,14,13,13,12,12,12,11
"Saint Vincent and Grenadines",8,8,8,9,9,9,10,11,11,12,15,16,16,15,16,17,18,18,19,19,19,19,19,19,20,20,20,20,20,21,21,21,21,21,18,16,15,16,17,14,17,18,20,21,25,21,22,22,22,18,20,20,20
Samoa,5,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,4,4,4,3,3,4,4,3,4,3,4,3,4,4,5,5,4,4,4,4,5,5,5,5,5,9,14,16,15,18,13,19,18,21,18,13,10
"Saint Thomas and Principe",3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,6,6,6,7,8,8,8,9,8,9,10,10,10,10,10,10,10,10,10
"Saudi Arabia",2,2,2,2,3,3,4,4,5,5,6,6,6,7,9,12,14,18,17,21,21,25,29,28,30,28,21,19,20,20,18,19,20,20,20,18,18,18,19,17,18,18,17,17,18,14,15,17,17,19,20,20,21
Senegal,3,3,3,3,3,3,3,3,3,3,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,5,5,5,6,6,6,6,7,6,6,6,6,6,6
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,25,23,22,26,23,35,34
"Serbia and Montenegro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,28,28,30,31,31,30,26,24,24,24,27,29,27,,,,,,,,
"Sierra Leone",3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,5,5,5,5,6,4,3,2,2,2,2,2,3,5,6,6,6,6,6
Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,63,63,60,62,61,45,44,46,47,47,46,48,49,55,57,58,48,48,51,61
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,26,28,26,33,38,41,42,47,41,41,29,23,25,24,29,34,39,39,37,40,36
"Solomon Islands",6,6,6,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,5,4,4,4,5,5,5,5,5,6,6,5
"South Africa",10,9,10,10,13,14,15,16,16,15,14,14,14,16,18,15,14,14,15,18,17,19,17,17,16,18,18,20,18,17,17,17,17,17,18,20,19,21,22,21,21,20,21,22,23,26,27,28,25,26,28,30,28
Spain,31,34,45,40,37,42,39,43,45,49,52,58,43,48,56,59,57,54,58,61,61,64,64,59,60,64,62,63,62,63,59,58,50,54,54,47,50,47,47,54,55,59,57,64,50,54,57,53,54,53,53,50,51
"Sri Lanka",4,3,5,6,5,5,5,6,6,5,6,7,6,5,4,4,4,4,6,7,7,7,7,7,8,8,10,9,10,10,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,10,10,10,11,11,18
Sudan,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,6,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,2,3,3,3,3,3,3,3,,
Suriname,7,7,7,7,9,9,10,16,17,19,18,20,19,21,25,30,29,21,23,23,24,24,24,22,27,19,27,28,26,26,24,22,23,26,31,23,36,24,20,21,17,17,16,16,17,11,13,11,15,14,10,17,14
Swaziland,2,2,2,2,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,5,4,4,5,4,3,4,8,8,9,9,15,8,6,7,7,4,5,8,9,9,10,9,25,18,17,9,3,3,3,3,3,5
Sweden,45,45,44,44,44,43,43,45,46,47,46,46,47,47,47,47,48,50,49,48,49,49,49,49,54,53,53,54,53,50,49,49,48,48,44,48,45,46,45,45,43,40,41,45,44,43,44,45,47,49,49,52,53
Switzerland,38,37,37,38,40,39,39,41,42,44,42,43,43,44,42,42,43,45,45,45,47,47,47,47,47,49,48,46,44,43,43,43,39,41,38,39,39,40,40,37,38,39,39,39,38,39,40,40,41,42,40,39,40
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5,4,2,1.6667,1.3333,1,1,1,2,2,3,4,6,6,6,7,7,7,7,7,6
Thailand,40,41,40,39,39,39,38,38,37,36,36,35,33,33,33,32,32,32,28,30,29,28,30,29,31,31,30,28,36,42,44,43,40,45,42,44,47,43,39,41,40,42,41,34,38,40,42,42,48,49,50,52,52
"Macedonia (F.Y.R.O.M.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,41,43,40,39,43,38,35,38,38,35,27,34,33,34,31,30,29,36,27,25,24
"Timor Leste",4,4,4,4,5,5,5,5,4,4,4,4,4,4,4,4,4,5,5,5,5,5,4,4,5,5,4,3,4,4,5,5,5,4,5,5,5,6,6,5,5,4,3,3,3,3,3,7,6,7,6,12,7
Togo,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"Trinidad and Tobago",4,4,5,7,7,10,14,14,20,22,20,25,24,23,23,23,24,26,26,26,27,25,26,26,26,25,25,21,6,7,6,6,6,6,7,8,11,15,12,13,11,11,13,11,12,14,14,15,19,15,11,11,15
Tunisia,5,5,5,5,5,7,7,7,8,8,8,7,8,8,9,10,12,13,16,17,18,18,21,20,21,21,21,21,19,18,19,18,16,18,19,20,24,25,26,25,25,25,23,24,24,24,25,25,24,25,25,27,26
Turkey,8,8,8,8,8,8,8,9,9,10,10,12,12,11,11,13,17,18,18,16,17,18,17,16,17,17,19,22,22,25,24,26,31,31,33,36,44,50,48,46,36,40,43,36,39,37,38,37,38,28,27,30,33
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,14,14,13,14,13,14,14,18,20,23,27,26,34,27,35,32,30,30,32,30,30
Uganda,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,45,39,38,36,34,34,36,36,39,47,47,48,53,56,56,58,61,65,69,68,69
"United Arab Emirates",5,4,4,4,3,6,9,13,21,26,21,23,24,33,53,59,38,66,65,63,79,66,57,59,56,46,45,49,50,51,53,48,41,46,48,48,38,44,49,44,40,38,47,38,38,33,34,32,31,23,20,23,31
"United Kingdom",57,57,56,60,56,55,57,55,56,59,59,58,56,57,54,55,54,56,56,53,52,51,47,47,50,46,46,42,37,41,40,39,38,39,38,39,38,40,36,36,39,39,38,40,39,39,40,40,40,42,41,42,43
Tanzania,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2
"United States",67,68,67,68,67,67,69,68,66,67,67,66,62,61,60,58,58,59,60,59,58,58,57,56,55,55,55,53,52,51,51,51,51,52,51,52,52,53,55,55,56,56,56,56,56,56,54,53,53,53,53,54,56
Uruguay,21,24,22,21,18,20,19,16,18,17,19,21,18,14,14,14,14,16,15,19,19,25,22,18,21,20,24,24,21,22,22,23,25,30,29,29,29,29,33,33,28,36,33,34,39,38,44,53,47,47,48,43,47
"Soviet Union",27,27,25,24,26,28,29,31,32,34,38,40,42,45,46,44,48,50,51,52,54,54,55,55,57,58,59,60,58,57,56,,,,,,,,,,,,,,,,,,,,,,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,16,13,11,9,9,10,10,10,11,11,13,14,15,16,16,16,17,18,18,19,20
Vanuatu,7,7,7,7,7,7,7,7,8,9,10,11,9,9,8,8,8,8,8,8,8,8,9,9,9,9,8,8,8,8,8,7,7,7,6,7,7,6,7,6,7,6,6,7,7,7,11,13,13,10,10,14,13
Venezuela,20,18,14,17,19,19,19,20,21,22,23,23,24,23,23,22,24,25,27,25,27,29,25,23,23,21,22,24,20,16,16,14,15,16,18,19,20,19,20,22,23,17,16,16,19,18,16,18,24,23,24,21,20
Vietnam,6,6,6,6,6,6,6,6,6,5,5,5,4,4,4,4,4,3,3,4,4,4,4,4,4,5,5,5,5,5,5,5,5,6,6,7,7,7,8,8,9,10,11,9,8,8,9,10,11,13,14,15,15
Yemen,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,5,7,6,7,6,9,6,8,8,7,8,7,6,6,5,6,5,4,4,4,5,6,6,6,6,5,7,7,7,8,8,8,8,8,8,8,9
Yugoslavia,9,12,15,16,16,18,20,21,23,26,27,27,29,33,31,33,35,34,36,37,36,37,36,35,35,36,37,34,36,38,32,,,,,,,,,,,,,,,,,,,,,,
Zambia,3,3,3,4,4,5,6,8,9,9,10,11,11,14,17,18,17,15,15,16,12,12,10,9,9,9,9,9,9,9,10,11,11,11,11,11,12,13,11,12,12,11,11,11,11,11,12,10,10,11,12,12,11
Zimbabwe,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,3,3,3,3,4,4,4,5,4,4,4,5,4,4,4,4,4,5,3,5,4,5,5,6,6,7,7,6,6,6
