Country,2007,2008,2009,2010,2011,2012,2013,2014,2015
Albania,4.196399416,4.301883911,4.273331865,4.38084003,4.767748232,4.58407213,4.128711172,3.56087945,3.19320086
Algeria,4.379286343,4.295932104,3.422412146,3.120698068,3.774534913,3.740641687,3.269928775,3.216812484,3.223043353
Angola,,,,,4.553349,4.515678897,4.0373,3.558824,2.924981414
Argentina,5.161084793,4.760907458,4.690604796,5.175560633,5.344373886,5.232856,4.922332081,4.601273791,4.428915821
Armenia,4.841458564,4.973723577,4.89954409,4.399480137,4.10424145,4.256216194,4.295407398,4.383002662,4.254620404
Australia,5.818627601,5.771116043,5.661568541,5.642302063,5.648555276,5.775308523,5.830398429,5.833455368,5.654627908
Austria,5.830431656,5.918678561,5.899233635,5.597762134,5.339384253,5.099777552,5.097647717,4.992496218,4.928635616
Azerbaijan,5.150738268,5.329326923,5.46921153,5.4220075,4.500692388,4.252742855,4.288788402,3.934163061,3.778614317
Bahrain,5.134345479,5.859602785,6.026963032,5.767952282,5.677614668,5.749548102,5.705261152,5.459821225,5.405200738
Bangladesh,5.333444791,5.061393189,4.757116664,4.332227758,3.93120255,3.97156403,3.971529187,3.744307651,3.739413002
Barbados,5.49122807,5.43691021,5.489646312,5.246798877,5.012473984,5.235860193,5.549358431,5.576920171,5.464835756
Belgium,5.84721576,6.117936296,6.04877178,5.870680834,5.798891175,5.719054978,5.719310558,5.51350053,5.40526228
Belize,,,,,,4.561314,,,
Benin,4.996671683,4.755128535,4.777457946,4.557671221,4.51823311,4.593807807,3.543979354,3.163911168,
Bhutan,,,,,,,,2.65556,2.608620702
Bolivia,4.194939651,4.018321719,3.671363764,3.220117738,3.262553825,3.514776298,3.511626495,3.623166597,3.494720373
"Bosnia and Herzegovina",4.419523386,4.571282959,4.484295374,4.416836629,4.478759808,4.472065,4.43057575,4.39663,
Botswana,5.29666808,5.451940842,5.657070127,5.317298245,5.380282192,5.608193901,5.289250161,5.337642899,5.470735527
Brazil,4.71453265,4.608695652,4.943029753,4.94436497,4.634311233,4.590361048,4.532682475,4.457933302,4.299629713
Brunei,,,3.863053,4.229479598,4.54933489,4.45749711,4.615224926,4.409657821,
Bulgaria,4.231357158,4.281769581,4.435112835,4.473776642,4.366952935,4.265407676,4.073990922,4.007120654,4.029979146
"Burkina Faso",5.340909091,5.169308688,4.735813508,4.218919666,4.41356525,4.345048527,4.090534889,4.118084212,4.063310682
Burundi,4.194805195,3.930591908,3.874568275,3.600904465,2.8888944,2.646149965,2.83349626,2.806638535,2.769340461
"Ivory Coast",,,5.84201,5.545317642,5.495970642,5.592887822,5.517443907,5.407440032,4.852938818
Cambodia,4.83826087,4.807113952,5.054940167,4.876799467,4.511213907,4.436150783,4.361341816,4.607957162,4.698623732
Cameroon,5.290663949,5.140204416,5.336453832,5.182998309,5.1839235,5.204185799,5.365973593,5.381525297,4.759749907
Canada,5.63655299,5.734950464,5.698968477,5.733396827,5.838736,5.682671565,5.727284881,5.620695829,5.537511753
