Country,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Afghanistan,2.966666667,3.1917,3.416666667,3.1083,2.8,2.775,2.75,2.8583,2.966666667,2.9917,3.016666667,3.016666667,3.016666667
Albania,7.25,7.375,7.5,7.525,7.55,7.4,7.25,6.975,6.7,6.825,6.95,7,7.05
Algeria,4.233333333,4.25,4.266666667,4.3167,4.366666667,4.3333,4.3,4.55,4.8,4.8,4.8,4.775,4.75
Angola,3.383333333,3.675,3.966666667,4.4167,4.866666667,4.875,4.883333333,4.7167,4.55,4.4,4.25,4.225,4.2
Argentina,7.85,7.85,7.85,7.875,7.9,7.725,7.55,7.55,7.55,7.55,7.55,7.775,8
Armenia,5.2,5.6,6,5.4583,4.916666667,5.0833,5.25,5.3,5.35,5.2917,5.233333333,5.175,5.116666667
Azerbaijan,3.8,3.8,3.8,3.8583,3.916666667,3.9667,4.016666667,3.9667,3.916666667,3.7,3.483333333,3.4583,3.433333333
Bahrain,4.916666667,4.775,4.633333333,4.525,4.416666667,4.3833,4.35,4,3.65,3.5667,3.483333333,3.3583,3.233333333
Bangladesh,6.55,6.25,5.95,6,6.05,6.15,6.25,6.1,5.95,5.65,5.35,4.9833,4.616666667
Belarus,3.966666667,3.95,3.933333333,4.0083,4.083333333,4.0083,3.933333333,3.933333333,3.933333333,3.933333333,3.933333333,4.1333,4.333333333
Benin,7.6,7.75,7.9,7.8,7.7,7.7,7.7,7.625,7.55,7.55,7.55,7.7,7.85
Bhutan,,,3.75,4.2,4.65,4.725,4.8,5.6,6.4,6.45,6.5,6.5333,6.566666667
Bolivia,6.75,6.575,6.4,6.45,6.5,6.675,6.85,6.975,7.1,7.2,7.3,7.25,7.2
"Bosnia and Herzegovina",6.8,6.75,6.7,6.6,6.5,6.45,6.4,6.375,6.35,6.325,6.3,6.2,6.1
Botswana,8.45,8.45,8.45,8.425,8.4,8.375,8.35,8.35,8.35,8.3,8.25,8.225,8.2
Brazil,7.9,7.925,7.95,8.075,8.2,8.175,8.15,8.15,8.15,8.1,8.05,7.85,7.65
Bulgaria,8.45,8.575,8.7,8.725,8.75,8.7,8.65,8.5,8.35,8.25,8.15,8.125,8.1
"Burkina Faso",5.266666667,5.7583,6.25,5.7083,5.166666667,5.166666667,5.166666667,5.2,5.233333333,4.9833,4.733333333,5.5667,6.4
"Burma (Myanmar)",1.65,1.675,1.7,1.7083,1.716666667,1.825,1.933333333,2.4667,3,3.1,3.2,3.35,3.5
Burundi,3.633333333,4.7167,5.8,5.5667,5.333333333,5.2417,5.15,4.9333,4.716666667,4.6667,4.616666667,4.2083,3.8
Cambodia,4,4.0667,4.133333333,4.1167,4.1,3.9583,3.816666667,3.7917,3.766666667,3.75,3.733333333,3.65,3.566666667
Cameroon,4.083333333,4.1083,4.133333333,4.075,4.016666667,4.016666667,4.016666667,4.05,4.083333333,3.9417,3.8,3.8583,3.916666667
"Central African Republic",3.216666667,3.575,3.933333333,3.7583,3.583333333,3.6833,3.783333333,3.55,3.316666667,3.2583,3.2,3.4,3.6
Chad,3.533333333,3.1833,2.833333333,2.833333333,2.833333333,2.9833,3.133333333,3.2917,3.45,3.475,3.5,3.475,3.45
Chile,9.1,9.2,9.3,9.3,9.3,9.25,9.2,9.15,9.1,9.125,9.15,9.175,9.2
China,3.05,3.1,3.15,3.2583,3.366666667,3.3417,3.316666667,3.325,3.333333333,3.3083,3.283333333,3.283333333,3.283333333
Colombia,5.85,5.8,5.75,5.85,5.95,6,6.05,6.3,6.55,6.6,6.65,6.7,6.75
"Congo (Brazzaville)",,,6,4.7667,3.533333333,3.55,3.566666667,3.6167,3.666666667,3.5583,3.45,3.35,3.25
"Congo (Kinshasa)",2.6,2.8,3,3.275,3.55,3.575,3.6,3.425,3.25,3.325,3.4,3.4333,3.466666667
"Costa Rica",9.4,9.45,9.5,9.45,9.4,9.4,9.4,9.35,9.3,9.25,9.2,9.125,9.05
Croatia,9.1,8.975,8.85,8.675,8.5,8.45,8.4,8.425,8.45,8.425,8.4,8.375,8.35
Cuba,3.366666667,3.3917,3.416666667,3.4417,3.466666667,3.4417,3.416666667,3.5167,3.616666667,3.65,3.683333333,3.6333,3.583333333
"Czech Republic",9.45,9.5,9.55,9.675,9.8,9.725,9.65,9.625,9.6,9.525,9.45,9.425,9.4
"Dominican Republic",7.3,7.45,7.6,7.575,7.55,7.475,7.4,7.3,7.2,7.15,7.1,7.025,6.95
Ecuador,6.2,6.175,6.15,6.025,5.9,5.8,5.7,5.7,5.7,5.575,5.45,5.675,5.9
Egypt,4.116666667,4.2583,4.4,4.3083,4.216666667,4.15,4.083333333,4.5,4.916666667,4.425,3.933333333,3.8167,3.7
"El Salvador",7.35,7.275,7.2,7.275,7.35,7.4,7.45,7.475,7.5,7.4,7.3,7.3,7.3
Eritrea,3.316666667,2.9583,2.6,2.6417,2.683333333,2.4083,2.133333333,2.1083,2.083333333,2.075,2.066666667,2.0917,2.116666667
Estonia,9.4,9.475,9.55,9.575,9.6,9.575,9.55,9.625,9.7,9.7,9.7,9.725,9.75
Ethiopia,4.166666667,4.15,4.133333333,3.8333,3.533333333,3.6083,3.683333333,3.525,3.366666667,3.3,3.233333333,3.125,3.016666667
Georgia,6.1,6.475,6.85,6.45,6.05,6.1,6.15,6.325,6.5,6.6,6.7,6.75,6.8
Ghana,7.9,8,8.1,8.125,8.15,8.2,8.25,8.275,8.3,8.1,7.9,7.9,7.9
Guatemala,5.65,5.775,5.9,5.875,5.85,5.7,5.55,5.375,5.2,5.175,5.15,5.1,5.05
Guinea,4.283333333,4.1333,3.983333333,3.7667,3.55,4.5917,5.633333333,5.3667,5.1,5.45,5.8,5.925,6.05
Haiti,3.35,3.875,4.4,4.725,5.05,4.3583,3.666666667,3.7917,3.916666667,3.8333,3.75,3.925,4.1
Honduras,6.8,6.725,6.65,6.6,6.55,6.475,6.4,6.525,6.65,6.6,6.55,6.175,5.8
Hungary,9.4,9.375,9.35,9.3,9.25,8.8,8.35,8.15,7.95,7.775,7.6,7.375,7.15
India,7.95,8.025,8.1,8.15,8.2,8.2,8.2,8.15,8.1,7.925,7.75,7.675,7.6
Indonesia,6.3,6.375,6.45,6.725,7,6.925,6.85,6.95,7.05,6.975,6.9,6.7,6.5
Iran,3.75,3.7417,3.733333333,3.5917,3.45,3.35,3.25,3.1917,3.133333333,3.05,2.966666667,2.9417,2.916666667
Iraq,2.683333333,2.9417,3.2,3.7083,4.216666667,4.3083,4.4,4.25,4.1,3.775,3.45,3.525,3.6
"Ivory Coast",2.85,2.875,2.9,3.05,3.2,3.0917,2.983333333,3.9333,4.883333333,5.1917,5.5,5.65,5.8
Jamaica,8.7,8.625,8.55,8.4,8.25,8.25,8.25,8.275,8.3,8.3,8.3,8.3,8.3
Jordan,4.1,4.0417,3.983333333,4,4.016666667,3.9667,3.916666667,4.0083,4.1,4.0667,4.033333333,4.2,4.366666667
Kazakhstan,4.183333333,4.2083,4.233333333,4.2,4.166666667,4.0833,4,3.925,3.85,3.7917,3.733333333,3.7667,3.8
Kenya,6.45,6.725,7,6.425,5.85,6.1,6.35,6.45,6.55,6.4,6.25,6.25,6.25
Kosovo,,,,,6.95,6.825,6.7,6.65,6.6,6.625,6.65,6.55,6.45
Kuwait,,,4.083333333,4.3833,4.683333333,4.8167,4.95,4.825,4.7,4.5417,4.383333333,4.4417,4.5
Kyrgyzstan,4.083333333,5.0167,5.95,5.15,4.35,4.8917,5.433333333,5.6167,5.8,5.875,5.95,6.05,6.15
Laos,2.833333333,2.8083,2.783333333,2.8333,2.883333333,2.8583,2.833333333,2.8917,2.95,2.925,2.9,2.9083,2.916666667
Latvia,8.3,8.5,8.7,8.775,8.85,8.825,8.8,8.775,8.75,8.75,8.75,8.75,8.75
Lebanon,5.6,5.925,6.25,6.25,6.25,6.2,6.15,6.075,6,5.85,5.7,5.2833,4.866666667
Lesotho,,,,,5.7,5.65,5.6,5.925,6.25,5.95,5.65,5.625,5.6
Liberia,3.183333333,4.2167,5.25,5.7167,6.183333333,6.3417,6.5,6.475,6.45,6.5,6.55,6.55,6.55
Libya,3,2.9917,2.983333333,3.0917,3.2,3.15,3.1,3.6167,4.133333333,3.2583,2.383333333,2.475,2.566666667
Lithuania,9.25,9.3,9.35,9.325,9.3,9.325,9.35,9.3,9.25,9.275,9.3,9.375,9.45
"Macedonia (F.Y.R.O.M.)",7.55,7.65,7.75,7.85,7.95,7.775,7.6,7.4,7.2,6.925,6.65,6.55,6.45
Madagascar,7.5,7.475,7.45,6.725,6,5.225,4.45,4.4083,4.366666667,4.8833,5.4,5.375,5.35
Malawi,6.25,6.425,6.6,6.5,6.4,6.325,6.25,6.45,6.65,6.575,6.5,6.475,6.45
Malaysia,5.066666667,5.2,5.333333333,5.3083,5.283333333,5.1417,5,5.1167,5.233333333,5.1083,4.983333333,4.8833,4.783333333
Mali,7.35,7.3,7.25,7.2,7.15,7.15,7.15,5.7,4.25,5.05,5.85,5.9,5.95
Mauritania,,,4.466666667,4.05,3.633333333,4.0667,4.5,4.45,4.4,4.3333,4.266666667,4.2417,4.216666667
Mauritius,8.583333333,8.6917,8.8,8.625,8.45,8.4917,8.533333333,8.5417,8.55,8.575,8.6,8.55,8.5
Mexico,7.55,7.5,7.45,7.35,7.25,7.1,6.95,6.875,6.8,6.55,6.3,6.2,6.1
Moldova,5.4,6.125,6.85,6.75,6.65,6.85,7.05,7.1,7.15,6.925,6.7,6.45,6.2
Mongolia,7.05,7.025,7,6.95,6.9,6.875,6.85,7,7.15,7.225,7.3,7.35,7.4
Montenegro,,,7.85,7.825,7.8,7.7,7.6,7.75,7.9,7.875,7.85,7.7,7.55
Morocco,4.483333333,4.4417,4.4,4.225,4.05,3.975,3.9,3.95,4,3.9167,3.833333333,3.8167,3.8
Mozambique,6.95,6.75,6.55,6.45,6.35,6.25,6.15,6.125,6.1,5.85,5.6,5.0417,4.483333333
Namibia,7.7,7.9,8.1,7.95,7.8,7.75,7.7,7.725,7.75,7.75,7.75,7.625,7.5
Nepal,3.7,3.75,3.8,4.575,5.35,5.175,5,4.8167,4.633333333,4.9167,5.2,5.05,4.9
Nicaragua,6.65,6.65,6.65,6.275,5.9,5.825,5.75,5.675,5.6,5.6,5.6,5.2583,4.916666667
Niger,6.533333333,6.4833,6.433333333,5.7833,5.133333333,5.8917,6.65,6.625,6.6,6.65,6.7,6.5,6.3
Nigeria,6.05,6.05,6.05,5.4083,4.766666667,4.7833,4.8,5.1,5.4,5.4,5.4,5.375,5.35
"North Korea",2.7,2.7,2.7,2.675,2.65,2.625,2.6,2.6,2.6,2.6,2.6,2.6,2.6
Oman,,,3.633333333,3.8083,3.983333333,3.9333,3.883333333,3.6,3.316666667,3.2667,3.216666667,3.1083,3
Pakistan,3.583333333,3.6167,3.65,3.6417,3.633333333,3.5333,3.433333333,3.4833,3.533333333,3.6167,3.7,3.7,3.7
Panama,7.55,7.675,7.8,7.85,7.9,7.8,7.7,7.525,7.35,7.475,7.6,7.45,7.3
"Papua New Guinea",6,6.05,6.1,6.225,6.35,6.225,6.1,6.025,5.95,5.925,5.9,6.1,6.3
Paraguay,6.6,6.675,6.75,6.875,7,7,7,6.775,6.55,6.65,6.75,6.6,6.45
Peru,6.85,6.725,6.6,6.65,6.7,6.7,6.7,6.725,6.75,6.65,6.55,6.575,6.6
Philippines,6.95,6.625,6.3,6.1,5.9,6.15,6.4,6.6,6.8,6.75,6.7,6.5,6.3
Poland,9.2,9,8.8,8.9,9,9.1,9.2,9.275,9.35,9.425,9.5,9.025,8.55
