Country,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Qatar,,,,,4.2,4.1417,4.083333333,4.0417,4,3.9167,3.833333333,3.7833,3.733333333
Romania,8.2,8.375,8.55,8.525,8.5,8.525,8.55,8.225,7.9,8.025,8.15,8.15,8.15
Russia,5.7,5.525,5.35,5.3,5.25,5.3,5.35,4.875,4.4,4.4,4.4,4.475,4.55
Rwanda,4.233333333,3.95,3.666666667,3.85,4.033333333,3.925,3.816666667,3.8833,3.95,3.8917,3.833333333,3.8583,3.883333333
"Saudi Arabia",2.566666667,2.6417,2.716666667,2.7917,2.866666667,2.8167,2.766666667,2.75,2.733333333,2.625,2.516666667,2.5417,2.566666667
Senegal,7.75,7.425,7.1,6.7,6.3,6.4,6.5,6.8083,7.116666667,7.1333,7.15,7.125,7.1
Serbia,7.4,7.575,7.75,7.875,8,8.025,8.05,8,7.95,7.9,7.85,7.775,7.7
"Sierra Leone",6.15,6.1,6.05,6.1833,6.316666667,6.316666667,6.316666667,6.4417,6.566666667,6.4917,6.416666667,6.2833,6.15
Singapore,5.35,5.3583,5.366666667,5.366666667,5.366666667,5.3417,5.316666667,5.4333,5.55,5.4583,5.366666667,5.3917,5.416666667
Slovakia,9.2,9.2,9.2,9.275,9.35,9.175,9,9.025,9.05,8.95,8.85,8.725,8.6
Slovenia,9.55,9.625,9.7,9.725,9.75,9.7,9.65,9.475,9.3,9.25,9.2,9.225,9.25
Somalia,1.583333333,1.5083,1.433333333,1.45,1.466666667,1.3667,1.266666667,1.3417,1.416666667,1.4583,1.5,1.4667,1.433333333
"South Africa",8.7,8.65,8.6,8.1,7.6,7.675,7.75,7.625,7.5,7.55,7.6,7.6,7.6
"South Korea",8.9,8.875,8.85,8.875,8.9,8.8,8.7,8.65,8.6,8.55,8.5,8.475,8.45
"South Sudan",,,,,,,,,3.733333333,3.5083,3.283333333,2.95,2.616666667
"Sri Lanka",6,6.15,6.3,6.125,5.95,5.4167,4.883333333,4.725,4.566666667,4.6167,4.666666667,5.6083,6.55
Sudan,2.3,2.2167,2.133333333,2.575,3.016666667,2.9417,2.866666667,2.6583,2.45,2.4667,2.483333333,2.3583,2.233333333
Syria,3,2.8,2.6,2.9167,3.233333333,3.2083,3.183333333,2.6083,2.033333333,1.8667,1.7,1.725,1.75
Taiwan,9.35,9.4,9.45,9.475,9.5,9.575,9.65,9.65,9.65,9.6,9.55,9.55,9.55
Tajikistan,3.5,3.6167,3.733333333,3.7,3.666666667,3.5833,3.5,3.55,3.6,3.575,3.55,3.2667,2.983333333
Tanzania,6.45,6.65,6.85,6.5,6.15,6.225,6.3,6.175,6.05,6.1,6.15,6.125,6.1
Thailand,6.85,5.8833,4.916666667,5.1333,5.35,5.0417,4.733333333,4.8917,5.05,4.175,3.3,3.275,3.25
Togo,3.716666667,3.8083,3.9,4.2917,4.683333333,4.8417,5,4.925,4.85,4.825,4.8,4.9333,5.066666667
Tunisia,3.833333333,3.8917,3.95,3.8667,3.783333333,3.8167,3.85,4.825,5.8,6.05,6.3,6.4,6.5
Turkey,7.05,7.05,7.05,7.35,7.65,7.65,7.65,7.6,7.55,7.4,7.25,6.4,5.55
Turkmenistan,2.583333333,2.6833,2.783333333,2.783333333,2.783333333,2.8083,2.833333333,2.8083,2.783333333,2.8167,2.85,2.85,2.85
Uganda,5.3,6.05,6.8,6.825,6.85,6.775,6.7,6.8,6.9,6.75,6.6,6.0167,5.433333333
Ukraine,7.1,7.225,7.35,7.175,7,6.55,6.1,6.1,6.1,6.425,6.75,6.825,6.9
"United Arab Emirates",3.2,3.3333,3.466666667,3.8083,4.15,4.1583,4.166666667,4.0583,3.95,3.95,3.95,3.975,4
Uruguay,9.9,9.9,9.9,9.9,9.9,9.925,9.95,9.95,9.95,9.95,9.95,9.95,9.95
Uzbekistan,3.133333333,3.175,3.216666667,3.0583,2.9,2.875,2.85,2.85,2.85,2.9333,3.016666667,3.0917,3.166666667
Venezuela,5.233333333,5.0083,4.783333333,4.5583,4.333333333,4.3667,4.4,4.4583,4.516666667,4.2667,4.016666667,3.9083,3.8
Vietnam,3.1,3.125,3.15,3.225,3.3,3.4,3.5,3.5333,3.566666667,3.5417,3.516666667,3.4333,3.35
Yemen,4.066666667,3.9833,3.9,4.0667,4.233333333,3.9667,3.7,3.4833,3.266666667,3.0417,2.816666667,2.3083,1.8
Zambia,6.5,6.65,6.8,6.725,6.65,6.7,6.75,6.575,6.4,6.325,6.25,6.125,6
Zimbabwe,3.966666667,3.966666667,3.966666667,3.9583,3.95,4.15,4.35,4.3667,4.383333333,4.2917,4.2,4.0167,3.833333333
