Country,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Portugal,,,,,,91.78,89.4,95.74,94.7,99.16,105.16,107.45,110.48,110.29,114.58,112.93,121.44,119.12,122.01,122.56,121.21,127.09,122.3,123.97,124.24,126.72,127.48,125.37,127.84,126.82,133.23,131.12,132.07,129.62,137.19,140.8,137.72,141.04,139.72,141.39,144.5,141.27,144.35,146.57,145.89,147.3,148.6,147.23,146.81,144.17,145.77,146.56,148.03,148.26,145.9,143.54,141.18,141.5,140,142.18,141.57,140.37,139.73,,
Romania,,,,,,,,,,,,,,127.57,127.64,127.71,127.78,127.85,127.92,127.99,122.89,125.31,127.14,126.31,124.37,124.51,126.75,125.46,129.53,129.855,130.18,125.62,125.64,125.69,124.5,132.54,134.7,132.04,135.54,134.35,133.69,135.59,142.02,145.77,147.11,150.02,151.3,152.36,152.04,152.44,157.46,163.26,163.74,164.16,163.81,167.41,166.08,166.32,169.72,171.59,170.94,170.9,172.7,,
Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.63,197.31,200.84,204.25,206.34,205.9,209.28,212.22,215.95,217.95,218.85,219.93,222.24,226.18,221.56,212.35,203.35,201.77,201.61,204.19,200.6,194.46,193.41,191.55,190.31,186.47,179.23,179.04,178.94,180.77,177.16,172.12,,,
Scotland,173.46,169.13,175.99,180.47,185.28,184.01,186.95,187.09,192.46,194.18,189.79,194.55,199.4,205.59,202.3,206.02,202.92,207.97,205.99,208.83,206.34,206.97,206.44,207.97,206.53,206.22,208.78,200.94,207.32,211.51,205.13,201.14,201.27,201.03,199.94,199.31,200.18,201.71,200.18,198.84,197.84,195.56,197.83,200.49,192.39,192.17,188.84,181.08,178.7,176.02,173.61,177.64,175.54,168.39,166.76,162.56,160.45,157.16,154.12,149.67,146.78,146.69,143.38,142.28,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.97,147.85,150.38,149.24,154.14,154.34,156.35,158.26,158.72,159.13,156.79,157.04,156.06,153,151.93,150.49,
Singapore,,,,,,,,,,,,,,163.92,165.15,171.88,160.62,179.69,169.52,169.55,157.07,161.81,166.24,170.22,178.84,190.58,207.55,195.38,192.65,202.97,188.45,183.01,184.14,198.18,187.15,187.2,175.47,187.29,164.09,188.14,167.76,161.75,159.21,149.3,159.48,164.49,158.24,156.57,151.39,149.27,148.16,141.53,137.11,127.75,121.87,113.42,117.96,120.81,122.62,114.47,109.15,109.48,108.31,109.21,102.42
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.11,195.85,196,209.81,202.01,198.93,207.27,205.66,211.23,201.53,204.54,199.7,202.65,200.54,194.99,192.95,189.46,193.39,187.33,182.53,178.09,179.59,186.82,177.8,178.15,172.79,,,,
"South Africa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.86,141.36,133.57,142.39,138.6,137.74,139.77,135.89,130.2,127.76,126.95,126.55,123.4,120.27,121.45,118.76,121.43,120.93,119.65,120.39,117.26,
"South Korea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.02,149.65,150.7,156.17,160.28,164.78,159.69,175.56,182.6,188.94,186.21,180.2,179.4,168.69,173.05,179.3,173.45,176.89,170.37,166.31,160.02,155.48,152.75,149.85,143.57,142.32,134.75,133.14,128.85,
Spain,,89.63,91.25,94.77,97.03,105.79,109.33,112.32,111.3,114.2,124.52,127.72,131.74,133.51,134.45,132.78,133.28,135.12,134.86,132.13,135.06,139.43,137.74,140.37,141.56,147.28,147.17,147.32,149.66,149.91,150.82,152.69,153.91,155.71,159.44,158.65,158.37,163.17,165.93,167.3,168.32,168.57,170,171.22,172.38,172.63,168.73,168.3,167.89,167.53,163.8,164.24,160.33,159.45,156.52,151.49,148.25,146.54,142.32,140.22,138.68,136.79,136.57,132.92,
Suriname,,,,,,,,,,,,,,83.47,77.35,65.08,68.28,64.124,59.968,55.812,51.656,47.5,55.38,34.07,60.92,87.77,70.14,61.71,68.75,65.05,81.94,70.01,93.75,90.595,87.44,68.8,49.59,55.13,53.14,54.35,56.94,63.99,69.32,57.61,45.9,34.19,44.11,43.04,52.82,66.55,66.64,83.4,95.19,83.56,78.43,80.7,87.73,77.57,91.45,85.05,80.49,95.22,79.02,,
Sweden,,117.04,117.46,118.56,114.62,117.76,119.41,122.35,123.38,126.8,130.34,128.59,134.02,130.7,129.44,127.63,127.43,127.57,127.71,133.16,131.39,140.27,144.75,144.51,146.08,148.02,147.09,146.56,145.08,144.6,141.89,133.93,130.13,129.39,130.59,131.47,127.22,127.21,130.77,127.08,129.1,128.86,126.78,124.47,123.61,123.11,122.17,125.14,122.55,121,119,117.53,115.59,117.82,115.33,115.98,112.96,108.72,107.42,106.13,102.71,101.74,99.9,98.08,
Switzerland,,177.73,169.07,172.29,170.75,172.46,170.56,172.03,170.29,176.29,168.33,172.88,170.65,173.09,170.72,172.18,169.61,173.11,174.4,176.97,173.85,181.92,178.75,182.13,176.79,180.46,180.53,177.97,175.29,173.71,173.21,183.1,179.53,183.78,177.22,182.98,176.04,174.53,174.27,172.85,170.75,170.17,166.68,162.67,160.53,149.72,145,141.59,141.42,137.91,138.99,138.1,129.38,129.53,126.52,125.3,120.71,121.2,118.36,113.57,112.45,111.55,106.27,105.1,
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.48,102.71,105.3067,107.9033,110.5,103.74,106.74,108.76,107.52,101.52,103.26,89.22,85.65,69.3,57.4,52.84,54.57,54.86,61.87,54.82,56.06,68.83,63.4,63.86,65.52,,,,,,,,,
Thailand,,,,,,,,9.99,11.09,12.98,14.32,15.1,17.43,19.19,19.61,21.2,19.9,21.96,19.26,20.2,22.85,21.09,23.28,29.4,30.58,32.84,25.33,30.97,33.21,38.86,42.15,44.59,45.82,46.1,44.94,45.13,46.73,51.43,54.8167,58.2033,61.59,63.16,65.77,67.955,70.14,71.38,67.44,57.5,63.69,73.41,77.86,81.965,86.07,90.87,89.11,87.06,86.19,,,,,,,,
"Trinidad and Tobago",,73.18,66.7,77.12,87.09,88.31,80.8,90.72,81.26,80.55,79.84,81.49,91.45,95.09,98.7467,102.4033,106.06,122.59,95.42,104.68,113.94,93.5,103.19,80.17,87.68,97.05,84.92,91.53,84.17,88.36,97.11,95.48,96.81,99.56,114.59,106.51,119.19,123.44,118.72,121.91,120.67,113.83,120.93,110.72,128.13,130.53,129.63,128.29,122.35,126.09,117.78,117.36,122.46,125.87,119.94,121.83,115.19,116.38,112.23,112.51,,,,,
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.4,143.75,146.47,149.19,151.91,147.08,137.72,147.58,142.47,132.93,127.625,122.32,117.015,111.71,102.58,102.02,89.33,87.31,86.1233,84.9367,83.75,82.5633,81.3767,80.19,79.0033,77.8167,76.63,75.4433,74.2567,73.07,71.8833,70.6967,69.51,
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.6,165.45,168.3833,171.3167,174.25,180.09,186.88,191.45,195.98,196.91,201.03,202.26,199.02,198.2,191.65,183.73,179.76,179.03,179.8,178.3,172.51,171.23,167.87,166.2,166.94,161.33,159.37,157.53,157.8,158.43,156.93,161.03,,
"United Kingdom",161.06,163.1,164.74,165.73,169.78,171.6,172.39,174.3,175.14,177.11,178.68,178.92,180.57,180.68,181.47,184.17,184.32,185.48,187.56,188.83,188.97,187.6,188.68,188.04,188.64,187.27,189.09,185.74,186.6,186.33,185.83,183.93,181.52,184.26,187.76,187.27,183.58,183.11,183.6,181.79,181.58,179.49,178.19,173.54,169.95,167.71,163.06,157.28,157.21,152.22,148.92,149.9,148.89,144.78,141.92,139.11,138.14,135.68,133.79,131.71,129.75,128.37,127.08,125.16,
"United States",124.98,126.07,128.56,130.29,131.68,133.18,135.01,136.38,134.55,136.8,139.02,140.11,140.66,142.62,143.16,145.56,146.16,147.63,149.77,150.09,151.75,152.21,153.59,154.02,156.16,156.22,157.56,158.38,159.46,159.69,161.62,160.03,161.13,161.28,161.73,162.09,161.52,161.57,161.27,161.92,162.62,162.02,160.7,160.7,158.76,156.48,153.39,149.68,147.08,146.53,143.82,140.86,138.63,135.32,132.04,130.67,127,124.86,122.91,120.3,118.84,115.84,114.01,111.4,
Uruguay,,,,,,169.8,180.15,181.9,183.8,185.84,188.47,189.6133,190.7567,191.9,191.97,198.39,200.76,204.61,200.8,202.99,201.45,209.16,202.11,200,199.57,193.78,202.59,196.93,204.76,196.98,189.2,196.62,190.13,192.03,199.17,200.67,199.89,201.13,204.49,200.65,204.21,201.2233,198.2367,195.25,193.09,196.73,191.1,194.75,189.68,184.97,188.29,182.46,183.51,185.97,179.72,179.04,176.19,181.36,169.41,168.56,170,167.98,165.96,164.12,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.75,114.66,113.9633,113.2667,112.57,119.49,121.48,112.97,113.04,107.42,104.9,100.83,94.99,86.79,82.96,78.64,71.99,70.83,69.43,67.02,63.9,63.01,61.54,58.64,59.9,,,,,,,,,
Venezuela,0.71,0.28,20.6925,41.105,61.5175,81.93,80.5,87.86,86.4,83.56,90.46,92.34,95.41,94.23,93.87,96.96,98.97,96.82,96.69,93.14,97.49,92.77,93.86,91.66,92.23,95.14,96.23,91.75,91.03,87.24,91.97,90.83,88.03,99.05,93.135,87.22,84.98,91.04,91.9,88.85,99.9,99.76,99.62,98.07,101.31,100.61,99.91,99.84,98.84,99.59,98.82,98.13,96.67,98.76,98.04,97.27,96.99,98.26,97.44,96,98.17,99.16,96.12,,
