Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Afghanistan,,,,,25.90597916,26.4516,26.9972,27.54281998,27.16147041,21.6091,16.05676079,3.956089973,9.277720451,7.2005,5.123280048,5.122900009,5.6291,6.1354,6.6416,7.1478,7.654,8.1603,8.6665,9.172710419,,,,,,,,,,,,,,,,,,,,,,,
Albania,,,,,,,,,,,,,,,,,,,,,,,,,,,2.788079977,2.904,3.02,3.1359,3.251830101,3.449130058,2.9202,2.391170025,1.776690006,1.4903,1.204,0.917659998,0.932399988,1.090759993,0.812780023,0.724510014,0.66711998,0.618510008,0.606850028,0.681739986,
Algeria,,,12.65787029,12.44812012,12.12961006,11.99394989,12.04808044,11.6816597,12.32921028,12.27373028,11.65660954,10.66436958,8.837050438,5.74146986,5.915359974,5.73263979,5.982960224,5.389949799,5.16091013,5.046120167,5.11563015,6.85695982,6.643970013,6.776609898,6.684569836,6.445909977,6.386630058,7.629799843,8.1897,8.749690056,10.84183025,9.511050224,9.00714016,8.844650269,8.86425972,8.414010048,9.190790176,8.230750084,5.864960194,8.351149559,5.594830036,5.489799976,4.87112999,5.021840096,5.037950039,4.554100037,
Andorra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.535890102,2.169810057,1.926689982,2.329999924,1.76730001,1.853760004,1.512779951,0.835510015,1.118450046,
Angola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.701410294,11.66697979,11.69095039,12.92893028,,,,,
"Antigua and Barbuda",,,,,,1.025740027,1.761389971,1.81,1.8586,1.9073,1.9559,2.0045,2.0531,2.1018,2.1504,2.199,2.2476,2.2963,2.3449,2.3935,2.4421,2.4908,2.539400101,2.4832,2.427,2.3709,2.3147,2.2585,2.2023,2.1461,2.09,2.0338,1.9776,1.9214,1.8652,1.8091,1.7529,1.696709991,4.119649887,6.660550117,5.669229984,4.096620083,2.400789976,2.1503,1.89989996,2.33081007,
Argentina,10.01574039,9.066309929,8.7132,8.36,8.0069,7.653709888,7.117340088,6.9982,6.879,6.7598,6.6406,6.5214,6.4022,6.2831,6.1639,6.0447,5.9255,5.8063,5.6871,5.568,5.4488,5.3296,5.2104,5.0912,4.9721,4.8529,4.733689785,4.338880062,4.516670227,4.877160072,5.027639866,5.173530102,4.896949768,5.147429943,5.173279762,5.148700237,5.313010216,4.869110107,4.597949982,4.115429878,3.745229959,3.299089909,2.918809891,2.283279896,1.713750005,,
Armenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08845,0.078850001,0.11366,0.149230003,0.234080002,0.174349993,0.115889996,0.210690007,0.16155,0.122309998,0.177970007,0.1954,0.212830007,0.448500007,
Aruba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.87308979,5.641940117,7.015250206,6.446179867,7.538430214,7.32006979,7.931379795,7.671070099,7.51940012,6.421070099,5.581970215,6.47303009,6.7114,6.9497,7.188029766,6.30287981,,
Austria,,4.529230118,4.153329849,4.03426981,3.9201,3.806,3.6919,3.5778,3.4637,3.3495,3.2354,3.1213,3.0072,2.893,2.7789,2.6648,2.5507,2.4366,2.3224,2.2083,2.0942,1.9801,1.866,1.7518,1.6377,1.5236,1.4095,1.2953,1.181220055,1.274060011,1.1941,1.1142,1.034240007,1.054,1.073809981,1.2261,1.3784,1.5307,1.683,1.8353,1.9876,2.139869928,2.127379894,2.2557199,2.345989943,2.396189928,
