Country,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Afghanistan,,,,0.33,0.36,0.36,0.35,0.34,0.35,0.37
Albania,0.46,0.445,0.43,0.45,0.45,0.44,0.435,0.43,0.44,0.44
Algeria,,,,,,,,,0.52,0.47
Angola,,,,,,,,,0.42,0.4
"Antigua and Barbuda",,,,,,,,,,0.6
Argentina,0.45,0.44,0.43,0.43,0.43,0.47,0.485,0.5,0.52,0.53
Australia,0.78,0.805,0.83,0.8,0.81,0.82,0.835,0.85,0.81,0.82
Austria,0.75,0.795,0.84,0.81,0.81,0.8,0.805,0.81,0.84,0.84
Bahamas,,,,,,0.47,0.475,0.48,0.51,
Bangladesh,0.42,0.39,0.36,0.37,0.37,0.4,0.41,0.42,0.42,0.41
Barbados,,,,,,0.61,0.605,0.6,0.62,0.6
Belarus,,,0.56,0.53,0.55,0.53,0.51,0.49,0.5,0.51
Belgium,0.67,0.685,0.7,0.71,0.73,0.77,0.77,0.77,0.81,0.8
Belize,,,,,0.44,0.43,0.41,0.39,0.42,0.43
Benin,,,,,,,,,0.51,0.5
Bolivia,0.45,0.41,0.37,0.38,0.4,0.43,0.42,0.41,0.4,0.4
"Bosnia and Herzegovina",,,0.53,0.53,0.53,0.522,0.514,0.506,0.498,0.49
Botswana,,,0.7,0.68,0.66,0.59,0.585,0.58,0.6,0.61
Brazil,0.57,0.565,0.56,0.53,0.51,0.54,0.53,0.52,0.52,0.51
Bulgaria,0.5,0.5,0.5,0.47,0.49,0.51,0.52,0.53,0.54,0.53
"Burkina Faso",,,0.56,0.55,0.46,0.45,0.45,0.45,0.46,0.48
Cambodia,0.25,0.29,0.33,0.36,0.33,0.28,0.275,0.27,0.29,0.27
Cameroon,0.44,0.36,0.28,0.36,0.39,0.38,0.38,0.38,0.41,0.42
Canada,0.72,0.755,0.79,0.79,0.77,0.79,0.79,0.79,0.81,0.81
Chile,0.64,0.65,0.66,0.68,0.65,0.66,0.64,0.62,0.65,0.64
China,0.5,0.45,0.4,0.41,0.46,0.45,0.465,0.48,0.48,0.49
Colombia,0.56,0.54,0.52,0.5,0.49,0.52,0.515,0.51,0.5,0.52
"Congo (Kinshasa)",,,,,,,,,0.37,0.35
"Costa Rica",,,,,0.62,0.67,0.655,0.64,0.68,0.67
"Ivory Coast",,,,,,0.49,,,,
Croatia,0.52,0.5,0.48,0.49,0.48,0.5,0.51,0.52,0.55,0.56
"Czech Republic",0.57,0.58,0.59,0.63,0.63,0.68,0.675,0.67,0.7,0.71
Denmark,,,0.85,0.84,0.81,0.85,0.86,0.87,0.9,0.9
Dominica,,,,,,0.52,0.52,0.52,0.52,0.53
"Dominican Republic",0.46,0.455,0.45,0.42,0.42,0.41,0.405,0.4,0.39,0.42
Ecuador,,,0.46,0.48,0.49,0.46,0.455,0.45,0.49,0.49
Egypt,,,0.42,0.42,0.39,0.33,0.32,0.31,0.35,0.37
"El Salvador",0.58,0.55,0.52,0.49,0.48,0.5,0.495,0.49,0.49,0.51
Estonia,0.75,0.74,0.73,0.75,0.75,0.78,0.775,0.77,0.79,0.79
Ethiopia,0.38,0.37,0.36,0.38,0.36,0.31,0.31,0.31,0.36,0.39
Finland,,,0.82,0.78,0.79,0.83,0.82,0.81,0.84,0.86
France,0.72,0.74,0.76,0.75,0.74,0.72,0.745,0.77,0.77,0.76
Gambia,,,,,,,,,,0.38
Georgia,,,0.63,0.57,0.62,0.62,0.6,0.58,0.56,0.57
Germany,0.77,0.75,0.73,0.74,0.77,0.85,0.85,0.85,0.85,0.85
Ghana,0.5,0.51,0.52,0.53,0.57,0.56,0.56,0.56,0.55,0.55
Greece,,,0.54,0.54,0.54,0.56,0.55,0.54,0.59,0.58
