"Data Item",1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
Cadmium,4,3,4,6,7,5,6,4,14,8,25,40,42,44,94,39,45,45,31,61,83,59,228,368,497,957,1420,1420,630,480,1260,1570,1890,2190,2690,1850,2680,2800,3520,3470,3350,4020,3920,3170,3510,3540,3400,4330,3250,4090,4340,3400,4850,5770,4990,3720,5180,4590,4620,5510,5210,4250,4730,6700,5250,6050,6830,4110,4930,5720,5690,5490,3060,5380,3820,4510,4930,3530,4380,3730,3760,3300,3720,4390,4180,3620,4100,3110,3080,3270,3010,1040,1160,2250,2510,2100,1850,2010,1000,1630,1420,1820,2660,994,747,610,579,703
