"Data Item",1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
"Total fertility rate",4.97,4.958,4.946,4.934,4.922,4.91,4.932,4.954,4.976,4.998,5.02,4.986,4.952,4.918,4.884,4.85,4.768,4.686,4.604,4.522,4.44,4.322,4.204,4.086,3.968,3.85,3.8,3.75,3.7,3.65,3.6,3.57,3.54,3.51,3.48,3.45,3.368,3.286,3.204,3.122,3.04,2.978,2.916,2.854,2.792,2.73,2.702,2.674,2.646,2.618,2.59,2.578,2.566,2.554,2.542,2.53,2.527,2.524,2.521,2.518,2.515,2.512,2.509,2.506,2.503,2.5
